"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_26","Net_H"
"2",1,0.99825,0.00075,0.001,0,"Netlogo_H_26","Net_H"
"3",2,0.99745,0.00155,0.00085,0.00015,"Netlogo_H_26","Net_H"
"4",3,0.99605,0.00275,0.00105,0.00015,"Netlogo_H_26","Net_H"
"5",4,0.9953,0.0032,0.0011,4e-04,"Netlogo_H_26","Net_H"
"6",5,0.99465,0.0033,0.00155,5e-04,"Netlogo_H_26","Net_H"
"7",6,0.9934,0.00355,0.0023,0.00075,"Netlogo_H_26","Net_H"
"8",7,0.9919,0.0044,0.00275,0.00095,"Netlogo_H_26","Net_H"
"9",8,0.99045,0.00485,0.00325,0.00145,"Netlogo_H_26","Net_H"
"10",9,0.98835,0.00615,0.00375,0.00175,"Netlogo_H_26","Net_H"
"11",10,0.9853,0.0082,0.0043,0.0022,"Netlogo_H_26","Net_H"
"12",11,0.98225,0.00995,0.00515,0.00265,"Netlogo_H_26","Net_H"
"13",12,0.97845,0.0118,0.0066,0.00315,"Netlogo_H_26","Net_H"
"14",13,0.9742,0.01375,0.00835,0.0037,"Netlogo_H_26","Net_H"
"15",14,0.96825,0.01645,0.0107,0.0046,"Netlogo_H_26","Net_H"
"16",15,0.9605,0.02115,0.01275,0.0056,"Netlogo_H_26","Net_H"
"17",16,0.9524,0.02535,0.01575,0.0065,"Netlogo_H_26","Net_H"
"18",17,0.9434,0.0298,0.0187,0.0081,"Netlogo_H_26","Net_H"
"19",18,0.9314,0.0366,0.02215,0.00985,"Netlogo_H_26","Net_H"
"20",19,0.9168,0.0442,0.02675,0.01225,"Netlogo_H_26","Net_H"
"21",20,0.89955,0.0537,0.03225,0.0145,"Netlogo_H_26","Net_H"
"22",21,0.88025,0.0631,0.03905,0.0176,"Netlogo_H_26","Net_H"
"23",22,0.8572,0.07355,0.04715,0.0221,"Netlogo_H_26","Net_H"
"24",23,0.8275,0.0893,0.0566,0.0266,"Netlogo_H_26","Net_H"
"25",24,0.79575,0.1049,0.0688,0.03055,"Netlogo_H_26","Net_H"
"26",25,0.76005,0.1199,0.0831,0.03695,"Netlogo_H_26","Net_H"
"27",26,0.71625,0.1404,0.09855,0.0448,"Netlogo_H_26","Net_H"
"28",27,0.6686,0.1612,0.11585,0.05435,"Netlogo_H_26","Net_H"
"29",28,0.6172,0.17945,0.1365,0.06685,"Netlogo_H_26","Net_H"
"30",29,0.5595,0.20085,0.159,0.08065,"Netlogo_H_26","Net_H"
