"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_4","Net_H"
"2",1,0.99835,0.00065,0.001,0,"Netlogo_H_4","Net_H"
"3",2,0.99755,0.00145,0.00095,5e-05,"Netlogo_H_4","Net_H"
"4",3,0.99675,0.00205,0.0011,1e-04,"Netlogo_H_4","Net_H"
"5",4,0.9957,0.00275,0.0013,0.00025,"Netlogo_H_4","Net_H"
"6",5,0.9949,0.00265,0.00205,4e-04,"Netlogo_H_4","Net_H"
"7",6,0.9935,0.00345,0.00255,5e-04,"Netlogo_H_4","Net_H"
"8",7,0.9914,0.005,0.00285,0.00075,"Netlogo_H_4","Net_H"
"9",8,0.9896,0.00625,0.0031,0.00105,"Netlogo_H_4","Net_H"
"10",9,0.98745,0.007,0.00405,0.0015,"Netlogo_H_4","Net_H"
"11",10,0.98465,0.0082,0.00535,0.0018,"Netlogo_H_4","Net_H"
"12",11,0.98095,0.01075,0.00585,0.00245,"Netlogo_H_4","Net_H"
"13",12,0.9765,0.0136,0.0067,0.0032,"Netlogo_H_4","Net_H"
"14",13,0.97075,0.0172,0.00825,0.0038,"Netlogo_H_4","Net_H"
"15",14,0.966,0.01905,0.01065,0.0043,"Netlogo_H_4","Net_H"
"16",15,0.9593,0.02215,0.0138,0.00475,"Netlogo_H_4","Net_H"
"17",16,0.9502,0.02675,0.01665,0.0064,"Netlogo_H_4","Net_H"
"18",17,0.93865,0.03345,0.0198,0.0081,"Netlogo_H_4","Net_H"
"19",18,0.92555,0.04005,0.02455,0.00985,"Netlogo_H_4","Net_H"
"20",19,0.90915,0.0478,0.03095,0.0121,"Netlogo_H_4","Net_H"
"21",20,0.89075,0.0574,0.03725,0.0146,"Netlogo_H_4","Net_H"
"22",21,0.87,0.0674,0.04375,0.01885,"Netlogo_H_4","Net_H"
"23",22,0.8452,0.07895,0.05225,0.0236,"Netlogo_H_4","Net_H"
"24",23,0.81525,0.09295,0.06265,0.02915,"Netlogo_H_4","Net_H"
"25",24,0.78135,0.10815,0.07565,0.03485,"Netlogo_H_4","Net_H"
"26",25,0.74165,0.12625,0.09015,0.04195,"Netlogo_H_4","Net_H"
"27",26,0.6973,0.1465,0.1063,0.0499,"Netlogo_H_4","Net_H"
"28",27,0.6477,0.16725,0.1241,0.06095,"Netlogo_H_4","Net_H"
"29",28,0.59325,0.18805,0.1459,0.0728,"Netlogo_H_4","Net_H"
"30",29,0.53485,0.2079,0.16985,0.0874,"Netlogo_H_4","Net_H"
"31",30,0.474,0.22645,0.19395,0.1056,"Netlogo_H_4","Net_H"
"32",31,0.4156,0.2397,0.21875,0.12595,"Netlogo_H_4","Net_H"
"33",32,0.3615,0.2418,0.24805,0.14865,"Netlogo_H_4","Net_H"
"34",33,0.3048,0.24545,0.27365,0.1761,"Netlogo_H_4","Net_H"
"35",34,0.25275,0.2454,0.29665,0.2052,"Netlogo_H_4","Net_H"
"36",35,0.2049,0.24045,0.3183,0.23635,"Netlogo_H_4","Net_H"
"37",36,0.16625,0.2245,0.3395,0.26975,"Netlogo_H_4","Net_H"
"38",37,0.1321,0.20685,0.3546,0.30645,"Netlogo_H_4","Net_H"
"39",38,0.1058,0.18365,0.3638,0.34675,"Netlogo_H_4","Net_H"
"40",39,0.0829,0.164,0.3676,0.3855,"Netlogo_H_4","Net_H"
"41",40,0.06615,0.14345,0.36455,0.42585,"Netlogo_H_4","Net_H"
"42",41,0.05285,0.12295,0.35625,0.46795,"Netlogo_H_4","Net_H"
"43",42,0.0427,0.10455,0.3423,0.51045,"Netlogo_H_4","Net_H"
"44",43,0.03555,0.08605,0.3274,0.551,"Netlogo_H_4","Net_H"
"45",44,0.0297,0.0722,0.31095,0.58715,"Netlogo_H_4","Net_H"
"46",45,0.0251,0.06075,0.28895,0.6252,"Netlogo_H_4","Net_H"
"47",46,0.02315,0.04845,0.26815,0.66025,"Netlogo_H_4","Net_H"
"48",47,0.0212,0.0389,0.24625,0.69365,"Netlogo_H_4","Net_H"
"49",48,0.0203,0.0319,0.2255,0.7223,"Netlogo_H_4","Net_H"
"50",49,0.01975,0.0263,0.2058,0.74815,"Netlogo_H_4","Net_H"
"51",50,0.0193,0.0223,0.18725,0.77115,"Netlogo_H_4","Net_H"
"52",51,0.02,0.01865,0.1707,0.79065,"Netlogo_H_4","Net_H"
"53",52,0.02045,0.0162,0.15315,0.8102,"Netlogo_H_4","Net_H"
"54",53,0.0211,0.01425,0.1367,0.82795,"Netlogo_H_4","Net_H"
"55",54,0.02165,0.0121,0.12235,0.8439,"Netlogo_H_4","Net_H"
"56",55,0.0222,0.01145,0.1084,0.85795,"Netlogo_H_4","Net_H"
"57",56,0.0236,0.01015,0.0969,0.86935,"Netlogo_H_4","Net_H"
"58",57,0.0248,0.0094,0.08675,0.87905,"Netlogo_H_4","Net_H"
"59",58,0.0263,0.0083,0.0785,0.8869,"Netlogo_H_4","Net_H"
"60",59,0.02865,0.0071,0.07075,0.8935,"Netlogo_H_4","Net_H"
"61",60,0.031,0.0071,0.06305,0.89885,"Netlogo_H_4","Net_H"
"62",61,0.0323,0.0071,0.05705,0.90355,"Netlogo_H_4","Net_H"
"63",62,0.0343,0.0065,0.05115,0.90805,"Netlogo_H_4","Net_H"
"64",63,0.03635,0.00645,0.0448,0.9124,"Netlogo_H_4","Net_H"
"65",64,0.03845,0.0058,0.04075,0.915,"Netlogo_H_4","Net_H"
"66",65,0.04065,0.0058,0.0363,0.91725,"Netlogo_H_4","Net_H"
"67",66,0.04295,0.0051,0.03245,0.9195,"Netlogo_H_4","Net_H"
"68",67,0.0465,0.0043,0.02915,0.92005,"Netlogo_H_4","Net_H"
"69",68,0.04865,0.0041,0.0255,0.92175,"Netlogo_H_4","Net_H"
"70",69,0.05165,0.00375,0.023,0.9216,"Netlogo_H_4","Net_H"
"71",70,0.0548,0.0033,0.02055,0.92135,"Netlogo_H_4","Net_H"
"72",71,0.05805,0.0028,0.0186,0.92055,"Netlogo_H_4","Net_H"
"73",72,0.0606,0.0028,0.01625,0.92035,"Netlogo_H_4","Net_H"
"74",73,0.06325,0.00275,0.01455,0.91945,"Netlogo_H_4","Net_H"
"75",74,0.0664,0.0026,0.01305,0.91795,"Netlogo_H_4","Net_H"
"76",75,0.06925,0.00255,0.01175,0.91645,"Netlogo_H_4","Net_H"
"77",76,0.07255,0.00255,0.01105,0.91385,"Netlogo_H_4","Net_H"
"78",77,0.0751,0.0026,0.01055,0.91175,"Netlogo_H_4","Net_H"
"79",78,0.0783,0.0025,0.00955,0.90965,"Netlogo_H_4","Net_H"
"80",79,0.0804,0.00255,0.009,0.90805,"Netlogo_H_4","Net_H"
"81",80,0.083,0.00255,0.0082,0.90625,"Netlogo_H_4","Net_H"
"82",81,0.08645,0.00235,0.00775,0.90345,"Netlogo_H_4","Net_H"
"83",82,0.089,0.00255,0.00745,0.901,"Netlogo_H_4","Net_H"
"84",83,0.0916,0.0025,0.007,0.8989,"Netlogo_H_4","Net_H"
"85",84,0.09425,0.00245,0.00705,0.89625,"Netlogo_H_4","Net_H"
"86",85,0.09675,0.0021,0.0066,0.89455,"Netlogo_H_4","Net_H"
"87",86,0.1,0.00205,0.0061,0.89185,"Netlogo_H_4","Net_H"
"88",87,0.10245,0.002,0.0055,0.89005,"Netlogo_H_4","Net_H"
"89",88,0.10425,0.0022,0.005,0.88855,"Netlogo_H_4","Net_H"
"90",89,0.10755,0.0018,0.0051,0.88555,"Netlogo_H_4","Net_H"
"91",90,0.1098,0.0022,0.0049,0.8831,"Netlogo_H_4","Net_H"
