"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_21","Net_H"
"2",1,0.99815,0.00085,0.001,0,"Netlogo_H_21","Net_H"
"3",2,0.99705,0.00195,8e-04,2e-04,"Netlogo_H_21","Net_H"
"4",3,0.9964,0.0023,0.001,3e-04,"Netlogo_H_21","Net_H"
"5",4,0.9958,0.0023,0.0016,3e-04,"Netlogo_H_21","Net_H"
"6",5,0.9949,0.00265,0.002,0.00045,"Netlogo_H_21","Net_H"
"7",6,0.99365,0.0034,0.0023,0.00065,"Netlogo_H_21","Net_H"
"8",7,0.99165,0.0046,0.0026,0.00115,"Netlogo_H_21","Net_H"
"9",8,0.9896,0.00595,0.003,0.00145,"Netlogo_H_21","Net_H"
"10",9,0.9876,0.007,0.00355,0.00185,"Netlogo_H_21","Net_H"
"11",10,0.98515,0.00785,0.00485,0.00215,"Netlogo_H_21","Net_H"
"12",11,0.9817,0.0097,0.0056,0.003,"Netlogo_H_21","Net_H"
"13",12,0.9781,0.0113,0.00715,0.00345,"Netlogo_H_21","Net_H"
"14",13,0.97285,0.0138,0.009,0.00435,"Netlogo_H_21","Net_H"
"15",14,0.9657,0.0184,0.0108,0.0051,"Netlogo_H_21","Net_H"
"16",15,0.9572,0.02405,0.0125,0.00625,"Netlogo_H_21","Net_H"
"17",16,0.9496,0.0274,0.01565,0.00735,"Netlogo_H_21","Net_H"
"18",17,0.9378,0.03285,0.0204,0.00895,"Netlogo_H_21","Net_H"
"19",18,0.92485,0.0403,0.02445,0.0104,"Netlogo_H_21","Net_H"
"20",19,0.9091,0.04805,0.0302,0.01265,"Netlogo_H_21","Net_H"
"21",20,0.8899,0.05835,0.03595,0.0158,"Netlogo_H_21","Net_H"
"22",21,0.8672,0.06945,0.044,0.01935,"Netlogo_H_21","Net_H"
"23",22,0.84165,0.0826,0.05215,0.0236,"Netlogo_H_21","Net_H"
"24",23,0.81065,0.09765,0.06155,0.03015,"Netlogo_H_21","Net_H"
"25",24,0.77455,0.11475,0.0758,0.0349,"Netlogo_H_21","Net_H"
"26",25,0.7344,0.13325,0.08925,0.0431,"Netlogo_H_21","Net_H"
"27",26,0.688,0.15165,0.1084,0.05195,"Netlogo_H_21","Net_H"
"28",27,0.63485,0.17655,0.12545,0.06315,"Netlogo_H_21","Net_H"
"29",28,0.5813,0.1947,0.14845,0.07555,"Netlogo_H_21","Net_H"
"30",29,0.52395,0.2093,0.17545,0.0913,"Netlogo_H_21","Net_H"
"31",30,0.464,0.2265,0.2012,0.1083,"Netlogo_H_21","Net_H"
"32",31,0.4032,0.24,0.22725,0.12955,"Netlogo_H_21","Net_H"
"33",32,0.3444,0.24935,0.2522,0.15405,"Netlogo_H_21","Net_H"
"34",33,0.28565,0.2562,0.2782,0.17995,"Netlogo_H_21","Net_H"
"35",34,0.23675,0.2484,0.3064,0.20845,"Netlogo_H_21","Net_H"
"36",35,0.19285,0.2376,0.3287,0.24085,"Netlogo_H_21","Net_H"
"37",36,0.15525,0.2218,0.3466,0.27635,"Netlogo_H_21","Net_H"
"38",37,0.1223,0.20365,0.36135,0.3127,"Netlogo_H_21","Net_H"
"39",38,0.09635,0.1805,0.3686,0.35455,"Netlogo_H_21","Net_H"
"40",39,0.07635,0.1575,0.372,0.39415,"Netlogo_H_21","Net_H"
"41",40,0.0599,0.13745,0.3654,0.43725,"Netlogo_H_21","Net_H"
"42",41,0.04735,0.11715,0.3567,0.4788,"Netlogo_H_21","Net_H"
"43",42,0.03785,0.09895,0.3477,0.5155,"Netlogo_H_21","Net_H"
"44",43,0.03095,0.0822,0.33055,0.5563,"Netlogo_H_21","Net_H"
"45",44,0.0266,0.06785,0.3107,0.59485,"Netlogo_H_21","Net_H"
"46",45,0.023,0.05405,0.29105,0.6319,"Netlogo_H_21","Net_H"
"47",46,0.0204,0.044,0.2696,0.666,"Netlogo_H_21","Net_H"
"48",47,0.0185,0.03585,0.24865,0.697,"Netlogo_H_21","Net_H"
"49",48,0.01745,0.02875,0.22625,0.72755,"Netlogo_H_21","Net_H"
"50",49,0.01725,0.0237,0.20455,0.7545,"Netlogo_H_21","Net_H"
"51",50,0.01755,0.02005,0.1832,0.7792,"Netlogo_H_21","Net_H"
"52",51,0.01705,0.01705,0.1655,0.8004,"Netlogo_H_21","Net_H"
"53",52,0.01805,0.01445,0.1467,0.8208,"Netlogo_H_21","Net_H"
"54",53,0.019,0.01225,0.1313,0.83745,"Netlogo_H_21","Net_H"
