"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_23","Net_H"
"2",1,0.9981,9e-04,0.001,0,"Netlogo_H_23","Net_H"
"3",2,0.99765,0.00135,0.00085,0.00015,"Netlogo_H_23","Net_H"
"4",3,0.99675,0.00195,0.0011,2e-04,"Netlogo_H_23","Net_H"
"5",4,0.9963,0.0022,0.00125,0.00025,"Netlogo_H_23","Net_H"
"6",5,0.9956,0.0024,0.0016,4e-04,"Netlogo_H_23","Net_H"
"7",6,0.99495,0.00245,0.00195,0.00065,"Netlogo_H_23","Net_H"
"8",7,0.99385,0.00315,0.00215,0.00085,"Netlogo_H_23","Net_H"
"9",8,0.9922,0.0043,0.0026,9e-04,"Netlogo_H_23","Net_H"
"10",9,0.9908,0.005,0.00295,0.00125,"Netlogo_H_23","Net_H"
"11",10,0.9886,0.00615,0.0037,0.00155,"Netlogo_H_23","Net_H"
"12",11,0.9863,0.0075,0.0042,0.002,"Netlogo_H_23","Net_H"
"13",12,0.9835,0.0089,0.0051,0.0025,"Netlogo_H_23","Net_H"
"14",13,0.9802,0.0102,0.00655,0.00305,"Netlogo_H_23","Net_H"
"15",14,0.97485,0.01375,0.0075,0.0039,"Netlogo_H_23","Net_H"
"16",15,0.96985,0.01615,0.0091,0.0049,"Netlogo_H_23","Net_H"
"17",16,0.9633,0.0197,0.0113,0.0057,"Netlogo_H_23","Net_H"
"18",17,0.95585,0.02325,0.0143,0.0066,"Netlogo_H_23","Net_H"
"19",18,0.9465,0.02825,0.0179,0.00735,"Netlogo_H_23","Net_H"
"20",19,0.9339,0.0345,0.02315,0.00845,"Netlogo_H_23","Net_H"
"21",20,0.9184,0.04375,0.0269,0.01095,"Netlogo_H_23","Net_H"
"22",21,0.90085,0.0529,0.03265,0.0136,"Netlogo_H_23","Net_H"
"23",22,0.87945,0.0646,0.03935,0.0166,"Netlogo_H_23","Net_H"
"24",23,0.856,0.0764,0.04725,0.02035,"Netlogo_H_23","Net_H"
"25",24,0.82835,0.0887,0.0584,0.02455,"Netlogo_H_23","Net_H"
"26",25,0.7955,0.1042,0.0707,0.0296,"Netlogo_H_23","Net_H"
"27",26,0.75575,0.1243,0.0834,0.03655,"Netlogo_H_23","Net_H"
"28",27,0.715,0.14125,0.09865,0.0451,"Netlogo_H_23","Net_H"
"29",28,0.66855,0.15945,0.11745,0.05455,"Netlogo_H_23","Net_H"
"30",29,0.61525,0.18115,0.1371,0.0665,"Netlogo_H_23","Net_H"
"31",30,0.56015,0.20065,0.1598,0.0794,"Netlogo_H_23","Net_H"
"32",31,0.50015,0.21905,0.1855,0.0953,"Netlogo_H_23","Net_H"
"33",32,0.43815,0.23585,0.21195,0.11405,"Netlogo_H_23","Net_H"
"34",33,0.3781,0.248,0.238,0.1359,"Netlogo_H_23","Net_H"
"35",34,0.32185,0.2514,0.26825,0.1585,"Netlogo_H_23","Net_H"
"36",35,0.26765,0.2505,0.29425,0.1876,"Netlogo_H_23","Net_H"
"37",36,0.21845,0.243,0.3203,0.21825,"Netlogo_H_23","Net_H"
"38",37,0.1761,0.23135,0.3404,0.25215,"Netlogo_H_23","Net_H"
"39",38,0.14005,0.21535,0.3531,0.2915,"Netlogo_H_23","Net_H"
"40",39,0.11165,0.1945,0.36125,0.3326,"Netlogo_H_23","Net_H"
"41",40,0.0898,0.1712,0.36765,0.37135,"Netlogo_H_23","Net_H"
"42",41,0.07145,0.1505,0.36365,0.4144,"Netlogo_H_23","Net_H"
"43",42,0.05675,0.1289,0.35895,0.4554,"Netlogo_H_23","Net_H"
"44",43,0.04525,0.11045,0.3476,0.4967,"Netlogo_H_23","Net_H"
"45",44,0.0373,0.09095,0.3361,0.53565,"Netlogo_H_23","Net_H"
"46",45,0.03125,0.0737,0.3198,0.57525,"Netlogo_H_23","Net_H"
"47",46,0.02605,0.05995,0.30115,0.61285,"Netlogo_H_23","Net_H"
"48",47,0.02295,0.05105,0.2772,0.6488,"Netlogo_H_23","Net_H"
"49",48,0.0212,0.0415,0.2565,0.6808,"Netlogo_H_23","Net_H"
"50",49,0.01925,0.0342,0.2348,0.71175,"Netlogo_H_23","Net_H"
"51",50,0.01805,0.0292,0.21515,0.7376,"Netlogo_H_23","Net_H"
"52",51,0.0175,0.02465,0.19335,0.7645,"Netlogo_H_23","Net_H"
"53",52,0.01805,0.01955,0.1766,0.7858,"Netlogo_H_23","Net_H"
"54",53,0.01885,0.0152,0.15915,0.8068,"Netlogo_H_23","Net_H"
"55",54,0.01855,0.01355,0.14245,0.82545,"Netlogo_H_23","Net_H"
"56",55,0.01965,0.01175,0.1288,0.8398,"Netlogo_H_23","Net_H"
"57",56,0.0212,0.01035,0.11355,0.8549,"Netlogo_H_23","Net_H"
"58",57,0.02145,0.00965,0.1007,0.8682,"Netlogo_H_23","Net_H"
"59",58,0.02295,0.00825,0.0903,0.8785,"Netlogo_H_23","Net_H"
"60",59,0.024,0.0073,0.0806,0.8881,"Netlogo_H_23","Net_H"
"61",60,0.02515,0.00695,0.07035,0.89755,"Netlogo_H_23","Net_H"
"62",61,0.0272,0.0058,0.0638,0.9032,"Netlogo_H_23","Net_H"
"63",62,0.02965,0.00475,0.0574,0.9082,"Netlogo_H_23","Net_H"
"64",63,0.032,0.00525,0.05175,0.911,"Netlogo_H_23","Net_H"
"65",64,0.03345,0.00525,0.0459,0.9154,"Netlogo_H_23","Net_H"
"66",65,0.03595,0.0049,0.041,0.91815,"Netlogo_H_23","Net_H"
"67",66,0.0383,0.004,0.03715,0.92055,"Netlogo_H_23","Net_H"
"68",67,0.0402,0.00375,0.0341,0.92195,"Netlogo_H_23","Net_H"
"69",68,0.04245,0.00395,0.03045,0.92315,"Netlogo_H_23","Net_H"
"70",69,0.0438,0.0046,0.02755,0.92405,"Netlogo_H_23","Net_H"
