"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_27","Net_H"
"2",1,0.99835,0.00065,0.001,0,"Netlogo_H_27","Net_H"
"3",2,0.99815,0.00085,8e-04,2e-04,"Netlogo_H_27","Net_H"
"4",3,0.9977,0.00115,0.00085,3e-04,"Netlogo_H_27","Net_H"
"5",4,0.9971,0.00165,9e-04,0.00035,"Netlogo_H_27","Net_H"
"6",5,0.99655,0.00195,0.0011,4e-04,"Netlogo_H_27","Net_H"
"7",6,0.9956,0.0024,0.00145,0.00055,"Netlogo_H_27","Net_H"
"8",7,0.99495,0.00275,0.0016,7e-04,"Netlogo_H_27","Net_H"
"9",8,0.9937,0.00335,0.0021,0.00085,"Netlogo_H_27","Net_H"
"10",9,0.9921,0.0044,0.00235,0.00115,"Netlogo_H_27","Net_H"
"11",10,0.9901,0.0055,0.0032,0.0012,"Netlogo_H_27","Net_H"
"12",11,0.988,0.00655,0.00405,0.0014,"Netlogo_H_27","Net_H"
"13",12,0.98495,0.00855,0.0049,0.0016,"Netlogo_H_27","Net_H"
"14",13,0.9819,0.01015,0.0057,0.00225,"Netlogo_H_27","Net_H"
"15",14,0.97825,0.0114,0.0077,0.00265,"Netlogo_H_27","Net_H"
"16",15,0.97285,0.0142,0.0092,0.00375,"Netlogo_H_27","Net_H"
"17",16,0.96585,0.0187,0.01075,0.0047,"Netlogo_H_27","Net_H"
"18",17,0.95835,0.0234,0.0123,0.00595,"Netlogo_H_27","Net_H"
"19",18,0.9503,0.02715,0.0154,0.00715,"Netlogo_H_27","Net_H"
"20",19,0.9404,0.03135,0.0197,0.00855,"Netlogo_H_27","Net_H"
"21",20,0.9272,0.03915,0.0237,0.00995,"Netlogo_H_27","Net_H"
"22",21,0.9117,0.047,0.02905,0.01225,"Netlogo_H_27","Net_H"
"23",22,0.8936,0.0563,0.03465,0.01545,"Netlogo_H_27","Net_H"
"24",23,0.87215,0.06775,0.04145,0.01865,"Netlogo_H_27","Net_H"
"25",24,0.8462,0.0809,0.05,0.0229,"Netlogo_H_27","Net_H"
"26",25,0.81555,0.09635,0.0604,0.0277,"Netlogo_H_27","Net_H"
"27",26,0.77965,0.11355,0.07305,0.03375,"Netlogo_H_27","Net_H"
"28",27,0.74195,0.1301,0.0873,0.04065,"Netlogo_H_27","Net_H"
"29",28,0.6951,0.15005,0.1049,0.04995,"Netlogo_H_27","Net_H"
"30",29,0.64465,0.1701,0.1265,0.05875,"Netlogo_H_27","Net_H"
"31",30,0.59045,0.1897,0.1484,0.07145,"Netlogo_H_27","Net_H"
"32",31,0.5341,0.20715,0.17175,0.087,"Netlogo_H_27","Net_H"
"33",32,0.4733,0.22655,0.195,0.10515,"Netlogo_H_27","Net_H"
"34",33,0.41525,0.2372,0.2232,0.12435,"Netlogo_H_27","Net_H"
"35",34,0.35605,0.24455,0.2515,0.1479,"Netlogo_H_27","Net_H"
"36",35,0.299,0.2506,0.2766,0.1738,"Netlogo_H_27","Net_H"
"37",36,0.24715,0.24785,0.3033,0.2017,"Netlogo_H_27","Net_H"
"38",37,0.1983,0.24425,0.3216,0.23585,"Netlogo_H_27","Net_H"
"39",38,0.1604,0.22705,0.34185,0.2707,"Netlogo_H_27","Net_H"
"40",39,0.12695,0.2073,0.35945,0.3063,"Netlogo_H_27","Net_H"
"41",40,0.09955,0.18395,0.36925,0.34725,"Netlogo_H_27","Net_H"
"42",41,0.07865,0.16145,0.36955,0.39035,"Netlogo_H_27","Net_H"
"43",42,0.0625,0.135,0.36885,0.43365,"Netlogo_H_27","Net_H"
"44",43,0.05025,0.11485,0.359,0.4759,"Netlogo_H_27","Net_H"
"45",44,0.03905,0.0993,0.34055,0.5211,"Netlogo_H_27","Net_H"
"46",45,0.03255,0.0823,0.32435,0.5608,"Netlogo_H_27","Net_H"
"47",46,0.027,0.06655,0.30505,0.6014,"Netlogo_H_27","Net_H"
"48",47,0.0236,0.05545,0.28225,0.6387,"Netlogo_H_27","Net_H"
"49",48,0.0207,0.0455,0.2608,0.673,"Netlogo_H_27","Net_H"
"50",49,0.0195,0.03745,0.23775,0.7053,"Netlogo_H_27","Net_H"
"51",50,0.0192,0.03045,0.21515,0.7352,"Netlogo_H_27","Net_H"
"52",51,0.0176,0.02565,0.19495,0.7618,"Netlogo_H_27","Net_H"
"53",52,0.0174,0.022,0.17575,0.78485,"Netlogo_H_27","Net_H"
"54",53,0.01775,0.01785,0.15755,0.80685,"Netlogo_H_27","Net_H"
"55",54,0.01785,0.0154,0.1411,0.82565,"Netlogo_H_27","Net_H"
"56",55,0.01895,0.01305,0.12725,0.84075,"Netlogo_H_27","Net_H"
"57",56,0.0207,0.01095,0.1139,0.85445,"Netlogo_H_27","Net_H"
"58",57,0.02115,0.00915,0.10325,0.86645,"Netlogo_H_27","Net_H"
"59",58,0.02215,0.00865,0.0928,0.8764,"Netlogo_H_27","Net_H"
"60",59,0.0229,0.0081,0.08125,0.88775,"Netlogo_H_27","Net_H"
"61",60,0.0247,0.0071,0.07325,0.89495,"Netlogo_H_27","Net_H"
"62",61,0.02625,0.00635,0.06465,0.90275,"Netlogo_H_27","Net_H"
"63",62,0.0282,0.0061,0.0575,0.9082,"Netlogo_H_27","Net_H"
"64",63,0.02975,0.0058,0.0506,0.91385,"Netlogo_H_27","Net_H"
