"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_10","Net_H"
"2",1,0.9985,5e-04,0.001,0,"Netlogo_H_10","Net_H"
"3",2,0.9977,0.0013,9e-04,1e-04,"Netlogo_H_10","Net_H"
"4",3,0.99715,0.00175,8e-04,3e-04,"Netlogo_H_10","Net_H"
"5",4,0.9968,0.00165,0.0011,0.00045,"Netlogo_H_10","Net_H"
"6",5,0.9962,0.00205,0.0012,0.00055,"Netlogo_H_10","Net_H"
"7",6,0.99525,0.00255,0.0016,6e-04,"Netlogo_H_10","Net_H"
"8",7,0.9944,0.0031,0.00185,0.00065,"Netlogo_H_10","Net_H"
"9",8,0.9933,0.00345,0.00255,7e-04,"Netlogo_H_10","Net_H"
"10",9,0.9917,0.00415,0.0033,0.00085,"Netlogo_H_10","Net_H"
"11",10,0.9895,0.00575,0.0036,0.00115,"Netlogo_H_10","Net_H"
"12",11,0.9867,0.00745,0.0045,0.00135,"Netlogo_H_10","Net_H"
"13",12,0.98375,0.0088,0.00575,0.0017,"Netlogo_H_10","Net_H"
"14",13,0.98055,0.01035,0.00705,0.00205,"Netlogo_H_10","Net_H"
"15",14,0.97535,0.01345,0.0086,0.0026,"Netlogo_H_10","Net_H"
"16",15,0.96955,0.01715,0.0101,0.0032,"Netlogo_H_10","Net_H"
"17",16,0.96205,0.02165,0.0123,0.004,"Netlogo_H_10","Net_H"
"18",17,0.95385,0.0265,0.01405,0.0056,"Netlogo_H_10","Net_H"
"19",18,0.9452,0.0301,0.01745,0.00725,"Netlogo_H_10","Net_H"
"20",19,0.9329,0.03665,0.02165,0.0088,"Netlogo_H_10","Net_H"
"21",20,0.91895,0.0433,0.02675,0.011,"Netlogo_H_10","Net_H"
"22",21,0.90345,0.0501,0.0325,0.01395,"Netlogo_H_10","Net_H"
"23",22,0.88265,0.0605,0.0403,0.01655,"Netlogo_H_10","Net_H"
"24",23,0.8585,0.07385,0.0477,0.01995,"Netlogo_H_10","Net_H"
"25",24,0.83185,0.08645,0.0574,0.0243,"Netlogo_H_10","Net_H"
