"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_24","Net_H"
"2",1,0.9983,7e-04,0.001,0,"Netlogo_H_24","Net_H"
"3",2,0.99765,0.00135,9e-04,1e-04,"Netlogo_H_24","Net_H"
"4",3,0.9967,0.00215,0.001,0.00015,"Netlogo_H_24","Net_H"
"5",4,0.9957,0.0029,0.00125,0.00015,"Netlogo_H_24","Net_H"
"6",5,0.995,0.0032,0.0015,3e-04,"Netlogo_H_24","Net_H"
"7",6,0.99415,0.00325,0.0021,5e-04,"Netlogo_H_24","Net_H"
"8",7,0.9921,0.0047,0.00255,0.00065,"Netlogo_H_24","Net_H"
"9",8,0.99055,0.0053,0.0033,0.00085,"Netlogo_H_24","Net_H"
"10",9,0.98855,0.0061,0.0043,0.00105,"Netlogo_H_24","Net_H"
"11",10,0.98555,0.0074,0.00565,0.0014,"Netlogo_H_24","Net_H"
"12",11,0.9814,0.00995,0.0067,0.00195,"Netlogo_H_24","Net_H"
"13",12,0.9769,0.0127,0.00795,0.00245,"Netlogo_H_24","Net_H"
"14",13,0.97155,0.0152,0.00995,0.0033,"Netlogo_H_24","Net_H"
"15",14,0.96525,0.01875,0.01155,0.00445,"Netlogo_H_24","Net_H"
"16",15,0.95785,0.0221,0.01475,0.0053,"Netlogo_H_24","Net_H"
"17",16,0.9481,0.028,0.0173,0.0066,"Netlogo_H_24","Net_H"
"18",17,0.93655,0.0345,0.02075,0.0082,"Netlogo_H_24","Net_H"
"19",18,0.92395,0.04065,0.02525,0.01015,"Netlogo_H_24","Net_H"
"20",19,0.90805,0.04875,0.03065,0.01255,"Netlogo_H_24","Net_H"
"21",20,0.8888,0.0584,0.03735,0.01545,"Netlogo_H_24","Net_H"
"22",21,0.86455,0.07145,0.04485,0.01915,"Netlogo_H_24","Net_H"
"23",22,0.837,0.08535,0.0538,0.02385,"Netlogo_H_24","Net_H"
"24",23,0.80715,0.0989,0.0646,0.02935,"Netlogo_H_24","Net_H"
"25",24,0.7733,0.11295,0.07685,0.0369,"Netlogo_H_24","Net_H"
"26",25,0.73205,0.132,0.09145,0.0445,"Netlogo_H_24","Net_H"
"27",26,0.6864,0.1491,0.1104,0.0541,"Netlogo_H_24","Net_H"
"28",27,0.63555,0.1725,0.1261,0.06585,"Netlogo_H_24","Net_H"
"29",28,0.58265,0.19115,0.14725,0.07895,"Netlogo_H_24","Net_H"
"30",29,0.5265,0.2081,0.1713,0.0941,"Netlogo_H_24","Net_H"
"31",30,0.4638,0.23035,0.1951,0.11075,"Netlogo_H_24","Net_H"
"32",31,0.40295,0.2443,0.2228,0.12995,"Netlogo_H_24","Net_H"
"33",32,0.34295,0.2538,0.25125,0.152,"Netlogo_H_24","Net_H"
"34",33,0.28825,0.25365,0.2783,0.1798,"Netlogo_H_24","Net_H"
"35",34,0.23655,0.2493,0.3065,0.20765,"Netlogo_H_24","Net_H"
"36",35,0.1907,0.2397,0.328,0.2416,"Netlogo_H_24","Net_H"
"37",36,0.1508,0.2263,0.34585,0.27705,"Netlogo_H_24","Net_H"
"38",37,0.11735,0.20565,0.3612,0.3158,"Netlogo_H_24","Net_H"
"39",38,0.092,0.1818,0.36945,0.35675,"Netlogo_H_24","Net_H"
"40",39,0.07165,0.15895,0.37145,0.39795,"Netlogo_H_24","Net_H"
"41",40,0.0555,0.1372,0.36615,0.44115,"Netlogo_H_24","Net_H"
"42",41,0.04315,0.1155,0.35435,0.487,"Netlogo_H_24","Net_H"
