"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_15","Net_H"
"2",1,0.99835,0.00065,0.001,0,"Netlogo_H_15","Net_H"
"3",2,0.9976,0.0014,0.00095,5e-05,"Netlogo_H_15","Net_H"
"4",3,0.99695,0.00185,0.0011,1e-04,"Netlogo_H_15","Net_H"
"5",4,0.99635,0.0021,0.00135,2e-04,"Netlogo_H_15","Net_H"
"6",5,0.9956,0.0025,0.00155,0.00035,"Netlogo_H_15","Net_H"
"7",6,0.99465,0.00315,0.00165,0.00055,"Netlogo_H_15","Net_H"
"8",7,0.99315,0.004,0.00215,7e-04,"Netlogo_H_15","Net_H"
"9",8,0.99145,0.00495,0.00275,0.00085,"Netlogo_H_15","Net_H"
"10",9,0.98885,0.00665,0.0035,0.001,"Netlogo_H_15","Net_H"
"11",10,0.9869,0.0075,0.00405,0.00155,"Netlogo_H_15","Net_H"
"12",11,0.9842,0.0091,0.00465,0.00205,"Netlogo_H_15","Net_H"
"13",12,0.9813,0.0105,0.00575,0.00245,"Netlogo_H_15","Net_H"
"14",13,0.9776,0.01205,0.0075,0.00285,"Netlogo_H_15","Net_H"
"15",14,0.97265,0.01485,0.0094,0.0031,"Netlogo_H_15","Net_H"
"16",15,0.9658,0.019,0.0111,0.0041,"Netlogo_H_15","Net_H"
"17",16,0.95815,0.02335,0.01325,0.00525,"Netlogo_H_15","Net_H"
"18",17,0.95005,0.0273,0.01585,0.0068,"Netlogo_H_15","Net_H"
"19",18,0.93805,0.034,0.0199,0.00805,"Netlogo_H_15","Net_H"
"20",19,0.92565,0.04065,0.02385,0.00985,"Netlogo_H_15","Net_H"
"21",20,0.9098,0.0491,0.0288,0.0123,"Netlogo_H_15","Net_H"
"22",21,0.89275,0.05685,0.03505,0.01535,"Netlogo_H_15","Net_H"
"23",22,0.87155,0.0672,0.04245,0.0188,"Netlogo_H_15","Net_H"
"24",23,0.845,0.08055,0.05245,0.022,"Netlogo_H_15","Net_H"
"25",24,0.81365,0.0978,0.06145,0.0271,"Netlogo_H_15","Net_H"
"26",25,0.7792,0.11265,0.07485,0.0333,"Netlogo_H_15","Net_H"
"27",26,0.7383,0.1306,0.09025,0.04085,"Netlogo_H_15","Net_H"
"28",27,0.6946,0.1504,0.1042,0.0508,"Netlogo_H_15","Net_H"
"29",28,0.6476,0.1682,0.12245,0.06175,"Netlogo_H_15","Net_H"
"30",29,0.5968,0.1865,0.1416,0.0751,"Netlogo_H_15","Net_H"
"31",30,0.5427,0.2,0.1672,0.0901,"Netlogo_H_15","Net_H"
"32",31,0.48155,0.2192,0.19385,0.1054,"Netlogo_H_15","Net_H"
"33",32,0.42015,0.23785,0.2178,0.1242,"Netlogo_H_15","Net_H"
"34",33,0.36305,0.24535,0.2443,0.1473,"Netlogo_H_15","Net_H"
"35",34,0.30855,0.24875,0.26935,0.17335,"Netlogo_H_15","Net_H"
"36",35,0.25585,0.248,0.2926,0.20355,"Netlogo_H_15","Net_H"
"37",36,0.20845,0.24055,0.3161,0.2349,"Netlogo_H_15","Net_H"
"38",37,0.1694,0.2256,0.33615,0.26885,"Netlogo_H_15","Net_H"
"39",38,0.1337,0.2077,0.3508,0.3078,"Netlogo_H_15","Net_H"
"40",39,0.10375,0.18935,0.3605,0.3464,"Netlogo_H_15","Net_H"
"41",40,0.0814,0.16695,0.3624,0.38925,"Netlogo_H_15","Net_H"
"42",41,0.06495,0.14455,0.35855,0.43195,"Netlogo_H_15","Net_H"
"43",42,0.05275,0.1207,0.3544,0.47215,"Netlogo_H_15","Net_H"
"44",43,0.04205,0.0993,0.3454,0.51325,"Netlogo_H_15","Net_H"
"45",44,0.0339,0.08465,0.32825,0.5532,"Netlogo_H_15","Net_H"
"46",45,0.0293,0.06795,0.30935,0.5934,"Netlogo_H_15","Net_H"
"47",46,0.02505,0.0549,0.2901,0.62995,"Netlogo_H_15","Net_H"
"48",47,0.02175,0.04605,0.2694,0.6628,"Netlogo_H_15","Net_H"
"49",48,0.0204,0.0364,0.2482,0.695,"Netlogo_H_15","Net_H"
"50",49,0.01995,0.0292,0.2275,0.72335,"Netlogo_H_15","Net_H"
"51",50,0.019,0.02515,0.20615,0.7497,"Netlogo_H_15","Net_H"
"52",51,0.01825,0.0213,0.1875,0.77295,"Netlogo_H_15","Net_H"
"53",52,0.01815,0.0187,0.16765,0.7955,"Netlogo_H_15","Net_H"
"54",53,0.01915,0.01515,0.1518,0.8139,"Netlogo_H_15","Net_H"
"55",54,0.02025,0.01265,0.1365,0.8306,"Netlogo_H_15","Net_H"
"56",55,0.02105,0.01115,0.121,0.8468,"Netlogo_H_15","Net_H"
"57",56,0.02245,0.01015,0.10725,0.86015,"Netlogo_H_15","Net_H"
"58",57,0.02295,0.00965,0.09555,0.87185,"Netlogo_H_15","Net_H"
"59",58,0.0247,0.0089,0.08495,0.88145,"Netlogo_H_15","Net_H"
"60",59,0.02575,0.00825,0.07475,0.89125,"Netlogo_H_15","Net_H"
"61",60,0.0271,0.0076,0.06655,0.89875,"Netlogo_H_15","Net_H"
"62",61,0.02865,0.0072,0.05975,0.9044,"Netlogo_H_15","Net_H"
"63",62,0.0304,0.0071,0.0515,0.911,"Netlogo_H_15","Net_H"
"64",63,0.03285,0.0057,0.04585,0.9156,"Netlogo_H_15","Net_H"
"65",64,0.03485,0.00575,0.04095,0.91845,"Netlogo_H_15","Net_H"
"66",65,0.03705,0.00545,0.0365,0.921,"Netlogo_H_15","Net_H"
"67",66,0.03955,0.0051,0.0325,0.92285,"Netlogo_H_15","Net_H"
"68",67,0.0419,0.0043,0.0297,0.9241,"Netlogo_H_15","Net_H"
"69",68,0.04415,0.0037,0.027,0.92515,"Netlogo_H_15","Net_H"
"70",69,0.04675,0.0034,0.0246,0.92525,"Netlogo_H_15","Net_H"
"71",70,0.04905,0.0036,0.02265,0.9247,"Netlogo_H_15","Net_H"
"72",71,0.0514,0.00365,0.01955,0.9254,"Netlogo_H_15","Net_H"
"73",72,0.05415,0.00365,0.01695,0.92525,"Netlogo_H_15","Net_H"
"74",73,0.0569,0.0031,0.0156,0.9244,"Netlogo_H_15","Net_H"
"75",74,0.05965,0.00305,0.01455,0.92275,"Netlogo_H_15","Net_H"
"76",75,0.06135,0.0032,0.0125,0.92295,"Netlogo_H_15","Net_H"
"77",76,0.0644,0.0029,0.0119,0.9208,"Netlogo_H_15","Net_H"
"78",77,0.06695,0.00295,0.0106,0.9195,"Netlogo_H_15","Net_H"
"79",78,0.07005,0.0027,0.00975,0.9175,"Netlogo_H_15","Net_H"
"80",79,0.07315,0.0026,0.00875,0.9155,"Netlogo_H_15","Net_H"
"81",80,0.07645,0.00195,0.00835,0.91325,"Netlogo_H_15","Net_H"
"82",81,0.0793,0.0017,0.00755,0.91145,"Netlogo_H_15","Net_H"
"83",82,0.08215,0.00165,0.00675,0.90945,"Netlogo_H_15","Net_H"
"84",83,0.08495,0.0015,0.0061,0.90745,"Netlogo_H_15","Net_H"
"85",84,0.0876,0.0014,0.0057,0.9053,"Netlogo_H_15","Net_H"
"86",85,0.0899,0.00155,0.00545,0.9031,"Netlogo_H_15","Net_H"
"87",86,0.0934,0.00145,0.00525,0.8999,"Netlogo_H_15","Net_H"
"88",87,0.09605,0.00155,0.00505,0.89735,"Netlogo_H_15","Net_H"
"89",88,0.0991,0.00135,0.005,0.89455,"Netlogo_H_15","Net_H"
"90",89,0.10225,0.00135,0.0043,0.8921,"Netlogo_H_15","Net_H"
"91",90,0.105,0.00125,0.00405,0.8897,"Netlogo_H_15","Net_H"
"92",91,0.1079,0.00125,0.00375,0.8871,"Netlogo_H_15","Net_H"
"93",92,0.11035,0.00105,0.0037,0.8849,"Netlogo_H_15","Net_H"
"94",93,0.1128,0.001,0.00355,0.88265,"Netlogo_H_15","Net_H"
"95",94,0.1151,0.0014,0.00315,0.88035,"Netlogo_H_15","Net_H"
"96",95,0.11775,0.0015,0.0026,0.87815,"Netlogo_H_15","Net_H"
"97",96,0.1206,0.0016,0.00225,0.87555,"Netlogo_H_15","Net_H"
"98",97,0.12415,0.0014,0.00235,0.8721,"Netlogo_H_15","Net_H"
"99",98,0.12655,0.00135,0.00245,0.86965,"Netlogo_H_15","Net_H"
"100",99,0.1294,0.0013,0.0026,0.8667,"Netlogo_H_15","Net_H"
"101",100,0.1318,0.0014,0.00235,0.86445,"Netlogo_H_15","Net_H"
"102",101,0.13485,0.00125,0.0023,0.8616,"Netlogo_H_15","Net_H"
"103",102,0.1371,0.00135,0.00235,0.8592,"Netlogo_H_15","Net_H"
"104",103,0.1402,0.00155,0.0023,0.85595,"Netlogo_H_15","Net_H"
"105",104,0.14255,0.00145,0.0021,0.8539,"Netlogo_H_15","Net_H"
"106",105,0.1444,0.0013,0.0021,0.8522,"Netlogo_H_15","Net_H"
"107",106,0.14635,0.00115,0.00215,0.85035,"Netlogo_H_15","Net_H"
"108",107,0.149,0.0011,0.00235,0.84755,"Netlogo_H_15","Net_H"
"109",108,0.15175,0.00115,0.00215,0.84495,"Netlogo_H_15","Net_H"
"110",109,0.15375,0.00135,0.00195,0.84295,"Netlogo_H_15","Net_H"
"111",110,0.1562,0.001,0.00225,0.84055,"Netlogo_H_15","Net_H"
"112",111,0.1589,7e-04,0.00255,0.83785,"Netlogo_H_15","Net_H"
"113",112,0.1606,0.00085,0.00255,0.836,"Netlogo_H_15","Net_H"
"114",113,0.1627,9e-04,0.0024,0.834,"Netlogo_H_15","Net_H"
"115",114,0.16455,0.001,0.0022,0.83225,"Netlogo_H_15","Net_H"
"116",115,0.167,0.001,0.0024,0.8296,"Netlogo_H_15","Net_H"
"117",116,0.16915,0.00115,0.0022,0.8275,"Netlogo_H_15","Net_H"
"118",117,0.1715,0.00125,0.002,0.82525,"Netlogo_H_15","Net_H"
"119",118,0.17405,0.0014,0.0018,0.82275,"Netlogo_H_15","Net_H"
"120",119,0.1761,0.0015,0.0018,0.8206,"Netlogo_H_15","Net_H"
"121",120,0.17805,0.0012,0.00205,0.8187,"Netlogo_H_15","Net_H"
"122",121,0.18005,0.00105,0.0021,0.8168,"Netlogo_H_15","Net_H"
"123",122,0.18245,0.00085,0.00225,0.81445,"Netlogo_H_15","Net_H"
"124",123,0.18395,0.00115,0.00225,0.81265,"Netlogo_H_15","Net_H"
"125",124,0.1863,0.0014,0.0022,0.8101,"Netlogo_H_15","Net_H"
"126",125,0.1874,0.0014,0.00235,0.80885,"Netlogo_H_15","Net_H"
"127",126,0.1889,0.0015,0.00235,0.80725,"Netlogo_H_15","Net_H"
"128",127,0.191,0.0017,0.0024,0.8049,"Netlogo_H_15","Net_H"
"129",128,0.1931,0.00155,0.00235,0.803,"Netlogo_H_15","Net_H"
"130",129,0.1952,0.00155,0.00265,0.8006,"Netlogo_H_15","Net_H"
"131",130,0.1964,0.0018,0.00245,0.79935,"Netlogo_H_15","Net_H"
"132",131,0.1978,0.00175,0.00245,0.798,"Netlogo_H_15","Net_H"
"133",132,0.19985,0.00165,0.00255,0.79595,"Netlogo_H_15","Net_H"
"134",133,0.20195,0.00135,0.0029,0.7938,"Netlogo_H_15","Net_H"
"135",134,0.2045,0.0015,0.0026,0.7914,"Netlogo_H_15","Net_H"
"136",135,0.2063,0.00125,0.0026,0.78985,"Netlogo_H_15","Net_H"
"137",136,0.20865,0.00135,0.00265,0.78735,"Netlogo_H_15","Net_H"
"138",137,0.2111,0.00135,0.0026,0.78495,"Netlogo_H_15","Net_H"
"139",138,0.21295,0.0016,0.0025,0.78295,"Netlogo_H_15","Net_H"
"140",139,0.2152,0.00165,0.0025,0.78065,"Netlogo_H_15","Net_H"
"141",140,0.2174,0.00145,0.00285,0.7783,"Netlogo_H_15","Net_H"
"142",141,0.2195,0.00145,0.0028,0.77625,"Netlogo_H_15","Net_H"
"143",142,0.22085,0.0016,0.0029,0.77465,"Netlogo_H_15","Net_H"
"144",143,0.2229,0.0013,0.00335,0.77245,"Netlogo_H_15","Net_H"
"145",144,0.2243,0.0017,0.0035,0.7705,"Netlogo_H_15","Net_H"
"146",145,0.22605,0.00215,0.00315,0.76865,"Netlogo_H_15","Net_H"
"147",146,0.22825,0.00215,0.00295,0.76665,"Netlogo_H_15","Net_H"
"148",147,0.2304,0.00205,0.00305,0.7645,"Netlogo_H_15","Net_H"
"149",148,0.23235,0.0021,0.00325,0.7623,"Netlogo_H_15","Net_H"
"150",149,0.23375,0.002,0.00345,0.7608,"Netlogo_H_15","Net_H"
"151",150,0.2354,0.00215,0.00355,0.7589,"Netlogo_H_15","Net_H"
"152",151,0.23675,0.0025,0.00335,0.7574,"Netlogo_H_15","Net_H"
"153",152,0.2388,0.00255,0.0031,0.75555,"Netlogo_H_15","Net_H"
"154",153,0.2407,0.0023,0.00325,0.75375,"Netlogo_H_15","Net_H"
"155",154,0.24255,0.00225,0.00325,0.75195,"Netlogo_H_15","Net_H"
"156",155,0.2443,0.0023,0.00345,0.74995,"Netlogo_H_15","Net_H"
"157",156,0.2464,0.00255,0.0037,0.74735,"Netlogo_H_15","Net_H"
"158",157,0.2484,0.0024,0.00355,0.74565,"Netlogo_H_15","Net_H"
"159",158,0.24975,0.00285,0.0033,0.7441,"Netlogo_H_15","Net_H"
"160",159,0.2515,0.0025,0.0036,0.7424,"Netlogo_H_15","Net_H"
"161",160,0.25305,0.00205,0.004,0.7409,"Netlogo_H_15","Net_H"
"162",161,0.25475,0.00215,0.0041,0.739,"Netlogo_H_15","Net_H"
"163",162,0.25675,0.00265,0.00405,0.73655,"Netlogo_H_15","Net_H"
"164",163,0.25885,0.00285,0.00385,0.73445,"Netlogo_H_15","Net_H"
"165",164,0.2602,0.003,0.00375,0.73305,"Netlogo_H_15","Net_H"
"166",165,0.2616,0.00305,0.0039,0.73145,"Netlogo_H_15","Net_H"
"167",166,0.26325,0.0032,0.0041,0.72945,"Netlogo_H_15","Net_H"
"168",167,0.26465,0.0034,0.00455,0.7274,"Netlogo_H_15","Net_H"
"169",168,0.266,0.0038,0.0047,0.7255,"Netlogo_H_15","Net_H"
"170",169,0.2663,0.0045,0.00475,0.72445,"Netlogo_H_15","Net_H"
"171",170,0.2677,0.0042,0.00515,0.72295,"Netlogo_H_15","Net_H"
"172",171,0.2693,0.0042,0.0054,0.7211,"Netlogo_H_15","Net_H"
"173",172,0.27015,0.0043,0.00565,0.7199,"Netlogo_H_15","Net_H"
"174",173,0.2716,0.00455,0.00615,0.7177,"Netlogo_H_15","Net_H"
"175",174,0.272,0.00515,0.0066,0.71625,"Netlogo_H_15","Net_H"
"176",175,0.2721,0.006,0.00665,0.71525,"Netlogo_H_15","Net_H"
"177",176,0.27245,0.0065,0.00685,0.7142,"Netlogo_H_15","Net_H"
"178",177,0.27305,0.00615,0.00785,0.71295,"Netlogo_H_15","Net_H"
"179",178,0.2737,0.0065,0.00815,0.71165,"Netlogo_H_15","Net_H"
"180",179,0.27395,0.0066,0.00855,0.7109,"Netlogo_H_15","Net_H"
"181",180,0.27495,0.0069,0.0089,0.70925,"Netlogo_H_15","Net_H"
"182",181,0.27455,0.0068,0.0096,0.70905,"Netlogo_H_15","Net_H"
"183",182,0.27525,0.00695,0.01025,0.70755,"Netlogo_H_15","Net_H"
"184",183,0.2762,0.0068,0.01105,0.70595,"Netlogo_H_15","Net_H"
"185",184,0.27635,0.00725,0.0117,0.7047,"Netlogo_H_15","Net_H"
"186",185,0.27645,0.008,0.0118,0.70375,"Netlogo_H_15","Net_H"
"187",186,0.27535,0.0092,0.0124,0.70305,"Netlogo_H_15","Net_H"
"188",187,0.2756,0.0095,0.01255,0.70235,"Netlogo_H_15","Net_H"
"189",188,0.2755,0.0099,0.0127,0.7019,"Netlogo_H_15","Net_H"
"190",189,0.2762,0.0097,0.0136,0.7005,"Netlogo_H_15","Net_H"
