"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_8","Net_H"
"2",1,0.9983,7e-04,0.001,0,"Netlogo_H_8","Net_H"
"3",2,0.9978,0.0012,7e-04,3e-04,"Netlogo_H_8","Net_H"
"4",3,0.997,0.00185,7e-04,0.00045,"Netlogo_H_8","Net_H"
"5",4,0.9966,0.002,9e-04,5e-04,"Netlogo_H_8","Net_H"
"6",5,0.9962,0.0019,0.0014,5e-04,"Netlogo_H_8","Net_H"
"7",6,0.9953,0.00235,0.0016,0.00075,"Netlogo_H_8","Net_H"
"8",7,0.99355,0.00365,0.0019,9e-04,"Netlogo_H_8","Net_H"
"9",8,0.9921,0.00445,0.0023,0.00115,"Netlogo_H_8","Net_H"
"10",9,0.9903,0.0054,0.0028,0.0015,"Netlogo_H_8","Net_H"
"11",10,0.9883,0.0063,0.0037,0.0017,"Netlogo_H_8","Net_H"
"12",11,0.98605,0.0076,0.0043,0.00205,"Netlogo_H_8","Net_H"
"13",12,0.98385,0.0084,0.0054,0.00235,"Netlogo_H_8","Net_H"
"14",13,0.97965,0.0111,0.0062,0.00305,"Netlogo_H_8","Net_H"
"15",14,0.9758,0.0131,0.0076,0.0035,"Netlogo_H_8","Net_H"
"16",15,0.97005,0.01655,0.0093,0.0041,"Netlogo_H_8","Net_H"
"17",16,0.96445,0.01985,0.011,0.0047,"Netlogo_H_8","Net_H"
"18",17,0.9564,0.0243,0.0131,0.0062,"Netlogo_H_8","Net_H"
"19",18,0.9474,0.02905,0.0159,0.00765,"Netlogo_H_8","Net_H"
"20",19,0.93685,0.0335,0.0206,0.00905,"Netlogo_H_8","Net_H"
"21",20,0.92445,0.039,0.02575,0.0108,"Netlogo_H_8","Net_H"
"22",21,0.9085,0.04695,0.0316,0.01295,"Netlogo_H_8","Net_H"
"23",22,0.88735,0.05925,0.0376,0.0158,"Netlogo_H_8","Net_H"
"24",23,0.8651,0.0708,0.0451,0.019,"Netlogo_H_8","Net_H"
"25",24,0.83935,0.08445,0.05265,0.02355,"Netlogo_H_8","Net_H"
"26",25,0.81175,0.09455,0.0646,0.0291,"Netlogo_H_8","Net_H"
"27",26,0.7777,0.1094,0.07835,0.03455,"Netlogo_H_8","Net_H"
