"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_3","Net_H"
"2",1,0.99815,0.00085,0.001,0,"Netlogo_H_3","Net_H"
"3",2,0.9973,0.0017,0.00075,0.00025,"Netlogo_H_3","Net_H"
"4",3,0.99695,0.0017,9e-04,0.00045,"Netlogo_H_3","Net_H"
"5",4,0.99635,0.00205,0.00095,0.00065,"Netlogo_H_3","Net_H"
"6",5,0.9954,0.0027,0.0011,8e-04,"Netlogo_H_3","Net_H"
"7",6,0.9945,0.00315,0.0015,0.00085,"Netlogo_H_3","Net_H"
"8",7,0.99355,0.0039,0.00165,9e-04,"Netlogo_H_3","Net_H"
"9",8,0.99225,0.00435,0.00235,0.00105,"Netlogo_H_3","Net_H"
"10",9,0.99075,0.00495,0.00295,0.00135,"Netlogo_H_3","Net_H"
"11",10,0.98845,0.00645,0.00355,0.00155,"Netlogo_H_3","Net_H"
"12",11,0.9862,0.0077,0.00405,0.00205,"Netlogo_H_3","Net_H"
"13",12,0.98325,0.00925,0.0051,0.0024,"Netlogo_H_3","Net_H"
"14",13,0.98,0.0109,0.00625,0.00285,"Netlogo_H_3","Net_H"
"15",14,0.9761,0.0124,0.00805,0.00345,"Netlogo_H_3","Net_H"
"16",15,0.9706,0.01515,0.0101,0.00415,"Netlogo_H_3","Net_H"
"17",16,0.9632,0.02045,0.01085,0.0055,"Netlogo_H_3","Net_H"
"18",17,0.9558,0.02455,0.01275,0.0069,"Netlogo_H_3","Net_H"
"19",18,0.94755,0.0286,0.01565,0.0082,"Netlogo_H_3","Net_H"
"20",19,0.9372,0.03355,0.0193,0.00995,"Netlogo_H_3","Net_H"
"21",20,0.92365,0.0413,0.02335,0.0117,"Netlogo_H_3","Net_H"
"22",21,0.90935,0.0479,0.02835,0.0144,"Netlogo_H_3","Net_H"
"23",22,0.8922,0.05495,0.03575,0.0171,"Netlogo_H_3","Net_H"
"24",23,0.8691,0.06715,0.04355,0.0202,"Netlogo_H_3","Net_H"
"25",24,0.8427,0.08085,0.05185,0.0246,"Netlogo_H_3","Net_H"
"26",25,0.8126,0.09505,0.06225,0.0301,"Netlogo_H_3","Net_H"
"27",26,0.7795,0.10875,0.0755,0.03625,"Netlogo_H_3","Net_H"
"28",27,0.7394,0.12855,0.0879,0.04415,"Netlogo_H_3","Net_H"
"29",28,0.6968,0.1444,0.10645,0.05235,"Netlogo_H_3","Net_H"
"30",29,0.6489,0.16495,0.12245,0.0637,"Netlogo_H_3","Net_H"
"31",30,0.59275,0.18765,0.1435,0.0761,"Netlogo_H_3","Net_H"
"32",31,0.53855,0.20495,0.1656,0.0909,"Netlogo_H_3","Net_H"
"33",32,0.47965,0.22175,0.1899,0.1087,"Netlogo_H_3","Net_H"
"34",33,0.42065,0.2348,0.21685,0.1277,"Netlogo_H_3","Net_H"
"35",34,0.35975,0.2441,0.2455,0.15065,"Netlogo_H_3","Net_H"
"36",35,0.30525,0.24655,0.272,0.1762,"Netlogo_H_3","Net_H"
"37",36,0.2559,0.24245,0.29715,0.2045,"Netlogo_H_3","Net_H"
"38",37,0.20925,0.23255,0.31955,0.23865,"Netlogo_H_3","Net_H"
"39",38,0.16825,0.21925,0.33945,0.27305,"Netlogo_H_3","Net_H"
"40",39,0.133,0.2062,0.3515,0.3093,"Netlogo_H_3","Net_H"
"41",40,0.10345,0.18795,0.358,0.3506,"Netlogo_H_3","Net_H"
"42",41,0.08145,0.1669,0.3605,0.39115,"Netlogo_H_3","Net_H"
