"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_9","Net_H"
"2",1,0.99815,0.00085,0.001,0,"Netlogo_H_9","Net_H"
"3",2,0.99765,0.00135,0.00085,0.00015,"Netlogo_H_9","Net_H"
"4",3,0.99675,0.0021,7e-04,0.00045,"Netlogo_H_9","Net_H"
"5",4,0.99655,0.0021,0.00085,5e-04,"Netlogo_H_9","Net_H"
"6",5,0.9959,0.00215,0.00125,7e-04,"Netlogo_H_9","Net_H"
"7",6,0.99495,0.00275,0.0016,7e-04,"Netlogo_H_9","Net_H"
"8",7,0.9939,0.00335,0.0019,0.00085,"Netlogo_H_9","Net_H"
"9",8,0.9923,0.00405,0.00255,0.0011,"Netlogo_H_9","Net_H"
"10",9,0.99075,0.00475,0.00325,0.00125,"Netlogo_H_9","Net_H"
"11",10,0.98845,0.00625,0.00375,0.00155,"Netlogo_H_9","Net_H"
"12",11,0.98615,0.00735,0.00465,0.00185,"Netlogo_H_9","Net_H"
"13",12,0.98235,0.00975,0.00565,0.00225,"Netlogo_H_9","Net_H"
"14",13,0.97925,0.0116,0.0063,0.00285,"Netlogo_H_9","Net_H"
"15",14,0.97525,0.01315,0.0081,0.0035,"Netlogo_H_9","Net_H"
"16",15,0.9698,0.0163,0.0096,0.0043,"Netlogo_H_9","Net_H"
"17",16,0.9633,0.01995,0.0118,0.00495,"Netlogo_H_9","Net_H"
"18",17,0.95585,0.02315,0.01485,0.00615,"Netlogo_H_9","Net_H"
"19",18,0.94645,0.0284,0.0177,0.00745,"Netlogo_H_9","Net_H"
"20",19,0.9352,0.0341,0.0216,0.0091,"Netlogo_H_9","Net_H"
"21",20,0.9215,0.0415,0.0255,0.0115,"Netlogo_H_9","Net_H"
"22",21,0.9044,0.0503,0.03125,0.01405,"Netlogo_H_9","Net_H"
"23",22,0.88515,0.06085,0.03715,0.01685,"Netlogo_H_9","Net_H"
"24",23,0.8627,0.0719,0.0451,0.0203,"Netlogo_H_9","Net_H"
"25",24,0.83575,0.08525,0.05415,0.02485,"Netlogo_H_9","Net_H"
"26",25,0.80495,0.10105,0.06375,0.03025,"Netlogo_H_9","Net_H"
"27",26,0.7714,0.11485,0.0771,0.03665,"Netlogo_H_9","Net_H"
"28",27,0.72985,0.1326,0.0938,0.04375,"Netlogo_H_9","Net_H"
"29",28,0.6828,0.1543,0.1101,0.0528,"Netlogo_H_9","Net_H"
"30",29,0.63055,0.1738,0.13245,0.0632,"Netlogo_H_9","Net_H"
"31",30,0.5756,0.1948,0.1523,0.0773,"Netlogo_H_9","Net_H"
"32",31,0.5154,0.214,0.1788,0.0918,"Netlogo_H_9","Net_H"
"33",32,0.4564,0.2296,0.20395,0.11005,"Netlogo_H_9","Net_H"
"34",33,0.3942,0.2422,0.23295,0.13065,"Netlogo_H_9","Net_H"
"35",34,0.3361,0.2481,0.2613,0.1545,"Netlogo_H_9","Net_H"
"36",35,0.28065,0.25165,0.28685,0.18085,"Netlogo_H_9","Net_H"
"37",36,0.22845,0.2466,0.3128,0.21215,"Netlogo_H_9","Net_H"
"38",37,0.1843,0.23765,0.3332,0.24485,"Netlogo_H_9","Net_H"
"39",38,0.14615,0.2231,0.35075,0.28,"Netlogo_H_9","Net_H"
"40",39,0.11525,0.20125,0.3647,0.3188,"Netlogo_H_9","Net_H"
"41",40,0.09065,0.1785,0.3721,0.35875,"Netlogo_H_9","Net_H"
"42",41,0.0714,0.15635,0.37255,0.3997,"Netlogo_H_9","Net_H"
"43",42,0.05625,0.1334,0.3691,0.44125,"Netlogo_H_9","Net_H"
"44",43,0.0445,0.1145,0.35495,0.48605,"Netlogo_H_9","Net_H"
"45",44,0.03645,0.0961,0.34015,0.5273,"Netlogo_H_9","Net_H"
"46",45,0.03025,0.07945,0.3247,0.5656,"Netlogo_H_9","Net_H"
"47",46,0.02485,0.06505,0.30815,0.60195,"Netlogo_H_9","Net_H"
"48",47,0.0223,0.0526,0.2865,0.6386,"Netlogo_H_9","Net_H"
"49",48,0.02025,0.04265,0.26395,0.67315,"Netlogo_H_9","Net_H"
"50",49,0.0188,0.0354,0.2392,0.7066,"Netlogo_H_9","Net_H"
"51",50,0.0182,0.0297,0.2165,0.7356,"Netlogo_H_9","Net_H"
"52",51,0.01765,0.02435,0.195,0.763,"Netlogo_H_9","Net_H"
"53",52,0.01765,0.02045,0.17635,0.78555,"Netlogo_H_9","Net_H"
"54",53,0.01835,0.01805,0.1583,0.8053,"Netlogo_H_9","Net_H"
"55",54,0.0191,0.01515,0.1424,0.82335,"Netlogo_H_9","Net_H"
"56",55,0.01875,0.0132,0.1277,0.84035,"Netlogo_H_9","Net_H"
"57",56,0.02005,0.01095,0.1135,0.8555,"Netlogo_H_9","Net_H"
"58",57,0.02215,0.0092,0.1019,0.86675,"Netlogo_H_9","Net_H"
"59",58,0.0235,0.0082,0.091,0.8773,"Netlogo_H_9","Net_H"
"60",59,0.02465,0.0077,0.0805,0.88715,"Netlogo_H_9","Net_H"
"61",60,0.0269,0.00635,0.07165,0.8951,"Netlogo_H_9","Net_H"
"62",61,0.029,0.00575,0.063,0.90225,"Netlogo_H_9","Net_H"
"63",62,0.0308,0.00495,0.0561,0.90815,"Netlogo_H_9","Net_H"
