"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_11","Net_H"
"2",1,0.9984,6e-04,0.001,0,"Netlogo_H_11","Net_H"
"3",2,0.9979,0.0011,0.00085,0.00015,"Netlogo_H_11","Net_H"
"4",3,0.99725,0.00165,0.00085,0.00025,"Netlogo_H_11","Net_H"
"5",4,0.99665,0.0019,0.00115,3e-04,"Netlogo_H_11","Net_H"
"6",5,0.99545,0.00295,0.0013,3e-04,"Netlogo_H_11","Net_H"
"7",6,0.9951,0.0027,0.0017,5e-04,"Netlogo_H_11","Net_H"
"8",7,0.99365,0.00335,0.00235,0.00065,"Netlogo_H_11","Net_H"
"9",8,0.99125,0.0052,0.00265,9e-04,"Netlogo_H_11","Net_H"
"10",9,0.9893,0.0064,0.00315,0.00115,"Netlogo_H_11","Net_H"
"11",10,0.9872,0.00715,0.00405,0.0016,"Netlogo_H_11","Net_H"
"12",11,0.9843,0.0085,0.00505,0.00215,"Netlogo_H_11","Net_H"
"13",12,0.98115,0.01025,0.00585,0.00275,"Netlogo_H_11","Net_H"
"14",13,0.97755,0.0121,0.0071,0.00325,"Netlogo_H_11","Net_H"
"15",14,0.9731,0.01405,0.0089,0.00395,"Netlogo_H_11","Net_H"
"16",15,0.9659,0.0191,0.00985,0.00515,"Netlogo_H_11","Net_H"
"17",16,0.95915,0.0224,0.01245,0.006,"Netlogo_H_11","Net_H"
"18",17,0.9507,0.02685,0.0156,0.00685,"Netlogo_H_11","Net_H"
"19",18,0.9405,0.0321,0.01915,0.00825,"Netlogo_H_11","Net_H"
"20",19,0.92745,0.0394,0.0234,0.00975,"Netlogo_H_11","Net_H"
"21",20,0.9131,0.04655,0.0287,0.01165,"Netlogo_H_11","Net_H"
"22",21,0.89585,0.05405,0.03485,0.01525,"Netlogo_H_11","Net_H"
"23",22,0.87215,0.0685,0.04075,0.0186,"Netlogo_H_11","Net_H"
"24",23,0.84715,0.0817,0.04825,0.0229,"Netlogo_H_11","Net_H"
"25",24,0.8167,0.09625,0.05965,0.0274,"Netlogo_H_11","Net_H"
"26",25,0.78235,0.1111,0.07325,0.0333,"Netlogo_H_11","Net_H"
"27",26,0.74345,0.1283,0.0874,0.04085,"Netlogo_H_11","Net_H"
"28",27,0.7009,0.14625,0.1031,0.04975,"Netlogo_H_11","Net_H"
"29",28,0.65245,0.16605,0.12095,0.06055,"Netlogo_H_11","Net_H"
"30",29,0.5994,0.18735,0.14065,0.0726,"Netlogo_H_11","Net_H"
"31",30,0.54135,0.2058,0.16625,0.0866,"Netlogo_H_11","Net_H"
"32",31,0.48235,0.22415,0.1892,0.1043,"Netlogo_H_11","Net_H"
"33",32,0.4201,0.2409,0.21625,0.12275,"Netlogo_H_11","Net_H"
"34",33,0.36225,0.24685,0.24625,0.14465,"Netlogo_H_11","Net_H"
"35",34,0.30445,0.25095,0.27575,0.16885,"Netlogo_H_11","Net_H"
"36",35,0.2516,0.2483,0.30135,0.19875,"Netlogo_H_11","Net_H"
"37",36,0.2053,0.2417,0.32505,0.22795,"Netlogo_H_11","Net_H"
"38",37,0.1613,0.23355,0.34205,0.2631,"Netlogo_H_11","Net_H"
"39",38,0.12925,0.2115,0.35955,0.2997,"Netlogo_H_11","Net_H"
"40",39,0.102,0.1894,0.36855,0.34005,"Netlogo_H_11","Net_H"
"41",40,0.07985,0.16585,0.3733,0.381,"Netlogo_H_11","Net_H"
"42",41,0.062,0.14365,0.37255,0.4218,"Netlogo_H_11","Net_H"
"43",42,0.05025,0.1216,0.3651,0.46305,"Netlogo_H_11","Net_H"
"44",43,0.03935,0.10195,0.3539,0.5048,"Netlogo_H_11","Net_H"
"45",44,0.03145,0.0855,0.3359,0.54715,"Netlogo_H_11","Net_H"
"46",45,0.0273,0.0697,0.31705,0.58595,"Netlogo_H_11","Net_H"
"47",46,0.0237,0.05645,0.29665,0.6232,"Netlogo_H_11","Net_H"
"48",47,0.02135,0.0451,0.2742,0.65935,"Netlogo_H_11","Net_H"
"49",48,0.01935,0.037,0.25235,0.6913,"Netlogo_H_11","Net_H"
"50",49,0.0178,0.0295,0.2307,0.722,"Netlogo_H_11","Net_H"
"51",50,0.0175,0.02455,0.20895,0.749,"Netlogo_H_11","Net_H"
"52",51,0.01805,0.02005,0.18985,0.77205,"Netlogo_H_11","Net_H"
"53",52,0.0177,0.01745,0.169,0.79585,"Netlogo_H_11","Net_H"
"54",53,0.01785,0.01435,0.15225,0.81555,"Netlogo_H_11","Net_H"
"55",54,0.0184,0.0131,0.13395,0.83455,"Netlogo_H_11","Net_H"
"56",55,0.01905,0.01175,0.1194,0.8498,"Netlogo_H_11","Net_H"
"57",56,0.02025,0.01015,0.1061,0.8635,"Netlogo_H_11","Net_H"
"58",57,0.0219,0.009,0.09475,0.87435,"Netlogo_H_11","Net_H"
"59",58,0.02365,0.00765,0.0825,0.8862,"Netlogo_H_11","Net_H"
"60",59,0.02575,0.0068,0.0727,0.89475,"Netlogo_H_11","Net_H"
"61",60,0.02675,0.0062,0.0652,0.90185,"Netlogo_H_11","Net_H"
"62",61,0.0294,0.0056,0.05665,0.90835,"Netlogo_H_11","Net_H"
"63",62,0.031,0.00565,0.0498,0.91355,"Netlogo_H_11","Net_H"
"64",63,0.03335,0.00535,0.0451,0.9162,"Netlogo_H_11","Net_H"
"65",64,0.0358,0.00505,0.0388,0.92035,"Netlogo_H_11","Net_H"
"66",65,0.0374,0.0048,0.03535,0.92245,"Netlogo_H_11","Net_H"
"67",66,0.0395,0.00455,0.03245,0.9235,"Netlogo_H_11","Net_H"
"68",67,0.04235,0.0048,0.0283,0.92455,"Netlogo_H_11","Net_H"
"69",68,0.0441,0.0048,0.0257,0.9254,"Netlogo_H_11","Net_H"
