"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_29","Net_H"
"2",1,0.9984,6e-04,0.001,0,"Netlogo_H_29","Net_H"
"3",2,0.99735,0.00165,0.00085,0.00015,"Netlogo_H_29","Net_H"
"4",3,0.99705,0.00175,0.00095,0.00025,"Netlogo_H_29","Net_H"
"5",4,0.9967,0.00155,0.00145,3e-04,"Netlogo_H_29","Net_H"
"6",5,0.99565,0.0023,0.0017,0.00035,"Netlogo_H_29","Net_H"
"7",6,0.9946,0.00315,0.00165,6e-04,"Netlogo_H_29","Net_H"
"8",7,0.99295,0.00415,0.00185,0.00105,"Netlogo_H_29","Net_H"
"9",8,0.99165,0.0046,0.0026,0.00115,"Netlogo_H_29","Net_H"
"10",9,0.9899,0.00535,0.0035,0.00125,"Netlogo_H_29","Net_H"
"11",10,0.98735,0.0067,0.0045,0.00145,"Netlogo_H_29","Net_H"
"12",11,0.98455,0.00815,0.0055,0.0018,"Netlogo_H_29","Net_H"
"13",12,0.98055,0.01085,0.00615,0.00245,"Netlogo_H_29","Net_H"
"14",13,0.97665,0.01265,0.00745,0.00325,"Netlogo_H_29","Net_H"
"15",14,0.97195,0.01485,0.0088,0.0044,"Netlogo_H_29","Net_H"
"16",15,0.9648,0.0193,0.01035,0.00555,"Netlogo_H_29","Net_H"
"17",16,0.95705,0.02405,0.01235,0.00655,"Netlogo_H_29","Net_H"
"18",17,0.94895,0.02765,0.01555,0.00785,"Netlogo_H_29","Net_H"
"19",18,0.9379,0.03395,0.0187,0.00945,"Netlogo_H_29","Net_H"
"20",19,0.9251,0.04045,0.0233,0.01115,"Netlogo_H_29","Net_H"
"21",20,0.90995,0.0484,0.0286,0.01305,"Netlogo_H_29","Net_H"
"22",21,0.8925,0.05555,0.036,0.01595,"Netlogo_H_29","Net_H"
"23",22,0.8707,0.06695,0.04355,0.0188,"Netlogo_H_29","Net_H"
"24",23,0.8452,0.0791,0.05285,0.02285,"Netlogo_H_29","Net_H"
"25",24,0.8128,0.09615,0.06365,0.0274,"Netlogo_H_29","Net_H"
"26",25,0.77585,0.11615,0.0737,0.0343,"Netlogo_H_29","Net_H"
"27",26,0.73785,0.13105,0.08885,0.04225,"Netlogo_H_29","Net_H"
"28",27,0.69365,0.1495,0.105,0.05185,"Netlogo_H_29","Net_H"
"29",28,0.6447,0.1698,0.1233,0.0622,"Netlogo_H_29","Net_H"
"30",29,0.59045,0.18975,0.1447,0.0751,"Netlogo_H_29","Net_H"
"31",30,0.53315,0.211,0.1663,0.08955,"Netlogo_H_29","Net_H"
"32",31,0.4721,0.22765,0.19435,0.1059,"Netlogo_H_29","Net_H"
"33",32,0.41355,0.24,0.2226,0.12385,"Netlogo_H_29","Net_H"
"34",33,0.35505,0.2476,0.2509,0.14645,"Netlogo_H_29","Net_H"
"35",34,0.29835,0.2527,0.27665,0.1723,"Netlogo_H_29","Net_H"
"36",35,0.2446,0.2506,0.30595,0.19885,"Netlogo_H_29","Net_H"
"37",36,0.1985,0.24295,0.3273,0.23125,"Netlogo_H_29","Net_H"
"38",37,0.1572,0.2279,0.3471,0.2678,"Netlogo_H_29","Net_H"
"39",38,0.1222,0.2105,0.36085,0.30645,"Netlogo_H_29","Net_H"
"40",39,0.09495,0.1886,0.3679,0.34855,"Netlogo_H_29","Net_H"
"41",40,0.07425,0.16245,0.3734,0.3899,"Netlogo_H_29","Net_H"
"42",41,0.0588,0.13995,0.3682,0.43305,"Netlogo_H_29","Net_H"
"43",42,0.04635,0.11885,0.3598,0.475,"Netlogo_H_29","Net_H"
"44",43,0.03665,0.1001,0.3431,0.52015,"Netlogo_H_29","Net_H"
"45",44,0.03085,0.0815,0.32895,0.5587,"Netlogo_H_29","Net_H"
"46",45,0.02535,0.06775,0.3088,0.5981,"Netlogo_H_29","Net_H"
"47",46,0.02235,0.053,0.2897,0.63495,"Netlogo_H_29","Net_H"
"48",47,0.01965,0.0432,0.2664,0.67075,"Netlogo_H_29","Net_H"
"49",48,0.01745,0.0373,0.24345,0.7018,"Netlogo_H_29","Net_H"
"50",49,0.01715,0.03065,0.22145,0.73075,"Netlogo_H_29","Net_H"
"51",50,0.01705,0.0242,0.2021,0.75665,"Netlogo_H_29","Net_H"
"52",51,0.01645,0.0201,0.1804,0.78305,"Netlogo_H_29","Net_H"
"53",52,0.0164,0.0169,0.1628,0.8039,"Netlogo_H_29","Net_H"
"54",53,0.01745,0.01475,0.1454,0.8224,"Netlogo_H_29","Net_H"
"55",54,0.0191,0.0123,0.1314,0.8372,"Netlogo_H_29","Net_H"
"56",55,0.0202,0.0104,0.116,0.8534,"Netlogo_H_29","Net_H"
"57",56,0.0207,0.00985,0.10205,0.8674,"Netlogo_H_29","Net_H"
"58",57,0.02145,0.0085,0.09045,0.8796,"Netlogo_H_29","Net_H"
"59",58,0.02265,0.00825,0.0805,0.8886,"Netlogo_H_29","Net_H"
"60",59,0.02445,0.00815,0.0716,0.8958,"Netlogo_H_29","Net_H"
"61",60,0.02605,0.0079,0.06345,0.9026,"Netlogo_H_29","Net_H"
"62",61,0.028,0.00735,0.0576,0.90705,"Netlogo_H_29","Net_H"
"63",62,0.0303,0.0068,0.0516,0.9113,"Netlogo_H_29","Net_H"
"64",63,0.03185,0.0063,0.04565,0.9162,"Netlogo_H_29","Net_H"
"65",64,0.0334,0.00585,0.04095,0.9198,"Netlogo_H_29","Net_H"
"66",65,0.03635,0.0053,0.03545,0.9229,"Netlogo_H_29","Net_H"
"67",66,0.03875,0.00495,0.032,0.9243,"Netlogo_H_29","Net_H"
"68",67,0.04135,0.00415,0.0293,0.9252,"Netlogo_H_29","Net_H"
"69",68,0.0435,0.0043,0.026,0.9262,"Netlogo_H_29","Net_H"
"70",69,0.0463,0.00425,0.024,0.92545,"Netlogo_H_29","Net_H"
