"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Netlogo_H_16","Net_H"
"2",1,0.99865,0.00035,0.001,0,"Netlogo_H_16","Net_H"
"3",2,0.9979,0.0011,0.00085,0.00015,"Netlogo_H_16","Net_H"
"4",3,0.99725,0.0016,0.00095,2e-04,"Netlogo_H_16","Net_H"
"5",4,0.99655,0.002,0.00115,3e-04,"Netlogo_H_16","Net_H"
"6",5,0.9959,0.00245,0.0013,0.00035,"Netlogo_H_16","Net_H"
"7",6,0.9948,0.00325,0.00145,5e-04,"Netlogo_H_16","Net_H"
"8",7,0.99365,0.0037,0.0019,0.00075,"Netlogo_H_16","Net_H"
"9",8,0.99235,0.0042,0.0025,0.00095,"Netlogo_H_16","Net_H"
"10",9,0.99065,0.00505,0.003,0.0013,"Netlogo_H_16","Net_H"
"11",10,0.9887,0.0062,0.0037,0.0014,"Netlogo_H_16","Net_H"
"12",11,0.986,0.0078,0.0043,0.0019,"Netlogo_H_16","Net_H"
"13",12,0.98285,0.0098,0.00525,0.0021,"Netlogo_H_16","Net_H"
"14",13,0.9796,0.01085,0.0071,0.00245,"Netlogo_H_16","Net_H"
"15",14,0.97555,0.0121,0.00905,0.0033,"Netlogo_H_16","Net_H"
"16",15,0.9686,0.017,0.0103,0.0041,"Netlogo_H_16","Net_H"
"17",16,0.9612,0.02145,0.01245,0.0049,"Netlogo_H_16","Net_H"
"18",17,0.953,0.0254,0.0151,0.0065,"Netlogo_H_16","Net_H"
"19",18,0.9425,0.031,0.01845,0.00805,"Netlogo_H_16","Net_H"
"20",19,0.93,0.0381,0.02225,0.00965,"Netlogo_H_16","Net_H"
"21",20,0.916,0.0437,0.02855,0.01175,"Netlogo_H_16","Net_H"
"22",21,0.89785,0.05375,0.03345,0.01495,"Netlogo_H_16","Net_H"
"23",22,0.87735,0.0646,0.0395,0.01855,"Netlogo_H_16","Net_H"
"24",23,0.85495,0.0757,0.04645,0.0229,"Netlogo_H_16","Net_H"
"25",24,0.82835,0.08755,0.05725,0.02685,"Netlogo_H_16","Net_H"
"26",25,0.7943,0.10345,0.0703,0.03195,"Netlogo_H_16","Net_H"
"27",26,0.75855,0.1196,0.08255,0.0393,"Netlogo_H_16","Net_H"
"28",27,0.7146,0.1406,0.09805,0.04675,"Netlogo_H_16","Net_H"
"29",28,0.66595,0.1619,0.11505,0.0571,"Netlogo_H_16","Net_H"
"30",29,0.61595,0.18175,0.13275,0.06955,"Netlogo_H_16","Net_H"
"31",30,0.5617,0.1981,0.1569,0.0833,"Netlogo_H_16","Net_H"
"32",31,0.50525,0.2129,0.1841,0.09775,"Netlogo_H_16","Net_H"
"33",32,0.4447,0.2307,0.20785,0.11675,"Netlogo_H_16","Net_H"
"34",33,0.3829,0.24205,0.2358,0.13925,"Netlogo_H_16","Net_H"
"35",34,0.32555,0.2472,0.26465,0.1626,"Netlogo_H_16","Net_H"
"36",35,0.271,0.2481,0.2895,0.1914,"Netlogo_H_16","Net_H"
"37",36,0.21995,0.2438,0.31195,0.2243,"Netlogo_H_16","Net_H"
"38",37,0.1788,0.2296,0.3327,0.2589,"Netlogo_H_16","Net_H"
"39",38,0.1435,0.21265,0.34985,0.294,"Netlogo_H_16","Net_H"
"40",39,0.11205,0.1953,0.361,0.33165,"Netlogo_H_16","Net_H"
"41",40,0.08735,0.17415,0.36525,0.37325,"Netlogo_H_16","Net_H"
"42",41,0.0692,0.152,0.3618,0.417,"Netlogo_H_16","Net_H"
"43",42,0.0542,0.1272,0.36185,0.45675,"Netlogo_H_16","Net_H"
"44",43,0.0432,0.1063,0.35335,0.49715,"Netlogo_H_16","Net_H"
"45",44,0.0364,0.08505,0.3383,0.54025,"Netlogo_H_16","Net_H"
"46",45,0.0309,0.06995,0.31975,0.5794,"Netlogo_H_16","Net_H"
"47",46,0.02615,0.05735,0.29965,0.61685,"Netlogo_H_16","Net_H"
"48",47,0.02355,0.04665,0.2776,0.6522,"Netlogo_H_16","Net_H"
"49",48,0.0213,0.0387,0.2557,0.6843,"Netlogo_H_16","Net_H"
"50",49,0.01975,0.03185,0.23305,0.71535,"Netlogo_H_16","Net_H"
"51",50,0.01855,0.0284,0.21105,0.742,"Netlogo_H_16","Net_H"
"52",51,0.0181,0.02515,0.18955,0.7672,"Netlogo_H_16","Net_H"
"53",52,0.0181,0.0209,0.17275,0.78825,"Netlogo_H_16","Net_H"
"54",53,0.0187,0.0175,0.15415,0.80965,"Netlogo_H_16","Net_H"
"55",54,0.02055,0.01455,0.13935,0.82555,"Netlogo_H_16","Net_H"
"56",55,0.02135,0.01375,0.1234,0.8415,"Netlogo_H_16","Net_H"
"57",56,0.0229,0.01175,0.1092,0.85615,"Netlogo_H_16","Net_H"
"58",57,0.0247,0.0101,0.09735,0.86785,"Netlogo_H_16","Net_H"
"59",58,0.02685,0.009,0.08795,0.8762,"Netlogo_H_16","Net_H"
"60",59,0.02895,0.008,0.0784,0.88465,"Netlogo_H_16","Net_H"
"61",60,0.03065,0.008,0.06845,0.8929,"Netlogo_H_16","Net_H"
"62",61,0.03265,0.0071,0.06165,0.8986,"Netlogo_H_16","Net_H"
"63",62,0.0339,0.00665,0.05575,0.9037,"Netlogo_H_16","Net_H"
"64",63,0.03465,0.00675,0.0494,0.9092,"Netlogo_H_16","Net_H"
"65",64,0.0362,0.0067,0.04335,0.91375,"Netlogo_H_16","Net_H"
"66",65,0.03845,0.0057,0.03875,0.9171,"Netlogo_H_16","Net_H"
"67",66,0.0408,0.0052,0.03525,0.91875,"Netlogo_H_16","Net_H"
"68",67,0.0427,0.00515,0.03095,0.9212,"Netlogo_H_16","Net_H"
"69",68,0.0451,0.0046,0.0285,0.9218,"Netlogo_H_16","Net_H"
"70",69,0.04755,0.00415,0.02565,0.92265,"Netlogo_H_16","Net_H"
"71",70,0.04935,0.00365,0.02315,0.92385,"Netlogo_H_16","Net_H"
"72",71,0.0521,0.0036,0.02035,0.92395,"Netlogo_H_16","Net_H"
"73",72,0.0546,0.00355,0.01845,0.9234,"Netlogo_H_16","Net_H"
"74",73,0.05735,0.0036,0.0165,0.92255,"Netlogo_H_16","Net_H"
"75",74,0.05925,0.0036,0.01515,0.922,"Netlogo_H_16","Net_H"
"76",75,0.06165,0.0035,0.0136,0.92125,"Netlogo_H_16","Net_H"
"77",76,0.06405,0.00275,0.01285,0.92035,"Netlogo_H_16","Net_H"
"78",77,0.06735,0.0025,0.01195,0.9182,"Netlogo_H_16","Net_H"
"79",78,0.07005,0.0025,0.01085,0.9166,"Netlogo_H_16","Net_H"
"80",79,0.073,0.00225,0.0098,0.91495,"Netlogo_H_16","Net_H"
"81",80,0.07535,0.0021,0.0094,0.91315,"Netlogo_H_16","Net_H"
"82",81,0.07825,0.00225,0.0085,0.911,"Netlogo_H_16","Net_H"
"83",82,0.081,0.00235,0.0075,0.90915,"Netlogo_H_16","Net_H"
"84",83,0.08315,0.0019,0.0068,0.90815,"Netlogo_H_16","Net_H"
"85",84,0.08555,0.002,0.0062,0.90625,"Netlogo_H_16","Net_H"
"86",85,0.08835,0.0017,0.0056,0.90435,"Netlogo_H_16","Net_H"
"87",86,0.09105,0.0018,0.005,0.90215,"Netlogo_H_16","Net_H"
"88",87,0.0943,0.0017,0.00475,0.89925,"Netlogo_H_16","Net_H"
"89",88,0.09665,0.0018,0.0042,0.89735,"Netlogo_H_16","Net_H"
"90",89,0.09945,0.0014,0.0039,0.89525,"Netlogo_H_16","Net_H"
"91",90,0.1023,0.00105,0.0035,0.89315,"Netlogo_H_16","Net_H"
"92",91,0.10535,0.001,0.00315,0.8905,"Netlogo_H_16","Net_H"
"93",92,0.10795,0.00095,0.0026,0.8885,"Netlogo_H_16","Net_H"
"94",93,0.1103,8e-04,0.0025,0.8864,"Netlogo_H_16","Net_H"
