step,S,E,I,R
0,0.99995,0.0,5.0e-5,0.0
1,0.99995,0.0,5.0e-5,0.0
2,0.9999,5.0e-5,5.0e-5,0.0
3,0.9999,5.0e-5,5.0e-5,0.0
4,0.9998,0.00015,5.0e-5,0.0
5,0.99965,0.00025,0.0001,0.0
6,0.99965,0.0002,0.00015,0.0
7,0.9996,0.00025,0.00015,0.0
8,0.9995,0.0003,0.0002,0.0
9,0.9994,0.00035,0.0002,5.0e-5
10,0.9991,0.00055,0.00025,0.0001
11,0.99875,0.00085,0.0003,0.0001
12,0.99845,0.00085,0.0006,0.0001
13,0.9982,0.0011,0.0006,0.0001
14,0.99755,0.0014,0.00095,0.0001
15,0.9967,0.002,0.00115,0.00015
16,0.99555,0.0027,0.00155,0.0002
17,0.99455,0.0033,0.00175,0.0004
18,0.99295,0.00465,0.0017,0.0007
19,0.99155,0.0054,0.0022,0.00085
20,0.98925,0.00665,0.0029,0.0012
21,0.98605,0.0086,0.00395,0.0014
22,0.98235,0.01085,0.0049,0.0019
23,0.9783,0.01305,0.0063,0.00235
24,0.97285,0.01615,0.00805,0.00295
25,0.9657,0.0201,0.0107,0.0035
26,0.9575,0.0248,0.0134,0.0043
27,0.9463,0.03035,0.01795,0.0054
28,0.9326,0.03845,0.0216,0.00735
29,0.9134,0.0511,0.02595,0.00955
30,0.89465,0.0613,0.03095,0.0131
31,0.8708,0.07375,0.0391,0.01635
32,0.8428,0.08865,0.0484,0.02015
33,0.807,0.10555,0.06215,0.0253
34,0.76385,0.12895,0.0776,0.0296
35,0.71515,0.1519,0.0944,0.03855
36,0.6591,0.1777,0.11565,0.04755
37,0.60035,0.20415,0.13695,0.05855
38,0.53305,0.2318,0.16265,0.0725
39,0.4619,0.2595,0.18845,0.09015
40,0.3953,0.27395,0.22215,0.1086
41,0.3271,0.28445,0.25745,0.131
42,0.26575,0.2891,0.28755,0.1576
43,0.21205,0.2815,0.31815,0.1883
44,0.1645,0.2647,0.34865,0.22215
45,0.1249,0.2411,0.375,0.259
46,0.09435,0.2178,0.38995,0.2979
47,0.07195,0.1902,0.39375,0.3441
48,0.0543,0.16095,0.395,0.38975
49,0.04165,0.1365,0.38605,0.4358
50,0.0332,0.1137,0.37045,0.48265
51,0.0279,0.0939,0.35255,0.52565
52,0.02425,0.0743,0.33165,0.5698
53,0.02245,0.05865,0.3087,0.6102
54,0.0215,0.04655,0.28445,0.6475
55,0.01965,0.0377,0.2602,0.68245
56,0.01845,0.03175,0.2369,0.7129
57,0.01895,0.02625,0.21455,0.74025
58,0.01875,0.0214,0.19215,0.7677
59,0.02,0.01765,0.1708,0.79155
60,0.0202,0.01555,0.15165,0.8126
61,0.02135,0.01355,0.134,0.8311
62,0.02215,0.0121,0.1198,0.84595
63,0.02435,0.0099,0.10665,0.8591
64,0.02485,0.00895,0.09395,0.87225
65,0.0268,0.0083,0.08165,0.88325
66,0.0285,0.00795,0.07095,0.8926
67,0.03135,0.0067,0.062,0.89995
68,0.03355,0.0068,0.0553,0.90435
69,0.0354,0.0063,0.0498,0.9085
70,0.0374,0.00535,0.04475,0.9125
71,0.039,0.00505,0.0395,0.91645
72,0.0414,0.00425,0.03455,0.9198
73,0.0442,0.0039,0.03065,0.92125
74,0.0464,0.0036,0.02765,0.92235
75,0.0486,0.0039,0.02485,0.92265
76,0.05135,0.00395,0.0213,0.9234
77,0.05435,0.0038,0.0187,0.92315
78,0.0567,0.0032,0.01655,0.92355
79,0.05875,0.00265,0.01575,0.92285
80,0.0618,0.0026,0.01345,0.92215
81,0.0637,0.00255,0.01215,0.9216
82,0.06605,0.0024,0.0113,0.92025
83,0.069,0.0024,0.0109,0.9177
84,0.0716,0.00235,0.00965,0.9164
85,0.0741,0.0023,0.00875,0.91485
86,0.0766,0.00205,0.0077,0.91365
87,0.0792,0.00185,0.0075,0.91145
88,0.08135,0.002,0.00695,0.9097
89,0.0839,0.00205,0.00595,0.9081
90,0.08685,0.0017,0.0056,0.90585
91,0.08915,0.0018,0.00535,0.9037
92,0.09235,0.00165,0.005,0.901
93,0.094,0.0016,0.00475,0.89965
94,0.0965,0.00155,0.0043,0.89765
95,0.09895,0.00135,0.00415,0.89555
96,0.10075,0.00105,0.0041,0.8941
97,0.1028,0.0012,0.00355,0.89245
98,0.1053,0.00125,0.0033,0.89015
99,0.1074,0.00135,0.003,0.88825
100,0.1095,0.0013,0.0031,0.8861
101,0.1123,0.001,0.00315,0.88355
102,0.11435,0.00125,0.0029,0.8815
103,0.1166,0.00165,0.0025,0.87925
104,0.1186,0.00135,0.0026,0.87745
105,0.1217,0.0011,0.0027,0.8745
106,0.1239,0.00115,0.0027,0.87225
107,0.12655,0.0014,0.00235,0.8697
108,0.1286,0.00125,0.0023,0.86785
109,0.1315,0.00115,0.00235,0.865
110,0.13435,0.0009,0.00255,0.8622
111,0.137,0.00085,0.00235,0.8598
112,0.1388,0.00075,0.0023,0.85815
113,0.14115,0.00105,0.002,0.8558
114,0.14375,0.00105,0.00165,0.85355
115,0.14675,0.0006,0.00185,0.8508
