step,S,E,I,R
0,0.99995,0.0,5.0e-5,0.0
1,0.9999,5.0e-5,5.0e-5,0.0
2,0.99985,0.0001,5.0e-5,0.0
3,0.99985,5.0e-5,0.0001,0.0
4,0.9997,0.00015,0.00015,0.0
5,0.99955,0.0003,0.00015,0.0
6,0.9993,0.00045,0.00025,0.0
7,0.99915,0.0006,0.00025,0.0
8,0.99895,0.0007,0.00035,0.0
9,0.9986,0.0009,0.0005,0.0
10,0.99825,0.00105,0.00065,5.0e-5
11,0.99755,0.0016,0.0007,0.00015
12,0.9967,0.00225,0.0009,0.00015
13,0.99615,0.0025,0.00105,0.0003
14,0.99555,0.0028,0.0013,0.00035
15,0.99455,0.00325,0.00175,0.00045
16,0.9933,0.00385,0.00235,0.0005
17,0.9916,0.0049,0.00275,0.00075
18,0.98925,0.00625,0.00355,0.00095
19,0.9859,0.00835,0.00435,0.0014
20,0.9824,0.01075,0.005,0.00185
21,0.97795,0.01335,0.0065,0.0022
22,0.9729,0.01605,0.00845,0.0026
23,0.9662,0.01985,0.01035,0.0036
24,0.9559,0.0265,0.0132,0.0044
25,0.9449,0.0329,0.01665,0.00555
26,0.931,0.0401,0.02175,0.00715
27,0.91235,0.0516,0.0267,0.00935
28,0.8931,0.0608,0.0343,0.0118
29,0.8674,0.07555,0.04245,0.0146
30,0.83765,0.09085,0.0527,0.0188
31,0.80015,0.11175,0.0635,0.0246
32,0.756,0.1359,0.0772,0.0309
33,0.70745,0.1581,0.0968,0.03765
34,0.64815,0.1862,0.1186,0.04705
35,0.58245,0.21495,0.1447,0.0579
36,0.5167,0.2395,0.1711,0.0727
37,0.4445,0.2632,0.2032,0.0891
38,0.3759,0.27955,0.2349,0.10965
39,0.3114,0.2838,0.2725,0.1323
40,0.24945,0.28345,0.30785,0.15925
41,0.19495,0.2759,0.3401,0.18905
42,0.1492,0.26075,0.36355,0.2265
43,0.11305,0.24005,0.3804,0.2665
44,0.0851,0.2111,0.39475,0.30905
45,0.0647,0.1817,0.3996,0.354
46,0.0501,0.15055,0.39845,0.4009
47,0.03885,0.12435,0.3867,0.4501
48,0.0308,0.10335,0.3709,0.49495
49,0.0255,0.0837,0.35345,0.53735
50,0.0207,0.0692,0.33155,0.57855
51,0.0185,0.05515,0.3065,0.61985
