step,S,E,I,R
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.99835,0.00065,0.001,0
3,0.9979,0.0011,8e-04,2e-04
4,0.99725,0.0015,0.00105,2e-04
5,0.9962,0.00235,0.0011,0.00035
6,0.99515,0.00295,0.0015,4e-04
7,0.99385,0.0035,0.0021,0.00055
8,0.9917,0.00505,0.0025,0.00075
9,0.9898,0.00595,0.00325,0.001
10,0.9869,0.0073,0.00465,0.00115
11,0.9831,0.00975,0.00555,0.0016
12,0.97865,0.01255,0.0065,0.0023
13,0.9738,0.01485,0.0085,0.00285
14,0.968,0.01765,0.01025,0.0041
15,0.961,0.022,0.0112,0.0058
16,0.95255,0.02625,0.0144,0.0068
17,0.942,0.0322,0.01755,0.00825
18,0.92835,0.0398,0.0216,0.01025
19,0.9116,0.0491,0.02635,0.01295
20,0.89315,0.05875,0.03245,0.01565
21,0.87175,0.06805,0.0414,0.0188
22,0.8449,0.08235,0.0503,0.02245
23,0.8121,0.09955,0.0618,0.02655
24,0.7717,0.1216,0.07465,0.03205
25,0.72825,0.14185,0.09085,0.03905
26,0.6766,0.16535,0.11,0.04805
27,0.62075,0.18885,0.1313,0.0591
28,0.56065,0.2125,0.15505,0.0718
29,0.4974,0.2306,0.1854,0.0866
30,0.4287,0.2523,0.212,0.107
31,0.36165,0.2689,0.2395,0.12995
32,0.30075,0.27415,0.2706,0.1545
33,0.24475,0.26805,0.3057,0.1815
34,0.1943,0.25875,0.33375,0.2132
35,0.15145,0.24515,0.35355,0.24985
36,0.1159,0.2254,0.36805,0.29065
37,0.08895,0.203,0.37825,0.3298
38,0.06595,0.17605,0.383,0.375
39,0.0494,0.15055,0.3821,0.41795
40,0.03775,0.12625,0.3729,0.4631
41,0.0288,0.10445,0.3603,0.50645
42,0.0231,0.0877,0.3394,0.5498
43,0.02005,0.0689,0.32195,0.5891
44,0.01795,0.05345,0.30305,0.62555
45,0.0163,0.0442,0.2748,0.6647
46,0.01485,0.03645,0.2505,0.6982
47,0.0139,0.03065,0.2282,0.72725
48,0.0142,0.02455,0.20655,0.7547
49,0.01435,0.01965,0.1866,0.7794
50,0.0157,0.0168,0.16655,0.80095
51,0.01695,0.0139,0.15165,0.8175
52,0.0177,0.0121,0.1346,0.8356
53,0.0185,0.0096,0.12035,0.85155
54,0.0201,0.0084,0.10825,0.86325
55,0.02125,0.00815,0.09715,0.87345
56,0.02285,0.0078,0.0848,0.88455
57,0.02405,0.00715,0.0738,0.895
58,0.0255,0.00715,0.0664,0.90095
59,0.0276,0.0067,0.0589,0.9068
60,0.02845,0.00615,0.05215,0.91325
61,0.03045,0.0056,0.04725,0.9167
62,0.033,0.0051,0.0418,0.9201
63,0.0356,0.0052,0.038,0.9212
64,0.0377,0.0047,0.03395,0.92365
65,0.0401,0.0044,0.0302,0.9253
66,0.043,0.00365,0.0264,0.92695
67,0.04575,0.00365,0.02315,0.92745
68,0.0483,0.00385,0.02,0.92785
69,0.05105,0.0041,0.0173,0.92755
70,0.05435,0.0036,0.0155,0.92655
71,0.05655,0.0037,0.01415,0.9256
72,0.0593,0.0031,0.0134,0.9242
73,0.062,0.0029,0.0125,0.9226
74,0.06535,0.00265,0.0114,0.9206
75,0.068,0.0024,0.01035,0.91925
76,0.071,0.0023,0.00985,0.91685
77,0.07315,0.00255,0.0087,0.9156
78,0.076,0.00245,0.0079,0.91365
79,0.07845,0.00245,0.0073,0.9118
80,0.08145,0.0023,0.00665,0.9096
81,0.0845,0.00245,0.00605,0.907
82,0.088,0.00235,0.0053,0.90435
83,0.09055,0.0019,0.0054,0.90215
84,0.09275,0.00185,0.0054,0.9
85,0.0962,0.0016,0.00515,0.89705
86,0.0988,0.0015,0.00505,0.89465
87,0.1014,0.00155,0.0046,0.89245
88,0.1049,0.00155,0.0044,0.88915
89,0.1072,0.00165,0.0039,0.88725
90,0.1098,0.00145,0.0039,0.88485
91,0.1123,0.0011,0.00365,0.88295
92,0.1148,0.00115,0.00345,0.8806
93,0.1175,0.00115,0.00315,0.8782
94,0.12075,0.00115,0.00315,0.87495
95,0.12255,0.0011,0.00315,0.8732
96,0.12475,9e-04,0.00325,0.8711
97,0.1272,0.00115,0.00295,0.8687
98,0.1298,0.00135,0.00285,0.866
99,0.13195,0.00135,0.0026,0.8641
100,0.13425,0.0013,0.00275,0.8617
101,0.1372,0.0013,0.00265,0.85885
102,0.13935,0.0012,0.00275,0.8567
103,0.14225,0.00115,0.00265,0.85395
104,0.14425,0.0011,0.00275,0.8519
105,0.1466,0.00105,0.0026,0.84975
106,0.1488,0.00125,0.00225,0.8477
107,0.151,0.00145,0.002,0.84555
108,0.1529,0.00135,0.0021,0.84365
109,0.1554,0.00115,0.00225,0.8412
110,0.1575,0.001,0.00215,0.83935
111,0.16,0.00105,0.00195,0.837
112,0.1622,0.00115,0.00185,0.8348
113,0.16455,0.00115,0.00175,0.83255
114,0.16705,0.00095,0.002,0.83
115,0.1694,9e-04,0.00195,0.82775
116,0.1717,0.00085,0.002,0.82545
117,0.17395,7e-04,0.00185,0.8235
118,0.17675,0.00085,0.00175,0.82065
119,0.17875,0.00115,0.0015,0.8186
120,0.1802,0.0012,0.0017,0.8169
121,0.18275,0.0012,0.00175,0.8143
122,0.185,0.0011,0.0018,0.8121
123,0.1871,0.00135,0.00175,0.8098
124,0.18985,0.00125,0.0018,0.8071
125,0.19165,0.001,0.002,0.80535
126,0.19365,0.001,0.002,0.80335
127,0.19665,0.00095,0.0019,0.8005
128,0.19935,0.00105,0.00175,0.79785
129,0.20105,0.00085,0.00185,0.79625
130,0.2035,0.00075,0.0019,0.79385
131,0.20575,8e-04,0.00185,0.7916
132,0.2081,0.001,0.0017,0.7892
133,0.21065,0.0012,0.00165,0.7865
134,0.21255,0.00145,0.0016,0.7844
135,0.2141,0.00175,0.0018,0.78235
136,0.2161,0.00165,0.0019,0.78035
137,0.2181,0.00175,0.0019,0.77825
138,0.21985,0.0014,0.0022,0.77655
139,0.22165,0.00145,0.00235,0.77455
140,0.2236,0.0015,0.00275,0.77215
141,0.2258,0.00195,0.00275,0.7695
142,0.22825,0.0017,0.003,0.76705
143,0.22995,0.00165,0.003,0.7654
144,0.23135,0.0019,0.0029,0.76385
145,0.233,0.0018,0.00315,0.76205
146,0.23465,0.0021,0.00315,0.7601
147,0.23655,0.0025,0.00315,0.7578
148,0.23845,0.00245,0.0033,0.7558
149,0.2402,0.00255,0.00355,0.7537
150,0.24255,0.0024,0.0038,0.75125
151,0.2447,0.00235,0.004,0.74895
152,0.2463,0.00245,0.00405,0.7472
153,0.2475,0.0026,0.0041,0.7458
154,0.24895,0.0029,0.0041,0.74405
155,0.24995,0.0032,0.00445,0.7424
156,0.2512,0.0035,0.00445,0.74085
157,0.25265,0.0032,0.0045,0.73965
158,0.25385,0.0036,0.0047,0.73785
159,0.25515,0.004,0.0048,0.73605
160,0.2565,0.00435,0.0051,0.73405
161,0.25815,0.00395,0.0055,0.7324
162,0.25895,0.0045,0.0056,0.73095
163,0.261,0.0046,0.0058,0.7286
164,0.26255,0.00445,0.0056,0.7274
165,0.26355,0.005,0.0057,0.72575
166,0.2647,0.0053,0.00595,0.72405
167,0.26525,0.00545,0.00645,0.72285
168,0.26605,0.00565,0.0071,0.7212
169,0.26715,0.0056,0.0075,0.71975
170,0.2675,0.00575,0.0078,0.71895
171,0.2683,0.00635,0.0079,0.71745
172,0.26855,0.0066,0.0081,0.71675
173,0.26885,0.00645,0.00885,0.71585
174,0.26905,0.0067,0.0094,0.71485
175,0.2688,0.00745,0.01,0.71375
176,0.26885,0.00805,0.00975,0.71335
