step,S,E,I,R
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.99845,0.00055,0.001,0
3,0.99785,0.00115,0.00085,0.00015
4,0.99715,0.0017,0.00095,2e-04
5,0.99635,0.00235,0.001,3e-04
6,0.99585,0.0025,0.00115,5e-04
7,0.9949,0.00275,0.0018,0.00055
8,0.99365,0.00335,0.00235,0.00065
9,0.992,0.0044,0.00275,0.00085
10,0.98965,0.00575,0.0037,9e-04
11,0.98645,0.00785,0.00415,0.00155
12,0.9828,0.00975,0.0057,0.00175
13,0.9793,0.01195,0.00655,0.0022
14,0.9746,0.0146,0.00755,0.00325
15,0.96865,0.0178,0.00955,0.004
16,0.96115,0.0229,0.01095,0.005
17,0.95275,0.02625,0.01505,0.00595
18,0.94055,0.03275,0.01995,0.00675
19,0.92685,0.0405,0.0243,0.00835
20,0.90905,0.05075,0.0293,0.0109
21,0.8872,0.06365,0.0349,0.01425
22,0.86295,0.076,0.044,0.01705
23,0.8342,0.09,0.05495,0.02085
24,0.80085,0.10585,0.06725,0.02605
25,0.7619,0.1239,0.082,0.0322
26,0.71455,0.14675,0.09885,0.03985
27,0.65945,0.1731,0.11975,0.0477
28,0.5993,0.20015,0.14005,0.0605
29,0.5373,0.2221,0.167,0.0736
30,0.4714,0.2428,0.19615,0.08965
31,0.4055,0.2581,0.22785,0.10855
32,0.33645,0.27635,0.2545,0.1327
33,0.27625,0.27995,0.2852,0.1586
34,0.22215,0.27495,0.31405,0.18885
35,0.1735,0.2603,0.34705,0.21915
36,0.13245,0.2427,0.3691,0.25575
37,0.1016,0.2156,0.3855,0.2973
38,0.07655,0.1885,0.39505,0.3399
39,0.0561,0.1635,0.39805,0.38235
40,0.04275,0.1366,0.3916,0.42905
41,0.0323,0.11405,0.37875,0.4749
42,0.02605,0.0937,0.36135,0.5189
43,0.02125,0.07595,0.33935,0.56345
44,0.0185,0.0613,0.31675,0.60345
45,0.0164,0.0478,0.2942,0.6416
46,0.0144,0.0385,0.26975,0.67735
47,0.0129,0.03165,0.2454,0.71005
48,0.0128,0.02605,0.2218,0.73935
49,0.013,0.0204,0.2001,0.7665
50,0.0142,0.0161,0.18175,0.78795
51,0.0147,0.01365,0.1633,0.80835
52,0.01525,0.01175,0.1459,0.8271
53,0.0163,0.01015,0.12935,0.8442
54,0.01695,0.00905,0.11355,0.86045
55,0.0189,0.0084,0.10025,0.87245
56,0.0199,0.0081,0.08745,0.88455
57,0.02215,0.0071,0.07715,0.8936
58,0.02475,0.00635,0.0689,0.9
59,0.02625,0.00615,0.0606,0.907
60,0.0278,0.0055,0.05375,0.91295
61,0.0305,0.00505,0.0466,0.91785
62,0.03335,0.00485,0.0424,0.9194
63,0.03545,0.00495,0.0379,0.9217
64,0.03805,0.0046,0.0338,0.92355
65,0.04005,0.00435,0.0302,0.9254
66,0.04315,0.00395,0.0278,0.9251
67,0.04515,0.0037,0.02515,0.926
68,0.0486,0.00395,0.02245,0.925
69,0.0514,0.00435,0.02005,0.9242
70,0.0537,0.0042,0.01805,0.92405
71,0.0559,0.00375,0.0166,0.92375
72,0.0593,0.0038,0.0145,0.9224
73,0.06275,0.00335,0.0138,0.9201
74,0.06505,0.0031,0.0127,0.91915
75,0.06765,0.0033,0.01155,0.9175
76,0.0704,0.00325,0.01125,0.9151
77,0.0733,0.00355,0.0102,0.91295
78,0.0757,0.00335,0.00935,0.9116
79,0.07765,0.00315,0.0087,0.9105
80,0.0792,0.00315,0.008,0.90965
81,0.0817,0.0028,0.0077,0.9078
82,0.0846,0.00295,0.00695,0.9055
83,0.08715,0.00255,0.0067,0.9036
84,0.0889,0.00225,0.0067,0.90215
85,0.0912,0.00225,0.0065,0.90005
86,0.0944,0.00215,0.0064,0.89705
87,0.09635,0.00205,0.0061,0.8955
88,0.0985,0.0021,0.0059,0.8935
89,0.1011,0.0023,0.00515,0.89145
90,0.10345,0.0023,0.005,0.88925
91,0.1063,0.00225,0.0047,0.88675
92,0.10905,0.00205,0.00445,0.88445
93,0.11175,0.00195,0.00445,0.88185
94,0.1149,0.0015,0.0045,0.8791
95,0.1165,0.00165,0.00405,0.8778
96,0.1191,0.0016,0.004,0.8753
97,0.1214,0.0017,0.00345,0.87345
98,0.12395,0.00175,0.00325,0.87105
99,0.1269,0.0014,0.00325,0.86845
100,0.1291,0.00145,0.003,0.86645
101,0.13155,0.00165,0.0031,0.8637
102,0.13395,0.0017,0.00285,0.8615
103,0.13665,0.0015,0.00295,0.8589
104,0.1389,0.0014,0.00305,0.85665
105,0.1408,0.0015,0.0032,0.8545
106,0.1431,0.00145,0.003,0.85245
107,0.1459,0.00145,0.00305,0.8496
108,0.14825,0.0013,0.00325,0.8472
109,0.15075,0.0012,0.0033,0.84475
110,0.1535,0.00115,0.00335,0.842
111,0.1559,0.0016,0.00295,0.83955
112,0.1571,0.0018,0.003,0.8381
113,0.1592,0.0021,0.0026,0.8361
114,0.1613,0.0019,0.00285,0.83395
115,0.1638,0.00215,0.00265,0.8314
116,0.16625,0.00195,0.0025,0.8293
117,0.1683,0.0018,0.00265,0.82725
118,0.17155,0.00175,0.0026,0.8241
119,0.1744,0.00175,0.00245,0.8214
120,0.1771,0.0012,0.00275,0.81895
121,0.1788,0.0012,0.00305,0.81695
122,0.1805,0.00125,0.0028,0.81545
123,0.18215,0.00135,0.0027,0.8138
124,0.18345,0.0013,0.0028,0.81245
125,0.1855,0.00125,0.0027,0.81055
126,0.18755,0.0011,0.0027,0.80865
127,0.1898,0.0012,0.0027,0.8063
128,0.19205,0.0015,0.00265,0.8038
129,0.1941,0.0018,0.0026,0.8015
130,0.19595,0.00195,0.0028,0.7993
131,0.1979,0.0023,0.00265,0.79715
132,0.1994,0.00255,0.0026,0.79545
133,0.2011,0.00245,0.0029,0.79355
134,0.203,0.00225,0.0031,0.79165
135,0.20505,0.0018,0.0035,0.78965
136,0.20695,0.0017,0.0037,0.78765
137,0.2085,0.00185,0.0038,0.78585
138,0.21035,0.002,0.00345,0.7842
139,0.21185,0.0023,0.0031,0.78275
140,0.2135,0.00225,0.0033,0.78095
141,0.21475,0.0024,0.00325,0.7796
142,0.21645,0.00245,0.0033,0.7778
143,0.21865,0.0026,0.00335,0.7754
144,0.2206,0.0025,0.00345,0.77345
145,0.2223,0.0024,0.0038,0.7715
146,0.2235,0.0027,0.0041,0.7697
147,0.2256,0.0028,0.00415,0.76745
148,0.22665,0.00275,0.00425,0.76635
149,0.22825,0.00285,0.00445,0.76445
150,0.2293,0.0032,0.0045,0.763
151,0.23205,0.00275,0.0047,0.7605
152,0.23365,0.0027,0.0049,0.75875
153,0.23485,0.0029,0.0049,0.75735
154,0.23655,0.0033,0.0047,0.75545
155,0.23855,0.0034,0.0046,0.75345
156,0.24015,0.00365,0.0048,0.7514
157,0.24135,0.0038,0.0051,0.74975
158,0.243,0.00335,0.0057,0.74795
159,0.24425,0.0033,0.00585,0.7466
160,0.24575,0.0034,0.006,0.74485
161,0.24665,0.00385,0.00605,0.74345
162,0.2485,0.00435,0.00605,0.7411
163,0.2488,0.0051,0.00635,0.73975
164,0.25,0.0056,0.00675,0.73765
165,0.25085,0.00565,0.00705,0.73645
166,0.25215,0.0057,0.00755,0.7346
167,0.2529,0.00565,0.00805,0.7334
168,0.25345,0.00665,0.008,0.7319
169,0.25415,0.0068,0.0085,0.73055
170,0.2544,0.0068,0.0088,0.73
171,0.25485,0.00725,0.00925,0.72865
172,0.2549,0.0074,0.0094,0.7283
173,0.25555,0.0075,0.0101,0.72685
174,0.2555,0.00785,0.0109,0.72575
175,0.25555,0.0088,0.01135,0.7243
176,0.2557,0.00915,0.0119,0.72325
