"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_7","Pyt_H"
"2",1,0.9983,7e-04,0.001,0,"Python_7","Pyt_H"
"3",2,0.99755,0.00145,0.00085,0.00015,"Python_7","Pyt_H"
"4",3,0.9965,0.0024,7e-04,4e-04,"Python_7","Pyt_H"
"5",4,0.99575,0.0029,0.00085,5e-04,"Python_7","Pyt_H"
"6",5,0.99495,0.0032,0.00125,6e-04,"Python_7","Pyt_H"
"7",6,0.9936,0.0039,0.00175,0.00075,"Python_7","Pyt_H"
"8",7,0.99175,0.00465,0.0028,8e-04,"Python_7","Pyt_H"
"9",8,0.98955,0.0062,0.0031,0.00115,"Python_7","Pyt_H"
"10",9,0.98675,0.0076,0.0043,0.00135,"Python_7","Pyt_H"
"11",10,0.9831,0.0099,0.00535,0.00165,"Python_7","Pyt_H"
"12",11,0.9789,0.01285,0.00625,0.002,"Python_7","Pyt_H"
"13",12,0.97365,0.01565,0.008,0.0027,"Python_7","Pyt_H"
"14",13,0.96635,0.0197,0.0108,0.00315,"Python_7","Pyt_H"
"15",14,0.95725,0.02445,0.01425,0.00405,"Python_7","Pyt_H"
"16",15,0.9467,0.03055,0.0179,0.00485,"Python_7","Pyt_H"
"17",16,0.9305,0.04005,0.0227,0.00675,"Python_7","Pyt_H"
"18",17,0.9118,0.0515,0.02715,0.00955,"Python_7","Pyt_H"
"19",18,0.89005,0.0643,0.03325,0.0124,"Python_7","Pyt_H"
"20",19,0.86535,0.0757,0.04355,0.0154,"Python_7","Pyt_H"
"21",20,0.8317,0.0944,0.05445,0.01945,"Python_7","Pyt_H"
"22",21,0.79385,0.11435,0.06735,0.02445,"Python_7","Pyt_H"
"23",22,0.7466,0.1401,0.08245,0.03085,"Python_7","Pyt_H"
"24",23,0.69645,0.1641,0.10075,0.0387,"Python_7","Pyt_H"
"25",24,0.6362,0.1899,0.12545,0.04845,"Python_7","Pyt_H"
"26",25,0.57105,0.21765,0.1512,0.0601,"Python_7","Pyt_H"
"27",26,0.502,0.24245,0.18085,0.0747,"Python_7","Pyt_H"
"28",27,0.42955,0.2686,0.2095,0.09235,"Python_7","Pyt_H"
"29",28,0.36125,0.2824,0.2439,0.11245,"Python_7","Pyt_H"
"30",29,0.2931,0.28945,0.2788,0.13865,"Python_7","Pyt_H"
"31",30,0.2336,0.2848,0.31535,0.16625,"Python_7","Pyt_H"
"32",31,0.18105,0.27555,0.345,0.1984,"Python_7","Pyt_H"
"33",32,0.13685,0.2574,0.36845,0.2373,"Python_7","Pyt_H"
"34",33,0.1014,0.23485,0.38655,0.2772,"Python_7","Pyt_H"
"35",34,0.074,0.20755,0.3998,0.31865,"Python_7","Pyt_H"
"36",35,0.0557,0.17785,0.4029,0.36355,"Python_7","Pyt_H"
"37",36,0.0416,0.14615,0.40385,0.4084,"Python_7","Pyt_H"
"38",37,0.03175,0.1209,0.39165,0.4557,"Python_7","Pyt_H"
"39",38,0.02415,0.09935,0.3779,0.4986,"Python_7","Pyt_H"
"40",39,0.0197,0.07865,0.35865,0.543,"Python_7","Pyt_H"
"41",40,0.01695,0.06085,0.3349,0.5873,"Python_7","Pyt_H"
"42",41,0.0145,0.0483,0.311,0.6262,"Python_7","Pyt_H"
"43",42,0.01285,0.0394,0.2815,0.66625,"Python_7","Pyt_H"
"44",43,0.01195,0.03225,0.25675,0.69905,"Python_7","Pyt_H"
"45",44,0.01215,0.02665,0.2321,0.7291,"Python_7","Pyt_H"
"46",45,0.01175,0.02145,0.21025,0.75655,"Python_7","Pyt_H"
"47",46,0.0123,0.01755,0.1894,0.78075,"Python_7","Pyt_H"
"48",47,0.0132,0.0143,0.16925,0.80325,"Python_7","Pyt_H"
"49",48,0.0141,0.0123,0.14995,0.82365,"Python_7","Pyt_H"
"50",49,0.01555,0.01035,0.13505,0.83905,"Python_7","Pyt_H"
"51",50,0.0172,0.00885,0.11955,0.8544,"Python_7","Pyt_H"
"52",51,0.01805,0.00795,0.10545,0.86855,"Python_7","Pyt_H"
"53",52,0.0189,0.0073,0.09255,0.88125,"Python_7","Pyt_H"
"54",53,0.02035,0.00705,0.08145,0.89115,"Python_7","Pyt_H"
"55",54,0.02235,0.00595,0.0722,0.8995,"Python_7","Pyt_H"
"56",55,0.0236,0.00565,0.064,0.90675,"Python_7","Pyt_H"
"57",56,0.0261,0.00525,0.05625,0.9124,"Python_7","Pyt_H"
"58",57,0.02825,0.00495,0.04925,0.91755,"Python_7","Pyt_H"
"59",58,0.0299,0.0043,0.04345,0.92235,"Python_7","Pyt_H"
"60",59,0.03165,0.00385,0.03905,0.92545,"Python_7","Pyt_H"
"61",60,0.03365,0.00405,0.03465,0.92765,"Python_7","Pyt_H"
"62",61,0.03565,0.00375,0.03065,0.92995,"Python_7","Pyt_H"
"63",62,0.0378,0.00435,0.0279,0.92995,"Python_7","Pyt_H"
"64",63,0.0406,0.0036,0.02455,0.93125,"Python_7","Pyt_H"
"65",64,0.0436,0.0029,0.0224,0.9311,"Python_7","Pyt_H"
"66",65,0.0461,0.00285,0.0204,0.93065,"Python_7","Pyt_H"
"67",66,0.04885,0.00295,0.01835,0.92985,"Python_7","Pyt_H"
"68",67,0.05155,0.00285,0.01675,0.92885,"Python_7","Pyt_H"
"69",68,0.0543,0.00245,0.0147,0.92855,"Python_7","Pyt_H"
"70",69,0.0566,0.0025,0.01315,0.92775,"Python_7","Pyt_H"
"71",70,0.05895,0.003,0.01185,0.9262,"Python_7","Pyt_H"
"72",71,0.0614,0.003,0.01115,0.92445,"Python_7","Pyt_H"
"73",72,0.064,0.00295,0.01,0.92305,"Python_7","Pyt_H"
"74",73,0.0673,0.00255,0.00925,0.9209,"Python_7","Pyt_H"
