"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_15","Pyt_H"
"2",1,0.9982,8e-04,0.001,0,"Python_15","Pyt_H"
"3",2,0.99755,0.00145,0.00095,5e-05,"Python_15","Pyt_H"
"4",3,0.99675,0.00195,0.001,3e-04,"Python_15","Pyt_H"
"5",4,0.99595,0.00235,0.0012,5e-04,"Python_15","Pyt_H"
"6",5,0.99485,0.00275,0.00165,0.00075,"Python_15","Pyt_H"
"7",6,0.9933,0.0038,0.00205,0.00085,"Python_15","Pyt_H"
"8",7,0.99145,0.00505,0.00245,0.00105,"Python_15","Pyt_H"
"9",8,0.9893,0.00605,0.00345,0.0012,"Python_15","Pyt_H"
"10",9,0.9871,0.00725,0.0042,0.00145,"Python_15","Pyt_H"
"11",10,0.98415,0.00915,0.0047,0.002,"Python_15","Pyt_H"
"12",11,0.9804,0.01155,0.0056,0.00245,"Python_15","Pyt_H"
"13",12,0.976,0.0139,0.00705,0.00305,"Python_15","Pyt_H"
"14",13,0.97015,0.01655,0.00945,0.00385,"Python_15","Pyt_H"
"15",14,0.9621,0.0214,0.0119,0.0046,"Python_15","Pyt_H"
"16",15,0.95225,0.0276,0.0147,0.00545,"Python_15","Pyt_H"
"17",16,0.93925,0.03555,0.0184,0.0068,"Python_15","Pyt_H"
"18",17,0.9255,0.04255,0.023,0.00895,"Python_15","Pyt_H"
"19",18,0.9087,0.0511,0.02895,0.01125,"Python_15","Pyt_H"
"20",19,0.88595,0.06455,0.03545,0.01405,"Python_15","Pyt_H"
"21",20,0.85785,0.0807,0.04345,0.018,"Python_15","Pyt_H"
"22",21,0.8254,0.09795,0.05415,0.0225,"Python_15","Pyt_H"
"23",22,0.7877,0.1171,0.0677,0.0275,"Python_15","Pyt_H"
"24",23,0.74325,0.13835,0.08505,0.03335,"Python_15","Pyt_H"
"25",24,0.6895,0.16585,0.1035,0.04115,"Python_15","Pyt_H"
"26",25,0.6292,0.19565,0.1224,0.05275,"Python_15","Pyt_H"
"27",26,0.5664,0.21985,0.14925,0.0645,"Python_15","Pyt_H"
"28",27,0.49795,0.2432,0.1792,0.07965,"Python_15","Pyt_H"
