"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_9","Pyt_H"
"2",1,0.9983,7e-04,0.001,0,"Python_9","Pyt_H"
"3",2,0.99755,0.00145,0.00085,0.00015,"Python_9","Pyt_H"
"4",3,0.9971,0.0018,0.00095,0.00015,"Python_9","Pyt_H"
"5",4,0.99635,0.00205,0.0013,3e-04,"Python_9","Pyt_H"
"6",5,0.9951,0.00295,0.0015,0.00045,"Python_9","Pyt_H"
"7",6,0.9936,0.00385,0.002,0.00055,"Python_9","Pyt_H"
"8",7,0.9912,0.0055,0.0026,7e-04,"Python_9","Pyt_H"
"9",8,0.98895,0.0067,0.0033,0.00105,"Python_9","Pyt_H"
"10",9,0.9859,0.00855,0.00425,0.0013,"Python_9","Pyt_H"
"11",10,0.9823,0.01075,0.00505,0.0019,"Python_9","Pyt_H"
"12",11,0.97805,0.01285,0.0068,0.0023,"Python_9","Pyt_H"
"13",12,0.97265,0.01565,0.0087,0.003,"Python_9","Pyt_H"
"14",13,0.96475,0.0208,0.01085,0.0036,"Python_9","Pyt_H"
"15",14,0.956,0.0259,0.01345,0.00465,"Python_9","Pyt_H"
"16",15,0.94485,0.0314,0.01785,0.0059,"Python_9","Pyt_H"
"17",16,0.9318,0.03815,0.02235,0.0077,"Python_9","Pyt_H"
"18",17,0.9153,0.0473,0.0278,0.0096,"Python_9","Pyt_H"
"19",18,0.89315,0.05975,0.0346,0.0125,"Python_9","Pyt_H"
"20",19,0.8655,0.0769,0.0413,0.0163,"Python_9","Pyt_H"
"21",20,0.83615,0.0917,0.0519,0.02025,"Python_9","Pyt_H"
"22",21,0.79775,0.11125,0.06595,0.02505,"Python_9","Pyt_H"
"23",22,0.7525,0.13565,0.08025,0.0316,"Python_9","Pyt_H"
"24",23,0.70525,0.15885,0.0959,0.04,"Python_9","Pyt_H"
"25",24,0.647,0.1872,0.11675,0.04905,"Python_9","Pyt_H"
"26",25,0.58705,0.21135,0.1405,0.0611,"Python_9","Pyt_H"
"27",26,0.52125,0.23375,0.17075,0.07425,"Python_9","Pyt_H"
"28",27,0.45025,0.25625,0.2014,0.0921,"Python_9","Pyt_H"
"29",28,0.37985,0.27475,0.2337,0.1117,"Python_9","Pyt_H"
