"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_11","Pyt_H"
"2",1,0.99805,0.00095,0.001,0,"Python_11","Pyt_H"
"3",2,0.9972,0.0018,8e-04,2e-04,"Python_11","Pyt_H"
"4",3,0.9966,0.00225,8e-04,0.00035,"Python_11","Pyt_H"
"5",4,0.99625,0.0023,0.001,0.00045,"Python_11","Pyt_H"
"6",5,0.9953,0.00275,0.0013,0.00065,"Python_11","Pyt_H"
"7",6,0.9946,0.0031,0.0015,8e-04,"Python_11","Pyt_H"
"8",7,0.99325,0.00385,0.00185,0.00105,"Python_11","Pyt_H"
"9",8,0.9913,0.00485,0.00265,0.0012,"Python_11","Pyt_H"
"10",9,0.9888,0.0065,0.00325,0.00145,"Python_11","Pyt_H"
"11",10,0.9856,0.00855,0.00405,0.0018,"Python_11","Pyt_H"
"12",11,0.98215,0.0103,0.0054,0.00215,"Python_11","Pyt_H"
"13",12,0.97785,0.01275,0.0067,0.0027,"Python_11","Pyt_H"
"14",13,0.97185,0.0165,0.00835,0.0033,"Python_11","Pyt_H"
"15",14,0.96435,0.0209,0.0107,0.00405,"Python_11","Pyt_H"
"16",15,0.95405,0.0269,0.0142,0.00485,"Python_11","Pyt_H"
"17",16,0.9415,0.03505,0.01725,0.0062,"Python_11","Pyt_H"
"18",17,0.9273,0.0426,0.0226,0.0075,"Python_11","Pyt_H"
"19",18,0.90745,0.0537,0.0294,0.00945,"Python_11","Pyt_H"
"20",19,0.88295,0.0688,0.03635,0.0119,"Python_11","Pyt_H"
"21",20,0.85545,0.08355,0.0452,0.0158,"Python_11","Pyt_H"
"22",21,0.82115,0.1024,0.05605,0.0204,"Python_11","Pyt_H"
"23",22,0.7818,0.12375,0.06905,0.0254,"Python_11","Pyt_H"
"24",23,0.7329,0.14845,0.08695,0.0317,"Python_11","Pyt_H"
"25",24,0.6816,0.1712,0.1066,0.0406,"Python_11","Pyt_H"
"26",25,0.62315,0.19495,0.1307,0.0512,"Python_11","Pyt_H"
"27",26,0.5555,0.22255,0.15915,0.0628,"Python_11","Pyt_H"
"28",27,0.48365,0.252,0.1869,0.07745,"Python_11","Pyt_H"
"29",28,0.41175,0.27355,0.21855,0.09615,"Python_11","Pyt_H"
"30",29,0.33925,0.28705,0.25555,0.11815,"Python_11","Pyt_H"
"31",30,0.27395,0.29225,0.2906,0.1432,"Python_11","Pyt_H"
"32",31,0.21545,0.28755,0.32195,0.17505,"Python_11","Pyt_H"
"33",32,0.1667,0.272,0.3525,0.2088,"Python_11","Pyt_H"
"34",33,0.1265,0.2474,0.3801,0.246,"Python_11","Pyt_H"
"35",34,0.0936,0.22165,0.40005,0.2847,"Python_11","Pyt_H"
"36",35,0.0682,0.19565,0.4067,0.32945,"Python_11","Pyt_H"
"37",36,0.05055,0.1636,0.4117,0.37415,"Python_11","Pyt_H"
"38",37,0.0373,0.13505,0.4031,0.42455,"Python_11","Pyt_H"
"39",38,0.0292,0.1117,0.39,0.4691,"Python_11","Pyt_H"
"40",39,0.02235,0.09135,0.36775,0.51855,"Python_11","Pyt_H"
"41",40,0.0177,0.07285,0.34425,0.5652,"Python_11","Pyt_H"
"42",41,0.0147,0.05865,0.32065,0.606,"Python_11","Pyt_H"
"43",42,0.0131,0.0464,0.29655,0.64395,"Python_11","Pyt_H"
"44",43,0.0126,0.03555,0.27405,0.6778,"Python_11","Pyt_H"
