"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_27","Pyt_H"
"2",1,0.99795,0.00105,0.001,0,"Python_27","Pyt_H"
"3",2,0.99715,0.00185,0.00085,0.00015,"Python_27","Pyt_H"
"4",3,0.9967,0.00195,0.00115,2e-04,"Python_27","Pyt_H"
"5",4,0.99565,0.00245,0.0016,3e-04,"Python_27","Pyt_H"
"6",5,0.99435,0.00335,0.00185,0.00045,"Python_27","Pyt_H"
"7",6,0.9932,0.004,0.0022,6e-04,"Python_27","Pyt_H"
"8",7,0.9911,0.00525,0.00285,8e-04,"Python_27","Pyt_H"
"9",8,0.98845,0.007,0.0035,0.00105,"Python_27","Pyt_H"
"10",9,0.98465,0.009,0.00495,0.0014,"Python_27","Pyt_H"
"11",10,0.97965,0.01255,0.00585,0.00195,"Python_27","Pyt_H"
"12",11,0.9749,0.0151,0.00755,0.00245,"Python_27","Pyt_H"
"13",12,0.969,0.01805,0.0096,0.00335,"Python_27","Pyt_H"
"14",13,0.9606,0.02275,0.0123,0.00435,"Python_27","Pyt_H"
"15",14,0.9505,0.0287,0.0151,0.0057,"Python_27","Pyt_H"
"16",15,0.93765,0.0363,0.01915,0.0069,"Python_27","Pyt_H"
"17",16,0.9235,0.04425,0.02375,0.0085,"Python_27","Pyt_H"
"18",17,0.9042,0.0546,0.03025,0.01095,"Python_27","Pyt_H"
"19",18,0.8822,0.06675,0.0372,0.01385,"Python_27","Pyt_H"
"20",19,0.85535,0.08075,0.04605,0.01785,"Python_27","Pyt_H"
"21",20,0.8206,0.10015,0.057,0.02225,"Python_27","Pyt_H"
"22",21,0.7816,0.1207,0.0702,0.0275,"Python_27","Pyt_H"
"23",22,0.7384,0.1411,0.08535,0.03515,"Python_27","Pyt_H"
"24",23,0.68705,0.1662,0.10345,0.0433,"Python_27","Pyt_H"
"25",24,0.62735,0.19335,0.1244,0.0549,"Python_27","Pyt_H"
"26",25,0.5613,0.2206,0.151,0.0671,"Python_27","Pyt_H"
"27",26,0.4942,0.24565,0.1793,0.08085,"Python_27","Pyt_H"
"28",27,0.4234,0.2667,0.21045,0.09945,"Python_27","Pyt_H"
"29",28,0.35205,0.2837,0.2412,0.12305,"Python_27","Pyt_H"
"30",29,0.28985,0.285,0.2769,0.14825,"Python_27","Pyt_H"
"31",30,0.2316,0.2797,0.312,0.1767,"Python_27","Pyt_H"
"32",31,0.1797,0.2681,0.34285,0.20935,"Python_27","Pyt_H"
"33",32,0.1362,0.25125,0.36845,0.2441,"Python_27","Pyt_H"
"34",33,0.09985,0.2295,0.3853,0.28535,"Python_27","Pyt_H"
"35",34,0.07275,0.2032,0.39445,0.3296,"Python_27","Pyt_H"
"36",35,0.05295,0.17415,0.3968,0.3761,"Python_27","Pyt_H"
