"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_19","Pyt_H"
"2",1,0.9983,7e-04,0.001,0,"Python_19","Pyt_H"
"3",2,0.99775,0.00125,0.00075,0.00025,"Python_19","Pyt_H"
"4",3,0.9971,0.00175,8e-04,0.00035,"Python_19","Pyt_H"
"5",4,0.9967,0.00185,0.00095,5e-04,"Python_19","Pyt_H"
"6",5,0.996,0.0022,0.0013,5e-04,"Python_19","Pyt_H"
"7",6,0.9949,0.00285,0.0016,0.00065,"Python_19","Pyt_H"
"8",7,0.9938,0.0035,0.00195,0.00075,"Python_19","Pyt_H"
"9",8,0.9921,0.00465,0.0024,0.00085,"Python_19","Pyt_H"
"10",9,0.98955,0.00605,0.00305,0.00135,"Python_19","Pyt_H"
"11",10,0.98705,0.0077,0.0037,0.00155,"Python_19","Pyt_H"
"12",11,0.98315,0.00995,0.0051,0.0018,"Python_19","Pyt_H"
"13",12,0.97845,0.01325,0.0063,0.002,"Python_19","Pyt_H"
"14",13,0.9726,0.01635,0.0083,0.00275,"Python_19","Pyt_H"
"15",14,0.96595,0.0203,0.01035,0.0034,"Python_19","Pyt_H"
"16",15,0.9563,0.0261,0.01325,0.00435,"Python_19","Pyt_H"
"17",16,0.94475,0.03275,0.01695,0.00555,"Python_19","Pyt_H"
"18",17,0.9305,0.0412,0.0213,0.007,"Python_19","Pyt_H"
"19",18,0.91295,0.05145,0.0265,0.0091,"Python_19","Pyt_H"
"20",19,0.89045,0.0634,0.03515,0.011,"Python_19","Pyt_H"
"21",20,0.86275,0.07885,0.04385,0.01455,"Python_19","Pyt_H"
"22",21,0.8316,0.0961,0.0533,0.019,"Python_19","Pyt_H"
"23",22,0.79455,0.115,0.0658,0.02465,"Python_19","Pyt_H"
"24",23,0.75,0.1366,0.0822,0.0312,"Python_19","Pyt_H"
"25",24,0.6985,0.1607,0.1024,0.0384,"Python_19","Pyt_H"
"26",25,0.6381,0.18855,0.1263,0.04705,"Python_19","Pyt_H"
"27",26,0.5704,0.2203,0.1489,0.0604,"Python_19","Pyt_H"
"28",27,0.5016,0.24505,0.17745,0.0759,"Python_19","Pyt_H"
"29",28,0.43035,0.26695,0.20945,0.09325,"Python_19","Pyt_H"
"30",29,0.35895,0.28385,0.2439,0.1133,"Python_19","Pyt_H"
"31",30,0.28865,0.2916,0.28135,0.1384,"Python_19","Pyt_H"
"32",31,0.2294,0.28875,0.3151,0.16675,"Python_19","Pyt_H"
"33",32,0.17695,0.2764,0.34965,0.197,"Python_19","Pyt_H"
"34",33,0.13525,0.2573,0.3707,0.23675,"Python_19","Pyt_H"
"35",34,0.102,0.2294,0.39075,0.27785,"Python_19","Pyt_H"
"36",35,0.07535,0.19985,0.40335,0.32145,"Python_19","Pyt_H"
"37",36,0.0566,0.16905,0.40925,0.3651,"Python_19","Pyt_H"
"38",37,0.0429,0.13965,0.4064,0.41105,"Python_19","Pyt_H"
"39",38,0.0327,0.11665,0.39495,0.4557,"Python_19","Pyt_H"
"40",39,0.02505,0.0944,0.37975,0.5008,"Python_19","Pyt_H"
"41",40,0.0202,0.077,0.3574,0.5454,"Python_19","Pyt_H"
"42",41,0.01685,0.06105,0.33495,0.58715,"Python_19","Pyt_H"
"43",42,0.0147,0.04705,0.3116,0.62665,"Python_19","Pyt_H"
"44",43,0.014,0.03665,0.28665,0.6627,"Python_19","Pyt_H"
"45",44,0.01395,0.0285,0.25945,0.6981,"Python_19","Pyt_H"
"46",45,0.0134,0.02335,0.2335,0.72975,"Python_19","Pyt_H"
"47",46,0.0135,0.0194,0.21045,0.75665,"Python_19","Pyt_H"
"48",47,0.0134,0.01715,0.1884,0.78105,"Python_19","Pyt_H"
"49",48,0.01425,0.0142,0.1673,0.80425,"Python_19","Pyt_H"
"50",49,0.01585,0.012,0.14675,0.8254,"Python_19","Pyt_H"
"51",50,0.0173,0.0108,0.12875,0.84315,"Python_19","Pyt_H"
"52",51,0.0186,0.0092,0.11525,0.85695,"Python_19","Pyt_H"
"53",52,0.02045,0.00795,0.102,0.8696,"Python_19","Pyt_H"
"54",53,0.02265,0.0066,0.09115,0.8796,"Python_19","Pyt_H"
"55",54,0.0244,0.00615,0.0804,0.88905,"Python_19","Pyt_H"
"56",55,0.0268,0.0061,0.07055,0.89655,"Python_19","Pyt_H"
"57",56,0.0284,0.0064,0.062,0.9032,"Python_19","Pyt_H"
"58",57,0.02995,0.00625,0.05335,0.91045,"Python_19","Pyt_H"
"59",58,0.0323,0.006,0.049,0.9127,"Python_19","Pyt_H"
"60",59,0.0342,0.0053,0.0444,0.9161,"Python_19","Pyt_H"
"61",60,0.03595,0.0051,0.04025,0.9187,"Python_19","Pyt_H"
"62",61,0.03805,0.00525,0.03575,0.92095,"Python_19","Pyt_H"
"63",62,0.03995,0.00505,0.03125,0.92375,"Python_19","Pyt_H"
