"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_22","Pyt_H"
"2",1,0.9982,8e-04,0.001,0,"Python_22","Pyt_H"
"3",2,0.9976,0.0014,0.00095,5e-05,"Python_22","Pyt_H"
"4",3,0.9967,0.0021,0.0011,1e-04,"Python_22","Pyt_H"
"5",4,0.9957,0.0027,0.00125,0.00035,"Python_22","Pyt_H"
"6",5,0.99435,0.00355,0.0016,5e-04,"Python_22","Pyt_H"
"7",6,0.9928,0.0046,0.00205,0.00055,"Python_22","Pyt_H"
"8",7,0.99105,0.00545,0.00265,0.00085,"Python_22","Pyt_H"
"9",8,0.98825,0.0072,0.00355,0.001,"Python_22","Pyt_H"
"10",9,0.98505,0.0091,0.0044,0.00145,"Python_22","Pyt_H"
"11",10,0.9809,0.0112,0.00615,0.00175,"Python_22","Pyt_H"
"12",11,0.97525,0.0151,0.0076,0.00205,"Python_22","Pyt_H"
"13",12,0.969,0.0187,0.00965,0.00265,"Python_22","Pyt_H"
"14",13,0.9605,0.0234,0.0124,0.0037,"Python_22","Pyt_H"
"15",14,0.94815,0.0312,0.01555,0.0051,"Python_22","Pyt_H"
"16",15,0.9361,0.0381,0.0196,0.0062,"Python_22","Pyt_H"
"17",16,0.9196,0.04635,0.02575,0.0083,"Python_22","Pyt_H"
"18",17,0.89775,0.059,0.03205,0.0112,"Python_22","Pyt_H"
"19",18,0.8737,0.0722,0.04025,0.01385,"Python_22","Pyt_H"
"20",19,0.8445,0.0874,0.0506,0.0175,"Python_22","Pyt_H"
"21",20,0.80765,0.1067,0.06385,0.0218,"Python_22","Pyt_H"
"22",21,0.7656,0.12995,0.07625,0.0282,"Python_22","Pyt_H"
"23",22,0.7165,0.15535,0.0915,0.03665,"Python_22","Pyt_H"
"24",23,0.6637,0.1788,0.11185,0.04565,"Python_22","Pyt_H"
"25",24,0.60495,0.2009,0.1375,0.05665,"Python_22","Pyt_H"
"26",25,0.535,0.2317,0.16355,0.06975,"Python_22","Pyt_H"
"27",26,0.46485,0.25915,0.1889,0.0871,"Python_22","Pyt_H"
"28",27,0.40005,0.26985,0.222,0.1081,"Python_22","Pyt_H"
"29",28,0.33065,0.28225,0.25585,0.13125,"Python_22","Pyt_H"
"30",29,0.2664,0.2859,0.28995,0.15775,"Python_22","Pyt_H"
"31",30,0.20815,0.28305,0.32065,0.18815,"Python_22","Pyt_H"
"32",31,0.1595,0.26915,0.34875,0.2226,"Python_22","Pyt_H"
"33",32,0.1188,0.2472,0.37365,0.26035,"Python_22","Pyt_H"
"34",33,0.0867,0.21915,0.392,0.30215,"Python_22","Pyt_H"
"35",34,0.0637,0.1878,0.4006,0.3479,"Python_22","Pyt_H"
"36",35,0.0467,0.1586,0.4009,0.3938,"Python_22","Pyt_H"
"37",36,0.03575,0.13065,0.39455,0.43905,"Python_22","Pyt_H"
"38",37,0.0269,0.10545,0.38355,0.4841,"Python_22","Pyt_H"
"39",38,0.022,0.0836,0.36585,0.52855,"Python_22","Pyt_H"
"40",39,0.0175,0.06795,0.3431,0.57145,"Python_22","Pyt_H"
"41",40,0.0155,0.05505,0.31685,0.6126,"Python_22","Pyt_H"
"42",41,0.01355,0.0449,0.29165,0.6499,"Python_22","Pyt_H"
"43",42,0.0115,0.0363,0.2638,0.6884,"Python_22","Pyt_H"
"44",43,0.012,0.0292,0.2396,0.7192,"Python_22","Pyt_H"
"45",44,0.01215,0.0234,0.21865,0.7458,"Python_22","Pyt_H"
"46",45,0.01265,0.01865,0.19535,0.77335,"Python_22","Pyt_H"
"47",46,0.01415,0.0151,0.1748,0.79595,"Python_22","Pyt_H"
"48",47,0.0156,0.0121,0.156,0.8163,"Python_22","Pyt_H"
"49",48,0.0161,0.01025,0.138,0.83565,"Python_22","Pyt_H"
"50",49,0.01675,0.00905,0.12355,0.85065,"Python_22","Pyt_H"
"51",50,0.01865,0.0074,0.10955,0.8644,"Python_22","Pyt_H"
"52",51,0.0201,0.00685,0.09635,0.8767,"Python_22","Pyt_H"
"53",52,0.022,0.0066,0.08555,0.88585,"Python_22","Pyt_H"
"54",53,0.0234,0.00635,0.07625,0.894,"Python_22","Pyt_H"
"55",54,0.0255,0.00635,0.06725,0.9009,"Python_22","Pyt_H"
"56",55,0.02745,0.00585,0.05995,0.90675,"Python_22","Pyt_H"
"57",56,0.02925,0.00515,0.0535,0.9121,"Python_22","Pyt_H"
"58",57,0.0313,0.0051,0.0476,0.916,"Python_22","Pyt_H"
"59",58,0.034,0.00485,0.0423,0.91885,"Python_22","Pyt_H"
"60",59,0.03615,0.0053,0.0382,0.92035,"Python_22","Pyt_H"
"61",60,0.0382,0.00525,0.0339,0.92265,"Python_22","Pyt_H"
"62",61,0.0399,0.0047,0.03025,0.92515,"Python_22","Pyt_H"
"63",62,0.04295,0.00445,0.02655,0.92605,"Python_22","Pyt_H"
"64",63,0.04565,0.0037,0.02425,0.9264,"Python_22","Pyt_H"
"65",64,0.04805,0.00345,0.02195,0.92655,"Python_22","Pyt_H"
"66",65,0.0508,0.0034,0.0195,0.9263,"Python_22","Pyt_H"
"67",66,0.05335,0.0029,0.01745,0.9263,"Python_22","Pyt_H"
"68",67,0.0559,0.0029,0.0156,0.9256,"Python_22","Pyt_H"
"69",68,0.059,0.0028,0.01395,0.92425,"Python_22","Pyt_H"
"70",69,0.06175,0.00245,0.0126,0.9232,"Python_22","Pyt_H"
"71",70,0.06445,0.00255,0.0113,0.9217,"Python_22","Pyt_H"
"72",71,0.06745,0.00245,0.01,0.9201,"Python_22","Pyt_H"
"73",72,0.07,0.00225,0.009,0.91875,"Python_22","Pyt_H"
"74",73,0.0728,0.0021,0.0083,0.9168,"Python_22","Pyt_H"
"75",74,0.0756,0.0021,0.0075,0.9148,"Python_22","Pyt_H"
"76",75,0.0777,0.00225,0.007,0.91305,"Python_22","Pyt_H"
"77",76,0.08,0.00215,0.0066,0.91125,"Python_22","Pyt_H"
"78",77,0.08225,0.00215,0.00625,0.90935,"Python_22","Pyt_H"
"79",78,0.0854,0.0018,0.0059,0.9069,"Python_22","Pyt_H"
"80",79,0.08775,0.0019,0.00545,0.9049,"Python_22","Pyt_H"
"81",80,0.09115,0.0016,0.0053,0.90195,"Python_22","Pyt_H"
"82",81,0.09355,0.00155,0.00465,0.90025,"Python_22","Pyt_H"
"83",82,0.0965,0.00165,0.0043,0.89755,"Python_22","Pyt_H"
"84",83,0.0997,0.0015,0.0038,0.895,"Python_22","Pyt_H"
"85",84,0.1027,0.0012,0.00385,0.89225,"Python_22","Pyt_H"
"86",85,0.10545,0.0016,0.0037,0.88925,"Python_22","Pyt_H"
"87",86,0.10855,0.00145,0.00355,0.88645,"Python_22","Pyt_H"
"88",87,0.1114,0.0015,0.00325,0.88385,"Python_22","Pyt_H"
"89",88,0.1129,0.0014,0.00315,0.88255,"Python_22","Pyt_H"
"90",89,0.1158,0.00135,0.0032,0.87965,"Python_22","Pyt_H"
"91",90,0.1186,0.0013,0.0029,0.8772,"Python_22","Pyt_H"
"92",91,0.12085,0.0014,0.00265,0.8751,"Python_22","Pyt_H"
"93",92,0.1233,0.00125,0.00255,0.8729,"Python_22","Pyt_H"
"94",93,0.12565,0.00105,0.0025,0.8708,"Python_22","Pyt_H"
"95",94,0.12825,0.00095,0.0021,0.8687,"Python_22","Pyt_H"
"96",95,0.1313,0.00075,0.00215,0.8658,"Python_22","Pyt_H"
"97",96,0.13365,8e-04,0.0019,0.86365,"Python_22","Pyt_H"
"98",97,0.1362,8e-04,0.0018,0.8612,"Python_22","Pyt_H"
"99",98,0.13915,9e-04,0.0017,0.85825,"Python_22","Pyt_H"
"100",99,0.14165,0.00085,0.00165,0.85585,"Python_22","Pyt_H"
"101",100,0.1439,0.00095,0.0013,0.85385,"Python_22","Pyt_H"
"102",101,0.1467,0.001,0.0013,0.851,"Python_22","Pyt_H"
"103",102,0.1498,7e-04,0.0015,0.848,"Python_22","Pyt_H"
"104",103,0.1528,7e-04,0.0014,0.8451,"Python_22","Pyt_H"
"105",104,0.1551,0.00075,0.0014,0.84275,"Python_22","Pyt_H"
"106",105,0.1575,8e-04,0.0014,0.8403,"Python_22","Pyt_H"
"107",106,0.15985,0.00095,0.00115,0.83805,"Python_22","Pyt_H"
"108",107,0.1622,9e-04,0.00125,0.83565,"Python_22","Pyt_H"
"109",108,0.16495,9e-04,0.00125,0.8329,"Python_22","Pyt_H"
"110",109,0.1669,7e-04,0.00135,0.83105,"Python_22","Pyt_H"
"111",110,0.1692,7e-04,0.0014,0.8287,"Python_22","Pyt_H"
"112",111,0.17125,0.00065,0.0013,0.8268,"Python_22","Pyt_H"
"113",112,0.1743,6e-04,0.00145,0.82365,"Python_22","Pyt_H"
"114",113,0.1773,6e-04,0.00125,0.82085,"Python_22","Pyt_H"
"115",114,0.17895,0.00075,0.00115,0.81915,"Python_22","Pyt_H"
"116",115,0.18135,0.00095,0.0011,0.8166,"Python_22","Pyt_H"
"117",116,0.18385,0.001,0.0012,0.81395,"Python_22","Pyt_H"
"118",117,0.1867,0.00095,0.00135,0.811,"Python_22","Pyt_H"
"119",118,0.1886,0.00095,0.0015,0.80895,"Python_22","Pyt_H"
"120",119,0.1912,9e-04,0.00155,0.80635,"Python_22","Pyt_H"
"121",120,0.1932,0.00105,0.00155,0.8042,"Python_22","Pyt_H"
"122",121,0.1956,0.00125,0.0013,0.80185,"Python_22","Pyt_H"
"123",122,0.19785,0.0012,0.00125,0.7997,"Python_22","Pyt_H"
"124",123,0.19935,0.00125,0.00115,0.79825,"Python_22","Pyt_H"
"125",124,0.2015,0.00095,0.00135,0.7962,"Python_22","Pyt_H"
"126",125,0.2036,0.0013,0.00135,0.79375,"Python_22","Pyt_H"
"127",126,0.2062,0.00115,0.00135,0.7913,"Python_22","Pyt_H"
"128",127,0.20845,0.001,0.0014,0.78915,"Python_22","Pyt_H"
"129",128,0.21005,0.00105,0.00145,0.78745,"Python_22","Pyt_H"
"130",129,0.2119,0.0011,0.00155,0.78545,"Python_22","Pyt_H"
"131",130,0.2144,0.00105,0.00175,0.7828,"Python_22","Pyt_H"
"132",131,0.2165,0.0013,0.00175,0.78045,"Python_22","Pyt_H"
"133",132,0.21835,0.00125,0.0018,0.7786,"Python_22","Pyt_H"
"134",133,0.2205,0.001,0.0019,0.7766,"Python_22","Pyt_H"
"135",134,0.2225,0.00115,0.00205,0.7743,"Python_22","Pyt_H"
"136",135,0.225,0.0012,0.002,0.7718,"Python_22","Pyt_H"
"137",136,0.22675,0.0014,0.00205,0.7698,"Python_22","Pyt_H"
"138",137,0.22935,0.00155,0.0021,0.767,"Python_22","Pyt_H"
"139",138,0.23145,0.0015,0.0024,0.76465,"Python_22","Pyt_H"
"140",139,0.2335,0.00145,0.0025,0.76255,"Python_22","Pyt_H"
"141",140,0.2355,0.0015,0.00255,0.76045,"Python_22","Pyt_H"
"142",141,0.2376,0.00175,0.0027,0.75795,"Python_22","Pyt_H"
"143",142,0.2398,0.0021,0.00265,0.75545,"Python_22","Pyt_H"
"144",143,0.24145,0.0022,0.00265,0.7537,"Python_22","Pyt_H"
"145",144,0.24285,0.00225,0.00285,0.75205,"Python_22","Pyt_H"
"146",145,0.24415,0.00245,0.00305,0.75035,"Python_22","Pyt_H"
"147",146,0.24615,0.00205,0.0034,0.7484,"Python_22","Pyt_H"
"148",147,0.2476,0.00245,0.0032,0.74675,"Python_22","Pyt_H"
"149",148,0.24945,0.0026,0.00315,0.7448,"Python_22","Pyt_H"
"150",149,0.2512,0.0026,0.0036,0.7426,"Python_22","Pyt_H"
"151",150,0.25245,0.003,0.00385,0.7407,"Python_22","Pyt_H"
"152",151,0.2539,0.003,0.0037,0.7394,"Python_22","Pyt_H"
"153",152,0.2557,0.00305,0.00435,0.7369,"Python_22","Pyt_H"
"154",153,0.2569,0.00305,0.0045,0.73555,"Python_22","Pyt_H"
"155",154,0.2579,0.0036,0.0049,0.7336,"Python_22","Pyt_H"
"156",155,0.2587,0.00415,0.0052,0.73195,"Python_22","Pyt_H"
"157",156,0.2596,0.0044,0.0053,0.7307,"Python_22","Pyt_H"
"158",157,0.26135,0.0043,0.00595,0.7284,"Python_22","Pyt_H"
"159",158,0.26215,0.00465,0.00605,0.72715,"Python_22","Pyt_H"
"160",159,0.26295,0.00525,0.00655,0.72525,"Python_22","Pyt_H"
"161",160,0.2632,0.00575,0.007,0.72405,"Python_22","Pyt_H"
"162",161,0.26345,0.00575,0.00725,0.72355,"Python_22","Pyt_H"
"163",162,0.2642,0.00605,0.0078,0.72195,"Python_22","Pyt_H"
"164",163,0.26495,0.00595,0.00805,0.72105,"Python_22","Pyt_H"
"165",164,0.2651,0.0063,0.00885,0.71975,"Python_22","Pyt_H"
"166",165,0.2649,0.00775,0.00885,0.7185,"Python_22","Pyt_H"
"167",166,0.26595,0.00725,0.0096,0.7172,"Python_22","Pyt_H"
"168",167,0.26575,0.00715,0.0106,0.7165,"Python_22","Pyt_H"
"169",168,0.2657,0.0081,0.01005,0.71615,"Python_22","Pyt_H"
"170",169,0.2657,0.0089,0.01055,0.71485,"Python_22","Pyt_H"
"171",170,0.26455,0.00915,0.011,0.7153,"Python_22","Pyt_H"
"172",171,0.264,0.00995,0.01165,0.7144,"Python_22","Pyt_H"
"173",172,0.26345,0.01065,0.012,0.7139,"Python_22","Pyt_H"
"174",173,0.262,0.01185,0.01285,0.7133,"Python_22","Pyt_H"
"175",174,0.2614,0.01215,0.0134,0.71305,"Python_22","Pyt_H"
"176",175,0.26,0.01275,0.01465,0.7126,"Python_22","Pyt_H"
"177",176,0.25965,0.0131,0.01525,0.712,"Python_22","Pyt_H"
"178",177,0.2582,0.01285,0.01665,0.7123,"Python_22","Pyt_H"
"179",178,0.25645,0.01395,0.01685,0.71275,"Python_22","Pyt_H"
"180",179,0.2558,0.01445,0.0172,0.71255,"Python_22","Pyt_H"
"181",180,0.25545,0.0143,0.01795,0.7123,"Python_22","Pyt_H"
"182",181,0.25435,0.01515,0.01865,0.71185,"Python_22","Pyt_H"
"183",182,0.2525,0.01555,0.02025,0.7117,"Python_22","Pyt_H"
"184",183,0.25115,0.0162,0.02115,0.7115,"Python_22","Pyt_H"
"185",184,0.2494,0.0163,0.02315,0.71115,"Python_22","Pyt_H"
"186",185,0.2472,0.0171,0.02405,0.71165,"Python_22","Pyt_H"
"187",186,0.24455,0.0187,0.02425,0.7125,"Python_22","Pyt_H"
"188",187,0.24195,0.0196,0.0255,0.71295,"Python_22","Pyt_H"
"189",188,0.2403,0.02005,0.02625,0.7134,"Python_22","Pyt_H"
"190",189,0.2377,0.02065,0.0272,0.71445,"Python_22","Pyt_H"
"191",190,0.2348,0.02175,0.0285,0.71495,"Python_22","Pyt_H"
"192",191,0.2321,0.02265,0.02955,0.7157,"Python_22","Pyt_H"
"193",192,0.22795,0.02475,0.03095,0.71635,"Python_22","Pyt_H"
"194",193,0.22575,0.02445,0.0328,0.717,"Python_22","Pyt_H"
"195",194,0.22115,0.02535,0.03365,0.71985,"Python_22","Pyt_H"
"196",195,0.21815,0.025,0.03585,0.721,"Python_22","Pyt_H"
"197",196,0.21465,0.02625,0.03615,0.72295,"Python_22","Pyt_H"
"198",197,0.21145,0.02645,0.03855,0.72355,"Python_22","Pyt_H"
"199",198,0.2077,0.02625,0.04055,0.7255,"Python_22","Pyt_H"
"200",199,0.20135,0.02795,0.04265,0.72805,"Python_22","Pyt_H"
"201",200,0.1974,0.02905,0.04285,0.7307,"Python_22","Pyt_H"
"202",201,0.19415,0.03,0.04305,0.7328,"Python_22","Pyt_H"
"203",202,0.19075,0.02935,0.04445,0.73545,"Python_22","Pyt_H"
"204",203,0.1866,0.02965,0.04615,0.7376,"Python_22","Pyt_H"
"205",204,0.18265,0.0312,0.0463,0.73985,"Python_22","Pyt_H"
"206",205,0.17955,0.0307,0.0474,0.74235,"Python_22","Pyt_H"
"207",206,0.1769,0.02985,0.04835,0.7449,"Python_22","Pyt_H"
"208",207,0.1731,0.02935,0.0497,0.74785,"Python_22","Pyt_H"
"209",208,0.1699,0.02995,0.04875,0.7514,"Python_22","Pyt_H"
"210",209,0.1667,0.02845,0.0493,0.75555,"Python_22","Pyt_H"
"211",210,0.1634,0.0281,0.0505,0.758,"Python_22","Pyt_H"
"212",211,0.15875,0.0281,0.05165,0.7615,"Python_22","Pyt_H"
"213",212,0.15685,0.0279,0.0524,0.76285,"Python_22","Pyt_H"
"214",213,0.15345,0.02815,0.05085,0.76755,"Python_22","Pyt_H"
"215",214,0.1513,0.0268,0.0511,0.7708,"Python_22","Pyt_H"
"216",215,0.148,0.0267,0.05095,0.77435,"Python_22","Pyt_H"
"217",216,0.1471,0.02515,0.05,0.77775,"Python_22","Pyt_H"
"218",217,0.145,0.0241,0.05075,0.78015,"Python_22","Pyt_H"
"219",218,0.14305,0.0235,0.04915,0.7843,"Python_22","Pyt_H"
"220",219,0.14145,0.0238,0.04725,0.7875,"Python_22","Pyt_H"
"221",220,0.14015,0.02365,0.0461,0.7901,"Python_22","Pyt_H"
"222",221,0.13785,0.0226,0.04685,0.7927,"Python_22","Pyt_H"
"223",222,0.136,0.02255,0.04655,0.7949,"Python_22","Pyt_H"
"224",223,0.13515,0.02365,0.04455,0.79665,"Python_22","Pyt_H"
