"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_13","Pyt_H"
"2",1,0.9986,4e-04,0.001,0,"Python_13","Pyt_H"
"3",2,0.99815,0.00085,0.00085,0.00015,"Python_13","Pyt_H"
"4",3,0.9973,0.0015,9e-04,3e-04,"Python_13","Pyt_H"
"5",4,0.9963,0.0022,0.0011,4e-04,"Python_13","Pyt_H"
"6",5,0.9955,0.0024,0.0015,6e-04,"Python_13","Pyt_H"
"7",6,0.9945,0.003,0.0018,7e-04,"Python_13","Pyt_H"
"8",7,0.99265,0.00435,0.0022,8e-04,"Python_13","Pyt_H"
"9",8,0.99085,0.0057,0.0025,0.00095,"Python_13","Pyt_H"
"10",9,0.98865,0.0067,0.00335,0.0013,"Python_13","Pyt_H"
"11",10,0.98505,0.00875,0.0045,0.0017,"Python_13","Pyt_H"
"12",11,0.98165,0.01105,0.00515,0.00215,"Python_13","Pyt_H"
"13",12,0.97615,0.01445,0.0066,0.0028,"Python_13","Pyt_H"
"14",13,0.97025,0.0176,0.00845,0.0037,"Python_13","Pyt_H"
"15",14,0.9625,0.02185,0.01115,0.0045,"Python_13","Pyt_H"
"16",15,0.9521,0.02815,0.01425,0.0055,"Python_13","Pyt_H"
"17",16,0.9391,0.0363,0.0178,0.0068,"Python_13","Pyt_H"
"18",17,0.92505,0.04315,0.0233,0.0085,"Python_13","Pyt_H"
"19",18,0.9055,0.0549,0.0291,0.0105,"Python_13","Pyt_H"
"20",19,0.88165,0.07,0.03555,0.0128,"Python_13","Pyt_H"
"21",20,0.8556,0.0831,0.0446,0.0167,"Python_13","Pyt_H"
"22",21,0.8234,0.099,0.05695,0.02065,"Python_13","Pyt_H"
"23",22,0.7807,0.1224,0.071,0.0259,"Python_13","Pyt_H"
"24",23,0.73635,0.14355,0.088,0.0321,"Python_13","Pyt_H"
"25",24,0.6802,0.172,0.1076,0.0402,"Python_13","Pyt_H"
"26",25,0.6206,0.19875,0.12975,0.0509,"Python_13","Pyt_H"
"27",26,0.5554,0.2257,0.1548,0.0641,"Python_13","Pyt_H"
"28",27,0.4886,0.24635,0.1872,0.07785,"Python_13","Pyt_H"
"29",28,0.41605,0.2684,0.21815,0.0974,"Python_13","Pyt_H"
"30",29,0.34985,0.27795,0.25345,0.11875,"Python_13","Pyt_H"
"31",30,0.28825,0.28085,0.28525,0.14565,"Python_13","Pyt_H"
"32",31,0.2275,0.2809,0.3156,0.176,"Python_13","Pyt_H"
"33",32,0.17325,0.2737,0.34215,0.2109,"Python_13","Pyt_H"
"34",33,0.13125,0.25605,0.3665,0.2462,"Python_13","Pyt_H"
"35",34,0.09975,0.22795,0.38555,0.28675,"Python_13","Pyt_H"
"36",35,0.0746,0.1989,0.39645,0.33005,"Python_13","Pyt_H"
"37",36,0.05555,0.1679,0.4014,0.37515,"Python_13","Pyt_H"
"38",37,0.04305,0.14005,0.39555,0.42135,"Python_13","Pyt_H"
"39",38,0.0333,0.1138,0.385,0.4679,"Python_13","Pyt_H"
"40",39,0.02635,0.0923,0.36735,0.514,"Python_13","Pyt_H"
"41",40,0.02125,0.0729,0.3513,0.55455,"Python_13","Pyt_H"
