"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_10","Pyt_H"
"2",1,0.99805,0.00095,0.001,0,"Python_10","Pyt_H"
"3",2,0.9973,0.0017,0.00085,0.00015,"Python_10","Pyt_H"
"4",3,0.99645,0.00225,0.00115,0.00015,"Python_10","Pyt_H"
"5",4,0.99515,0.00305,0.0015,3e-04,"Python_10","Pyt_H"
"6",5,0.9938,0.00385,0.002,0.00035,"Python_10","Pyt_H"
"7",6,0.99225,0.00465,0.0025,6e-04,"Python_10","Pyt_H"
"8",7,0.9898,0.00635,0.00285,0.001,"Python_10","Pyt_H"
"9",8,0.98745,0.00765,0.0036,0.0013,"Python_10","Pyt_H"
"10",9,0.9842,0.00895,0.0054,0.00145,"Python_10","Pyt_H"
"11",10,0.97905,0.0122,0.007,0.00175,"Python_10","Pyt_H"
"12",11,0.9731,0.01645,0.008,0.00245,"Python_10","Pyt_H"
"13",12,0.96625,0.0201,0.01065,0.003,"Python_10","Pyt_H"
"14",13,0.9573,0.02565,0.0129,0.00415,"Python_10","Pyt_H"
"15",14,0.94605,0.0325,0.01625,0.0052,"Python_10","Pyt_H"
"16",15,0.9322,0.0398,0.02105,0.00695,"Python_10","Pyt_H"
"17",16,0.91505,0.05065,0.0257,0.0086,"Python_10","Pyt_H"
"18",17,0.89575,0.06065,0.03245,0.01115,"Python_10","Pyt_H"
"19",18,0.87075,0.07495,0.04015,0.01415,"Python_10","Pyt_H"
"20",19,0.8389,0.0931,0.0491,0.0189,"Python_10","Pyt_H"
"21",20,0.8021,0.1113,0.0628,0.0238,"Python_10","Pyt_H"
"22",21,0.7587,0.1328,0.07925,0.02925,"Python_10","Pyt_H"
"23",22,0.7056,0.15925,0.0981,0.03705,"Python_10","Pyt_H"
"24",23,0.64745,0.1868,0.11895,0.0468,"Python_10","Pyt_H"
"25",24,0.58385,0.2143,0.14275,0.0591,"Python_10","Pyt_H"
"26",25,0.5152,0.24115,0.17085,0.0728,"Python_10","Pyt_H"
"27",26,0.44825,0.25765,0.20335,0.09075,"Python_10","Pyt_H"
"28",27,0.3778,0.27365,0.23795,0.1106,"Python_10","Pyt_H"
"29",28,0.3087,0.2853,0.27205,0.13395,"Python_10","Pyt_H"
"30",29,0.24575,0.28805,0.30345,0.16275,"Python_10","Pyt_H"
"31",30,0.1898,0.2805,0.3345,0.1952,"Python_10","Pyt_H"
"32",31,0.144,0.26285,0.3593,0.23385,"Python_10","Pyt_H"
"33",32,0.1088,0.23895,0.3802,0.27205,"Python_10","Pyt_H"
"34",33,0.07985,0.20995,0.3966,0.3136,"Python_10","Pyt_H"
"35",34,0.05935,0.17935,0.4022,0.3591,"Python_10","Pyt_H"
"36",35,0.04345,0.15195,0.39925,0.40535,"Python_10","Pyt_H"
"37",36,0.03355,0.1237,0.38955,0.4532,"Python_10","Pyt_H"
"38",37,0.02585,0.1025,0.3727,0.49895,"Python_10","Pyt_H"
"39",38,0.01995,0.0823,0.3532,0.54455,"Python_10","Pyt_H"
"40",39,0.01665,0.06755,0.33155,0.58425,"Python_10","Pyt_H"
"41",40,0.0138,0.05285,0.30855,0.6248,"Python_10","Pyt_H"
"42",41,0.0124,0.0421,0.28325,0.66225,"Python_10","Pyt_H"
"43",42,0.01175,0.03215,0.26035,0.69575,"Python_10","Pyt_H"
"44",43,0.0109,0.026,0.2354,0.7277,"Python_10","Pyt_H"
"45",44,0.0124,0.0207,0.21145,0.75545,"Python_10","Pyt_H"
"46",45,0.01275,0.0176,0.19135,0.7783,"Python_10","Pyt_H"
"47",46,0.0139,0.0146,0.17125,0.80025,"Python_10","Pyt_H"
"48",47,0.01455,0.01245,0.1506,0.8224,"Python_10","Pyt_H"
"49",48,0.01515,0.0111,0.13475,0.839,"Python_10","Pyt_H"
"50",49,0.0157,0.00985,0.1203,0.85415,"Python_10","Pyt_H"
"51",50,0.017,0.0087,0.1068,0.8675,"Python_10","Pyt_H"
"52",51,0.01965,0.0076,0.09445,0.8783,"Python_10","Pyt_H"
"53",52,0.021,0.00665,0.0844,0.88795,"Python_10","Pyt_H"
"54",53,0.02275,0.00635,0.0748,0.8961,"Python_10","Pyt_H"
"55",54,0.0245,0.00575,0.06565,0.9041,"Python_10","Pyt_H"
"56",55,0.0267,0.00525,0.05935,0.9087,"Python_10","Pyt_H"
"57",56,0.0289,0.00515,0.053,0.91295,"Python_10","Pyt_H"
"58",57,0.0307,0.00465,0.04765,0.917,"Python_10","Pyt_H"
"59",58,0.03325,0.00445,0.04235,0.91995,"Python_10","Pyt_H"
"60",59,0.0348,0.00465,0.03675,0.9238,"Python_10","Pyt_H"
