"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_3","Pyt_H"
"2",1,0.99815,0.00085,0.001,0,"Python_3","Pyt_H"
"3",2,0.99725,0.00175,0.00085,0.00015,"Python_3","Pyt_H"
"4",3,0.9961,0.0027,0.00105,0.00015,"Python_3","Pyt_H"
"5",4,0.9949,0.0036,0.00135,0.00015,"Python_3","Pyt_H"
"6",5,0.9932,0.00445,0.0021,0.00025,"Python_3","Pyt_H"
"7",6,0.99075,0.00615,0.00265,0.00045,"Python_3","Pyt_H"
"8",7,0.98825,0.0075,0.0037,0.00055,"Python_3","Pyt_H"
"9",8,0.98555,0.00905,0.00455,0.00085,"Python_3","Pyt_H"
"10",9,0.98165,0.0109,0.006,0.00145,"Python_3","Pyt_H"
"11",10,0.9772,0.01335,0.00745,0.002,"Python_3","Pyt_H"
"12",11,0.9707,0.0173,0.00925,0.00275,"Python_3","Pyt_H"
"13",12,0.96395,0.02145,0.01135,0.00325,"Python_3","Pyt_H"
"14",13,0.95475,0.0267,0.0142,0.00435,"Python_3","Pyt_H"
"15",14,0.9426,0.03445,0.0174,0.00555,"Python_3","Pyt_H"
"16",15,0.9271,0.0439,0.02225,0.00675,"Python_3","Pyt_H"
"17",16,0.9104,0.05265,0.02805,0.0089,"Python_3","Pyt_H"
"18",17,0.888,0.0653,0.03555,0.01115,"Python_3","Pyt_H"
"19",18,0.85945,0.08195,0.0445,0.0141,"Python_3","Pyt_H"
"20",19,0.8291,0.09635,0.05635,0.0182,"Python_3","Pyt_H"
"21",20,0.78875,0.1185,0.06865,0.0241,"Python_3","Pyt_H"
"22",21,0.74365,0.142,0.08405,0.0303,"Python_3","Pyt_H"
"23",22,0.691,0.1673,0.1037,0.038,"Python_3","Pyt_H"
"24",23,0.6328,0.19425,0.12415,0.0488,"Python_3","Pyt_H"
"25",24,0.56895,0.2201,0.15045,0.0605,"Python_3","Pyt_H"
"26",25,0.4989,0.2469,0.1803,0.0739,"Python_3","Pyt_H"
"27",26,0.42795,0.26735,0.2145,0.0902,"Python_3","Pyt_H"
"28",27,0.35785,0.2805,0.24875,0.1129,"Python_3","Pyt_H"
"29",28,0.2914,0.2915,0.2801,0.137,"Python_3","Pyt_H"
"30",29,0.23155,0.2869,0.3136,0.16795,"Python_3","Pyt_H"
"31",30,0.179,0.277,0.3441,0.1999,"Python_3","Pyt_H"
"32",31,0.133,0.26005,0.37005,0.2369,"Python_3","Pyt_H"
"33",32,0.10185,0.2315,0.3873,0.27935,"Python_3","Pyt_H"
"34",33,0.07485,0.2017,0.39915,0.3243,"Python_3","Pyt_H"
"35",34,0.0558,0.17245,0.40445,0.3673,"Python_3","Pyt_H"
"36",35,0.04125,0.1476,0.3967,0.41445,"Python_3","Pyt_H"
