"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_29","Pyt_H"
"2",1,0.99835,0.00065,0.001,0,"Python_29","Pyt_H"
"3",2,0.9975,0.0015,9e-04,1e-04,"Python_29","Pyt_H"
"4",3,0.99695,0.00195,0.00085,0.00025,"Python_29","Pyt_H"
"5",4,0.9966,0.00195,0.00105,4e-04,"Python_29","Pyt_H"
"6",5,0.9954,0.0027,0.0014,5e-04,"Python_29","Pyt_H"
"7",6,0.99435,0.00345,0.0016,6e-04,"Python_29","Pyt_H"
"8",7,0.99265,0.0047,0.002,0.00065,"Python_29","Pyt_H"
"9",8,0.99085,0.00565,0.0027,8e-04,"Python_29","Pyt_H"
"10",9,0.9889,0.0062,0.00365,0.00125,"Python_29","Pyt_H"
"11",10,0.98605,0.0079,0.00455,0.0015,"Python_29","Pyt_H"
"12",11,0.98295,0.0095,0.00565,0.0019,"Python_29","Pyt_H"
"13",12,0.97855,0.0122,0.00695,0.0023,"Python_29","Pyt_H"
"14",13,0.9729,0.0157,0.0083,0.0031,"Python_29","Pyt_H"
"15",14,0.96545,0.02095,0.00975,0.00385,"Python_29","Pyt_H"
"16",15,0.95635,0.02645,0.01255,0.00465,"Python_29","Pyt_H"
"17",16,0.94585,0.03175,0.0164,0.006,"Python_29","Pyt_H"
"18",17,0.9334,0.03825,0.02095,0.0074,"Python_29","Pyt_H"
"19",18,0.9159,0.04735,0.0273,0.00945,"Python_29","Pyt_H"
"20",19,0.89435,0.0609,0.03325,0.0115,"Python_29","Pyt_H"
"21",20,0.86865,0.07525,0.04105,0.01505,"Python_29","Pyt_H"
"22",21,0.83975,0.09085,0.05005,0.01935,"Python_29","Pyt_H"
"23",22,0.80205,0.11115,0.06275,0.02405,"Python_29","Pyt_H"
"24",23,0.75725,0.1353,0.07685,0.0306,"Python_29","Pyt_H"
"25",24,0.70915,0.15795,0.09455,0.03835,"Python_29","Pyt_H"
"26",25,0.65495,0.1809,0.1171,0.04705,"Python_29","Pyt_H"
"27",26,0.5927,0.20725,0.1428,0.05725,"Python_29","Pyt_H"
"28",27,0.52475,0.2341,0.1689,0.07225,"Python_29","Pyt_H"
"29",28,0.4555,0.25815,0.19745,0.0889,"Python_29","Pyt_H"
"30",29,0.3851,0.27725,0.22935,0.1083,"Python_29","Pyt_H"
"31",30,0.31715,0.2862,0.2656,0.13105,"Python_29","Pyt_H"
"32",31,0.25435,0.28635,0.3023,0.157,"Python_29","Pyt_H"
"33",32,0.1976,0.28115,0.3331,0.18815,"Python_29","Pyt_H"
"34",33,0.15185,0.2633,0.3606,0.22425,"Python_29","Pyt_H"
"35",34,0.11515,0.24105,0.38095,0.26285,"Python_29","Pyt_H"
"36",35,0.08805,0.21145,0.39245,0.30805,"Python_29","Pyt_H"
"37",36,0.06625,0.183,0.3991,0.35165,"Python_29","Pyt_H"
"38",37,0.04985,0.15405,0.3978,0.3983,"Python_29","Pyt_H"
"39",38,0.03655,0.1302,0.3876,0.44565,"Python_29","Pyt_H"
"40",39,0.0296,0.107,0.3743,0.4891,"Python_29","Pyt_H"
"41",40,0.0232,0.08755,0.3548,0.53445,"Python_29","Pyt_H"
"42",41,0.01935,0.07,0.33685,0.5738,"Python_29","Pyt_H"
"43",42,0.01695,0.0564,0.3136,0.61305,"Python_29","Pyt_H"
"44",43,0.01495,0.045,0.28725,0.6528,"Python_29","Pyt_H"
"45",44,0.01495,0.03525,0.26465,0.68515,"Python_29","Pyt_H"
"46",45,0.01495,0.0275,0.2413,0.71625,"Python_29","Pyt_H"
