"","step","S","E","I","R","simu","Langage"
"1",0,0.999,0,0.001,0,"Python_28","Pyt_H"
"2",1,0.9984,6e-04,0.001,0,"Python_28","Pyt_H"
"3",2,0.99775,0.00125,0.00085,0.00015,"Python_28","Pyt_H"
"4",3,0.9972,0.00175,0.00075,3e-04,"Python_28","Pyt_H"
"5",4,0.99665,0.00195,0.00105,0.00035,"Python_28","Pyt_H"
"6",5,0.99535,0.0029,0.0013,0.00045,"Python_28","Pyt_H"
"7",6,0.99465,0.0033,0.00145,6e-04,"Python_28","Pyt_H"
"8",7,0.9938,0.0035,0.0019,8e-04,"Python_28","Pyt_H"
"9",8,0.99195,0.0045,0.00255,0.001,"Python_28","Pyt_H"
"10",9,0.9897,0.00615,0.0029,0.00125,"Python_28","Pyt_H"
"11",10,0.9878,0.0071,0.00315,0.00195,"Python_28","Pyt_H"
"12",11,0.98485,0.00865,0.00415,0.00235,"Python_28","Pyt_H"
"13",12,0.98105,0.0108,0.0052,0.00295,"Python_28","Pyt_H"
"14",13,0.97675,0.0136,0.00625,0.0034,"Python_28","Pyt_H"
"15",14,0.97095,0.0165,0.00845,0.0041,"Python_28","Pyt_H"
"16",15,0.9642,0.0203,0.0104,0.0051,"Python_28","Pyt_H"
"17",16,0.95485,0.02545,0.0137,0.006,"Python_28","Pyt_H"
"18",17,0.9426,0.03265,0.01745,0.0073,"Python_28","Pyt_H"
"19",18,0.9296,0.0404,0.0207,0.0093,"Python_28","Pyt_H"
"20",19,0.912,0.0494,0.0271,0.0115,"Python_28","Pyt_H"
"21",20,0.89135,0.0608,0.0338,0.01405,"Python_28","Pyt_H"
"22",21,0.86425,0.0759,0.04285,0.017,"Python_28","Pyt_H"
"23",22,0.8341,0.0924,0.05265,0.02085,"Python_28","Pyt_H"
"24",23,0.7973,0.11095,0.06555,0.0262,"Python_28","Pyt_H"
"25",24,0.7516,0.13455,0.0813,0.03255,"Python_28","Pyt_H"
"26",25,0.6992,0.1618,0.09915,0.03985,"Python_28","Pyt_H"
"27",26,0.63925,0.1914,0.1194,0.04995,"Python_28","Pyt_H"
"28",27,0.5775,0.2165,0.1445,0.0615,"Python_28","Pyt_H"
"29",28,0.5101,0.2414,0.1721,0.0764,"Python_28","Pyt_H"
"30",29,0.43805,0.2624,0.207,0.09255,"Python_28","Pyt_H"
"31",30,0.37035,0.2756,0.24065,0.1134,"Python_28","Pyt_H"
"32",31,0.30145,0.2834,0.27575,0.1394,"Python_28","Pyt_H"
"33",32,0.2399,0.28225,0.30965,0.1682,"Python_28","Pyt_H"
"34",33,0.18245,0.2771,0.3374,0.20305,"Python_28","Pyt_H"
"35",34,0.13895,0.2592,0.36125,0.2406,"Python_28","Pyt_H"
"36",35,0.10505,0.23255,0.3822,0.2802,"Python_28","Pyt_H"
"37",36,0.07855,0.20575,0.39245,0.32325,"Python_28","Pyt_H"
"38",37,0.05785,0.17755,0.3997,0.3649,"Python_28","Pyt_H"
"39",38,0.04335,0.1471,0.4009,0.40865,"Python_28","Pyt_H"
"40",39,0.03365,0.12125,0.38965,0.45545,"Python_28","Pyt_H"
"41",40,0.0251,0.09775,0.3777,0.49945,"Python_28","Pyt_H"
"42",41,0.0197,0.07695,0.35865,0.5447,"Python_28","Pyt_H"
"43",42,0.01705,0.06115,0.33485,0.58695,"Python_28","Pyt_H"
"44",43,0.01575,0.0475,0.3094,0.62735,"Python_28","Pyt_H"
"45",44,0.0148,0.0379,0.28385,0.66345,"Python_28","Pyt_H"
"46",45,0.01425,0.0315,0.2565,0.69775,"Python_28","Pyt_H"
"47",46,0.01345,0.0251,0.233,0.72845,"Python_28","Pyt_H"
"48",47,0.01415,0.02065,0.20915,0.75605,"Python_28","Pyt_H"
"49",48,0.0145,0.01685,0.18585,0.7828,"Python_28","Pyt_H"
"50",49,0.0159,0.01405,0.1657,0.80435,"Python_28","Pyt_H"
"51",50,0.0163,0.01175,0.14755,0.8244,"Python_28","Pyt_H"
"52",51,0.01755,0.01015,0.13115,0.84115,"Python_28","Pyt_H"
"53",52,0.01795,0.00925,0.1164,0.8564,"Python_28","Pyt_H"
"54",53,0.01965,0.00845,0.10345,0.86845,"Python_28","Pyt_H"
"55",54,0.02145,0.00695,0.09115,0.88045,"Python_28","Pyt_H"
"56",55,0.02375,0.00625,0.08155,0.88845,"Python_28","Pyt_H"
"57",56,0.0251,0.0063,0.07165,0.89695,"Python_28","Pyt_H"
"58",57,0.02705,0.00585,0.0624,0.9047,"Python_28","Pyt_H"
"59",58,0.02885,0.0054,0.05555,0.9102,"Python_28","Pyt_H"
"60",59,0.0312,0.00505,0.04815,0.9156,"Python_28","Pyt_H"
"61",60,0.0331,0.00495,0.04265,0.9193,"Python_28","Pyt_H"
"62",61,0.03515,0.00455,0.03735,0.92295,"Python_28","Pyt_H"
"63",62,0.03715,0.00475,0.0329,0.9252,"Python_28","Pyt_H"
"64",63,0.03985,0.004,0.02955,0.9266,"Python_28","Pyt_H"
"65",64,0.04175,0.0036,0.02695,0.9277,"Python_28","Pyt_H"
"66",65,0.0437,0.00435,0.0232,0.92875,"Python_28","Pyt_H"
"67",66,0.0469,0.0039,0.0212,0.928,"Python_28","Pyt_H"
"68",67,0.04955,0.0033,0.01935,0.9278,"Python_28","Pyt_H"
"69",68,0.05125,0.00365,0.01715,0.92795,"Python_28","Pyt_H"
"70",69,0.0538,0.0036,0.0146,0.928,"Python_28","Pyt_H"
"71",70,0.0565,0.0032,0.01325,0.92705,"Python_28","Pyt_H"
"72",71,0.0594,0.0025,0.01315,0.92495,"Python_28","Pyt_H"
"73",72,0.0631,0.0025,0.0116,0.9228,"Python_28","Pyt_H"
"74",73,0.06575,0.0023,0.0106,0.92135,"Python_28","Pyt_H"
"75",74,0.0693,0.0019,0.00945,0.91935,"Python_28","Pyt_H"
"76",75,0.07245,0.00165,0.0087,0.9172,"Python_28","Pyt_H"
"77",76,0.0754,0.00155,0.0077,0.91535,"Python_28","Pyt_H"
"78",77,0.0784,0.0018,0.00645,0.91335,"Python_28","Pyt_H"
"79",78,0.08125,0.0019,0.0061,0.91075,"Python_28","Pyt_H"
"80",79,0.0844,0.00185,0.00575,0.908,"Python_28","Pyt_H"
"81",80,0.08695,0.00165,0.00545,0.90595,"Python_28","Pyt_H"
"82",81,0.0893,0.00155,0.0052,0.90395,"Python_28","Pyt_H"
"83",82,0.0923,0.0015,0.00505,0.90115,"Python_28","Pyt_H"
"84",83,0.09505,0.0016,0.0048,0.89855,"Python_28","Pyt_H"
"85",84,0.09745,0.0016,0.0045,0.89645,"Python_28","Pyt_H"
"86",85,0.1001,0.00175,0.00405,0.8941,"Python_28","Pyt_H"
"87",86,0.10295,0.00165,0.0039,0.8915,"Python_28","Pyt_H"
"88",87,0.1057,0.0014,0.0038,0.8891,"Python_28","Pyt_H"
"89",88,0.1084,0.00125,0.0038,0.88655,"Python_28","Pyt_H"
"90",89,0.1107,0.00135,0.0035,0.88445,"Python_28","Pyt_H"
"91",90,0.1134,0.0015,0.0035,0.8816,"Python_28","Pyt_H"
"92",91,0.1156,0.0016,0.00305,0.87975,"Python_28","Pyt_H"
"93",92,0.11845,0.00155,0.00285,0.87715,"Python_28","Pyt_H"
