timestamp,S,timestamp,E,timestamp,I,timestamp,R
0, 0.999,0,0,0, 0.001,0,0
2.09438, 0.998001,0.002002,1E-06,0.00702644, 0.000999,0.00700001,1E-06
6.71864, 0.994711,0.0918971, 4.49026e-05,0.11013, 0.000985392,0.331197, 4.63138e-05
9.72788, 0.990627,0.189807, 9.06736e-05,0.217954, 0.000973155,0.785157, 0.000107667
12.0803, 0.985512,0.291062, 0.000135923,0.32915, 0.00096255,1.83636, 0.000249129
14.0254, 0.979354,0.395994, 0.00018074,0.443908, 0.000953622,2.24236, 0.000306187
15.6858, 0.972171,0.504989, 0.000225227,0.562417, 0.000946424,2.5941, 0.000357602
17.1426, 0.963947,0.618502, 0.000269497,0.684861, 0.000941014,2.91711, 0.000406802
18.4412, 0.954703,0.737067, 0.000313683,0.811411, 0.000937455,3.22108, 0.00045511
19.6188, 0.944422,0.861329, 0.00035794,0.942212, 0.000935814,3.50702, 0.000502528
20.6962, 0.933137,0.992076, 0.000402454,1.07738, 0.000936159,3.78362, 0.000550408
21.6955, 0.920811,1.1303, 0.000447458,1.21696, 0.000938557,4.04927, 0.000598393
22.6322, 0.90741,1.27727, 0.000493253,1.36097, 0.000943073,4.3051, 0.000646595
23.5131, 0.892985,1.43472, 0.000540244,1.50934, 0.000949761,4.55227, 0.000695141
24.3496, 0.877495,1.60513, 0.000589015,1.66192, 0.000958666,4.79169, 0.000744123
25.1504, 0.860894,1.79231, 0.000640463,1.81857, 0.000969822,5.02454, 0.000793714
25.9229, 0.84313,2.00399, 0.00069646,1.97982, 0.00098331,5.25183, 0.00084407
26.6689, 0.824265,2.23019, 0.000754219,2.14944, 0.000999573,5.47433, 0.000895321
27.3981, 0.804138,2.51069, 0.000823661,2.3216, 0.00101815,5.69268, 0.000947585
28.1141, 0.782724,2.88709, 0.000914646,2.49747, 0.00103917,5.90693, 0.00100085
28.8218, 0.759945,3.75934, 0.00112481,2.68517, 0.00106376,6.11764, 0.00105522
29.5268, 0.735683,4.12709, 0.00121623,2.87298, 0.00109055,6.33044, 0.00111222
30.2399, 0.709615,4.42925, 0.00129371,3.07335, 0.00112138,6.5451, 0.00117194
30.9674, 0.681529,4.73388, 0.00137448,3.27426, 0.00115459,6.7614, 0.00123446
31.7282, 0.650705,5.02031, 0.00145327,3.48115, 0.00119113,6.97878, 0.00129976
32.5368, 0.616562,5.29288, 0.00153115,3.6945, 0.00123123,7.19236, 0.00136644
33.4655, 0.576005,5.55411, 0.00160873,3.9085, 0.00127392,7.40863, 0.00143659
34.6065, 0.524893,5.82804, 0.00169346,4.13198, 0.00132108,7.62725, 0.00151031
35.5453, 0.482825,6.0978, 0.00178052,4.35853, 0.00137162,7.8479, 0.00158768
36.5103, 0.440189,6.3639, 0.0018702,4.5849, 0.00142486,8.07032, 0.00166883
37.2754, 0.407305,6.6269, 0.00196279,4.8178, 0.00148251,8.29429, 0.00175387
37.8891, 0.381745,6.89935, 0.00206291,5.05499, 0.00154427,8.51958, 0.00184292
38.4668, 0.358504,7.15767, 0.00216211,5.29514, 0.00161,8.7459, 0.00193607
38.9918, 0.338159,7.41445, 0.00226515,5.53686, 0.00167949,8.96763, 0.00203107
39.4795, 0.319977,7.67, 0.00237234,5.77234, 0.00175049,9.19159, 0.00213093
39.9396, 0.3035,7.92462, 0.00248397,6.01177, 0.0018261,9.41751, 0.00223581
40.3786, 0.28841,8.17854, 0.00260034,6.25414, 0.00190627,9.64516, 0.00234586
40.8014, 0.274482,8.43195, 0.00272174,6.49869, 0.001991,9.87432, 0.00246127
41.2115, 0.261549,8.685, 0.00284849,6.74491, 0.00208033,10.1049, 0.00258226
41.6111, 0.249494,8.9378, 0.00298087,6.99324, 0.00217467,10.3366, 0.00270902
42.0027, 0.238207,9.19043, 0.0031192,7.24266, 0.00227388,10.5695, 0.00284178
42.3875, 0.227621,9.44298, 0.00326379,7.49281, 0.00237804,10.8033, 0.00298077
42.7659, 0.217694,9.69549, 0.00341496,7.74354, 0.00248733,11.0379, 0.00312623
43.1296, 0.208603,9.96402, 0.00358284,7.99475, 0.00260193,11.273, 0.00327821
43.4932, 0.199939,10.2164, 0.003748,8.24635, 0.00272206,11.5039, 0.00343384
43.8559, 0.191715,10.4691, 0.00392084,8.49826, 0.00284794,11.7364, 0.00359719
44.2174, 0.183924,10.722, 0.00410171,8.75044, 0.0029798,11.9704, 0.00376854
44.5757, 0.176591,10.9751, 0.00429099,9.00284, 0.00311792,12.2056, 0.0039482
44.9286, 0.169733,11.2285, 0.00448907,9.25543, 0.00326255,12.4421, 0.00413654
