timestamp,S,timestamp,E,timestamp,I,timestamp,R
0, 0.999,0,0,0, 0.001,0,0
2.09416, 0.998001,0.002002,1E-06,0.00702111, 0.000999,0.00700001,1E-06
3.89072, 0.997003,0.00400534,2E-06,0.0141065, 0.000998,0.0140071,2E-06
5.29304, 0.996006,0.00601002,3E-06,0.0212599, 0.000997,0.0210213,3E-06
6.4207, 0.99501,0.00801703,4E-06,0.0284811, 0.000996,0.0280426,4E-06
7.35991, 0.994015,0.0100264,5E-06,0.0357731, 0.000995,0.0350708,5E-06
8.16386, 0.993021,0.0120371,6E-06,0.0431372, 0.000994,0.0421059,6E-06
8.86641, 0.992028,0.0140492,7E-06,0.0505746, 0.000993,0.0491479,7E-06
9.49025, 0.991036,0.0160646,8E-06,0.0580891, 0.000992,0.0561968,8E-06
10.0513, 0.990045,0.0180814,9E-06,0.0656811, 0.000991,0.0632524,9E-06
10.561, 0.989055,0.0200996,1E-05,0.0733527, 0.00099,0.0703148,1E-05
11.028, 0.988066,0.0221199, 1.1e-05,0.0811075, 0.000989,0.0773838, 1.1e-05
11.459, 0.987078,0.0241429, 1.2e-05,0.0889468, 0.000988,0.0844594, 1.2e-05
11.8591, 0.986091,0.0261671, 1.3e-05,0.0968731, 0.000987,0.0915415, 1.3e-05
12.2325, 0.985105,0.0281928, 1.4e-05,0.104889, 0.000986,0.09863, 1.4e-05
12.5825, 0.984119,0.0302216, 1.5e-05,0.112997, 0.000985,0.105725, 1.5e-05
12.912, 0.983135,0.032252, 1.6e-05,0.121201, 0.000984,0.112826, 1.6e-05
13.2232, 0.982152,0.0342839, 1.7e-05,0.129503, 0.000983,0.119935, 1.7e-05
13.518, 0.98117,0.0363176, 1.8e-05,0.137906, 0.000982,0.12705, 1.8e-05
13.7981, 0.980189,0.0383543, 1.9e-05,0.146414, 0.000981,0.134171, 1.9e-05
14.065, 0.979209,0.0403923,2E-05,0.15503, 0.00098,0.141298,2E-05
14.3197, 0.978229,0.0424317, 2.1e-05,0.163758, 0.000979,0.148431, 2.1e-05
14.5635, 0.977251,0.0444739, 2.2e-05,0.172601, 0.000978,0.15557, 2.2e-05
14.7971, 0.976274,0.0465182, 2.3e-05,0.181564, 0.000977,0.162716, 2.3e-05
15.0215, 0.975298,0.0485638, 2.4e-05,0.190652, 0.000976,0.169868, 2.4e-05
15.2372, 0.974322,0.0506109, 2.5e-05,0.199869, 0.000975,0.177026, 2.5e-05
15.4451, 0.973348,0.0526615, 2.6e-05,0.209219, 0.000974,0.18419, 2.6e-05
15.6456, 0.972375,0.0547135, 2.7e-05,0.218708, 0.000973,0.191359, 2.7e-05
15.8392, 0.971402,0.0567668, 2.8e-05,0.228343, 0.000972,0.198535, 2.8e-05
16.0265, 0.970431,0.0588224, 2.9e-05,0.238128, 0.000971,0.205717, 2.9e-05
16.2077, 0.969461,0.0608807,3E-05,0.248069, 0.00097,0.212904,3E-05
16.3834, 0.968491,0.0629404, 3.1e-05,0.258176, 0.000969,0.220097, 3.1e-05
16.5538, 0.967523,0.0650015, 3.2e-05,0.268453, 0.000968,0.227295, 3.2e-05
16.7192, 0.966555,0.0670655, 3.3e-05,0.27891, 0.000967,0.2345, 3.3e-05
16.88, 0.965589,0.0691316, 3.4e-05,0.289555, 0.000966,0.24171, 3.4e-05
17.0363, 0.964623,0.0711991, 3.5e-05,0.300397, 0.000965,0.248925, 3.5e-05
17.1885, 0.963658,0.0732681, 3.6e-05,0.311446, 0.000964,0.256147, 3.6e-05
17.3367, 0.962695,0.0753405, 3.7e-05,0.322715, 0.000963,0.263374, 3.7e-05
17.4812, 0.961732,0.0774144, 3.8e-05,0.334215, 0.000962,0.270605, 3.8e-05
17.6222, 0.96077,0.0794898, 3.9e-05,0.345958, 0.000961,0.277842, 3.9e-05
17.7597, 0.959809,0.0815671,4E-05,0.357959, 0.00096,0.285085,4E-05
17.894, 0.95885,0.0836475, 4.1e-05,0.370235, 0.000959,0.292332, 4.1e-05
18.0253, 0.957891,0.0857294, 4.2e-05,0.382804, 0.000958,0.299585, 4.2e-05
18.1536, 0.956933,0.0878127, 4.3e-05,0.395683, 0.000957,0.306844, 4.3e-05
18.2791, 0.955976,0.0898985, 4.4e-05,0.408897, 0.000956,0.314106, 4.4e-05
18.402, 0.95502,0.0919869, 4.5e-05,0.422468, 0.000955,0.321374, 4.5e-05
18.5222, 0.954065,0.0940767, 4.6e-05,0.436427, 0.000954,0.328648, 4.6e-05
18.64, 0.953111,0.096168, 4.7e-05,0.450804, 0.000953,0.335925, 4.7e-05
18.7555, 0.952158,0.0982622, 4.8e-05,0.465635, 0.000952,0.343209, 4.8e-05
18.8687, 0.951206,0.100359, 4.9e-05,0.480962, 0.000951,0.350497, 4.9e-05
18.9797, 0.950254,0.102456,5E-05,0.496835, 0.00095,0.357788,5E-05
19.0887, 0.949304,0.104556, 5.1e-05,0.51331, 0.000949,0.365087, 5.1e-05
19.1956, 0.948355,0.106658, 5.2e-05,0.530457, 0.000948,0.372388, 5.2e-05
19.3006, 0.947407,0.108763, 5.3e-05,0.548355, 0.000947,0.379695, 5.3e-05
19.4037, 0.946459,0.110869, 5.4e-05,0.567104, 0.000946,0.387006, 5.4e-05
19.505, 0.945513,0.112976, 5.5e-05,0.586833, 0.000945,0.394321, 5.5e-05
19.6046, 0.944567,0.115088, 5.6e-05,0.607696, 0.000944,0.401642, 5.6e-05
19.7025, 0.943623,0.1172, 5.7e-05,0.629899, 0.000943,0.408964, 5.7e-05
19.7988, 0.942679,0.119314, 5.8e-05,0.653719, 0.000942,0.416295, 5.8e-05
19.8935, 0.941736,0.12143, 5.9e-05,0.679543, 0.000941,0.423627, 5.9e-05
19.9867, 0.940795,0.12355,6E-05,0.707944, 0.00094,0.430965,6E-05
20.0785, 0.939854,0.12567, 6.1e-05,0.739824, 0.000939,0.438305, 6.1e-05
20.1688, 0.938914,0.127793, 6.2e-05,0.776805, 0.000938,0.445652, 6.2e-05
20.2578, 0.937975,0.129917, 6.3e-05,0.822339, 0.000937,0.453001, 6.3e-05
20.3454, 0.937037,0.132045, 6.4e-05,0.887704, 0.000936,0.460355, 6.4e-05
20.4317, 0.9361,0.134174, 6.5e-05,1.15754, 0.000937,0.467712, 6.5e-05
20.5168, 0.935164,0.136304, 6.6e-05,1.20582, 0.000938,0.475074, 6.6e-05
20.6007, 0.934229,0.138437, 6.7e-05,1.24559, 0.000939,0.482439, 6.7e-05
20.6834, 0.933294,0.140573, 6.8e-05,1.28029, 0.00094,0.489809, 6.8e-05
20.7649, 0.932361,0.142711, 6.9e-05,1.31151, 0.000941,0.49718, 6.9e-05
20.8453, 0.931429,0.14485,7E-05,1.34017, 0.000942,0.504559,7E-05
20.9247, 0.930497,0.146991, 7.1e-05,1.36683, 0.000943,0.511937, 7.1e-05
21.003, 0.929567,0.149135, 7.2e-05,1.39187, 0.000944,0.519322, 7.2e-05
21.0802, 0.928637,0.151281, 7.3e-05,1.41557, 0.000945,0.526709, 7.3e-05
21.1565, 0.927709,0.153428, 7.4e-05,1.43814, 0.000946,0.5341, 7.4e-05
21.2318, 0.926781,0.155578, 7.5e-05,1.45973, 0.000947,0.541495, 7.5e-05
21.3062, 0.925854,0.157731, 7.6e-05,1.48046, 0.000948,0.548891, 7.6e-05
21.3796, 0.924928,0.159885, 7.7e-05,1.50045, 0.000949,0.556294, 7.7e-05
21.4522, 0.924003,0.162041, 7.8e-05,1.51976, 0.00095,0.563697, 7.8e-05
21.5238, 0.923079,0.164199, 7.9e-05,1.53847, 0.000951,0.571104, 7.9e-05
21.5946, 0.922156,0.16636,8E-05,1.55663, 0.000952,0.578515,8E-05
21.6646, 0.921234,0.168523, 8.1e-05,1.5743, 0.000953,0.585927, 8.1e-05
21.7338, 0.920313,0.170688, 8.2e-05,1.59151, 0.000954,0.593345, 8.2e-05
21.8022, 0.919393,0.172854, 8.3e-05,1.6083, 0.000955,0.600765, 8.3e-05
21.8698, 0.918473,0.175024, 8.4e-05,1.6247, 0.000956,0.608185, 8.4e-05
21.9366, 0.917555,0.177195, 8.5e-05,1.64075, 0.000957,0.615613, 8.5e-05
22.0027, 0.916637,0.179368, 8.6e-05,1.65646, 0.000958,0.623041, 8.6e-05
22.0681, 0.915721,0.181543, 8.7e-05,1.67185, 0.000959,0.63047, 8.7e-05
22.1328, 0.914805,0.183722, 8.8e-05,1.68695, 0.00096,0.637906, 8.8e-05
22.1967, 0.91389,0.185902, 8.9e-05,1.70178, 0.000961,0.645342, 8.9e-05
22.2601, 0.912976,0.188084,9E-05,1.71635, 0.000962,0.652778,9E-05
22.3227, 0.912063,0.190267, 9.1e-05,1.73067, 0.000963,0.660222, 9.1e-05
22.3847, 0.911151,0.192454, 9.2e-05,1.74476, 0.000964,0.667666, 9.2e-05
22.4461, 0.91024,0.194643, 9.3e-05,1.75863, 0.000965,0.675111, 9.3e-05
22.5068, 0.90933,0.196833, 9.4e-05,1.77229, 0.000966,0.682559, 9.4e-05
22.567, 0.90842,0.199025, 9.5e-05,1.78576, 0.000967,0.690012, 9.5e-05
22.6265, 0.907512,0.201221, 9.6e-05,1.79903, 0.000968,0.697465, 9.6e-05
22.6855, 0.906604,0.203418, 9.7e-05,1.81212, 0.000969,0.704919, 9.7e-05
22.7439, 0.905698,0.205618, 9.8e-05,1.82504, 0.00097,0.712377, 9.8e-05
22.8018, 0.904792,0.207819, 9.9e-05,1.8378, 0.000971,0.719838, 9.9e-05
22.8591, 0.903887,0.210022, 0.0001,1.85039, 0.000972,0.7273, 0.0001
22.9158, 0.902983,0.212229, 0.000101,1.86284, 0.000973,0.734762, 0.000101
22.9721, 0.90208,0.214437, 0.000102,1.87514, 0.000974,0.742226, 0.000102
23.0278, 0.901178,0.216647, 0.000103,1.88729, 0.000975,0.749696, 0.000103
23.083, 0.900277,0.218859, 0.000104,1.89932, 0.000976,0.757167, 0.000104
23.1377, 0.899377,0.221074, 0.000105,1.91121, 0.000977,0.764637, 0.000105
23.1919, 0.898478,0.223291, 0.000106,1.92298, 0.000978,0.772107, 0.000106
23.2457, 0.897579,0.22551, 0.000107,1.93462, 0.000979,0.779581, 0.000107
23.299, 0.896682,0.227731, 0.000108,1.94615, 0.00098,0.78706, 0.000108
23.3518, 0.895785,0.229955, 0.000109,1.95757, 0.000981,0.794539, 0.000109
23.4042, 0.894889,0.232181, 0.00011,1.96887, 0.000982,0.802018, 0.00011
23.4561, 0.893994,0.234409, 0.000111,1.98007, 0.000983,0.809497, 0.000111
23.5076, 0.8931,0.236638, 0.000112,1.99117, 0.000984,0.816977, 0.000112
23.5587, 0.892207,0.238871, 0.000113,2.00217, 0.000985,0.824459, 0.000113
23.6093, 0.891315,0.241106, 0.000114,2.01307, 0.000986,0.831946, 0.000114
23.6595, 0.890424,0.243343, 0.000115,2.02388, 0.000987,0.839434, 0.000115
23.7094, 0.889533,0.245582, 0.000116,2.03459, 0.000988,0.846922, 0.000116
23.7588, 0.888644,0.247822, 0.000117,2.04522, 0.000989,0.85441, 0.000117
23.8078, 0.887755,0.250066, 0.000118,2.05576, 0.00099,0.861899, 0.000118
23.8565, 0.886867,0.252313, 0.000119,2.06622, 0.000991,0.869387, 0.000119
23.9047, 0.88598,0.254561, 0.00012,2.0766, 0.000992,0.876876, 0.00012
23.9526, 0.885094,0.25681, 0.000121,2.0869, 0.000993,0.884365, 0.000121
