step,S,E,I,R
0,0.999,0,0.001,0
1,0.9974,0.0014,0.0011,1e-04
2,0.99625,0.0021,0.00135,3e-04
3,0.99495,0.0029,0.00155,6e-04
4,0.9932,0.00375,0.00225,8e-04
5,0.9906,0.00535,0.00285,0.0012
6,0.98765,0.0069,0.0038,0.00165
7,0.9833,0.00955,0.0047,0.00245
8,0.97855,0.0116,0.00665,0.0032
9,0.9715,0.01515,0.00935,0.004
10,0.9627,0.0201,0.01105,0.00615
11,0.95165,0.0257,0.01465,0.008
12,0.9384,0.0325,0.0181,0.011
13,0.92135,0.0398,0.02495,0.0139
14,0.8999,0.05,0.03165,0.01845
15,0.87075,0.06435,0.0416,0.0233
16,0.83545,0.08165,0.05255,0.03035
17,0.79385,0.10025,0.0676,0.0383
18,0.74335,0.12175,0.08775,0.04715
19,0.6868,0.14355,0.10865,0.061
20,0.61975,0.17035,0.13215,0.07775
21,0.54815,0.19185,0.15945,0.10055
22,0.4783,0.20975,0.18625,0.1257
23,0.407,0.2225,0.2174,0.1531
24,0.33645,0.23225,0.24395,0.18735
25,0.2725,0.2293,0.27315,0.22505
26,0.21645,0.21945,0.2994,0.2647
27,0.1706,0.20185,0.3195,0.30805
28,0.1357,0.1811,0.3289,0.3543
29,0.1045,0.1608,0.33015,0.40455
30,0.08235,0.1379,0.33215,0.4476
31,0.06375,0.1186,0.32395,0.4937
32,0.05145,0.09995,0.3074,0.5412
33,0.0422,0.08005,0.2943,0.58345
34,0.03615,0.0664,0.2746,0.62285
35,0.03115,0.0541,0.2574,0.65735
36,0.0288,0.0428,0.2375,0.6909
37,0.02695,0.03505,0.21705,0.72095
38,0.02535,0.029,0.1964,0.74925
39,0.0244,0.0238,0.17585,0.77595
40,0.0249,0.01865,0.15795,0.7985
41,0.02475,0.01655,0.14245,0.81625
42,0.02525,0.01455,0.12755,0.83265
43,0.02565,0.0119,0.11605,0.8464
44,0.02735,0.0098,0.1039,0.85895
45,0.02835,0.00875,0.09155,0.87135
46,0.0299,0.0077,0.0805,0.8819
47,0.03115,0.00795,0.07195,0.88895
48,0.03315,0.0072,0.0652,0.89445
49,0.03445,0.0072,0.0579,0.90045
50,0.03625,0.0067,0.0523,0.90475
51,0.03765,0.00575,0.0465,0.9101
52,0.0396,0.00575,0.0415,0.91315
53,0.0416,0.0052,0.03705,0.91615
54,0.0443,0.00425,0.03335,0.9181
55,0.04655,0.00435,0.03015,0.91895
56,0.0495,0.00325,0.0272,0.92005
57,0.05265,0.00295,0.0249,0.9195
58,0.05585,0.0028,0.0222,0.91915
59,0.05815,0.00295,0.0194,0.9195
