step,S,E,I,R
0,0.999,0,0.001,0
1,0.99685,0.0017,0.0013,0.00015
2,0.9952,0.0029,0.00165,0.00025
3,0.9934,0.0038,0.0022,6e-04
4,0.99225,0.00395,0.0026,0.0012
5,0.98965,0.0055,0.0035,0.00135
6,0.9862,0.00725,0.0045,0.00205
7,0.9821,0.0095,0.0055,0.0029
8,0.97565,0.01315,0.00725,0.00395
9,0.96765,0.0173,0.00955,0.0055
10,0.95825,0.0223,0.0121,0.00735
11,0.946,0.02815,0.01645,0.0094
12,0.92995,0.0362,0.02225,0.0116
13,0.90845,0.04755,0.02845,0.01555
14,0.88475,0.05875,0.0359,0.0206
15,0.8526,0.0725,0.04875,0.02615
16,0.8144,0.0903,0.0618,0.0335
17,0.76655,0.1115,0.0779,0.04405
18,0.70945,0.13655,0.09655,0.05745
19,0.64965,0.1576,0.11785,0.0749
20,0.5811,0.18305,0.14185,0.094
21,0.511,0.20175,0.16965,0.1176
22,0.43655,0.2208,0.19905,0.1436
23,0.36195,0.2334,0.2299,0.17475
24,0.29645,0.23155,0.26265,0.20935
25,0.2363,0.2261,0.28935,0.24825
26,0.18785,0.2117,0.30845,0.292
27,0.14585,0.19365,0.3244,0.3361
28,0.1151,0.17215,0.32895,0.3838
29,0.0911,0.1491,0.33175,0.42805
30,0.0713,0.12795,0.3277,0.47305
31,0.058,0.10575,0.31845,0.5178
32,0.04745,0.08645,0.3057,0.5604
33,0.03855,0.0727,0.2881,0.60065
34,0.03365,0.0582,0.2707,0.63745
35,0.02925,0.0493,0.25065,0.6708
36,0.02655,0.04085,0.22795,0.70465
37,0.0246,0.034,0.207,0.7344
38,0.02355,0.02795,0.1877,0.7608
39,0.0226,0.02295,0.16985,0.7846
40,0.0222,0.0195,0.1516,0.8067
41,0.0223,0.0161,0.1379,0.8237
42,0.02375,0.0133,0.12355,0.8394
43,0.0241,0.01195,0.11035,0.8536
44,0.02525,0.01,0.09885,0.8659
45,0.0262,0.00945,0.0876,0.87675
46,0.02735,0.0089,0.07675,0.887
47,0.0297,0.0075,0.0679,0.8949
48,0.03155,0.0074,0.05975,0.9013
49,0.03395,0.0063,0.0534,0.90635
50,0.03595,0.00605,0.04745,0.91055
51,0.0383,0.0053,0.043,0.9134
52,0.0407,0.00515,0.0382,0.91595
53,0.0431,0.0047,0.0341,0.9181
54,0.0465,0.0042,0.03115,0.91815
55,0.0494,0.0039,0.0277,0.919
56,0.05165,0.0036,0.0252,0.91955
57,0.054,0.0029,0.02255,0.92055
58,0.05705,0.0027,0.01955,0.9207
59,0.0597,0.0027,0.0179,0.9197
60,0.0608,0.0032,0.01695,0.91905
61,0.06375,0.003,0.0147,0.91855
62,0.0663,0.00255,0.0133,0.91785
63,0.0692,0.00245,0.012,0.91635
64,0.07185,0.00205,0.01095,0.91515
