step,S,E,I,R
0,0.999,0,0.001,0
1,0.9973,0.0014,0.00115,0.00015
2,0.9958,0.00245,0.00145,3e-04
3,0.9943,0.00305,0.0021,0.00055
4,0.9924,0.00405,0.00265,9e-04
5,0.99025,0.0053,0.00315,0.0013
6,0.98625,0.0075,0.00435,0.0019
7,0.9823,0.00905,0.00565,0.003
8,0.9777,0.0111,0.00695,0.00425
9,0.97025,0.0155,0.0092,0.00505
10,0.9609,0.02095,0.01195,0.0062
11,0.949,0.02615,0.0168,0.00805
12,0.93175,0.0361,0.0214,0.01075
13,0.91185,0.0452,0.02785,0.0151
14,0.8872,0.0568,0.03595,0.02005
15,0.8577,0.06955,0.0465,0.02625
16,0.8217,0.0869,0.05735,0.03405
17,0.77805,0.1068,0.07055,0.0446
18,0.7289,0.1279,0.08645,0.05675
19,0.67195,0.14965,0.10775,0.07065
20,0.60365,0.17515,0.1337,0.0875
21,0.5335,0.19585,0.16265,0.108
22,0.4598,0.2141,0.1917,0.1344
23,0.3841,0.2306,0.2212,0.1641
24,0.3162,0.2342,0.25185,0.19775
25,0.2525,0.23265,0.2811,0.23375
26,0.2025,0.21855,0.30305,0.2759
27,0.1593,0.19745,0.32235,0.3209
28,0.12405,0.1749,0.3316,0.36945
29,0.0975,0.15285,0.33305,0.4166
30,0.0765,0.13185,0.32785,0.4638
31,0.06025,0.11095,0.3224,0.5064
32,0.04935,0.09165,0.3076,0.5514
33,0.04145,0.0739,0.29065,0.594
34,0.03515,0.0605,0.2739,0.63045
35,0.0307,0.05015,0.2534,0.66575
36,0.0292,0.03995,0.23265,0.6982
37,0.0272,0.03125,0.21205,0.7295
38,0.02665,0.0259,0.18965,0.7578
39,0.02515,0.0223,0.1711,0.78145
40,0.0251,0.01975,0.15365,0.8015
41,0.02475,0.0172,0.1374,0.82065
42,0.02545,0.01485,0.12385,0.83585
43,0.0263,0.0125,0.1126,0.8486
44,0.02675,0.01175,0.10025,0.86125
45,0.028,0.0098,0.08915,0.87305
46,0.0288,0.00875,0.0805,0.88195
47,0.03035,0.00795,0.07155,0.89015
48,0.0327,0.0069,0.0628,0.8976
49,0.03525,0.00615,0.0555,0.9031
50,0.0372,0.00545,0.05,0.90735
51,0.03985,0.00495,0.044,0.9112
52,0.04165,0.0051,0.0394,0.91385
53,0.04465,0.0044,0.03625,0.9147
54,0.04695,0.00395,0.03265,0.91645
55,0.0488,0.0039,0.0288,0.9185
56,0.05055,0.00365,0.02595,0.91985
57,0.05315,0.0031,0.0229,0.92085
58,0.0549,0.00365,0.0205,0.92095
