step,S,E,I,R
0,0.999,0,0.001,0
1,0.9977,0.00105,9e-04,0.00035
2,0.99695,0.00145,0.001,6e-04
3,0.99585,0.00225,0.0013,6e-04
4,0.9941,0.0033,0.00175,0.00085
5,0.9922,0.00405,0.0026,0.00115
6,0.98975,0.0055,0.0031,0.00165
7,0.98615,0.00735,0.00455,0.00195
8,0.9805,0.0106,0.0061,0.0028
9,0.97445,0.014,0.00765,0.0039
10,0.9659,0.01785,0.01135,0.0049
11,0.9548,0.0237,0.01435,0.00715
12,0.9413,0.0306,0.01855,0.00955
13,0.9239,0.03955,0.0237,0.01285
14,0.9029,0.0489,0.03155,0.01665
15,0.87625,0.0612,0.04145,0.0211
16,0.84375,0.0776,0.05155,0.0271
17,0.80085,0.0971,0.06735,0.0347
18,0.7508,0.12015,0.08335,0.0457
19,0.6923,0.14455,0.1054,0.05775
20,0.6259,0.1693,0.1297,0.0751
21,0.5535,0.1936,0.1588,0.0941
22,0.4762,0.21525,0.1902,0.11835
23,0.4014,0.2287,0.22235,0.14755
24,0.33215,0.2337,0.2527,0.18145
25,0.26675,0.2334,0.2812,0.21865
26,0.21165,0.2228,0.30285,0.2627
27,0.1643,0.20555,0.32555,0.3046
28,0.1287,0.18375,0.3362,0.35135
29,0.10005,0.1622,0.34065,0.3971
30,0.07875,0.14065,0.3372,0.4434
31,0.06365,0.11685,0.3298,0.4897
32,0.052,0.09475,0.3171,0.53615
33,0.04355,0.079,0.29775,0.5797
34,0.03715,0.06475,0.28065,0.61745
35,0.0314,0.05425,0.2576,0.65675
36,0.028,0.04585,0.23375,0.6924
37,0.0252,0.0368,0.21675,0.72125
38,0.0239,0.0296,0.1978,0.7487
39,0.02315,0.02475,0.1786,0.7735
40,0.0225,0.02005,0.1621,0.79535
41,0.02335,0.0164,0.1454,0.81485
42,0.0245,0.0143,0.12955,0.83165
43,0.02565,0.0125,0.1159,0.84595
44,0.0263,0.01125,0.10435,0.8581
45,0.0274,0.00925,0.0929,0.87045
46,0.02935,0.0088,0.08295,0.8789
47,0.03035,0.0085,0.074,0.88715
48,0.0321,0.00775,0.06635,0.8938
49,0.0334,0.0071,0.0605,0.899
50,0.03525,0.0064,0.05415,0.9042
51,0.0369,0.0062,0.0491,0.9078
52,0.0384,0.00575,0.04445,0.9114
53,0.0404,0.005,0.0399,0.9147
54,0.04275,0.00495,0.0354,0.9169
55,0.04415,0.00475,0.03205,0.91905
