step,S,E,I,R
0,0.999,0,0.001,0
1,0.99835,0.00065,0.001,0
2,0.9973,0.00145,0.0011,0.00015
3,0.99645,0.0019,0.00125,4e-04
4,0.99535,0.00245,0.0017,5e-04
5,0.99425,0.00275,0.00215,0.00085
6,0.99215,0.00405,0.0027,0.0011
7,0.9901,0.0051,0.0034,0.0014
8,0.98695,0.0067,0.0044,0.00195
9,0.9829,0.0092,0.0052,0.0027
10,0.97805,0.0118,0.007,0.00315
11,0.9717,0.01495,0.0093,0.00405
12,0.9628,0.01935,0.01265,0.0052
13,0.95165,0.02505,0.0162,0.0071
14,0.9376,0.0314,0.0223,0.0087
15,0.92005,0.04115,0.0266,0.0122
16,0.89785,0.053,0.0331,0.01605
17,0.8718,0.0659,0.0418,0.0205
18,0.8383,0.0814,0.0547,0.0256
19,0.8013,0.0949,0.07105,0.03275
20,0.7539,0.11555,0.08835,0.0422
21,0.6987,0.13805,0.11,0.05325
22,0.63685,0.16085,0.13255,0.06975
23,0.56515,0.18485,0.1621,0.0879
24,0.49315,0.2058,0.19215,0.1089
25,0.41545,0.2246,0.2261,0.13385
26,0.34255,0.23275,0.2606,0.1641
27,0.27315,0.234,0.2939,0.19895
28,0.21675,0.2251,0.32075,0.2374
29,0.16565,0.21155,0.3437,0.2791
30,0.12825,0.18965,0.35775,0.32435
31,0.0994,0.1656,0.3655,0.3695
32,0.0749,0.144,0.36345,0.41765
33,0.05795,0.1212,0.3568,0.46405
34,0.04445,0.10175,0.34405,0.50975
35,0.0359,0.0828,0.32725,0.55405
36,0.02945,0.06635,0.30585,0.59835
37,0.02505,0.0535,0.28405,0.6374
38,0.02335,0.0432,0.25925,0.6742
39,0.02165,0.03525,0.23515,0.70795
40,0.0202,0.0292,0.21275,0.73785
41,0.0203,0.02345,0.1917,0.76455
42,0.02125,0.01845,0.17215,0.78815
43,0.02055,0.01635,0.1536,0.8095
44,0.0217,0.0137,0.13655,0.82805
45,0.0222,0.0122,0.12195,0.84365
46,0.0239,0.0101,0.1083,0.8577
47,0.0242,0.00885,0.09535,0.8716
48,0.02645,0.00795,0.0851,0.8805
49,0.0287,0.00645,0.0757,0.88915
50,0.02945,0.0062,0.06755,0.8968
51,0.0313,0.0057,0.06045,0.90255
52,0.03355,0.00545,0.053,0.908
53,0.0344,0.0053,0.04725,0.91305
54,0.0363,0.00455,0.0413,0.91785
55,0.03825,0.0047,0.0367,0.92035
56,0.0415,0.00385,0.03255,0.9221
57,0.04325,0.00345,0.02985,0.92345
58,0.04605,0.0037,0.026,0.92425
59,0.04865,0.003,0.0229,0.92545
60,0.0507,0.003,0.02075,0.92555
61,0.0527,0.0031,0.0186,0.9256
62,0.0557,0.00275,0.01665,0.9249
63,0.0584,0.0021,0.0154,0.9241
64,0.0616,0.002,0.014,0.9224
65,0.06495,0.0018,0.01265,0.9206
66,0.06755,0.002,0.01135,0.9191
67,0.0709,0.00195,0.0096,0.91755
68,0.0738,0.0016,0.0093,0.9153
69,0.077,0.0015,0.00815,0.91335
70,0.08015,0.00145,0.0077,0.9107
71,0.08325,0.0013,0.0071,0.90835
72,0.08585,0.00125,0.0064,0.9065
73,0.0886,0.00125,0.00595,0.9042
74,0.09145,0.00125,0.0053,0.902
75,0.09365,0.0015,0.00495,0.8999
76,0.09655,0.00145,0.0045,0.8975
77,0.09905,0.0011,0.0041,0.89575
78,0.1015,0.00105,0.0034,0.89405
79,0.1034,0.001,0.0031,0.8925
80,0.10635,9e-04,0.00275,0.89
81,0.1089,0.00075,0.0026,0.88775
82,0.11135,8e-04,0.00225,0.8856
83,0.1139,0.00085,0.00185,0.8834
84,0.1162,9e-04,0.00175,0.88115
85,0.11865,9e-04,0.0015,0.87895
86,0.12155,5e-04,0.0018,0.87615
87,0.1244,0.00055,0.0016,0.87345
88,0.12715,6e-04,0.0014,0.87085
89,0.12905,0.00045,0.0014,0.8691
90,0.1311,4e-04,0.00155,0.86695
91,0.1338,0.00045,0.0014,0.86435
92,0.13635,5e-04,0.00115,0.862
93,0.13845,0.00055,0.00115,0.85985
94,0.141,4e-04,0.0012,0.8574
95,0.1435,2e-04,0.0012,0.8551
96,0.1461,0.00025,0.0011,0.85255
97,0.1486,0.00025,0.0011,0.85005
98,0.1509,0.00035,0.00085,0.8479
99,0.1538,0.00025,9e-04,0.84505
100,0.1556,4e-04,0.00075,0.84325
101,0.1583,0.00035,0.00075,0.8406
102,0.1609,4e-04,0.00065,0.83805
103,0.1638,0.00035,0.00065,0.8352
104,0.16615,3e-04,7e-04,0.83285
105,0.16905,0.00035,8e-04,0.8298
106,0.1715,0.00035,0.00085,0.8273
107,0.17365,0.00025,0.00085,0.82525
108,0.17555,2e-04,0.00085,0.8234
109,0.1783,2e-04,9e-04,0.8206
110,0.1804,3e-04,8e-04,0.8185
111,0.1831,0.00025,7e-04,0.81595
112,0.1852,0.00045,0.00075,0.8136
113,0.18775,3e-04,0.00085,0.8111
114,0.19,4e-04,6e-04,0.809
115,0.1925,0.00045,6e-04,0.80645
116,0.19535,0.00025,8e-04,0.8036
117,0.19755,0.00045,7e-04,0.8013
118,0.1995,0.00055,5e-04,0.79945
119,0.2022,5e-04,5e-04,0.7968
120,0.2045,0.00045,6e-04,0.79445
121,0.2066,4e-04,0.00065,0.79235
122,0.20915,4e-04,6e-04,0.78985
123,0.2111,0.00045,0.00065,0.7878
124,0.2129,4e-04,6e-04,0.7861
125,0.2151,0.00045,0.00055,0.7839
126,0.21735,0.00055,5e-04,0.7816
127,0.22,0.00045,6e-04,0.77895
