step,S,E,I,R
0,1,0,0.001,0
1,0.99905,0.00095,0.001,0
2,0.9979,0.0019,0.00105,0.00015
3,0.9967,0.00255,0.0013,0.00035
4,0.99555,0.00285,0.0018,0.00055
5,0.99415,0.0035,0.0023,7e-04
6,0.99255,0.0038,0.0031,0.00105
7,0.99,0.005,0.00415,0.0013
8,0.98725,0.0062,0.0051,0.00185
9,0.98315,0.00835,0.0061,0.00275
10,0.9777,0.0111,0.0082,0.0032
11,0.9709,0.0151,0.0104,0.00375
12,0.96315,0.01815,0.01365,0.0051
13,0.95265,0.0235,0.0172,0.0067
14,0.93925,0.0303,0.02145,0.00905
15,0.9229,0.03835,0.027,0.0118
16,0.90235,0.04825,0.03375,0.0157
17,0.87765,0.0598,0.0423,0.0203
18,0.85135,0.0681,0.05505,0.02555
19,0.81475,0.0852,0.0668,0.0333
20,0.7723,0.1034,0.08235,0.042
21,0.7242,0.1236,0.09935,0.0529
22,0.66955,0.14225,0.12325,0.065
23,0.60845,0.16275,0.14865,0.0802
24,0.54065,0.18395,0.1747,0.10075
25,0.47205,0.2007,0.20295,0.12435
26,0.40415,0.21165,0.2321,0.15215
27,0.33315,0.22415,0.26075,0.18195
28,0.2707,0.22225,0.2909,0.21615
29,0.21585,0.2144,0.3174,0.25235
30,0.1697,0.2008,0.33505,0.29445
31,0.1302,0.18655,0.346,0.33725
32,0.0992,0.16495,0.35465,0.3812
33,0.07605,0.14035,0.35595,0.42765
34,0.0578,0.1181,0.34925,0.47485
35,0.04715,0.0979,0.33695,0.518
36,0.03595,0.08295,0.3165,0.5646
37,0.02915,0.06875,0.29515,0.60695
38,0.0249,0.05565,0.27505,0.6444
39,0.0224,0.0447,0.2547,0.6782
40,0.0206,0.0359,0.2315,0.712
41,0.01955,0.02865,0.20975,0.74205
42,0.01915,0.0238,0.18845,0.7686
43,0.01935,0.0201,0.16935,0.7912
44,0.0193,0.01625,0.152,0.81245
45,0.02015,0.01375,0.1352,0.8309
46,0.021,0.01195,0.12075,0.8463
47,0.0218,0.0111,0.1071,0.86
48,0.0229,0.00975,0.0943,0.87305
49,0.02395,0.0086,0.08375,0.8837
50,0.02605,0.00715,0.0758,0.891
51,0.0279,0.0065,0.0682,0.8974
52,0.02965,0.00625,0.06045,0.90365
53,0.0319,0.0058,0.0545,0.9078
54,0.03375,0.00505,0.04915,0.91205
55,0.0355,0.0047,0.0443,0.9155
56,0.0378,0.00445,0.04015,0.9176
57,0.03955,0.00445,0.036,0.92
58,0.04215,0.00345,0.033,0.9214
59,0.04435,0.0039,0.02935,0.9224
60,0.04655,0.0038,0.02525,0.9244
61,0.0487,0.0037,0.02265,0.92495
62,0.0523,0.0028,0.0205,0.9244
63,0.05515,0.0026,0.0181,0.92415
64,0.05785,0.00235,0.0164,0.9234
65,0.0603,0.0021,0.0153,0.9223
66,0.06305,0.00225,0.0146,0.9201
67,0.06535,0.00235,0.01295,0.91935
68,0.06855,0.0023,0.01155,0.9176
69,0.0706,0.0019,0.01035,0.91715
70,0.07425,0.00175,0.00915,0.91485
71,0.0775,0.00155,0.0085,0.91245
72,0.0798,0.0013,0.0079,0.911
73,0.0828,0.00175,0.0074,0.90805
74,0.08595,0.0018,0.0066,0.90565
75,0.08925,0.0017,0.00645,0.9026
76,0.092,0.00145,0.0062,0.90035
77,0.094,0.0016,0.0054,0.899
78,0.0954,0.00175,0.00495,0.8979
79,0.09745,0.00155,0.0044,0.8966
80,0.1,0.00135,0.0043,0.89435
