step,S,E,I,R
0,0.999,0,0.001,0
1,0.9974,0.00145,0.001,0.00015
2,0.9961,0.0024,0.0013,2e-04
3,0.99505,0.0028,0.00155,6e-04
4,0.99365,0.0036,0.00175,0.001
5,0.99165,0.00445,0.0024,0.0015
6,0.9893,0.00545,0.00305,0.0022
7,0.9855,0.0074,0.0044,0.0027
8,0.98195,0.00885,0.0056,0.0036
9,0.976,0.01185,0.0076,0.00455
10,0.96895,0.01575,0.00925,0.00605
11,0.9598,0.0201,0.01245,0.00765
12,0.9482,0.02635,0.01585,0.0096
13,0.93365,0.0342,0.02005,0.0121
14,0.9133,0.04475,0.0271,0.01485
15,0.89025,0.0546,0.0356,0.01955
16,0.85645,0.0727,0.04555,0.0253
17,0.81875,0.0913,0.05675,0.0332
18,0.77395,0.1113,0.0714,0.04335
19,0.72195,0.13235,0.0894,0.0563
20,0.6629,0.15505,0.11115,0.0709
21,0.5947,0.17975,0.13645,0.0891
22,0.52375,0.2012,0.1652,0.10985
23,0.44735,0.222,0.19575,0.1349
24,0.378,0.22935,0.2274,0.16525
25,0.30805,0.23645,0.2561,0.1994
26,0.2517,0.22625,0.2856,0.23645
27,0.19915,0.21605,0.30435,0.28045
28,0.15515,0.20085,0.3172,0.3268
29,0.12145,0.1812,0.3252,0.37215
30,0.09445,0.15755,0.32935,0.41865
31,0.0763,0.1324,0.3262,0.4651
32,0.0612,0.1108,0.31665,0.51135
33,0.0498,0.0918,0.3041,0.5543
34,0.0411,0.0771,0.2856,0.5962
35,0.0354,0.06285,0.26495,0.6368
36,0.0323,0.0505,0.2442,0.673
37,0.02935,0.0426,0.22355,0.7045
38,0.026,0.0355,0.20545,0.73305
39,0.02555,0.03005,0.186,0.7584
40,0.02425,0.02465,0.1695,0.7816
41,0.02405,0.01935,0.1537,0.8029
42,0.0246,0.0165,0.1357,0.8232
43,0.02545,0.01325,0.1218,0.8395
44,0.02685,0.0113,0.10775,0.8541
45,0.0281,0.01,0.0962,0.8657
46,0.02955,0.0085,0.0859,0.87605
47,0.0302,0.0083,0.07555,0.88595
48,0.0321,0.008,0.0676,0.8923
49,0.0335,0.0073,0.0599,0.8993
50,0.03495,0.0075,0.0537,0.90385
51,0.03705,0.0072,0.04775,0.908
52,0.0402,0.0063,0.0424,0.9111
53,0.04265,0.00575,0.0378,0.9138
54,0.0449,0.0056,0.03405,0.91545
55,0.0477,0.00465,0.0309,0.91675
56,0.05005,0.0043,0.0269,0.91875
57,0.0524,0.0041,0.0239,0.9196
58,0.0555,0.0035,0.0214,0.9196
59,0.05765,0.00315,0.0197,0.9195
60,0.0607,0.0029,0.01785,0.91855
61,0.06285,0.00275,0.0164,0.918
62,0.0652,0.00255,0.01435,0.9179
63,0.0684,0.00235,0.01215,0.9171
64,0.07095,0.00245,0.0104,0.9162
65,0.0743,0.0022,0.00915,0.91435
66,0.07785,0.00175,0.0081,0.9123
67,0.0802,0.00195,0.00725,0.9106
68,0.08315,0.00175,0.00655,0.90855
69,0.0855,0.0018,0.0064,0.9063
70,0.0882,0.00155,0.0059,0.90435
71,0.0906,0.00155,0.00535,0.9025
72,0.0937,0.00125,0.00505,0.9
73,0.0963,0.00105,0.00475,0.8979
