step,S,E,I,R
0,0.999,0,0.001,0
1,0.9972,0.00165,0.00105,1e-04
2,0.99615,0.0024,0.00115,3e-04
3,0.9947,0.00325,0.00165,4e-04
4,0.99365,0.00365,0.00195,0.00075
5,0.992,0.00455,0.0025,0.00095
6,0.98965,0.0054,0.0033,0.00165
7,0.9865,0.00685,0.0041,0.00255
8,0.98195,0.0091,0.0056,0.00335
9,0.97625,0.01245,0.0071,0.0042
10,0.96835,0.0171,0.00925,0.0053
11,0.9583,0.02195,0.01315,0.0066
12,0.94495,0.02955,0.0172,0.0083
13,0.92735,0.0391,0.02275,0.0108
14,0.906,0.04915,0.02975,0.0151
15,0.87935,0.0617,0.0391,0.01985
16,0.8447,0.0786,0.0508,0.0259
17,0.8019,0.0995,0.06475,0.03385
18,0.7521,0.1206,0.08385,0.04345
19,0.6963,0.14425,0.10195,0.0575
20,0.63015,0.1679,0.1283,0.07365
21,0.55955,0.19175,0.15345,0.09525
22,0.48925,0.2085,0.18215,0.1201
23,0.41705,0.222,0.2125,0.14845
24,0.3469,0.22885,0.24245,0.1818
25,0.2824,0.2309,0.2673,0.2194
26,0.22505,0.2221,0.2962,0.25665
27,0.1785,0.2079,0.31485,0.29875
28,0.13755,0.1918,0.32825,0.3424
29,0.106,0.1705,0.3349,0.3886
30,0.0828,0.14615,0.334,0.43705
31,0.0646,0.12255,0.32935,0.4835
32,0.0514,0.10265,0.31645,0.5295
33,0.0414,0.085,0.30255,0.57105
34,0.03505,0.0699,0.28335,0.6117
35,0.03055,0.0565,0.2654,0.64755
36,0.0282,0.045,0.24355,0.68325
37,0.0263,0.03555,0.2257,0.71245
38,0.02525,0.0296,0.2043,0.74085
39,0.02465,0.0242,0.18475,0.7664
40,0.02375,0.02045,0.1685,0.7873
41,0.02425,0.0179,0.15055,0.8073
42,0.02455,0.0149,0.13695,0.8236
43,0.0263,0.01235,0.1235,0.83785
44,0.02665,0.011,0.1104,0.85195
45,0.027,0.01075,0.099,0.86325
46,0.0288,0.00915,0.089,0.87305
47,0.03015,0.0083,0.07895,0.8826
48,0.03145,0.0069,0.0708,0.89085
49,0.0335,0.00515,0.0629,0.89845
50,0.0351,0.0053,0.05575,0.90385
51,0.03755,0.005,0.04945,0.908
52,0.0397,0.00495,0.0441,0.91125
53,0.0423,0.00485,0.0386,0.91425
54,0.04455,0.0047,0.0351,0.91565
55,0.0479,0.00385,0.03155,0.9167
56,0.0504,0.00365,0.0284,0.91755
57,0.0527,0.00325,0.02635,0.9177
58,0.05505,0.0036,0.02395,0.9174
59,0.05885,0.0034,0.0216,0.91615
60,0.06085,0.00355,0.01935,0.91625
61,0.06315,0.0041,0.0171,0.91565
62,0.0659,0.00315,0.01655,0.9144
63,0.06835,0.0027,0.01515,0.9138
64,0.07115,0.0023,0.0139,0.91265
65,0.0741,0.0024,0.01245,0.91105
66,0.07695,0.00265,0.0106,0.9098
67,0.07885,0.00275,0.00955,0.90885
68,0.08205,0.00265,0.00875,0.90655
69,0.0847,0.0026,0.0083,0.9044
70,0.08705,0.00225,0.0079,0.9028
71,0.0899,0.0017,0.0074,0.901
72,0.09275,0.00175,0.00705,0.89845
73,0.0948,0.0016,0.00665,0.89695
74,0.09775,0.00165,0.0063,0.8943
75,0.1002,0.00205,0.0059,0.89185
76,0.1025,0.00225,0.0053,0.88995
77,0.10585,0.00165,0.0052,0.8873
78,0.10835,0.00165,0.00465,0.88535
79,0.11095,0.00145,0.0045,0.8831
80,0.11305,0.0017,0.00435,0.8809
81,0.11555,0.0017,0.00435,0.8784
82,0.11865,0.00145,0.0041,0.8758
83,0.121,0.00145,0.00405,0.8735
84,0.12335,0.00175,0.0037,0.8712
85,0.1253,0.00155,0.00375,0.8694
86,0.1277,0.0015,0.0034,0.8674
87,0.1303,0.00125,0.0034,0.86505
88,0.1326,0.001,0.00345,0.86295
89,0.13495,0.00115,0.0032,0.8607
90,0.13745,0.0013,0.00325,0.858
91,0.13995,0.00145,0.0029,0.8557
92,0.1422,0.00145,0.0026,0.85375
93,0.1441,0.0014,0.0027,0.8518
94,0.14585,0.0011,0.00265,0.8504
95,0.14825,0.0012,0.00275,0.8478
96,0.1506,0.00095,0.00285,0.8456
97,0.15275,0.00105,0.00265,0.84355
98,0.15515,0.00075,0.0027,0.8414
99,0.1575,9e-04,0.0024,0.8392
100,0.15995,9e-04,0.00195,0.8372
101,0.1621,0.00095,0.00155,0.8354
102,0.1646,0.00085,0.0015,0.83305
103,0.1668,8e-04,0.00165,0.83075
104,0.1696,0.00095,0.0016,0.82785
105,0.1717,9e-04,0.0016,0.8258
106,0.1742,0.00085,0.00165,0.8233
107,0.1756,0.00095,0.0016,0.82185
108,0.1772,0.00065,0.00155,0.8206
109,0.1798,6e-04,0.0015,0.8181
110,0.18235,0.00045,0.00155,0.81565
111,0.1846,5e-04,0.0014,0.8135
112,0.1871,0.00055,0.00135,0.811
113,0.1894,0.00065,0.00125,0.8087
114,0.1921,0.00075,0.00125,0.8059
115,0.19425,6e-04,0.0014,0.80375
116,0.1956,7e-04,0.00115,0.80255
117,0.19735,0.00075,0.00115,0.80075
118,0.1995,0.00055,0.0014,0.79855
119,0.2018,0.00065,0.00125,0.7963
120,0.20415,6e-04,0.00125,0.794
121,0.2066,0.00065,0.00125,0.7915
122,0.2095,0.00065,0.0014,0.78845
123,0.21205,0.00065,0.00135,0.78595
124,0.2141,7e-04,0.00145,0.78375
