step,S,E,I,R
0,0.999,0,0.001,0
1,0.99755,0.00135,0.00095,0.00015
2,0.9962,0.0023,0.00135,0.00015
3,0.9949,0.003,0.00155,0.00055
4,0.99335,0.0037,0.0022,0.00075
5,0.99085,0.0052,0.0027,0.00125
6,0.9886,0.00615,0.00335,0.0019
7,0.98455,0.0083,0.0046,0.00255
8,0.97995,0.01035,0.0061,0.0036
9,0.9737,0.0135,0.0083,0.0045
10,0.96585,0.01785,0.0105,0.0058
11,0.9553,0.023,0.01465,0.00705
12,0.94235,0.02955,0.0183,0.0098
13,0.9257,0.03695,0.02475,0.0126
14,0.9024,0.05065,0.0312,0.01575
15,0.87465,0.0645,0.0399,0.02095
16,0.83905,0.08105,0.05245,0.02745
17,0.79655,0.09985,0.068,0.0356
18,0.74325,0.12535,0.0855,0.0459
19,0.6808,0.1501,0.10915,0.05995
20,0.61605,0.1728,0.1341,0.07705
21,0.54205,0.2009,0.1604,0.09665
22,0.4669,0.21885,0.19145,0.1228
23,0.3918,0.23155,0.22465,0.152
24,0.3197,0.2394,0.25365,0.18725
25,0.2555,0.2374,0.28135,0.22575
26,0.207,0.22005,0.3042,0.26875
27,0.16095,0.20185,0.324,0.3132
28,0.12595,0.1801,0.3369,0.35705
29,0.0982,0.15735,0.33955,0.4049
30,0.07655,0.13535,0.33545,0.45265
31,0.0589,0.1137,0.32755,0.49985
32,0.04695,0.09435,0.31385,0.54485
33,0.0392,0.0764,0.298,0.5864
34,0.0331,0.0618,0.27985,0.62525
35,0.02895,0.05005,0.2559,0.6651
36,0.02635,0.0406,0.23355,0.6995
37,0.0236,0.0336,0.21445,0.72835
38,0.02255,0.02825,0.19375,0.75545
39,0.02305,0.0227,0.173,0.78125
40,0.02325,0.0192,0.1553,0.80225
41,0.024,0.01535,0.14115,0.8195
42,0.02525,0.0134,0.1257,0.83565
43,0.02605,0.01185,0.11245,0.84965
44,0.0273,0.0109,0.09935,0.86245
45,0.02935,0.0098,0.0884,0.87245
46,0.0313,0.00785,0.0793,0.88155
47,0.0329,0.00735,0.06905,0.8907
48,0.0338,0.00705,0.06165,0.8975
49,0.0353,0.00625,0.05515,0.9033
50,0.0371,0.0058,0.04925,0.90785
51,0.0389,0.00525,0.0438,0.91205
52,0.0415,0.00495,0.0386,0.91495
53,0.0441,0.00475,0.0345,0.91665
54,0.04655,0.0042,0.03085,0.9184
55,0.0485,0.00375,0.02685,0.9209
56,0.0501,0.00375,0.02465,0.9215
57,0.05195,0.00355,0.022,0.9225
58,0.05435,0.00325,0.0191,0.9233
59,0.05665,0.0029,0.017,0.92345
60,0.05945,0.00265,0.0152,0.9227
61,0.0623,0.00215,0.0142,0.92135
62,0.06475,0.0025,0.01255,0.9202
63,0.06765,0.00255,0.011,0.9188
64,0.0707,0.00245,0.0098,0.91705
65,0.0733,0.00245,0.0091,0.91515
66,0.07645,0.002,0.0088,0.91275
67,0.07935,0.002,0.0079,0.91075
68,0.0829,0.00185,0.0069,0.90835
69,0.0863,0.00185,0.00665,0.9052
70,0.08925,0.0018,0.0066,0.90235
71,0.0921,0.0019,0.00585,0.90015
72,0.09435,0.0017,0.00565,0.8983
73,0.0964,0.0019,0.00485,0.89685
74,0.0996,0.0013,0.0046,0.8945
75,0.1026,0.00095,0.0045,0.89195
76,0.10555,0.00095,0.00365,0.88985
77,0.10765,7e-04,0.0034,0.88825
78,0.1106,8e-04,0.00315,0.88545
79,0.1131,9e-04,0.00295,0.88305
80,0.1165,0.00105,0.0022,0.88025
81,0.1184,0.00095,0.00225,0.8784
82,0.12015,0.00095,0.00215,0.87675
83,0.12285,0.001,0.002,0.87415
84,0.12625,9e-04,0.0019,0.87095
85,0.12855,0.00105,0.00165,0.86875
86,0.1307,9e-04,0.0017,0.8667
87,0.1331,9e-04,0.00165,0.86435
88,0.1357,8e-04,0.00165,0.86185
89,0.13805,9e-04,0.00155,0.8595
90,0.1407,7e-04,0.00155,0.85705
91,0.1427,7e-04,0.0016,0.855
92,0.14545,0.00055,0.0016,0.8524
93,0.1482,0.00065,0.00135,0.8498
94,0.15035,6e-04,0.00145,0.8476
95,0.15355,0.00045,0.00135,0.84465
96,0.15685,0.00035,0.00145,0.84135
97,0.15955,0.00025,0.0011,0.8391
98,0.1621,2e-04,0.001,0.8367
99,0.16465,3e-04,0.00095,0.8341
100,0.16755,2e-04,0.00095,0.8313
101,0.1705,2e-04,0.00075,0.82855
102,0.1731,0.00015,0.00075,0.826
103,0.17545,0.00035,0.00065,0.82355
104,0.1774,5e-04,6e-04,0.8215
105,0.1797,3e-04,7e-04,0.8193
106,0.1824,3e-04,6e-04,0.8167
107,0.18545,4e-04,6e-04,0.81355
108,0.18845,0.00035,6e-04,0.8106
109,0.1913,3e-04,5e-04,0.8079
110,0.19375,4e-04,0.00045,0.8054
111,0.1956,0.00035,0.00055,0.8035
112,0.1978,3e-04,5e-04,0.8014
113,0.19975,0.00025,5e-04,0.7995
114,0.2017,2e-04,4e-04,0.7977
115,0.2039,3e-04,4e-04,0.7954
116,0.20625,0.00025,0.00035,0.79315
117,0.2089,0.00025,4e-04,0.79045
118,0.2111,1e-04,5e-04,0.7883
119,0.21335,0.00015,4e-04,0.7861
120,0.21525,2e-04,0.00035,0.7842
121,0.21785,0.00025,3e-04,0.7816
122,0.2199,2e-04,3e-04,0.7796
123,0.2226,0.00015,3e-04,0.77695
124,0.22525,1e-04,3e-04,0.77435
125,0.22755,0.00015,3e-04,0.772
126,0.2303,0.00025,3e-04,0.76915
127,0.2321,4e-04,3e-04,0.7672
128,0.2341,0.00045,3e-04,0.76515
129,0.2365,0.00035,4e-04,0.76275
130,0.23885,0.00025,0.00045,0.76045
131,0.24095,2e-04,3e-04,0.75855
132,0.2426,0.00025,3e-04,0.75685
133,0.24445,2e-04,3e-04,0.75505
134,0.2467,0.00025,0.00025,0.7528
135,0.2492,0.00015,3e-04,0.75035
136,0.25095,0.00015,3e-04,0.7486
137,0.2529,0.00025,3e-04,0.74655
138,0.25505,0.00035,3e-04,0.7443
139,0.2567,0.00025,0.00045,0.7426
140,0.25905,0.00025,0.00055,0.74015
141,0.2609,2e-04,6e-04,0.7383
142,0.26275,2e-04,5e-04,0.73655
143,0.2648,1e-04,5e-04,0.7346
144,0.26635,3e-04,4e-04,0.73295
145,0.2683,0.00025,0.00045,0.731
146,0.27045,3e-04,0.00055,0.7287
147,0.2724,0.00045,7e-04,0.72645
148,0.27435,0.00065,7e-04,0.7243
149,0.27625,6e-04,0.00075,0.7224
150,0.27785,8e-04,0.00085,0.7205
151,0.27985,0.00085,8e-04,0.7185
152,0.28175,0.00065,0.0011,0.7165
153,0.284,7e-04,0.0011,0.7142
