step,S,E,I,R
0,0.999,0,0.001,0
1,0.9974,0.0015,0.00095,0.00015
2,0.99615,0.0023,0.0012,0.00035
3,0.9946,0.0031,0.00165,0.00065
4,0.99315,0.00385,0.0023,7e-04
5,0.99105,0.0049,0.0029,0.00115
6,0.9878,0.0066,0.00405,0.00155
7,0.9833,0.00875,0.00575,0.0022
8,0.9775,0.0121,0.0071,0.0033
9,0.9706,0.0155,0.00945,0.00445
10,0.96115,0.02035,0.0124,0.0061
11,0.94955,0.0258,0.01605,0.0086
12,0.93475,0.03325,0.0201,0.0119
13,0.9149,0.043,0.0272,0.0149
14,0.88875,0.0566,0.03515,0.0195
15,0.85905,0.0695,0.04605,0.0254
16,0.8199,0.08865,0.0581,0.03335
17,0.77405,0.1085,0.07595,0.0415
18,0.72295,0.12865,0.0929,0.0555
19,0.6629,0.1532,0.11365,0.07025
20,0.59405,0.18015,0.1384,0.0874
21,0.5203,0.2029,0.16735,0.10945
22,0.447,0.2176,0.20065,0.13475
23,0.3737,0.23065,0.2301,0.16555
24,0.30695,0.2321,0.2615,0.19945
25,0.24725,0.22745,0.284,0.2413
26,0.1969,0.2141,0.30655,0.28245
27,0.1526,0.19925,0.32035,0.3278
28,0.11905,0.1798,0.32955,0.3716
29,0.0919,0.15565,0.3364,0.41605
30,0.07355,0.13055,0.3331,0.4628
31,0.0597,0.1077,0.324,0.5086
32,0.04675,0.0918,0.31275,0.5487
33,0.037,0.07615,0.2962,0.59065
34,0.031,0.06235,0.2813,0.62535
35,0.02845,0.05005,0.2583,0.6632
36,0.02565,0.0407,0.23695,0.6967
37,0.02425,0.03245,0.21525,0.72805
38,0.0223,0.02695,0.1949,0.75585
39,0.0222,0.02115,0.17655,0.7801
40,0.02285,0.01815,0.15835,0.80065
41,0.02305,0.01575,0.14385,0.81735
42,0.02305,0.01425,0.12725,0.83545
43,0.02375,0.01235,0.11425,0.84965
44,0.0245,0.01105,0.10165,0.8628
45,0.02565,0.0099,0.0912,0.87325
46,0.0268,0.00935,0.08165,0.8822
47,0.0289,0.0079,0.0728,0.8904
48,0.0308,0.00655,0.0648,0.89785
49,0.0321,0.00625,0.05685,0.9048
50,0.0347,0.0055,0.05185,0.90795
51,0.0368,0.00505,0.04645,0.9117
52,0.03885,0.00465,0.0412,0.9153
53,0.04035,0.0052,0.03635,0.9181
54,0.0428,0.00465,0.0328,0.91975
55,0.04425,0.0049,0.02885,0.922
56,0.0466,0.00425,0.02585,0.9233
57,0.0489,0.00385,0.0231,0.92415
58,0.05195,0.003,0.0208,0.92425
59,0.05485,0.00305,0.01855,0.92355
60,0.0578,0.0027,0.0166,0.9229
61,0.05985,0.00275,0.0155,0.9219
62,0.0624,0.0024,0.0139,0.9213
63,0.0653,0.00235,0.01195,0.9204
64,0.0679,0.0023,0.0107,0.9191
65,0.0708,0.00235,0.00945,0.9174
66,0.0733,0.00235,0.0088,0.91555
67,0.07645,0.00205,0.0082,0.9133
68,0.07995,0.00205,0.007,0.911
69,0.0833,0.0015,0.0064,0.9088
70,0.0858,0.00155,0.00575,0.9069
71,0.0889,0.00125,0.005,0.90485
72,0.09105,0.0011,0.00465,0.9032
73,0.0936,0.0012,0.00415,0.90105
74,0.0971,0.0013,0.0035,0.8981
75,0.10045,0.00105,0.00355,0.89495
76,0.1032,0.00115,0.00315,0.8925
77,0.10595,0.0013,0.0026,0.89015
78,0.1084,0.0013,0.0024,0.8879
79,0.11065,0.00105,0.00245,0.88585
80,0.11365,0.00095,0.0024,0.883
81,0.11685,0.00085,0.0022,0.8801
82,0.11925,0.00065,0.00205,0.87805
83,0.12235,7e-04,0.0021,0.87485
84,0.12505,0.00075,0.00185,0.87235
85,0.1282,7e-04,0.00155,0.86955
86,0.1313,8e-04,0.00155,0.86635
87,0.13445,0.00055,0.0016,0.8634
88,0.13685,5e-04,0.0015,0.86115
89,0.1394,4e-04,0.00145,0.85875
90,0.142,3e-04,0.0013,0.8564
