step,S,E,I,R
0,4.995e-05,0,5e-08,0
1,0.999,0,0.001,0
2,0.99825,0.00075,0.00065,0.00035
3,0.99785,0.00065,0.0011,4e-04
4,0.99705,0.00135,0.001,6e-04
5,0.99625,0.00175,0.00135,0.00065
6,0.99535,0.00205,0.00165,0.00095
7,0.99365,0.0029,0.0021,0.00135
8,0.99125,0.0044,0.0028,0.00155
9,0.9886,0.0055,0.00415,0.00175
10,0.9849,0.00705,0.0053,0.00275
11,0.98055,0.00875,0.007,0.0037
12,0.97405,0.0118,0.009,0.00515
13,0.96735,0.0137,0.0125,0.00645
14,0.9571,0.01885,0.0148,0.00925
15,0.9433,0.02485,0.02,0.01185
16,0.92415,0.03455,0.02595,0.01535
17,0.90165,0.0433,0.03495,0.0201
18,0.873,0.0543,0.0465,0.0262
19,0.83605,0.07085,0.05895,0.03415
20,0.79415,0.08625,0.07505,0.04455
21,0.7435,0.10395,0.095,0.05755
22,0.68195,0.1257,0.11845,0.0739
23,0.6177,0.1436,0.1434,0.0953
24,0.5469,0.162,0.17125,0.11985
25,0.47205,0.1767,0.202,0.14925
26,0.3977,0.18525,0.23465,0.1824
27,0.3255,0.18975,0.2631,0.22165
28,0.2635,0.183,0.28925,0.26425
29,0.2093,0.17515,0.306,0.30955
30,0.16565,0.15755,0.32055,0.35625
31,0.12865,0.1395,0.3282,0.40365
32,0.1023,0.1179,0.32485,0.45495
33,0.08265,0.09965,0.3154,0.5023
34,0.06585,0.0873,0.3004,0.54645
35,0.0547,0.07295,0.28105,0.5913
36,0.0468,0.05875,0.2673,0.62715
37,0.04035,0.0477,0.24905,0.6629
38,0.03605,0.0378,0.23185,0.6943
39,0.03275,0.03085,0.2112,0.7252
40,0.0298,0.02585,0.19205,0.7523
41,0.0292,0.02,0.17475,0.77605
42,0.0287,0.01725,0.1581,0.79595
43,0.0284,0.0142,0.14345,0.81395
44,0.0286,0.0124,0.1283,0.8307
45,0.0298,0.00995,0.11335,0.8469
46,0.03145,0.0083,0.101,0.85925
47,0.033,0.00765,0.08965,0.8697
48,0.03465,0.00715,0.0789,0.8793
49,0.0352,0.0067,0.07015,0.88795
50,0.03655,0.00565,0.06265,0.89515
51,0.0389,0.00535,0.05525,0.9005
52,0.0407,0.00485,0.0489,0.90555
53,0.0426,0.0051,0.0434,0.9089
54,0.04395,0.00495,0.03905,0.91205
55,0.0457,0.0041,0.03565,0.91455
56,0.0486,0.0033,0.0322,0.9159
57,0.0513,0.0034,0.0281,0.9172
58,0.05415,0.0026,0.0258,0.91745
59,0.05695,0.0027,0.0222,0.91815
60,0.0599,0.00275,0.02,0.91735
61,0.06205,0.0026,0.01735,0.918
62,0.06495,0.0023,0.015,0.91775
63,0.0681,0.0023,0.01355,0.91605
64,0.07055,0.0025,0.01165,0.9153
65,0.07305,0.0021,0.01005,0.9148
66,0.07565,0.00175,0.0095,0.9131
67,0.0788,0.0012,0.00885,0.91115
68,0.0817,0.0012,0.00805,0.90905
69,0.0846,0.0011,0.0074,0.9069
70,0.0873,9e-04,0.0069,0.9049
71,0.09005,0.0014,0.006,0.90255
72,0.0927,0.0014,0.0055,0.9004
73,0.0957,0.00105,0.00505,0.8982
74,0.0979,0.0012,0.00485,0.89605
75,0.10065,0.0014,0.0045,0.89345
76,0.10385,0.00095,0.00455,0.89065
77,0.10685,9e-04,0.00405,0.8882
78,0.10955,7e-04,0.00385,0.8859
79,0.1125,0.00075,0.00335,0.8834
80,0.1144,9e-04,0.00295,0.88175
81,0.11655,8e-04,0.0026,0.88005
82,0.1194,0.00045,0.00255,0.8776
83,0.1217,0.00065,0.0021,0.87555
84,0.12435,5e-04,0.002,0.87315
85,0.12745,0.00045,0.0017,0.8704
86,0.13,4e-04,0.00165,0.86795
87,0.13255,4e-04,0.0015,0.86555
88,0.13525,0.00055,0.0014,0.8628
89,0.13855,5e-04,0.00135,0.8596
90,0.1416,0.00055,0.00115,0.8567
91,0.144,0.00045,0.001,0.85455
92,0.14645,0.00055,0.00085,0.85215
93,0.1489,0.00045,0.00075,0.8499
94,0.15165,0.00045,0.00065,0.84725
95,0.15345,0.00045,0.00065,0.84545
96,0.15595,0.00035,6e-04,0.8431
97,0.1583,0.00025,6e-04,0.84085
98,0.16115,1e-04,0.00045,0.8383
99,0.16415,5e-05,0.00045,0.83535
100,0.1662,1e-04,0.00045,0.83325
101,0.16885,0.00015,0.00025,0.83075
102,0.17125,0.00015,2e-04,0.8284
103,0.1736,0.00015,0.00025,0.826
104,0.1758,5e-05,0.00035,0.8238
105,0.17815,1e-04,2e-04,0.82155
106,0.1803,0,0.00025,0.81945
107,0.1825,1e-04,0.00025,0.81715
108,0.18485,5e-05,0.00025,0.81485
109,0.1872,5e-05,2e-04,0.81255
110,0.1894,1e-04,1e-04,0.8104
111,0.19135,5e-05,0.00015,0.80845
112,0.194,5e-05,0.00015,0.8058
113,0.19635,1e-04,0.00015,0.8034
114,0.19875,5e-05,0.00015,0.80105
115,0.2013,5e-05,0.00015,0.7985
116,0.20395,1e-04,0.00015,0.7958
117,0.20585,1e-04,0.00015,0.7939
118,0.20845,1e-04,2e-04,0.79125
119,0.2109,2e-04,2e-04,0.7887
120,0.2132,0.00015,3e-04,0.78635
121,0.21585,2e-04,0.00035,0.7836
122,0.2182,3e-04,0.00035,0.78115
123,0.22015,2e-04,0.00045,0.7792
124,0.22195,2e-04,3e-04,0.77755
125,0.2245,1e-04,3e-04,0.7751
126,0.22655,1e-04,3e-04,0.77305
127,0.2282,0.00015,0.00025,0.7714
128,0.2302,1e-04,3e-04,0.7694
129,0.23235,1e-04,3e-04,0.76725
130,0.23465,0.00015,3e-04,0.7649
131,0.23595,0.00015,0.00035,0.76355
132,0.23815,5e-05,0.00035,0.76145
133,0.24055,1e-04,2e-04,0.75915
134,0.2431,5e-05,0.00015,0.7567
135,0.2451,0,1e-04,0.7548
136,0.2475,0,1e-04,0.7524
137,0.24975,0,1e-04,0.75015
138,0.2517,0,1e-04,0.7482
139,0.2534,5e-05,1e-04,0.74645
140,0.2548,0,0.00015,0.74505
141,0.2574,5e-05,5e-05,0.7425
142,0.25915,5e-05,1e-04,0.7407
143,0.261,5e-05,1e-04,0.73885
