time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99825,0.00075,0.0007,0.0003
2.0,0.99755,0.00115,0.00095,0.00035
3.0,0.9968,0.0016,0.0011,0.0005
4.0,0.99565,0.00235,0.00145,0.00055
5.0,0.994,0.00305,0.00215,0.0008
6.0,0.9921,0.00425,0.00255,0.0011
7.0,0.99005,0.0051,0.00335,0.0015
8.0,0.9865,0.0069,0.0046,0.002
9.0,0.9826,0.00855,0.00635,0.0025
10.0,0.97695,0.01115,0.0087,0.0032
11.0,0.969,0.0161,0.01005,0.00485
12.0,0.95905,0.02075,0.01385,0.00635
13.0,0.9471,0.02605,0.01875,0.0081
14.0,0.93125,0.03555,0.0221,0.0111
15.0,0.9151,0.0416,0.0285,0.0148
16.0,0.8912,0.0538,0.03675,0.01825
17.0,0.86175,0.0686,0.04595,0.0237
18.0,0.82795,0.08245,0.0603,0.0293
19.0,0.78345,0.10395,0.0753,0.0373
20.0,0.73135,0.12675,0.09555,0.04635
21.0,0.67295,0.1488,0.1202,0.05805
22.0,0.6045,0.17445,0.147,0.07405
23.0,0.534,0.19575,0.17535,0.0949
24.0,0.46195,0.21215,0.20815,0.11775
25.0,0.38935,0.2248,0.2396,0.14625
26.0,0.3187,0.2332,0.27115,0.17695
27.0,0.2546,0.2326,0.29905,0.21375
28.0,0.20015,0.2214,0.32685,0.2516
29.0,0.1568,0.2015,0.34615,0.29555
30.0,0.1208,0.1796,0.3559,0.3437
31.0,0.0924,0.158,0.35805,0.39155
32.0,0.07165,0.13445,0.3542,0.4397
33.0,0.05565,0.1151,0.3437,0.48555
34.0,0.043,0.0957,0.32915,0.53215
35.0,0.0369,0.0755,0.3122,0.5754
36.0,0.0312,0.0627,0.2933,0.6128
37.0,0.0266,0.051,0.27315,0.64925
38.0,0.02445,0.04085,0.25305,0.68165
39.0,0.02285,0.0331,0.2305,0.71355
40.0,0.02135,0.02695,0.2088,0.7429
41.0,0.02075,0.02345,0.188,0.7678
42.0,0.0206,0.01935,0.16835,0.7917
43.0,0.0196,0.016,0.15135,0.81305
44.0,0.01915,0.01325,0.1358,0.8318
45.0,0.02045,0.0106,0.12285,0.8461
46.0,0.0222,0.0089,0.11015,0.85875
47.0,0.02315,0.0082,0.09705,0.8716
48.0,0.0237,0.00685,0.0871,0.88235
49.0,0.0255,0.0055,0.07915,0.88985
50.0,0.02625,0.00595,0.0701,0.8977
51.0,0.0281,0.00555,0.0625,0.90385
52.0,0.0305,0.00525,0.05455,0.9097
53.0,0.032,0.00515,0.04905,0.9138
54.0,0.03335,0.0051,0.04395,0.9176
55.0,0.0356,0.0044,0.0394,0.9206
56.0,0.03865,0.0041,0.03475,0.9225
57.0,0.0415,0.00405,0.03085,0.9236
58.0,0.0441,0.00385,0.02715,0.9249
59.0,0.0464,0.0036,0.0252,0.9248
60.0,0.04955,0.00345,0.02315,0.92385
61.0,0.05195,0.00395,0.0208,0.9233
62.0,0.0544,0.0034,0.0186,0.9236
63.0,0.05705,0.003,0.017,0.92295
64.0,0.0591,0.0031,0.01555,0.92225
65.0,0.0614,0.00285,0.01455,0.9212
66.0,0.0642,0.0027,0.0135,0.9196
67.0,0.0668,0.0023,0.0126,0.9183
68.0,0.0703,0.00195,0.0113,0.91645
69.0,0.0726,0.0017,0.01035,0.91535
70.0,0.0751,0.00145,0.0097,0.91375
71.0,0.0781,0.0012,0.0089,0.9118
72.0,0.08145,0.00155,0.00775,0.90925
73.0,0.0833,0.0016,0.00685,0.90825
74.0,0.0851,0.0015,0.00585,0.90755
75.0,0.0879,0.0012,0.00525,0.90565
76.0,0.09025,0.00145,0.0047,0.9036
77.0,0.0936,0.00125,0.00435,0.9008
78.0,0.09675,0.0012,0.00435,0.8977
79.0,0.09965,0.0013,0.0039,0.89515
80.0,0.1024,0.0011,0.00385,0.89265
81.0,0.10495,0.0011,0.00315,0.8908
82.0,0.10745,0.0011,0.003,0.88845
83.0,0.11035,0.001,0.0029,0.88575
84.0,0.11335,0.00075,0.003,0.8829
85.0,0.1158,0.00095,0.0028,0.88045
86.0,0.11915,0.0008,0.00275,0.8773
87.0,0.1225,0.0005,0.0028,0.8742
88.0,0.12485,0.00075,0.00235,0.87205
89.0,0.1266,0.0008,0.00235,0.87025
90.0,0.12935,0.00055,0.0022,0.8679
91.0,0.1317,0.00055,0.00195,0.8658
92.0,0.1349,0.0004,0.00185,0.86285
93.0,0.1373,0.0005,0.00185,0.86035
94.0,0.1396,0.00035,0.0018,0.85825
95.0,0.1429,0.00035,0.00165,0.8551
96.0,0.1453,0.00045,0.0014,0.85285
97.0,0.1473,0.00035,0.0013,0.85105
98.0,0.15015,0.00035,0.0013,0.8482
99.0,0.15225,0.00035,0.0012,0.8462
100.0,0.1545,0.0003,0.0011,0.8441
101.0,0.15685,0.00035,0.001,0.8418
102.0,0.15955,0.00025,0.00105,0.83915
103.0,0.1619,0.0003,0.0009,0.8369
104.0,0.1641,0.00025,0.00095,0.8347
105.0,0.16665,0.0003,0.0008,0.83225
106.0,0.16885,0.0003,0.00055,0.8303
107.0,0.17105,0.00025,0.00045,0.82825
108.0,0.1733,0.00035,0.0003,0.82605
109.0,0.17585,0.00025,0.00035,0.82355
110.0,0.1785,0.0003,0.0003,0.8209
111.0,0.18105,0.00035,0.0003,0.8183
112.0,0.18315,0.00035,0.0004,0.8161
113.0,0.1855,0.0004,0.0003,0.8138
114.0,0.18715,0.00025,0.00045,0.81215
115.0,0.18915,0.00025,0.00045,0.81015
116.0,0.19135,0.00035,0.00045,0.80785
117.0,0.1936,0.00035,0.0004,0.80565
118.0,0.19585,0.00025,0.0005,0.8034
119.0,0.19755,0.0003,0.00055,0.8016
120.0,0.20015,0.00025,0.00045,0.79915
121.0,0.202,0.0002,0.00055,0.79725
122.0,0.2039,0.00015,0.0006,0.79535
123.0,0.20615,0.00015,0.00055,0.79315
124.0,0.20825,0.0002,0.0005,0.79105
