time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99855,0.00045,0.0005,0.0005
2.0,0.99845,0.0005,0.0005,0.00055
3.0,0.99785,0.00095,0.0006,0.0006
4.0,0.99685,0.00165,0.0009,0.0006
5.0,0.99585,0.0022,0.00125,0.0007
6.0,0.9948,0.00255,0.0018,0.00085
7.0,0.99305,0.00385,0.002,0.0011
8.0,0.99115,0.00485,0.00265,0.00135
9.0,0.9883,0.0062,0.00395,0.00155
10.0,0.98485,0.00755,0.0055,0.0021
11.0,0.98025,0.01025,0.00665,0.00285
12.0,0.9741,0.01375,0.0084,0.00375
13.0,0.9671,0.01715,0.01115,0.0046
14.0,0.9578,0.0214,0.01475,0.00605
15.0,0.94515,0.02835,0.01855,0.00795
16.0,0.9301,0.0353,0.0243,0.0103
17.0,0.90995,0.0448,0.03185,0.0134
18.0,0.884,0.0582,0.0399,0.0179
19.0,0.8536,0.0722,0.05095,0.02325
20.0,0.81685,0.0882,0.06615,0.0288
21.0,0.76915,0.11175,0.08175,0.03735
22.0,0.7151,0.1348,0.10105,0.04905
23.0,0.65195,0.16,0.12415,0.0639
24.0,0.58655,0.1802,0.1518,0.08145
25.0,0.51235,0.20385,0.18385,0.09995
26.0,0.4383,0.21975,0.21755,0.1244
27.0,0.36355,0.2308,0.25395,0.1517
28.0,0.29245,0.2382,0.28465,0.1847
29.0,0.23205,0.23145,0.314,0.2225
30.0,0.1799,0.22235,0.33305,0.2647
31.0,0.1388,0.20185,0.3526,0.30675
32.0,0.10545,0.18015,0.3624,0.352
33.0,0.07945,0.1566,0.3678,0.39615
34.0,0.06075,0.1317,0.36325,0.4443
35.0,0.04785,0.1083,0.35155,0.4923
36.0,0.03775,0.08845,0.33305,0.54075
37.0,0.0305,0.07205,0.3133,0.58415
38.0,0.0258,0.0587,0.2946,0.6209
39.0,0.02225,0.04705,0.272,0.6587
40.0,0.0204,0.03625,0.24805,0.6953
41.0,0.01845,0.0295,0.22635,0.7257
42.0,0.01775,0.0236,0.2042,0.75445
43.0,0.0179,0.01865,0.1829,0.78055
44.0,0.0188,0.01515,0.16335,0.8027
45.0,0.01985,0.0124,0.1464,0.82135
46.0,0.02175,0.01035,0.1305,0.8374
47.0,0.0223,0.01045,0.1146,0.85265
48.0,0.02395,0.00905,0.103,0.864
49.0,0.02465,0.0087,0.0911,0.87555
50.0,0.02645,0.00755,0.0819,0.8841
51.0,0.0284,0.0062,0.07285,0.89255
52.0,0.03,0.00595,0.0645,0.89955
53.0,0.0316,0.0057,0.0574,0.9053
54.0,0.03375,0.00505,0.0512,0.91
55.0,0.03595,0.0051,0.04545,0.9135
56.0,0.0383,0.0048,0.0407,0.9162
57.0,0.04075,0.0043,0.0358,0.91915
58.0,0.0427,0.0044,0.03135,0.92155
59.0,0.04455,0.004,0.02795,0.9235
60.0,0.0471,0.0032,0.0255,0.9242
61.0,0.04965,0.0032,0.02265,0.9245
62.0,0.0521,0.0031,0.02015,0.92465
63.0,0.0541,0.00335,0.0175,0.92505
64.0,0.05615,0.00295,0.0154,0.9255
65.0,0.0591,0.00305,0.0139,0.92395
66.0,0.0618,0.00225,0.01355,0.9224
67.0,0.06445,0.0022,0.0119,0.92145
68.0,0.06715,0.00195,0.0111,0.9198
69.0,0.07045,0.0017,0.0099,0.91795
70.0,0.07315,0.00175,0.00875,0.91635
71.0,0.0761,0.00175,0.0079,0.91425
72.0,0.07945,0.0019,0.0071,0.91155
73.0,0.08225,0.00145,0.00675,0.90955
74.0,0.08525,0.0014,0.0062,0.90715
75.0,0.088,0.0013,0.0057,0.905
76.0,0.0906,0.0012,0.00485,0.90335
77.0,0.0933,0.00115,0.0045,0.90105
78.0,0.0955,0.001,0.00405,0.89945
79.0,0.0992,0.0013,0.0029,0.8966
80.0,0.10225,0.0013,0.00265,0.8938
81.0,0.1049,0.00105,0.00265,0.8914
82.0,0.10725,0.00125,0.0024,0.8891
83.0,0.10975,0.0011,0.00215,0.887
84.0,0.11305,0.00085,0.00225,0.88385
85.0,0.116,0.00085,0.0021,0.88105
86.0,0.118,0.0009,0.00185,0.87925
87.0,0.12085,0.00085,0.0019,0.8764
88.0,0.1236,0.0007,0.0017,0.874
89.0,0.1263,0.0008,0.00165,0.87125
90.0,0.1286,0.0005,0.00145,0.86945
91.0,0.1311,0.0005,0.0013,0.8671
