time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9985,0.0005,0.0007,0.0003
2.0,0.99805,0.00085,0.00075,0.00035
3.0,0.9973,0.0015,0.00075,0.00045
4.0,0.99655,0.00185,0.00105,0.00055
5.0,0.9956,0.0023,0.00145,0.00065
6.0,0.994,0.0031,0.00205,0.00085
7.0,0.99225,0.0041,0.00245,0.0012
8.0,0.99005,0.0053,0.00315,0.0015
9.0,0.98745,0.0066,0.004,0.00195
10.0,0.98445,0.0078,0.00545,0.0023
11.0,0.9795,0.01045,0.007,0.00305
12.0,0.9734,0.01355,0.0087,0.00435
13.0,0.9659,0.0171,0.01165,0.00535
14.0,0.9568,0.02135,0.01455,0.0073
15.0,0.9438,0.02815,0.01915,0.0089
16.0,0.92575,0.03685,0.0267,0.0107
17.0,0.9053,0.0474,0.0332,0.0141
18.0,0.87775,0.0614,0.0429,0.01795
19.0,0.8436,0.07815,0.0546,0.02365
20.0,0.80275,0.09595,0.06975,0.03155
21.0,0.75675,0.11685,0.0868,0.0396
22.0,0.70345,0.1384,0.10625,0.0519
23.0,0.64345,0.1593,0.1306,0.06665
24.0,0.5756,0.18235,0.15955,0.0825
25.0,0.50295,0.2027,0.19,0.10435
26.0,0.42835,0.22275,0.21905,0.12985
27.0,0.3573,0.2331,0.2507,0.1589
28.0,0.29035,0.23225,0.2845,0.1929
29.0,0.2317,0.22825,0.3099,0.23015
30.0,0.18295,0.215,0.3329,0.26915
31.0,0.1405,0.19685,0.3507,0.31195
32.0,0.10885,0.17285,0.3635,0.3548
33.0,0.08085,0.15115,0.3658,0.4022
34.0,0.0624,0.1282,0.35995,0.44945
35.0,0.0495,0.108,0.34595,0.49655
36.0,0.0399,0.08785,0.3321,0.54015
37.0,0.0322,0.07305,0.3124,0.58235
38.0,0.0285,0.05815,0.2895,0.62385
39.0,0.02475,0.04675,0.26845,0.66005
40.0,0.02285,0.0372,0.2454,0.69455
41.0,0.0217,0.02935,0.22375,0.7252
42.0,0.02075,0.02385,0.20285,0.75255
43.0,0.02135,0.0189,0.1843,0.77545
44.0,0.02125,0.01605,0.1643,0.7984
45.0,0.02195,0.01345,0.1468,0.8178
46.0,0.02205,0.0115,0.13235,0.8341
47.0,0.02245,0.01045,0.1177,0.8494
48.0,0.02315,0.0094,0.1042,0.86325
49.0,0.0247,0.00855,0.09275,0.874
50.0,0.0268,0.00685,0.0837,0.88265
51.0,0.02845,0.0058,0.07305,0.8927
52.0,0.03035,0.0056,0.06475,0.8993
53.0,0.03225,0.00525,0.0569,0.9056
54.0,0.034,0.005,0.05025,0.91075
55.0,0.03725,0.00425,0.0443,0.9142
56.0,0.0393,0.0041,0.04015,0.91645
57.0,0.04255,0.00375,0.0357,0.918
58.0,0.04395,0.00445,0.0325,0.9191
