time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9985,0.0005,0.00055,0.00045
2.0,0.998,0.00095,0.00055,0.0005
3.0,0.9975,0.001,0.00095,0.00055
4.0,0.9963,0.0018,0.00125,0.00065
5.0,0.9951,0.00235,0.00175,0.0008
6.0,0.9935,0.0032,0.00225,0.00105
7.0,0.99105,0.00475,0.0029,0.0013
8.0,0.98875,0.00575,0.00355,0.00195
9.0,0.985,0.0082,0.00435,0.00245
10.0,0.98115,0.0097,0.0063,0.00285
11.0,0.97525,0.01315,0.00795,0.00365
12.0,0.96895,0.01615,0.0103,0.0046
13.0,0.9596,0.0204,0.0145,0.0055
14.0,0.9466,0.0272,0.0186,0.0076
15.0,0.9301,0.03695,0.02265,0.0103
16.0,0.91175,0.0458,0.0289,0.01355
17.0,0.8903,0.0536,0.03805,0.01805
18.0,0.8616,0.0675,0.0478,0.0231
19.0,0.82495,0.08485,0.0609,0.0293
20.0,0.7798,0.1059,0.07625,0.03805
21.0,0.727,0.13035,0.0932,0.04945
22.0,0.6705,0.15015,0.1179,0.06145
23.0,0.6042,0.1746,0.14405,0.07715
24.0,0.5298,0.19885,0.17625,0.0951
25.0,0.4563,0.21925,0.2071,0.11735
26.0,0.38195,0.2313,0.2413,0.14545
27.0,0.3111,0.23565,0.27585,0.1774
28.0,0.2465,0.23435,0.30615,0.213
29.0,0.189,0.2266,0.33325,0.25115
30.0,0.14365,0.20905,0.3548,0.2925
31.0,0.10905,0.1846,0.37025,0.3361
32.0,0.0814,0.16035,0.3736,0.38465
33.0,0.06295,0.13305,0.3702,0.4338
34.0,0.0505,0.1102,0.3598,0.4795
35.0,0.03885,0.09345,0.3394,0.5283
36.0,0.03145,0.07595,0.3217,0.5709
37.0,0.0268,0.06225,0.2989,0.61205
38.0,0.0235,0.0509,0.27715,0.64845
39.0,0.0219,0.03895,0.25605,0.6831
40.0,0.0198,0.032,0.23165,0.71655
41.0,0.0183,0.02655,0.21,0.74515
42.0,0.01805,0.02125,0.1879,0.7728
43.0,0.01805,0.0181,0.1688,0.79505
44.0,0.01855,0.0149,0.15205,0.8145
45.0,0.0195,0.0132,0.13545,0.83185
46.0,0.0212,0.01075,0.12115,0.8469
47.0,0.0233,0.00875,0.10705,0.8609
48.0,0.0251,0.0078,0.09385,0.87325
49.0,0.02695,0.0075,0.0825,0.88305
50.0,0.02835,0.00705,0.07415,0.89045
51.0,0.03065,0.00615,0.06535,0.89785
52.0,0.03165,0.00595,0.058,0.9044
53.0,0.0335,0.0053,0.05135,0.90985
54.0,0.03595,0.00415,0.04665,0.91325
55.0,0.038,0.00455,0.0418,0.91565
56.0,0.03975,0.00445,0.03825,0.91755
57.0,0.04145,0.004,0.03475,0.9198
58.0,0.0434,0.00355,0.0305,0.92255
59.0,0.0452,0.00295,0.0279,0.92395
60.0,0.04835,0.00295,0.02445,0.92425
61.0,0.05115,0.00275,0.0216,0.9245
62.0,0.05465,0.00275,0.01955,0.92305
63.0,0.0571,0.0027,0.017,0.9232
64.0,0.0595,0.0026,0.01585,0.92205
65.0,0.06175,0.00255,0.01425,0.92145
66.0,0.06445,0.0024,0.01285,0.9203
67.0,0.06735,0.00225,0.0113,0.9191
68.0,0.07065,0.00195,0.0103,0.9171
69.0,0.074,0.0019,0.0093,0.9148
70.0,0.07725,0.002,0.0084,0.91235
71.0,0.08005,0.00165,0.00775,0.91055
72.0,0.08295,0.0017,0.007,0.90835
73.0,0.0859,0.0017,0.00645,0.90595
74.0,0.0883,0.00155,0.00645,0.9037
75.0,0.09155,0.00135,0.0059,0.9012
76.0,0.0952,0.00145,0.00535,0.898
77.0,0.09795,0.0012,0.0052,0.89565
78.0,0.1005,0.00105,0.00495,0.8935
79.0,0.1034,0.00085,0.00435,0.8914
80.0,0.1056,0.0009,0.0036,0.8899
81.0,0.10925,0.0009,0.0033,0.88655
82.0,0.1122,0.00075,0.00335,0.8837
83.0,0.11485,0.0006,0.0033,0.88125
84.0,0.1173,0.00065,0.0031,0.87895
85.0,0.1202,0.00065,0.0026,0.87655
86.0,0.12335,0.0007,0.0027,0.87325
87.0,0.1257,0.00075,0.0025,0.87105
88.0,0.12755,0.00065,0.0023,0.8695
89.0,0.13,0.00065,0.0018,0.86755
90.0,0.133,0.00055,0.00175,0.8647
91.0,0.13525,0.00065,0.0018,0.8623
92.0,0.138,0.0009,0.0018,0.8593
93.0,0.14085,0.00085,0.0018,0.8565
94.0,0.14325,0.00075,0.00165,0.85435
95.0,0.14555,0.0009,0.0017,0.85185
96.0,0.14825,0.00085,0.0016,0.8493
97.0,0.15085,0.00065,0.00165,0.84685
98.0,0.1535,0.00055,0.0017,0.84425
99.0,0.1556,0.00055,0.0015,0.84235
100.0,0.1576,0.00065,0.00145,0.8403
101.0,0.16045,0.0005,0.00165,0.8374
102.0,0.1632,0.00055,0.0015,0.83475
103.0,0.1656,0.00045,0.00135,0.8326
104.0,0.16845,0.00045,0.00115,0.82995
105.0,0.17055,0.00035,0.00115,0.82795
106.0,0.1731,0.00045,0.0011,0.82535
107.0,0.17575,0.0005,0.001,0.82275
108.0,0.1779,0.0004,0.001,0.8207
109.0,0.17955,0.00045,0.0009,0.8191
110.0,0.182,0.00045,0.00085,0.8167
111.0,0.1845,0.0004,0.0007,0.8144
112.0,0.18655,0.0003,0.0008,0.81235
113.0,0.18875,0.00025,0.0009,0.8101
114.0,0.19045,0.0002,0.00095,0.8084
115.0,0.1927,0.00025,0.00085,0.8062
116.0,0.19535,0.00035,0.0008,0.8035
117.0,0.19765,0.0004,0.0007,0.80125
118.0,0.19905,0.0003,0.0007,0.79995
119.0,0.2008,0.00035,0.0006,0.79825
120.0,0.2032,0.0003,0.00075,0.79575
121.0,0.20545,0.0003,0.00055,0.7937
122.0,0.2078,0.00015,0.00065,0.7914
123.0,0.2097,0.00045,0.0007,0.78915
124.0,0.21165,0.0004,0.0007,0.78725
125.0,0.21405,0.00025,0.0006,0.7851
126.0,0.2166,0.0003,0.00055,0.78255
127.0,0.2191,0.00045,0.0005,0.77995
128.0,0.22135,0.0006,0.00055,0.7775
129.0,0.2237,0.0005,0.0007,0.7751
130.0,0.22585,0.00045,0.00065,0.77305
