time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99875,0.00025,0.00045,0.00055
2.0,0.9986,0.0004,0.00025,0.00075
3.0,0.99835,0.00045,0.0004,0.0008
4.0,0.9982,0.0005,0.0004,0.0009
5.0,0.9979,0.00075,0.0004,0.00095
6.0,0.99755,0.0009,0.0006,0.00095
7.0,0.99715,0.00115,0.0007,0.001
8.0,0.9964,0.00175,0.00065,0.0012
9.0,0.99565,0.00185,0.00125,0.00125
10.0,0.9947,0.0023,0.0015,0.0015
11.0,0.9933,0.00335,0.00165,0.0017
12.0,0.9911,0.00455,0.0025,0.00185
13.0,0.98865,0.00535,0.00385,0.00215
14.0,0.98555,0.00675,0.0053,0.0024
15.0,0.98105,0.0092,0.00665,0.0031
16.0,0.9758,0.01175,0.00845,0.004
17.0,0.96965,0.01485,0.0102,0.0053
18.0,0.96135,0.0188,0.01315,0.0067
19.0,0.95035,0.0236,0.01695,0.0091
20.0,0.9352,0.0316,0.02125,0.01195
21.0,0.9187,0.0393,0.02715,0.01485
22.0,0.8971,0.0504,0.0339,0.0186
23.0,0.8716,0.0625,0.0426,0.0233
24.0,0.8366,0.07905,0.05545,0.0289
25.0,0.79265,0.0995,0.07155,0.0363
26.0,0.74395,0.1202,0.0905,0.04535
27.0,0.68685,0.14445,0.11165,0.05705
28.0,0.6251,0.16385,0.1388,0.07225
29.0,0.55185,0.19105,0.1656,0.0915
30.0,0.47755,0.2118,0.197,0.11365
31.0,0.40515,0.2239,0.2322,0.13875
32.0,0.33295,0.23255,0.26785,0.16665
33.0,0.2673,0.2329,0.29705,0.20275
34.0,0.21,0.22535,0.3247,0.23995
35.0,0.1637,0.2092,0.3446,0.2825
36.0,0.126,0.1882,0.3587,0.3271
37.0,0.0982,0.16265,0.36555,0.3736
38.0,0.0767,0.13985,0.36145,0.422
39.0,0.0595,0.12015,0.3541,0.46625
40.0,0.04535,0.10085,0.34265,0.51115
41.0,0.0365,0.0827,0.3271,0.5537
42.0,0.0298,0.06865,0.3061,0.59545
43.0,0.02485,0.05655,0.28255,0.63605
44.0,0.02255,0.0446,0.261,0.67185
45.0,0.0199,0.03665,0.24075,0.7027
46.0,0.01935,0.0294,0.219,0.73225
47.0,0.0196,0.02285,0.19855,0.759
48.0,0.0204,0.01935,0.1789,0.78135
49.0,0.01965,0.01705,0.15885,0.80445
50.0,0.02025,0.0148,0.14385,0.8211
51.0,0.02085,0.0129,0.12935,0.8369
52.0,0.0221,0.0107,0.11525,0.85195
53.0,0.0238,0.00955,0.10145,0.8652
54.0,0.0252,0.00835,0.09045,0.876
55.0,0.0275,0.007,0.0813,0.8842
56.0,0.0283,0.00695,0.0717,0.89305
57.0,0.03,0.0055,0.06415,0.90035
58.0,0.03175,0.00495,0.05765,0.90565
59.0,0.03405,0.0049,0.05085,0.9102
60.0,0.0365,0.0048,0.04635,0.91235
61.0,0.0379,0.00455,0.04105,0.9165
62.0,0.04035,0.00435,0.0361,0.9192
63.0,0.04355,0.0044,0.0318,0.92025
64.0,0.04715,0.00365,0.0292,0.92
65.0,0.0496,0.0033,0.02595,0.92115
66.0,0.0519,0.0036,0.02325,0.92125
67.0,0.0547,0.00335,0.0208,0.92115
68.0,0.05775,0.00345,0.019,0.9198
69.0,0.061,0.00335,0.0173,0.91835
70.0,0.0632,0.0032,0.0157,0.9179
71.0,0.0665,0.0026,0.0144,0.9165
72.0,0.06985,0.00295,0.0131,0.9141
73.0,0.0727,0.00265,0.0118,0.91285
74.0,0.0754,0.0026,0.0108,0.9112
75.0,0.07825,0.002,0.01,0.90975
76.0,0.0805,0.00215,0.00915,0.9082
77.0,0.08325,0.00255,0.00805,0.90615
78.0,0.08635,0.0021,0.0074,0.90415
79.0,0.0893,0.00175,0.0069,0.90205
80.0,0.0923,0.00185,0.00605,0.8998
81.0,0.09515,0.0017,0.0054,0.89775
82.0,0.0979,0.00175,0.00495,0.8954
83.0,0.10035,0.0017,0.0046,0.89335
84.0,0.1033,0.0013,0.0045,0.8909
85.0,0.10575,0.00135,0.0041,0.8888
86.0,0.10825,0.00125,0.0036,0.8869
87.0,0.11105,0.0011,0.00335,0.8845
88.0,0.1141,0.0012,0.0033,0.8814
89.0,0.1169,0.00105,0.00335,0.8787
90.0,0.11965,0.0011,0.0031,0.87615
91.0,0.12215,0.00095,0.003,0.8739
92.0,0.12485,0.0009,0.00285,0.8714
93.0,0.12765,0.0007,0.0029,0.86875
94.0,0.1305,0.0009,0.0024,0.8662
95.0,0.1332,0.001,0.00215,0.86365
96.0,0.13575,0.00115,0.0022,0.8609
97.0,0.13775,0.0012,0.0024,0.85865
98.0,0.14025,0.00085,0.00245,0.85645
99.0,0.14245,0.0009,0.00225,0.8544
100.0,0.1445,0.00075,0.0022,0.85255
101.0,0.14715,0.0009,0.0022,0.84975
102.0,0.1494,0.001,0.00225,0.84735
103.0,0.1517,0.00115,0.0021,0.84505
104.0,0.15435,0.0011,0.00215,0.8424
105.0,0.15675,0.00085,0.0022,0.8402
106.0,0.1586,0.0008,0.0023,0.8383
107.0,0.1602,0.00095,0.0022,0.83665
108.0,0.16235,0.0011,0.00195,0.8346
109.0,0.165,0.001,0.00195,0.83205
110.0,0.1673,0.00105,0.002,0.82965
111.0,0.1697,0.0009,0.00225,0.82715
112.0,0.1721,0.00095,0.0022,0.82475
113.0,0.1742,0.00095,0.0025,0.82235
114.0,0.17615,0.0012,0.0025,0.82015
115.0,0.1783,0.00095,0.0024,0.81835
116.0,0.1807,0.00085,0.0024,0.81605
117.0,0.18335,0.00075,0.0024,0.8135
118.0,0.1856,0.0009,0.002,0.8115
119.0,0.18755,0.0008,0.00185,0.8098
120.0,0.18935,0.001,0.00155,0.8081
121.0,0.1915,0.0012,0.00165,0.80565
122.0,0.1934,0.00155,0.00165,0.8034
123.0,0.1958,0.0015,0.00175,0.80095
124.0,0.19785,0.0015,0.00145,0.7992
125.0,0.1998,0.0014,0.00185,0.79695
126.0,0.20215,0.00125,0.00195,0.79465
127.0,0.2045,0.00135,0.00185,0.7923
128.0,0.20655,0.00125,0.00175,0.79045
129.0,0.20905,0.0013,0.00165,0.788
130.0,0.2108,0.0014,0.00165,0.78615
131.0,0.21325,0.0012,0.00195,0.7836
132.0,0.21525,0.0006,0.0025,0.78165
133.0,0.2173,0.0008,0.00215,0.77975
134.0,0.2202,0.001,0.00215,0.77665
135.0,0.222,0.0011,0.0022,0.7747
136.0,0.2243,0.00115,0.0021,0.77245
137.0,0.22665,0.0013,0.0021,0.76995
138.0,0.22875,0.00135,0.0023,0.7676
139.0,0.231,0.0015,0.00225,0.76525
140.0,0.23275,0.0015,0.0024,0.76335
141.0,0.23555,0.00145,0.0024,0.7606
142.0,0.23745,0.00115,0.00265,0.75875
143.0,0.2384,0.0015,0.0027,0.7574
144.0,0.24005,0.0017,0.0027,0.75555
