time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9985,0.0005,0.0007,0.0003
2.0,0.9976,0.0012,0.00085,0.00035
3.0,0.9966,0.00175,0.0012,0.00045
4.0,0.99535,0.00275,0.0012,0.0007
5.0,0.99415,0.0034,0.0016,0.00085
6.0,0.9921,0.0044,0.00245,0.00105
7.0,0.9893,0.0059,0.0035,0.0013
8.0,0.986,0.00755,0.00465,0.0018
9.0,0.9824,0.00935,0.0058,0.00245
10.0,0.97695,0.01225,0.0077,0.0031
11.0,0.969,0.0163,0.0107,0.004
12.0,0.9583,0.02215,0.014,0.00555
13.0,0.94565,0.02855,0.0179,0.0079
14.0,0.93085,0.0355,0.02335,0.0103
15.0,0.9129,0.04425,0.0288,0.01405
16.0,0.8906,0.0548,0.03595,0.01865
17.0,0.85995,0.0697,0.0469,0.02345
18.0,0.82585,0.0825,0.06225,0.0294
19.0,0.78385,0.1015,0.0759,0.03875
20.0,0.7333,0.1231,0.09645,0.04715
21.0,0.6759,0.1469,0.11755,0.05965
22.0,0.60995,0.17075,0.14445,0.07485
23.0,0.53925,0.1947,0.17275,0.0933
24.0,0.4676,0.2124,0.20395,0.11605
25.0,0.39285,0.2301,0.23475,0.1423
26.0,0.32165,0.23655,0.2684,0.1734
27.0,0.25565,0.2355,0.29725,0.2116
28.0,0.20145,0.22595,0.3208,0.2518
29.0,0.1567,0.20485,0.3458,0.29265
30.0,0.12055,0.18355,0.3574,0.3385
31.0,0.092,0.1607,0.3636,0.3837
32.0,0.0711,0.13605,0.36295,0.4299
33.0,0.0548,0.1167,0.35305,0.47545
34.0,0.0432,0.09455,0.33975,0.5225
35.0,0.03515,0.07675,0.3237,0.5644
36.0,0.0294,0.0623,0.3037,0.6046
37.0,0.02535,0.05035,0.2831,0.6412
38.0,0.0222,0.0417,0.25715,0.67895
39.0,0.0202,0.0329,0.23665,0.71025
40.0,0.01845,0.02725,0.21355,0.74075
41.0,0.0186,0.0217,0.19415,0.76555
42.0,0.01905,0.01855,0.1721,0.7903
43.0,0.0191,0.01565,0.1528,0.81245
44.0,0.02035,0.01325,0.1369,0.8295
45.0,0.02165,0.0111,0.12365,0.8436
46.0,0.0227,0.00995,0.10905,0.8583
47.0,0.02295,0.00925,0.09815,0.86965
48.0,0.0241,0.00845,0.0862,0.88125
49.0,0.0264,0.0071,0.07735,0.88915
50.0,0.02755,0.00685,0.06885,0.89675
51.0,0.0296,0.00515,0.0605,0.90475
52.0,0.03135,0.00475,0.05355,0.91035
53.0,0.0339,0.00415,0.04845,0.9135
54.0,0.03645,0.00355,0.0429,0.9171
55.0,0.0385,0.0035,0.0376,0.9204
56.0,0.04105,0.0037,0.0332,0.92205
57.0,0.0433,0.0033,0.02995,0.92345
58.0,0.0456,0.00295,0.0273,0.92415
