time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99865,0.00035,0.0004,0.0006
2.0,0.9982,0.0006,0.00055,0.00065
3.0,0.99775,0.0008,0.0007,0.00075
4.0,0.99725,0.00105,0.00095,0.00075
5.0,0.9962,0.00175,0.00125,0.0008
6.0,0.9949,0.0026,0.00165,0.00085
7.0,0.9937,0.0028,0.0023,0.0012
8.0,0.99145,0.00405,0.00295,0.00155
9.0,0.9884,0.0059,0.0038,0.0019
10.0,0.9849,0.0083,0.0045,0.0023
11.0,0.9809,0.0101,0.00615,0.00285
12.0,0.97555,0.0131,0.0079,0.00345
13.0,0.9693,0.01605,0.01015,0.0045
14.0,0.96045,0.02035,0.0133,0.0059
15.0,0.94875,0.02545,0.0179,0.0079
16.0,0.9336,0.03395,0.0227,0.00975
17.0,0.9158,0.04255,0.0291,0.01255
18.0,0.89045,0.0561,0.037,0.01645
19.0,0.8612,0.06935,0.04875,0.0207
20.0,0.8242,0.08605,0.0632,0.02655
21.0,0.77845,0.106,0.08045,0.0351
22.0,0.72675,0.1277,0.10005,0.0455
23.0,0.6643,0.1539,0.12375,0.05805
24.0,0.5977,0.1773,0.15025,0.07475
25.0,0.526,0.198,0.18015,0.09585
26.0,0.44985,0.21855,0.21175,0.11985
27.0,0.37545,0.23465,0.24015,0.14975
28.0,0.3071,0.23645,0.2748,0.18165
29.0,0.24705,0.23185,0.3042,0.2169
30.0,0.1915,0.2214,0.33125,0.25585
31.0,0.1484,0.2021,0.35035,0.29915
32.0,0.11155,0.1851,0.36075,0.3426
33.0,0.08425,0.1603,0.3635,0.39195
34.0,0.0645,0.13695,0.35855,0.44
35.0,0.05065,0.11225,0.34805,0.48905
36.0,0.04015,0.09085,0.3364,0.5326
37.0,0.0315,0.07425,0.317,0.57725
38.0,0.02635,0.0598,0.29655,0.6173
39.0,0.023,0.04755,0.2753,0.65415
40.0,0.02085,0.03865,0.25095,0.68955
41.0,0.0199,0.03105,0.22765,0.7214
42.0,0.0185,0.0255,0.20485,0.75115
43.0,0.0174,0.0201,0.1851,0.7774
44.0,0.01885,0.0159,0.167,0.79825
45.0,0.02035,0.01185,0.15,0.8178
46.0,0.02025,0.0115,0.1316,0.83665
47.0,0.0206,0.01005,0.1186,0.85075
48.0,0.0218,0.00905,0.10395,0.8652
49.0,0.0236,0.00815,0.0926,0.87565
50.0,0.025,0.0079,0.08225,0.88485
51.0,0.02755,0.0065,0.07365,0.8923
52.0,0.02925,0.00545,0.0655,0.8998
53.0,0.0306,0.0053,0.0593,0.9048
54.0,0.0327,0.00485,0.0521,0.91035
55.0,0.0354,0.00435,0.0456,0.91465
56.0,0.03805,0.0039,0.04045,0.9176
57.0,0.04075,0.00375,0.0346,0.9209
58.0,0.0437,0.003,0.031,0.9223
59.0,0.04675,0.00275,0.02785,0.92265
60.0,0.0495,0.0025,0.0256,0.9224
61.0,0.051,0.0029,0.02335,0.92275
62.0,0.05315,0.00305,0.0211,0.9227
63.0,0.0557,0.0024,0.0192,0.9227
64.0,0.0574,0.00285,0.0168,0.92295
65.0,0.06015,0.0026,0.0152,0.92205
66.0,0.06285,0.0026,0.01325,0.9213
67.0,0.06575,0.00265,0.01165,0.91995
68.0,0.06815,0.00285,0.01055,0.91845
69.0,0.0707,0.0026,0.0098,0.9169
70.0,0.0724,0.0024,0.0092,0.916
71.0,0.07485,0.0021,0.00885,0.9142
72.0,0.0779,0.00205,0.0081,0.91195
73.0,0.08145,0.0018,0.00755,0.9092
74.0,0.08385,0.00165,0.00685,0.90765
75.0,0.0862,0.0018,0.00635,0.90565
76.0,0.0889,0.0018,0.00585,0.90345
77.0,0.0911,0.00195,0.0052,0.90175
78.0,0.0937,0.0018,0.0052,0.8993
79.0,0.09625,0.0016,0.00515,0.897
80.0,0.0991,0.00195,0.0047,0.89425
81.0,0.10165,0.00155,0.0047,0.8921
82.0,0.1036,0.0011,0.0046,0.8907
83.0,0.1059,0.0016,0.004,0.8885
84.0,0.1083,0.0013,0.0041,0.8863
85.0,0.11155,0.0015,0.00375,0.8832
86.0,0.1141,0.00125,0.00375,0.8809
87.0,0.1167,0.00155,0.00355,0.8782
88.0,0.11895,0.0015,0.0031,0.87645
89.0,0.12145,0.00145,0.003,0.8741
90.0,0.12445,0.00125,0.00295,0.87135
91.0,0.1274,0.0011,0.003,0.8685
92.0,0.12995,0.0012,0.00285,0.866
93.0,0.1334,0.00125,0.00275,0.8626
94.0,0.13615,0.00105,0.0029,0.8599
95.0,0.13795,0.00095,0.0028,0.8583
96.0,0.14055,0.00095,0.0025,0.856
97.0,0.143,0.00105,0.00245,0.8535
98.0,0.14485,0.00125,0.002,0.8519
99.0,0.14735,0.001,0.0021,0.84955
100.0,0.15,0.0007,0.0022,0.8471
101.0,0.15245,0.0009,0.00225,0.8444
102.0,0.15395,0.0009,0.00225,0.8429
103.0,0.1571,0.00095,0.00195,0.84
104.0,0.1594,0.00095,0.0019,0.83775
105.0,0.16155,0.00115,0.00145,0.83585
106.0,0.16475,0.00085,0.00165,0.83275
107.0,0.1666,0.00075,0.0017,0.83095
108.0,0.16925,0.0009,0.00155,0.8283
109.0,0.17155,0.00075,0.0017,0.826
110.0,0.17435,0.00075,0.0018,0.8231
111.0,0.17675,0.0009,0.00175,0.8206
112.0,0.1793,0.0009,0.0016,0.8182
113.0,0.1812,0.0009,0.00175,0.81615
114.0,0.1835,0.0009,0.0016,0.814
115.0,0.18575,0.00105,0.0015,0.8117
116.0,0.18835,0.0009,0.00175,0.809
117.0,0.191,0.00075,0.00195,0.8063
118.0,0.19335,0.00085,0.00175,0.80405
119.0,0.19575,0.0007,0.00175,0.8018
120.0,0.19815,0.0007,0.00165,0.7995
121.0,0.2005,0.00065,0.0017,0.79715
122.0,0.2028,0.0007,0.00185,0.79465
123.0,0.2045,0.00085,0.00185,0.7928
124.0,0.2064,0.00105,0.00165,0.7909
125.0,0.2088,0.00105,0.0016,0.78855
126.0,0.21095,0.001,0.00135,0.7867
127.0,0.21325,0.00095,0.0013,0.7845
128.0,0.21585,0.00085,0.0014,0.7819
129.0,0.21785,0.0008,0.00145,0.7799
130.0,0.21965,0.0009,0.0015,0.77795
131.0,0.222,0.00075,0.0017,0.77555
132.0,0.2236,0.0007,0.0019,0.7738
133.0,0.2258,0.00095,0.00195,0.7713
134.0,0.22715,0.0013,0.0019,0.76965
135.0,0.229,0.00165,0.00185,0.7675
136.0,0.231,0.00165,0.00195,0.7654
137.0,0.23275,0.0014,0.0023,0.76355
138.0,0.23495,0.00155,0.00215,0.76135
139.0,0.2374,0.00165,0.00205,0.7589
140.0,0.239,0.00135,0.0021,0.75755
141.0,0.24055,0.0014,0.00215,0.7559
142.0,0.2427,0.00185,0.002,0.75345
143.0,0.24395,0.0015,0.00245,0.7521
144.0,0.2458,0.0014,0.0024,0.7504
145.0,0.2473,0.00135,0.0027,0.74865
146.0,0.24885,0.00145,0.00285,0.74685
147.0,0.25,0.0015,0.0025,0.746
148.0,0.2514,0.00165,0.00245,0.7445
149.0,0.25255,0.00175,0.0027,0.743
150.0,0.25435,0.0019,0.00315,0.7406
