time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9983,0.0007,0.0006,0.0004
2.0,0.9978,0.00105,0.00075,0.0004
3.0,0.99705,0.00165,0.00085,0.00045
4.0,0.99615,0.00215,0.00125,0.00045
5.0,0.9951,0.00265,0.0016,0.00065
6.0,0.99355,0.0036,0.00205,0.0008
7.0,0.99165,0.00475,0.00265,0.00095
8.0,0.9887,0.00685,0.00315,0.0013
9.0,0.98565,0.0081,0.00445,0.0018
10.0,0.98165,0.00995,0.0062,0.0022
11.0,0.975,0.0139,0.0077,0.0034
12.0,0.968,0.01715,0.0104,0.00445
13.0,0.95835,0.0224,0.01355,0.0057
14.0,0.9473,0.0285,0.0163,0.0079
15.0,0.933,0.0349,0.0222,0.0099
16.0,0.9141,0.04355,0.0299,0.01245
17.0,0.89015,0.0557,0.0379,0.01625
18.0,0.8607,0.0695,0.0492,0.0206
19.0,0.82575,0.08405,0.063,0.0272
20.0,0.7832,0.10375,0.0772,0.03585
21.0,0.7324,0.1269,0.09515,0.04555
22.0,0.6734,0.1497,0.1184,0.0585
23.0,0.6105,0.17195,0.1428,0.07475
24.0,0.54045,0.19385,0.17275,0.09295
25.0,0.46505,0.215,0.20465,0.1153
26.0,0.39215,0.22725,0.23735,0.14325
27.0,0.3226,0.23325,0.27225,0.1719
28.0,0.25995,0.2272,0.30435,0.2085
29.0,0.20425,0.21985,0.3297,0.2462
30.0,0.1588,0.20345,0.348,0.28975
31.0,0.1205,0.18375,0.36135,0.3344
32.0,0.09195,0.1597,0.364,0.38435
33.0,0.06945,0.1373,0.3598,0.43345
34.0,0.0539,0.11445,0.3546,0.47705
35.0,0.04235,0.0935,0.3418,0.52235
36.0,0.03485,0.07605,0.3249,0.5642
37.0,0.0289,0.0601,0.30215,0.60885
38.0,0.02575,0.04745,0.27975,0.64705
39.0,0.02185,0.0379,0.258,0.68225
40.0,0.0213,0.02905,0.23435,0.7153
41.0,0.02015,0.0244,0.2105,0.74495
42.0,0.01975,0.0195,0.188,0.77275
43.0,0.01935,0.01695,0.16835,0.79535
44.0,0.0193,0.0143,0.15115,0.81525
45.0,0.02115,0.012,0.13495,0.8319
46.0,0.0215,0.0114,0.1199,0.8472
47.0,0.0229,0.01,0.1074,0.8597
48.0,0.0245,0.00845,0.0952,0.87185
49.0,0.02595,0.0076,0.08355,0.8829
50.0,0.02735,0.00715,0.07495,0.89055
51.0,0.03015,0.00615,0.0663,0.8974
52.0,0.032,0.0061,0.0584,0.9035
53.0,0.0348,0.0051,0.0519,0.9082
54.0,0.0371,0.0046,0.0455,0.9128
55.0,0.03875,0.00485,0.03945,0.91695
56.0,0.0413,0.0047,0.03555,0.91845
57.0,0.0437,0.0041,0.0315,0.9207
58.0,0.04625,0.0037,0.02765,0.9224
59.0,0.04875,0.0034,0.02545,0.9224
60.0,0.05125,0.0033,0.0235,0.92195
61.0,0.05325,0.0033,0.0206,0.92285
62.0,0.05685,0.00295,0.01895,0.92125
63.0,0.05965,0.0031,0.01735,0.9199
64.0,0.06215,0.00305,0.01605,0.91875
65.0,0.0646,0.0028,0.01415,0.91845
66.0,0.0672,0.0029,0.0126,0.9173
67.0,0.06895,0.00255,0.0119,0.9166
68.0,0.07225,0.0023,0.01095,0.9145
69.0,0.0751,0.0023,0.0101,0.9125
70.0,0.078,0.0021,0.00935,0.91055
71.0,0.08115,0.00185,0.00835,0.90865
72.0,0.08445,0.00185,0.00765,0.90605
73.0,0.0867,0.0021,0.0073,0.9039
74.0,0.09015,0.0016,0.007,0.90125
75.0,0.09235,0.0016,0.0064,0.89965
76.0,0.09485,0.0016,0.0057,0.89785
77.0,0.0987,0.00145,0.00525,0.8946
78.0,0.1011,0.0012,0.005,0.8927
79.0,0.10355,0.0011,0.00485,0.8905
80.0,0.1064,0.00105,0.00445,0.8881
81.0,0.10925,0.0009,0.0042,0.88565
82.0,0.1119,0.0007,0.00415,0.88325
83.0,0.11455,0.00075,0.00385,0.88085
84.0,0.1178,0.00075,0.0035,0.87795
85.0,0.12005,0.0008,0.0032,0.87595
86.0,0.12235,0.0009,0.0025,0.87425
87.0,0.12455,0.00085,0.00255,0.87205
88.0,0.12775,0.0007,0.0025,0.86905
89.0,0.1305,0.0005,0.00255,0.86645
90.0,0.1333,0.0005,0.00245,0.86375
91.0,0.13595,0.00055,0.0021,0.8614
92.0,0.1388,0.00045,0.00185,0.8589
