time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9985,0.0005,0.0006,0.0004
2.0,0.9979,0.0009,0.00075,0.00045
3.0,0.99715,0.0013,0.001,0.00055
4.0,0.9963,0.00155,0.0015,0.00065
5.0,0.995,0.00215,0.00205,0.0008
6.0,0.99315,0.00325,0.0026,0.001
7.0,0.9907,0.0045,0.0035,0.0013
8.0,0.98755,0.0067,0.00375,0.002
9.0,0.9839,0.00835,0.00515,0.0026
10.0,0.97915,0.01075,0.00695,0.00315
11.0,0.97285,0.01385,0.0093,0.004
12.0,0.9649,0.0174,0.01205,0.00565
13.0,0.95435,0.0233,0.01505,0.0073
14.0,0.9445,0.02735,0.0188,0.00935
15.0,0.928,0.03655,0.0236,0.01185
16.0,0.90835,0.04635,0.03005,0.01525
17.0,0.884,0.05815,0.0382,0.01965
18.0,0.8522,0.07335,0.0495,0.02495
19.0,0.8178,0.0862,0.06375,0.03225
20.0,0.77275,0.10695,0.07985,0.04045
21.0,0.7203,0.1284,0.09975,0.05155
22.0,0.65785,0.1534,0.12405,0.0647
23.0,0.59175,0.1767,0.1479,0.08365
24.0,0.52325,0.19715,0.17625,0.10335
25.0,0.4494,0.21375,0.20895,0.1279
26.0,0.3765,0.227,0.2407,0.1558
27.0,0.30855,0.2298,0.27475,0.1869
28.0,0.24695,0.2271,0.3045,0.22145
29.0,0.19065,0.21725,0.32935,0.26275
30.0,0.1453,0.19805,0.3475,0.30915
31.0,0.11045,0.17835,0.35795,0.35325
32.0,0.0834,0.1558,0.35925,0.40155
33.0,0.064,0.1312,0.35585,0.44895
34.0,0.05055,0.10955,0.34575,0.49415
35.0,0.0388,0.0916,0.3314,0.5382
36.0,0.03105,0.0739,0.31295,0.5821
37.0,0.0263,0.05895,0.2936,0.62115
38.0,0.0225,0.04745,0.27095,0.6591
39.0,0.02115,0.03865,0.24775,0.69245
40.0,0.0202,0.0309,0.2254,0.7235
41.0,0.01915,0.02445,0.2056,0.7508
42.0,0.01895,0.0202,0.1846,0.77625
43.0,0.02015,0.016,0.16565,0.7982
44.0,0.01965,0.0134,0.14765,0.8193
45.0,0.02095,0.0119,0.13205,0.8351
46.0,0.0217,0.01025,0.1192,0.84885
47.0,0.02215,0.00835,0.10795,0.86155
48.0,0.02335,0.008,0.0937,0.87495
49.0,0.025,0.0078,0.0837,0.8835
50.0,0.0272,0.0064,0.07405,0.89235
51.0,0.0287,0.00615,0.0661,0.89905
52.0,0.02965,0.00635,0.0583,0.9057
53.0,0.03125,0.00555,0.05345,0.90975
54.0,0.0338,0.00445,0.0483,0.91345
55.0,0.03605,0.00405,0.0421,0.9178
56.0,0.0382,0.0039,0.0374,0.9205
57.0,0.04115,0.0032,0.03355,0.9221
58.0,0.04365,0.00325,0.0291,0.924
59.0,0.04625,0.0031,0.02555,0.9251
60.0,0.04885,0.0035,0.0226,0.92505
61.0,0.05095,0.00295,0.0206,0.9255
62.0,0.0534,0.00285,0.018,0.92575
63.0,0.0558,0.0024,0.0166,0.9252
64.0,0.05925,0.00215,0.01465,0.92395
65.0,0.0617,0.00185,0.01355,0.9229
66.0,0.0645,0.00195,0.01175,0.9218
67.0,0.06695,0.00165,0.0109,0.9205
68.0,0.06915,0.00195,0.0091,0.9198
69.0,0.0711,0.00195,0.0085,0.91845
70.0,0.07385,0.0018,0.0081,0.91625
71.0,0.0768,0.0016,0.0074,0.9142
72.0,0.07975,0.0015,0.00685,0.9119
73.0,0.08305,0.0014,0.00625,0.9093
74.0,0.0859,0.0018,0.0055,0.9068
75.0,0.0885,0.002,0.0047,0.9048
76.0,0.0912,0.00155,0.00495,0.9023
77.0,0.09445,0.0014,0.00455,0.8996
78.0,0.0969,0.0012,0.0046,0.8973
79.0,0.0999,0.0011,0.00465,0.89435
80.0,0.10245,0.0009,0.00465,0.892
81.0,0.10535,0.001,0.00445,0.8892
82.0,0.10815,0.0009,0.0041,0.88685
83.0,0.11035,0.0011,0.0036,0.88495
84.0,0.112,0.0013,0.00325,0.88345
85.0,0.11505,0.001,0.00315,0.8808
86.0,0.11745,0.00105,0.00295,0.87855
87.0,0.1204,0.001,0.00255,0.87605
88.0,0.12265,0.001,0.00215,0.8742
89.0,0.1254,0.0011,0.0021,0.8714
90.0,0.12815,0.00095,0.0022,0.8687
91.0,0.13085,0.00085,0.00215,0.86615
92.0,0.13285,0.00075,0.0022,0.8642
93.0,0.13555,0.00055,0.0024,0.8615
94.0,0.13825,0.0005,0.0023,0.85895
95.0,0.1403,0.00035,0.00235,0.857
96.0,0.1425,0.0004,0.00195,0.85515
97.0,0.1452,0.0005,0.00195,0.85235
98.0,0.14715,0.0006,0.0019,0.85035
99.0,0.1495,0.0005,0.00195,0.84805
100.0,0.1516,0.00055,0.0019,0.84595
101.0,0.15325,0.0005,0.0017,0.84455
102.0,0.15515,0.00055,0.00155,0.84275
