time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99835,0.00065,0.0006,0.0004
2.0,0.9977,0.0012,0.0007,0.0004
3.0,0.9968,0.00175,0.001,0.00045
4.0,0.99615,0.0019,0.00135,0.0006
5.0,0.99505,0.0024,0.0017,0.00085
6.0,0.9933,0.0033,0.00235,0.00105
7.0,0.992,0.0035,0.003,0.0015
8.0,0.98945,0.0049,0.0038,0.00185
9.0,0.98685,0.0061,0.00465,0.0024
10.0,0.98215,0.00905,0.00595,0.00285
11.0,0.977,0.01155,0.0079,0.00355
12.0,0.96975,0.01525,0.01005,0.00495
13.0,0.9604,0.0197,0.0137,0.0062
14.0,0.94915,0.0257,0.0169,0.00825
15.0,0.93445,0.03305,0.0219,0.0106
16.0,0.9169,0.04115,0.02845,0.0135
17.0,0.89445,0.0509,0.0373,0.01735
18.0,0.8658,0.0652,0.0459,0.0231
19.0,0.83125,0.08055,0.05915,0.02905
20.0,0.7909,0.0983,0.07455,0.03625
21.0,0.738,0.12155,0.095,0.04545
22.0,0.67865,0.14575,0.1176,0.058
23.0,0.61265,0.1702,0.1442,0.07295
24.0,0.5413,0.19115,0.1764,0.09115
25.0,0.46535,0.2149,0.2064,0.11335
26.0,0.3868,0.2334,0.2393,0.1405
27.0,0.31525,0.2388,0.27165,0.1743
28.0,0.2526,0.23465,0.3017,0.21105
29.0,0.1971,0.22325,0.32875,0.2509
30.0,0.1518,0.2068,0.3475,0.2939
31.0,0.1138,0.18825,0.35695,0.341
32.0,0.0877,0.1614,0.36525,0.38565
33.0,0.06885,0.1344,0.36115,0.4356
34.0,0.0533,0.1132,0.3502,0.4833
35.0,0.0429,0.0928,0.3354,0.5289
36.0,0.03535,0.07545,0.31595,0.57325
37.0,0.0298,0.0621,0.2965,0.6116
38.0,0.0261,0.0508,0.2736,0.6495
39.0,0.0231,0.04035,0.2523,0.68425
40.0,0.02175,0.0327,0.22855,0.717
41.0,0.0215,0.0261,0.20605,0.74635
42.0,0.02055,0.02215,0.18405,0.77325
43.0,0.0207,0.0178,0.1657,0.7958
44.0,0.02095,0.0146,0.14885,0.8156
45.0,0.02135,0.0123,0.13265,0.8337
46.0,0.0226,0.00945,0.11825,0.8497
47.0,0.02345,0.0087,0.10545,0.8624
48.0,0.0251,0.0077,0.0939,0.8733
49.0,0.0263,0.0071,0.08405,0.88255
50.0,0.0284,0.0064,0.0742,0.891
51.0,0.02935,0.00645,0.06495,0.89925
52.0,0.03125,0.0053,0.0567,0.90675
53.0,0.0341,0.005,0.05085,0.91005
54.0,0.0366,0.00445,0.0447,0.91425
55.0,0.0378,0.0042,0.0404,0.9176
56.0,0.0405,0.00395,0.0349,0.92065
57.0,0.04305,0.00335,0.03145,0.92215
58.0,0.0463,0.00255,0.0282,0.92295
59.0,0.0489,0.0024,0.0243,0.9244
60.0,0.05155,0.0025,0.02225,0.9237
61.0,0.0543,0.0025,0.02005,0.92315
62.0,0.05715,0.00205,0.01805,0.92275
63.0,0.0589,0.0023,0.01635,0.92245
64.0,0.0617,0.0021,0.0152,0.921
65.0,0.0649,0.0022,0.01335,0.91955
66.0,0.0676,0.0021,0.0121,0.9182
67.0,0.0703,0.00195,0.0116,0.91615
68.0,0.07255,0.0019,0.01055,0.915
69.0,0.07525,0.0021,0.0093,0.91335
70.0,0.0782,0.00205,0.00835,0.9114
71.0,0.0804,0.00205,0.00795,0.9096
72.0,0.08315,0.00165,0.0071,0.9081
73.0,0.08505,0.0019,0.00655,0.9065
74.0,0.08735,0.0018,0.00565,0.9052
75.0,0.09015,0.0015,0.00535,0.903
76.0,0.0933,0.00105,0.0051,0.90055
77.0,0.0956,0.0014,0.00425,0.89875
78.0,0.0981,0.00125,0.004,0.89665
79.0,0.10015,0.0012,0.0038,0.89485
80.0,0.1029,0.0008,0.00395,0.89235
81.0,0.10515,0.00115,0.00345,0.89025
82.0,0.10785,0.00115,0.0035,0.8875
83.0,0.1104,0.00115,0.00305,0.8854
84.0,0.1139,0.00105,0.0029,0.88215
85.0,0.1165,0.0009,0.00295,0.87965
86.0,0.1193,0.00105,0.00235,0.8773
87.0,0.1223,0.0008,0.0024,0.8745
88.0,0.1246,0.00065,0.00215,0.8726
89.0,0.1268,0.00065,0.00195,0.8706
90.0,0.12925,0.0004,0.002,0.86835
91.0,0.13125,0.00045,0.00165,0.86665
92.0,0.1341,0.00025,0.0017,0.86395
93.0,0.1367,0.0003,0.00145,0.86155
94.0,0.13915,0.0003,0.0011,0.85945
95.0,0.14205,0.00035,0.00115,0.85645
96.0,0.14405,0.0003,0.00105,0.8546
97.0,0.14675,0.0004,0.0009,0.85195
98.0,0.1485,0.0005,0.0006,0.8504
99.0,0.1508,0.00045,0.0006,0.84815
100.0,0.15325,0.00035,0.0007,0.8457
101.0,0.1554,0.00035,0.00085,0.8434
102.0,0.1576,0.0005,0.0007,0.8412
103.0,0.1599,0.0006,0.0006,0.8389
104.0,0.1627,0.00055,0.00055,0.8362
105.0,0.16525,0.00045,0.00065,0.83365
106.0,0.1675,0.00055,0.00085,0.8311
107.0,0.1693,0.0005,0.00105,0.82915
108.0,0.17195,0.0004,0.001,0.82665
109.0,0.1742,0.0004,0.00115,0.82425
