time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9983,0.0007,0.0007,0.0003
2.0,0.9976,0.0012,0.0008,0.0004
3.0,0.99715,0.00135,0.0008,0.0007
4.0,0.99625,0.0017,0.0013,0.00075
5.0,0.99505,0.00245,0.0016,0.0009
6.0,0.99375,0.00305,0.00205,0.00115
7.0,0.99195,0.00395,0.00275,0.00135
8.0,0.9892,0.00545,0.00355,0.0018
9.0,0.9857,0.0072,0.00475,0.00235
10.0,0.9823,0.00905,0.00555,0.0031
11.0,0.977,0.01125,0.0082,0.00355
12.0,0.96985,0.01565,0.0098,0.0047
13.0,0.96085,0.0205,0.01235,0.0063
14.0,0.94925,0.0266,0.01645,0.0077
15.0,0.93505,0.03285,0.0224,0.0097
16.0,0.9195,0.0398,0.028,0.0127
17.0,0.89595,0.05145,0.03665,0.01595
18.0,0.868,0.06415,0.04635,0.0215
19.0,0.82945,0.08345,0.0601,0.027
20.0,0.78725,0.1026,0.0742,0.03595
21.0,0.73755,0.1245,0.0916,0.04635
22.0,0.6792,0.14945,0.11325,0.0581
23.0,0.61395,0.1731,0.1398,0.07315
24.0,0.54415,0.19365,0.1692,0.093
25.0,0.4706,0.2131,0.20285,0.11345
26.0,0.39375,0.2316,0.2348,0.13985
27.0,0.3252,0.2337,0.2708,0.1703
28.0,0.26325,0.23055,0.3017,0.2045
29.0,0.20565,0.22265,0.3295,0.2422
30.0,0.15665,0.20765,0.35275,0.28295
31.0,0.1201,0.18815,0.3632,0.32855
32.0,0.0909,0.1667,0.36455,0.37785
33.0,0.0723,0.1398,0.36305,0.42485
34.0,0.0563,0.1165,0.3538,0.4734
35.0,0.04425,0.0986,0.3378,0.51935
36.0,0.0352,0.08015,0.3204,0.56425
37.0,0.02985,0.066,0.29685,0.6073
38.0,0.02515,0.0541,0.2761,0.64465
39.0,0.0225,0.0416,0.25765,0.67825
40.0,0.0199,0.03335,0.23855,0.7082
41.0,0.01945,0.02615,0.2156,0.7388
42.0,0.01885,0.0221,0.19315,0.7659
43.0,0.0181,0.0185,0.17335,0.79005
44.0,0.01825,0.0152,0.154,0.81255
45.0,0.01855,0.01215,0.13705,0.83225
46.0,0.0197,0.01,0.12115,0.84915
47.0,0.02145,0.00855,0.10805,0.86195
48.0,0.0229,0.00815,0.09555,0.8734
49.0,0.0249,0.00735,0.08405,0.8837
50.0,0.0268,0.00605,0.0759,0.89125
51.0,0.02815,0.00575,0.06705,0.89905
52.0,0.03015,0.00445,0.059,0.9064
53.0,0.03175,0.0041,0.05075,0.9134
54.0,0.0336,0.00445,0.0449,0.91705
