time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9984,0.0006,0.0007,0.0003
2.0,0.998,0.0009,0.00065,0.00045
3.0,0.9973,0.0013,0.0008,0.0006
4.0,0.9968,0.00145,0.001,0.00075
5.0,0.99555,0.00215,0.00145,0.00085
6.0,0.99415,0.00305,0.00165,0.00115
7.0,0.9928,0.00365,0.00215,0.0014
8.0,0.991,0.0045,0.003,0.0015
9.0,0.98855,0.0062,0.00315,0.0021
10.0,0.986,0.00705,0.00425,0.0027
11.0,0.9825,0.0089,0.0054,0.0032
12.0,0.9779,0.0106,0.0076,0.0039
13.0,0.9715,0.01405,0.0095,0.00495
14.0,0.96295,0.01835,0.0122,0.0065
15.0,0.952,0.0243,0.0156,0.0081
16.0,0.937,0.03285,0.0204,0.00975
17.0,0.9178,0.0431,0.02675,0.01235
18.0,0.89495,0.055,0.0348,0.01525
19.0,0.8678,0.06685,0.0457,0.01965
20.0,0.83445,0.08175,0.05845,0.02535
21.0,0.79165,0.10135,0.0747,0.0323
22.0,0.7395,0.12435,0.09425,0.0419
23.0,0.68125,0.14725,0.1159,0.0556
24.0,0.6149,0.1706,0.14175,0.07275
25.0,0.54245,0.19645,0.1687,0.0924
26.0,0.467,0.2166,0.2029,0.1135
27.0,0.3902,0.23035,0.2383,0.14115
28.0,0.31995,0.237,0.2688,0.17425
29.0,0.2544,0.23485,0.3018,0.20895
30.0,0.1988,0.22745,0.3241,0.24965
31.0,0.15445,0.208,0.3461,0.29145
32.0,0.11795,0.18565,0.36,0.3364
33.0,0.08905,0.1642,0.3625,0.38425
34.0,0.0674,0.13985,0.36035,0.4324
35.0,0.0512,0.1172,0.3506,0.481
36.0,0.04085,0.097,0.3356,0.52655
37.0,0.0327,0.07925,0.31765,0.5704
38.0,0.0279,0.06545,0.2975,0.60915
39.0,0.0241,0.05275,0.2752,0.64795
40.0,0.0218,0.0428,0.2522,0.6832
41.0,0.0195,0.03445,0.2315,0.71455
42.0,0.01815,0.02785,0.2106,0.7434
43.0,0.0183,0.02215,0.189,0.77055
44.0,0.01825,0.0185,0.16945,0.7938
45.0,0.0187,0.0159,0.14965,0.81575
46.0,0.0203,0.01215,0.13385,0.8337
47.0,0.02115,0.01065,0.1199,0.8483
48.0,0.0222,0.0088,0.10705,0.86195
49.0,0.0243,0.00775,0.09585,0.8721
50.0,0.02625,0.007,0.08515,0.8816
51.0,0.0283,0.00605,0.07545,0.8902
52.0,0.02945,0.00575,0.06635,0.89845
53.0,0.03165,0.0054,0.05905,0.9039
54.0,0.03385,0.0048,0.0532,0.90815
55.0,0.03555,0.005,0.04665,0.9128
56.0,0.03795,0.00485,0.04055,0.91665
57.0,0.03995,0.0038,0.03695,0.9193
58.0,0.04225,0.00325,0.03345,0.92105
59.0,0.04505,0.0035,0.02895,0.9225
60.0,0.0478,0.0033,0.026,0.9229
61.0,0.0499,0.0034,0.02275,0.92395
62.0,0.0527,0.0031,0.0198,0.9244
63.0,0.05495,0.00325,0.0178,0.924
64.0,0.0577,0.00295,0.0164,0.92295
65.0,0.0607,0.00265,0.01475,0.9219
66.0,0.06365,0.00245,0.0135,0.9204
67.0,0.0666,0.0027,0.01205,0.91865
68.0,0.06925,0.00245,0.01145,0.91685
69.0,0.07125,0.0025,0.01075,0.9155
70.0,0.07375,0.0025,0.01005,0.9137
71.0,0.0768,0.00185,0.0093,0.91205
72.0,0.0797,0.00185,0.00845,0.91
73.0,0.08265,0.0017,0.0072,0.90845
74.0,0.08505,0.0018,0.006,0.90715
75.0,0.08745,0.00165,0.0059,0.905
76.0,0.09055,0.0016,0.00585,0.902
77.0,0.0933,0.0016,0.00535,0.89975
78.0,0.09555,0.0014,0.00525,0.8978
79.0,0.09845,0.0012,0.00495,0.8954
80.0,0.1007,0.0011,0.00465,0.89355
81.0,0.10385,0.0012,0.00375,0.8912
82.0,0.10615,0.0012,0.0035,0.88915
83.0,0.10885,0.00105,0.00305,0.88705
84.0,0.11165,0.00085,0.0028,0.8847
85.0,0.1144,0.00085,0.0026,0.88215
86.0,0.11685,0.001,0.0023,0.87985
87.0,0.11915,0.0009,0.0022,0.87775
88.0,0.12165,0.0009,0.00185,0.8756
89.0,0.12415,0.00095,0.00175,0.87315
90.0,0.127,0.001,0.0016,0.8704
91.0,0.1294,0.00085,0.00165,0.8681
92.0,0.1315,0.0009,0.00165,0.86595
93.0,0.13355,0.00085,0.0018,0.8638
94.0,0.13695,0.00085,0.00175,0.86045
95.0,0.1395,0.0009,0.00165,0.85795
96.0,0.14235,0.00075,0.0017,0.8552
97.0,0.14495,0.0007,0.0017,0.85265
98.0,0.1477,0.0006,0.0016,0.8501
99.0,0.1508,0.00065,0.0016,0.84695
100.0,0.1531,0.00065,0.00175,0.8445
101.0,0.15525,0.00065,0.00185,0.84225
102.0,0.1571,0.0009,0.0019,0.8401
103.0,0.15935,0.0009,0.00195,0.8378
104.0,0.1615,0.00105,0.00185,0.8356
105.0,0.16315,0.001,0.0018,0.83405
106.0,0.1659,0.00085,0.0018,0.83145
107.0,0.1681,0.00085,0.00195,0.8291
108.0,0.1704,0.0008,0.002,0.8268
109.0,0.17235,0.001,0.0018,0.82485
110.0,0.1748,0.00085,0.00165,0.8227
111.0,0.1773,0.00075,0.0017,0.82025
112.0,0.1783,0.00095,0.00165,0.8191
113.0,0.1806,0.0011,0.0015,0.8168
114.0,0.18255,0.00115,0.0014,0.8149
115.0,0.18435,0.00105,0.0017,0.8129
116.0,0.18685,0.0012,0.00165,0.8103
117.0,0.1891,0.00115,0.00215,0.8076
118.0,0.19105,0.001,0.00225,0.8057
119.0,0.19365,0.0009,0.00205,0.8034
120.0,0.19625,0.00095,0.00195,0.80085
121.0,0.1979,0.00105,0.0021,0.79895
122.0,0.2002,0.00105,0.00215,0.7966
123.0,0.2026,0.001,0.00235,0.79405
124.0,0.20435,0.00135,0.0019,0.7924
125.0,0.20655,0.0013,0.00225,0.7899
126.0,0.2086,0.00135,0.00235,0.7877
127.0,0.21075,0.00135,0.0025,0.7854
128.0,0.21235,0.00115,0.00215,0.78435
129.0,0.21465,0.00095,0.00205,0.78235
130.0,0.21645,0.00095,0.00185,0.78075
131.0,0.21815,0.001,0.00185,0.779
132.0,0.2207,0.00115,0.00175,0.7764
133.0,0.223,0.00095,0.00195,0.7741
134.0,0.2248,0.001,0.00195,0.77225
135.0,0.2273,0.0009,0.00195,0.76985
136.0,0.2297,0.0009,0.00195,0.76745
137.0,0.2311,0.0011,0.0018,0.766
138.0,0.23365,0.0011,0.00175,0.7635
139.0,0.2358,0.001,0.0018,0.7614
140.0,0.23735,0.00135,0.0016,0.7597
141.0,0.2397,0.00105,0.00175,0.7575
142.0,0.24135,0.0009,0.0021,0.75565
143.0,0.2435,0.00105,0.0019,0.75355
144.0,0.24575,0.0011,0.0021,0.75105
145.0,0.2472,0.0012,0.0021,0.7495
146.0,0.249,0.0011,0.00245,0.74745
147.0,0.25035,0.0013,0.00255,0.7458
148.0,0.2514,0.0015,0.00265,0.74445
149.0,0.25325,0.0015,0.0027,0.74255
150.0,0.25455,0.00215,0.0029,0.7404
151.0,0.2561,0.00215,0.0031,0.73865
152.0,0.25755,0.00225,0.0032,0.737
153.0,0.2591,0.0022,0.0032,0.7355
154.0,0.2604,0.0025,0.0032,0.7339
155.0,0.2618,0.0023,0.00325,0.73265
156.0,0.26295,0.00255,0.0031,0.7314
157.0,0.2651,0.00235,0.0036,0.72895
158.0,0.2673,0.0022,0.00405,0.72645
159.0,0.2693,0.0021,0.00405,0.72455
160.0,0.27145,0.00185,0.00355,0.72315
161.0,0.2729,0.002,0.0035,0.7216
162.0,0.27355,0.0023,0.0039,0.72025
163.0,0.2748,0.00215,0.00415,0.7189
164.0,0.27665,0.00205,0.0046,0.7167
165.0,0.27755,0.0024,0.00465,0.7154
166.0,0.27835,0.0024,0.00445,0.7148
167.0,0.27955,0.0026,0.0044,0.71345
168.0,0.2801,0.00305,0.0045,0.71235
169.0,0.28095,0.0029,0.00485,0.7113
170.0,0.282,0.0035,0.00465,0.70985
171.0,0.28375,0.0036,0.0047,0.70795
172.0,0.2846,0.00355,0.00505,0.7068
173.0,0.2859,0.0036,0.00525,0.70525
174.0,0.2873,0.0036,0.0059,0.7032
175.0,0.28815,0.00385,0.0059,0.7021
176.0,0.28895,0.0041,0.00615,0.7008
177.0,0.28915,0.00445,0.0064,0.7
178.0,0.29,0.00475,0.00655,0.6987
179.0,0.2902,0.00525,0.00645,0.6981
180.0,0.29005,0.006,0.00695,0.697
181.0,0.29075,0.00515,0.00775,0.69635
182.0,0.29075,0.00545,0.00845,0.69535
183.0,0.2913,0.0057,0.0094,0.6936
184.0,0.29115,0.0063,0.0096,0.69295
185.0,0.2911,0.0073,0.0094,0.6922
186.0,0.29145,0.0076,0.01005,0.6909
187.0,0.29155,0.007,0.01105,0.6904
188.0,0.2907,0.008,0.0114,0.6899
189.0,0.2906,0.00855,0.012,0.68885
190.0,0.29055,0.0087,0.0123,0.68845
191.0,0.29025,0.00885,0.0126,0.6883
192.0,0.28875,0.01005,0.0133,0.6879
193.0,0.28775,0.0096,0.015,0.68765
194.0,0.28695,0.0093,0.01565,0.6881
195.0,0.2858,0.01015,0.0159,0.68815
196.0,0.28415,0.00975,0.01805,0.68805
197.0,0.28295,0.01125,0.018,0.6878
198.0,0.28085,0.0117,0.0189,0.68855
199.0,0.27845,0.0124,0.0207,0.68845
200.0,0.27645,0.0135,0.022,0.68805
201.0,0.2737,0.0148,0.0236,0.6879
202.0,0.2704,0.01605,0.02445,0.6891
203.0,0.2678,0.01725,0.02555,0.6894
204.0,0.2648,0.0177,0.02675,0.69075
205.0,0.2606,0.01855,0.02875,0.6921
206.0,0.2557,0.02035,0.02995,0.694
207.0,0.25205,0.02,0.0313,0.69665
208.0,0.2476,0.02075,0.0326,0.69905
209.0,0.2432,0.0224,0.0329,0.7015
210.0,0.23825,0.02345,0.0343,0.704
211.0,0.23475,0.0221,0.03675,0.7064
212.0,0.23025,0.0223,0.0382,0.70925
213.0,0.22505,0.0229,0.0401,0.71195
214.0,0.22075,0.0233,0.0404,0.71555
215.0,0.2154,0.0239,0.0421,0.7186
216.0,0.2098,0.0244,0.0436,0.7222
217.0,0.2062,0.0226,0.04525,0.72595
218.0,0.20155,0.0245,0.0452,0.72875
219.0,0.1964,0.02605,0.04485,0.7327
220.0,0.1938,0.0244,0.0459,0.7359
221.0,0.1894,0.02455,0.0465,0.73955
222.0,0.18685,0.0236,0.0471,0.74245
223.0,0.18335,0.02405,0.04775,0.74485
224.0,0.1801,0.0235,0.0485,0.7479
225.0,0.1755,0.02515,0.04895,0.7504
226.0,0.17255,0.02485,0.0488,0.7538
227.0,0.16905,0.02455,0.0486,0.7578
228.0,0.16595,0.02395,0.04925,0.76085
229.0,0.16175,0.0242,0.04985,0.7642
230.0,0.15945,0.02315,0.0486,0.7688
231.0,0.15685,0.02175,0.04735,0.77405
232.0,0.1553,0.02105,0.0458,0.77785
233.0,0.1535,0.02025,0.0464,0.77985
234.0,0.15035,0.02215,0.04565,0.78185
235.0,0.14875,0.02155,0.04545,0.78425
236.0,0.1478,0.01955,0.0457,0.78695
237.0,0.14615,0.018,0.04535,0.7905
238.0,0.14495,0.01805,0.04415,0.79285
239.0,0.1446,0.0168,0.0426,0.796
240.0,0.14525,0.0164,0.04015,0.7982
241.0,0.1455,0.01525,0.04,0.79925
242.0,0.14575,0.01455,0.039,0.8007
243.0,0.14555,0.0139,0.03845,0.8021
244.0,0.1443,0.0151,0.03655,0.80405
245.0,0.14385,0.01465,0.0357,0.8058
246.0,0.1432,0.0152,0.0344,0.8072
247.0,0.14295,0.01425,0.0347,0.8081
248.0,0.144,0.01445,0.0331,0.80845
249.0,0.1432,0.0141,0.0333,0.8094
250.0,0.14325,0.01255,0.03345,0.81075
251.0,0.1452,0.01185,0.032,0.81095
252.0,0.14525,0.01185,0.0315,0.8114
253.0,0.1476,0.01195,0.0311,0.80935
254.0,0.147,0.01235,0.02995,0.8107
255.0,0.1473,0.0124,0.0296,0.8107
256.0,0.1496,0.01185,0.0283,0.81025
257.0,0.1507,0.01155,0.0277,0.81005
258.0,0.15175,0.01115,0.02705,0.81005
259.0,0.153,0.0108,0.0266,0.8096
260.0,0.15435,0.01135,0.0248,0.8095
261.0,0.1553,0.0118,0.0244,0.8085
262.0,0.15605,0.01105,0.02495,0.80795
263.0,0.15785,0.0106,0.02475,0.8068
264.0,0.15865,0.0107,0.0234,0.80725
265.0,0.1607,0.0108,0.0239,0.8046
266.0,0.16145,0.01125,0.0233,0.804
267.0,0.16385,0.01065,0.0229,0.8026
268.0,0.1651,0.0111,0.0219,0.8019
269.0,0.16745,0.00985,0.02195,0.80075
270.0,0.1693,0.00965,0.02095,0.8001
271.0,0.1709,0.0094,0.02065,0.79905
272.0,0.1724,0.00985,0.02005,0.7977
273.0,0.1745,0.0094,0.0204,0.7957
274.0,0.17675,0.0099,0.02005,0.7933
275.0,0.17775,0.00885,0.0201,0.7933
276.0,0.17955,0.00825,0.0207,0.7915
277.0,0.1818,0.0082,0.02075,0.78925
278.0,0.18335,0.0085,0.01975,0.7884
279.0,0.18455,0.0093,0.01955,0.7866
280.0,0.18615,0.00905,0.01905,0.78575
281.0,0.18825,0.0091,0.01925,0.7834
282.0,0.1902,0.00915,0.0191,0.78155
283.0,0.1906,0.00965,0.0194,0.78035
284.0,0.19135,0.0099,0.01975,0.779
285.0,0.19245,0.0104,0.0194,0.77775
286.0,0.19395,0.01025,0.01985,0.77595
287.0,0.195,0.0101,0.0204,0.7745
288.0,0.19645,0.0101,0.02,0.77345
289.0,0.19835,0.00985,0.01965,0.77215
290.0,0.1993,0.0102,0.0195,0.771
291.0,0.20055,0.01035,0.01985,0.76925
292.0,0.20075,0.01055,0.0201,0.7686
293.0,0.2009,0.0107,0.0203,0.7681
294.0,0.2013,0.01055,0.0203,0.76785
295.0,0.20235,0.0105,0.02095,0.7662
296.0,0.20335,0.0103,0.02175,0.7646
297.0,0.2051,0.01005,0.0217,0.76315
298.0,0.20505,0.0107,0.02185,0.7624
299.0,0.2064,0.011,0.02165,0.76095
300.0,0.20665,0.0113,0.02185,0.7602
301.0,0.20735,0.0124,0.02105,0.7592
302.0,0.2081,0.0122,0.02195,0.75775
303.0,0.20825,0.01285,0.02265,0.75625
304.0,0.20955,0.0121,0.02295,0.7554
305.0,0.2113,0.01175,0.02265,0.7543
306.0,0.2122,0.01185,0.02245,0.7535
307.0,0.2122,0.0123,0.0223,0.7532
308.0,0.21335,0.0119,0.02225,0.7525
309.0,0.2138,0.01265,0.0216,0.75195
310.0,0.21395,0.01305,0.02175,0.75125
311.0,0.2138,0.01285,0.02265,0.7507
312.0,0.21355,0.01265,0.0224,0.7514
313.0,0.21385,0.01185,0.02355,0.75075
314.0,0.2145,0.01115,0.024,0.75035
315.0,0.21555,0.01215,0.0241,0.7482
316.0,0.215,0.013,0.0239,0.7481
317.0,0.21515,0.0134,0.02505,0.7464
318.0,0.21545,0.01375,0.02515,0.74565
319.0,0.2152,0.0151,0.02485,0.74485
320.0,0.2149,0.0155,0.02585,0.74375
321.0,0.21595,0.0152,0.02635,0.7425
322.0,0.2165,0.01595,0.0274,0.74015
323.0,0.2161,0.01615,0.0281,0.73965
324.0,0.21665,0.01625,0.0283,0.7388
325.0,0.2155,0.01675,0.02885,0.7389
326.0,0.21465,0.0171,0.0302,0.73805
327.0,0.2141,0.01805,0.0302,0.73765
328.0,0.2143,0.01745,0.03175,0.7365
329.0,0.2133,0.01705,0.03275,0.7369
330.0,0.2135,0.01725,0.0324,0.73685
331.0,0.21215,0.0176,0.03265,0.7376
332.0,0.21045,0.0174,0.0332,0.73895
333.0,0.20995,0.0181,0.03365,0.7383
334.0,0.21025,0.01745,0.03405,0.73825
335.0,0.2105,0.0172,0.0345,0.7378
336.0,0.20875,0.01805,0.0341,0.7391
337.0,0.2076,0.0187,0.0336,0.7401
338.0,0.2075,0.018,0.03375,0.74075
339.0,0.20645,0.01855,0.03385,0.74115
340.0,0.2063,0.01805,0.03445,0.7412
341.0,0.2048,0.0193,0.0339,0.742
342.0,0.2044,0.01865,0.0351,0.74185
343.0,0.2035,0.01795,0.0355,0.74305
344.0,0.2026,0.0187,0.03505,0.74365
345.0,0.2019,0.0186,0.0354,0.7441
346.0,0.20025,0.0197,0.0354,0.74465
347.0,0.1995,0.01945,0.0368,0.74425
348.0,0.19875,0.0192,0.03765,0.7444
349.0,0.1985,0.0194,0.0377,0.7444
350.0,0.19825,0.01905,0.0384,0.7443
351.0,0.1975,0.0192,0.0384,0.7449
352.0,0.19645,0.0207,0.03765,0.7452
353.0,0.1957,0.02085,0.0374,0.74605
354.0,0.1942,0.02045,0.03835,0.747
355.0,0.19285,0.02055,0.03805,0.74855
356.0,0.1917,0.0203,0.038,0.75
357.0,0.1921,0.0195,0.03795,0.75045
358.0,0.19165,0.01895,0.0387,0.7507
359.0,0.1909,0.02025,0.039,0.74985
360.0,0.19055,0.01995,0.0386,0.7509
361.0,0.18955,0.0192,0.04035,0.7509
362.0,0.18825,0.02055,0.03915,0.75205
363.0,0.1876,0.02075,0.0394,0.75225
364.0,0.1845,0.0217,0.03975,0.75405
365.0,0.18235,0.0214,0.0412,0.75505
366.0,0.18165,0.02055,0.04205,0.75575
367.0,0.1803,0.02105,0.04215,0.7565
368.0,0.1803,0.0198,0.04385,0.75605
369.0,0.18005,0.0196,0.04335,0.757
370.0,0.17945,0.0193,0.04345,0.7578
371.0,0.17925,0.01915,0.04285,0.75875
372.0,0.17965,0.0177,0.0431,0.75955
373.0,0.17745,0.01935,0.0428,0.7604
374.0,0.17605,0.02045,0.04195,0.76155
375.0,0.17495,0.0199,0.0424,0.76275
376.0,0.17515,0.0201,0.0411,0.76365
377.0,0.1744,0.0193,0.04185,0.76445
378.0,0.17335,0.0189,0.04175,0.766
379.0,0.1725,0.02085,0.0402,0.76645
380.0,0.172,0.0214,0.0407,0.7659
381.0,0.16975,0.0221,0.0402,0.76795
382.0,0.1691,0.0208,0.04165,0.76845
383.0,0.16845,0.0205,0.042,0.76905
384.0,0.1677,0.02005,0.04145,0.7708
385.0,0.1675,0.01825,0.04325,0.771
386.0,0.16755,0.0176,0.0429,0.77195
387.0,0.1658,0.0186,0.04265,0.77295
388.0,0.16545,0.0184,0.0432,0.77295
