time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99845,0.00055,0.00045,0.00055
2.0,0.998,0.0007,0.0005,0.0008
3.0,0.99755,0.0008,0.0007,0.00095
4.0,0.9972,0.001,0.00075,0.00105
5.0,0.9969,0.0011,0.0009,0.0011
6.0,0.9964,0.00135,0.00115,0.0011
7.0,0.99485,0.0024,0.0015,0.00125
8.0,0.9932,0.00335,0.002,0.00145
9.0,0.99135,0.0041,0.00285,0.0017
10.0,0.98815,0.006,0.0038,0.00205
11.0,0.9849,0.00765,0.005,0.00245
12.0,0.9811,0.0097,0.0059,0.0033
13.0,0.97515,0.01275,0.0082,0.0039
14.0,0.96805,0.01585,0.0109,0.0052
15.0,0.95875,0.02045,0.01455,0.00625
16.0,0.946,0.0269,0.01925,0.00785
17.0,0.9292,0.0365,0.02405,0.01025
18.0,0.90855,0.0464,0.0318,0.01325
19.0,0.88515,0.0569,0.04075,0.0172
20.0,0.85085,0.07475,0.0516,0.0228
21.0,0.8105,0.0949,0.06465,0.02995
22.0,0.7658,0.11385,0.08135,0.039
23.0,0.7149,0.13325,0.1026,0.04925
24.0,0.6548,0.15815,0.1246,0.06245
25.0,0.58465,0.1835,0.15195,0.0799
26.0,0.5124,0.20465,0.18245,0.1005
27.0,0.436,0.22425,0.21595,0.1238
28.0,0.3657,0.23045,0.25215,0.1517
29.0,0.2961,0.2352,0.2842,0.1845
30.0,0.23535,0.23115,0.31265,0.22085
31.0,0.1827,0.21875,0.33595,0.2626
32.0,0.14045,0.20205,0.34925,0.30825
33.0,0.108,0.1812,0.356,0.3548
34.0,0.08205,0.15675,0.35945,0.40175
35.0,0.06285,0.13345,0.35665,0.44705
36.0,0.0483,0.1093,0.3517,0.4907
37.0,0.03765,0.0896,0.3358,0.53695
38.0,0.0305,0.07355,0.3167,0.57925
39.0,0.0258,0.0592,0.29515,0.61985
40.0,0.0219,0.0481,0.27205,0.65795
41.0,0.0201,0.0388,0.2487,0.6924
42.0,0.0185,0.0317,0.2273,0.7225
43.0,0.0175,0.0253,0.2044,0.7528
44.0,0.018,0.0206,0.18525,0.77615
45.0,0.01815,0.01695,0.16575,0.79915
46.0,0.019,0.01455,0.1481,0.81835
47.0,0.02045,0.01225,0.13355,0.83375
48.0,0.0225,0.0101,0.11915,0.84825
49.0,0.02325,0.00935,0.1056,0.8618
50.0,0.02485,0.00785,0.0949,0.8724
51.0,0.0257,0.00775,0.08275,0.8838
52.0,0.02735,0.0063,0.0723,0.89405
53.0,0.02985,0.0057,0.0665,0.89795
54.0,0.0322,0.00555,0.05885,0.9034
55.0,0.03375,0.00525,0.05275,0.90825
56.0,0.03615,0.00485,0.04645,0.91255
57.0,0.03755,0.00495,0.0422,0.9153
58.0,0.03995,0.0047,0.03795,0.9174
59.0,0.042,0.0043,0.03395,0.91975
60.0,0.04455,0.0043,0.0306,0.92055
61.0,0.0466,0.0041,0.02645,0.92285
62.0,0.0488,0.00385,0.0232,0.92415
63.0,0.05175,0.00365,0.0218,0.9228
64.0,0.0545,0.00325,0.0196,0.92265
65.0,0.0566,0.00335,0.0176,0.92245
66.0,0.059,0.003,0.01635,0.92165
67.0,0.06175,0.0029,0.01415,0.9212
68.0,0.06535,0.0023,0.0131,0.91925
69.0,0.0681,0.00215,0.0122,0.91755
70.0,0.07045,0.00235,0.0111,0.9161
71.0,0.0741,0.00195,0.0107,0.91325
72.0,0.07745,0.0018,0.0094,0.91135
73.0,0.0803,0.0017,0.00865,0.90935
74.0,0.08355,0.0018,0.0077,0.90695
75.0,0.087,0.00175,0.00705,0.9042
76.0,0.0894,0.00175,0.0066,0.90225
77.0,0.0924,0.00155,0.0059,0.90015
78.0,0.09445,0.00155,0.00525,0.89875
79.0,0.09725,0.0012,0.0054,0.89615
80.0,0.10035,0.00135,0.0053,0.893
81.0,0.10345,0.00135,0.0049,0.8903
82.0,0.10705,0.0011,0.0043,0.88755
83.0,0.10905,0.00125,0.0035,0.8862
84.0,0.1119,0.0012,0.00325,0.88365
85.0,0.1147,0.00115,0.003,0.88115
86.0,0.1169,0.00115,0.00285,0.8791
87.0,0.1201,0.001,0.0028,0.8761
88.0,0.1225,0.00065,0.003,0.87385
89.0,0.12525,0.0007,0.003,0.87105
90.0,0.12815,0.0008,0.00305,0.868
91.0,0.131,0.0009,0.00275,0.86535
92.0,0.13305,0.00105,0.0026,0.8633
93.0,0.1352,0.001,0.0027,0.8611
94.0,0.13745,0.0009,0.0025,0.85915
95.0,0.13995,0.00095,0.0022,0.8569
96.0,0.1418,0.0009,0.00215,0.85515
97.0,0.14365,0.00095,0.00225,0.85315
98.0,0.14595,0.00085,0.0023,0.8509
99.0,0.1482,0.0008,0.00245,0.84855
100.0,0.1518,0.0007,0.0024,0.8451
101.0,0.15405,0.00105,0.0022,0.8427
102.0,0.15645,0.0008,0.0022,0.84055
103.0,0.15845,0.001,0.002,0.83855
104.0,0.16105,0.00095,0.00205,0.83595
