time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9984,0.0006,0.00055,0.00045
2.0,0.9981,0.00075,0.0006,0.00055
3.0,0.9977,0.00095,0.00075,0.0006
4.0,0.99705,0.00145,0.00075,0.00075
5.0,0.9963,0.0016,0.00135,0.00075
6.0,0.9955,0.00185,0.00165,0.001
7.0,0.99435,0.0026,0.00165,0.0014
8.0,0.9928,0.00345,0.0022,0.00155
9.0,0.99115,0.00415,0.00295,0.00175
10.0,0.9891,0.00535,0.0032,0.00235
11.0,0.98655,0.00615,0.0045,0.0028
12.0,0.98215,0.0083,0.0063,0.00325
13.0,0.97705,0.0116,0.0076,0.00375
14.0,0.971,0.0142,0.0102,0.0046
15.0,0.96155,0.01925,0.0132,0.006
16.0,0.9509,0.02405,0.0173,0.00775
17.0,0.936,0.0323,0.0214,0.0103
18.0,0.91635,0.04295,0.02745,0.01325
19.0,0.89475,0.0521,0.036,0.01715
20.0,0.8672,0.06555,0.0454,0.02185
21.0,0.83205,0.08295,0.05705,0.02795
22.0,0.7918,0.10035,0.0717,0.03615
23.0,0.74415,0.1216,0.08895,0.0453
24.0,0.68525,0.1446,0.11425,0.0559
25.0,0.6203,0.169,0.1395,0.0712
26.0,0.55145,0.1899,0.1677,0.09095
27.0,0.4796,0.20745,0.20125,0.1117
28.0,0.40495,0.2233,0.235,0.13675
29.0,0.33455,0.23065,0.267,0.1678
30.0,0.26855,0.2323,0.29495,0.2042
31.0,0.2114,0.22065,0.3235,0.24445
32.0,0.1624,0.20775,0.343,0.28685
33.0,0.1243,0.18705,0.35515,0.3335
34.0,0.0956,0.16225,0.3605,0.38165
35.0,0.07205,0.13975,0.35875,0.42945
36.0,0.05515,0.1177,0.34805,0.4791
37.0,0.04355,0.09905,0.33315,0.52425
38.0,0.0342,0.08185,0.31645,0.5675
39.0,0.02905,0.065,0.2966,0.60935
40.0,0.0249,0.0512,0.27565,0.64825
41.0,0.02275,0.0406,0.2534,0.68325
42.0,0.02205,0.03185,0.22815,0.71795
43.0,0.0213,0.0254,0.2072,0.7461
44.0,0.0207,0.02105,0.1857,0.77255
45.0,0.0211,0.0174,0.1677,0.7938
46.0,0.02165,0.01375,0.14945,0.81515
47.0,0.02165,0.01135,0.1327,0.8343
48.0,0.0231,0.00955,0.12005,0.8473
49.0,0.02425,0.00865,0.10705,0.86005
50.0,0.0265,0.00765,0.09475,0.8711
51.0,0.02755,0.0073,0.08445,0.8807
52.0,0.02865,0.00625,0.07605,0.88905
53.0,0.0291,0.0064,0.0679,0.8966
54.0,0.031,0.0066,0.06,0.9024
55.0,0.0326,0.0058,0.05425,0.90735
56.0,0.0349,0.0052,0.04855,0.91135
57.0,0.0374,0.00385,0.0431,0.91565
58.0,0.0395,0.00395,0.03895,0.9176
59.0,0.041,0.00375,0.0344,0.92085
60.0,0.04255,0.00435,0.03015,0.92295
61.0,0.044,0.0041,0.0272,0.9247
62.0,0.04685,0.0041,0.0242,0.92485
63.0,0.0489,0.0034,0.02175,0.92595
64.0,0.05085,0.003,0.01965,0.9265
65.0,0.0535,0.0027,0.0183,0.9255
66.0,0.0556,0.0027,0.01615,0.92555
67.0,0.0579,0.0026,0.0144,0.9251
68.0,0.0609,0.00245,0.01325,0.9234
69.0,0.06365,0.00245,0.0122,0.9217
70.0,0.0661,0.0026,0.01075,0.92055
71.0,0.0687,0.00215,0.01025,0.9189
72.0,0.07085,0.0023,0.0089,0.91795
73.0,0.07365,0.00195,0.0078,0.9166
74.0,0.0762,0.0019,0.0067,0.9152
75.0,0.0797,0.0018,0.0063,0.9122
76.0,0.0822,0.00135,0.0062,0.91025
77.0,0.08455,0.00145,0.00565,0.90835
78.0,0.08715,0.00155,0.00525,0.90605
79.0,0.09025,0.0016,0.0049,0.90325
80.0,0.09275,0.0015,0.0045,0.90125
81.0,0.0951,0.0014,0.00405,0.89945
82.0,0.09795,0.00125,0.00375,0.89705
83.0,0.0998,0.0011,0.0037,0.8954
84.0,0.10245,0.001,0.0033,0.89325
85.0,0.1057,0.00095,0.0031,0.89025
86.0,0.1076,0.00085,0.00295,0.8886
87.0,0.1106,0.0006,0.003,0.8858
88.0,0.11265,0.0008,0.00255,0.884
89.0,0.1165,0.0008,0.00235,0.88035
90.0,0.1196,0.00075,0.0024,0.87725
91.0,0.1223,0.00075,0.0024,0.87455
92.0,0.1255,0.00075,0.0022,0.87155
93.0,0.12835,0.00065,0.00195,0.86905
94.0,0.1311,0.00055,0.00205,0.8663
95.0,0.1336,0.0008,0.00185,0.86375
96.0,0.1368,0.00075,0.00165,0.8608
97.0,0.1389,0.00055,0.0015,0.85905
98.0,0.14195,0.00045,0.00155,0.85605
99.0,0.1446,0.0005,0.00135,0.85355
100.0,0.1471,0.0004,0.0013,0.8512
101.0,0.14955,0.0003,0.00135,0.8488
102.0,0.15255,0.00035,0.0011,0.846
103.0,0.15545,0.0001,0.00105,0.8434
104.0,0.1578,0.0002,0.0009,0.8411
105.0,0.1596,0.0002,0.00085,0.83935
106.0,0.16205,0.00025,0.00075,0.83695
107.0,0.16385,0.0003,0.00075,0.8351
108.0,0.16685,0.00025,0.0008,0.8321
109.0,0.1689,0.00035,0.00075,0.83
110.0,0.17155,0.00045,0.0008,0.8272
111.0,0.17325,0.0005,0.0009,0.82535
112.0,0.1754,0.00045,0.00085,0.8233
113.0,0.1779,0.0005,0.0007,0.8209
114.0,0.17985,0.00075,0.00065,0.81875
115.0,0.1821,0.00075,0.0007,0.81645
116.0,0.1843,0.0005,0.00085,0.81435
117.0,0.1863,0.00055,0.001,0.81215
118.0,0.18865,0.0004,0.00105,0.8099
119.0,0.19035,0.0005,0.0011,0.80805
120.0,0.1927,0.0005,0.0013,0.8055
121.0,0.1947,0.00055,0.00115,0.8036
122.0,0.19695,0.00055,0.00125,0.80125
123.0,0.1994,0.0005,0.0015,0.7986
124.0,0.20195,0.0006,0.0012,0.79625
125.0,0.20425,0.0008,0.0012,0.79375
126.0,0.2069,0.0009,0.00105,0.79115
127.0,0.20925,0.0008,0.00115,0.7888
128.0,0.2116,0.00065,0.00125,0.7865
129.0,0.21345,0.0007,0.0012,0.78465
130.0,0.21525,0.00065,0.00135,0.78275
131.0,0.21675,0.0008,0.00145,0.781
132.0,0.21865,0.0009,0.00125,0.7792
133.0,0.22055,0.0008,0.00135,0.7773
134.0,0.22245,0.00105,0.0014,0.7751
135.0,0.2246,0.0008,0.0015,0.7731
136.0,0.22675,0.00075,0.0016,0.7709
137.0,0.2287,0.0009,0.0015,0.7689
138.0,0.2311,0.00085,0.00135,0.7667
139.0,0.2327,0.001,0.0012,0.7651
140.0,0.2353,0.001,0.00115,0.76255
141.0,0.23755,0.00085,0.00125,0.76035
142.0,0.23945,0.00085,0.00125,0.75845
143.0,0.24165,0.0008,0.0012,0.75635
144.0,0.2441,0.00065,0.0012,0.75405
145.0,0.2465,0.0005,0.00125,0.75175
146.0,0.2486,0.0005,0.00135,0.74955
147.0,0.2503,0.0007,0.0012,0.7478
148.0,0.253,0.00065,0.00145,0.7449
149.0,0.2548,0.00095,0.0015,0.74275
150.0,0.25695,0.001,0.00145,0.7406
151.0,0.25895,0.00115,0.00155,0.73835
152.0,0.2608,0.0011,0.0019,0.7362
153.0,0.26195,0.00135,0.0016,0.7351
154.0,0.26385,0.0014,0.00165,0.7331
155.0,0.26565,0.0017,0.00185,0.7308
156.0,0.2673,0.0015,0.002,0.7292
157.0,0.2686,0.00185,0.00225,0.7273
158.0,0.2699,0.002,0.00255,0.72555
159.0,0.27165,0.00195,0.0028,0.7236
160.0,0.2728,0.0018,0.00315,0.72225
161.0,0.27415,0.002,0.0029,0.72095
162.0,0.2761,0.0023,0.00285,0.71875
163.0,0.2776,0.00205,0.0032,0.71715
164.0,0.27925,0.00235,0.0032,0.7152
165.0,0.28075,0.00235,0.0034,0.7135
166.0,0.2814,0.0027,0.0035,0.7124
167.0,0.2831,0.003,0.0033,0.7106
168.0,0.2838,0.00295,0.0037,0.70955
169.0,0.2842,0.0034,0.0044,0.708
170.0,0.2855,0.00345,0.0046,0.70645
171.0,0.28635,0.00385,0.005,0.7048
172.0,0.2869,0.00365,0.00545,0.704
173.0,0.2881,0.0033,0.00545,0.70315
174.0,0.28925,0.00375,0.0057,0.7013
175.0,0.28955,0.004,0.00595,0.7005
176.0,0.2907,0.0043,0.0062,0.6988
177.0,0.2909,0.00465,0.0068,0.69765
178.0,0.2913,0.00525,0.00705,0.6964
179.0,0.2914,0.00545,0.00775,0.6954
180.0,0.2909,0.00635,0.0085,0.69425
181.0,0.29015,0.0068,0.00885,0.6942
182.0,0.2909,0.00685,0.0094,0.69285
183.0,0.29105,0.00675,0.00985,0.69235
184.0,0.2901,0.00715,0.0107,0.69205
185.0,0.2896,0.0081,0.0113,0.691
186.0,0.28855,0.00935,0.0119,0.6902
187.0,0.2877,0.00975,0.013,0.68955
188.0,0.28705,0.0097,0.01445,0.6888
189.0,0.28575,0.01075,0.01505,0.68845
190.0,0.2845,0.01035,0.01675,0.6884
191.0,0.2817,0.01145,0.0175,0.68935
192.0,0.27975,0.0124,0.0185,0.68935
193.0,0.27865,0.0125,0.0187,0.69015
194.0,0.27655,0.0131,0.0197,0.69065
195.0,0.2736,0.01405,0.02095,0.6914
196.0,0.27135,0.01405,0.02165,0.69295
197.0,0.26855,0.0151,0.0225,0.69385
