time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.9985,0.0005,0.0005,0.0005
2.0,0.9983,0.0007,0.00045,0.00055
3.0,0.99785,0.0009,0.00065,0.0006
4.0,0.99715,0.00135,0.0009,0.0006
5.0,0.9964,0.0017,0.00105,0.00085
6.0,0.9954,0.00235,0.00115,0.0011
7.0,0.99435,0.00255,0.00185,0.00125
8.0,0.99275,0.0035,0.00215,0.0016
9.0,0.9909,0.0044,0.0029,0.0018
10.0,0.98835,0.00575,0.0037,0.0022
11.0,0.98545,0.0066,0.0053,0.00265
12.0,0.98165,0.00865,0.00635,0.00335
13.0,0.9762,0.01165,0.008,0.00415
14.0,0.969,0.01545,0.0101,0.00545
15.0,0.9606,0.0191,0.01335,0.00695
16.0,0.949,0.0249,0.0173,0.0088
17.0,0.9356,0.03115,0.02175,0.0115
18.0,0.9185,0.03855,0.02835,0.0146
19.0,0.89735,0.049,0.03575,0.0179
20.0,0.86985,0.0633,0.04365,0.0232
21.0,0.83785,0.0773,0.05635,0.0285
22.0,0.79645,0.09555,0.07135,0.03665
23.0,0.7485,0.11785,0.08835,0.0453
24.0,0.6921,0.14165,0.10935,0.0569
25.0,0.6297,0.16555,0.13415,0.0706
26.0,0.5627,0.18405,0.1662,0.08705
27.0,0.48665,0.20765,0.19635,0.10935
28.0,0.4094,0.2264,0.23,0.1342
29.0,0.33745,0.23455,0.26275,0.16525
30.0,0.2696,0.2366,0.29535,0.19845
31.0,0.21265,0.22605,0.324,0.2373
32.0,0.16735,0.20645,0.34695,0.27925
33.0,0.12825,0.1868,0.3586,0.32635
34.0,0.0963,0.16795,0.3618,0.37395
35.0,0.07475,0.14435,0.35575,0.42515
36.0,0.05765,0.1224,0.3485,0.47145
37.0,0.04625,0.1013,0.3354,0.51705
38.0,0.0364,0.08325,0.32095,0.5594
39.0,0.0307,0.06775,0.3009,0.60065
40.0,0.0263,0.05505,0.28115,0.6375
41.0,0.0237,0.0444,0.2581,0.6738
42.0,0.02195,0.0342,0.23575,0.7081
43.0,0.02105,0.02665,0.2169,0.7354
44.0,0.01965,0.0221,0.1962,0.76205
45.0,0.0191,0.01855,0.1758,0.78655
46.0,0.0193,0.0158,0.1574,0.8075
47.0,0.0199,0.01295,0.14095,0.8262
48.0,0.02105,0.0107,0.12485,0.8434
49.0,0.02275,0.0092,0.1126,0.85545
50.0,0.02385,0.0077,0.1004,0.86805
51.0,0.02515,0.00735,0.08915,0.87835
52.0,0.0268,0.00625,0.08015,0.8868
53.0,0.02795,0.00605,0.0711,0.8949
54.0,0.029,0.00615,0.0624,0.90245
55.0,0.031,0.00595,0.0552,0.90785
56.0,0.03355,0.00485,0.05035,0.91125
57.0,0.0358,0.0041,0.045,0.9151
58.0,0.03785,0.0041,0.0397,0.91835
59.0,0.04005,0.0048,0.03635,0.9188
60.0,0.04275,0.0044,0.03255,0.9203
61.0,0.0456,0.00405,0.03015,0.9202
62.0,0.0486,0.00405,0.02625,0.9211
63.0,0.0511,0.0038,0.0237,0.9214
64.0,0.05425,0.0034,0.02115,0.9212
65.0,0.0577,0.00325,0.0192,0.91985
66.0,0.06065,0.003,0.0164,0.91995
67.0,0.06335,0.0023,0.0149,0.91945
68.0,0.06575,0.00235,0.01315,0.91875
69.0,0.0697,0.00195,0.0121,0.91625
70.0,0.07255,0.0019,0.0109,0.91465
71.0,0.07565,0.00165,0.01,0.9127
72.0,0.078,0.0015,0.00915,0.91135
73.0,0.08105,0.00175,0.0087,0.9085
74.0,0.084,0.00185,0.0084,0.90575
75.0,0.0872,0.00165,0.0079,0.90325
76.0,0.0906,0.0016,0.00675,0.90105
77.0,0.09335,0.0018,0.0058,0.89905
78.0,0.09615,0.00155,0.00545,0.89685
79.0,0.09815,0.00175,0.0051,0.895
80.0,0.10095,0.0016,0.0049,0.89255
81.0,0.1035,0.00145,0.0046,0.89045
82.0,0.1051,0.0014,0.00465,0.88885
83.0,0.10805,0.0014,0.0047,0.88585
84.0,0.1117,0.0012,0.00455,0.88255
85.0,0.1141,0.00135,0.00415,0.8804
86.0,0.11735,0.00105,0.00395,0.87765
87.0,0.1198,0.00105,0.0037,0.87545
88.0,0.1216,0.0013,0.00335,0.87375
89.0,0.12405,0.00115,0.0032,0.8716
90.0,0.12625,0.0011,0.00305,0.8696
91.0,0.12835,0.0012,0.00295,0.8675
92.0,0.13025,0.0013,0.0025,0.86595
93.0,0.13325,0.0011,0.0026,0.86305
94.0,0.13565,0.00105,0.0025,0.8608
95.0,0.13875,0.00105,0.00205,0.85815
96.0,0.142,0.00065,0.0022,0.85515
97.0,0.145,0.0005,0.0021,0.8524
98.0,0.1473,0.00055,0.0018,0.85035
99.0,0.1491,0.00065,0.0015,0.84875
100.0,0.15165,0.00075,0.00155,0.84605
101.0,0.15425,0.00065,0.0016,0.8435
102.0,0.157,0.00065,0.0015,0.84085
103.0,0.1586,0.0005,0.00165,0.83925
104.0,0.16075,0.00055,0.0016,0.8371
105.0,0.16315,0.00055,0.0017,0.8346
106.0,0.166,0.00055,0.00165,0.8318
107.0,0.1682,0.00085,0.00155,0.8294
108.0,0.17045,0.0012,0.0014,0.82695
109.0,0.17245,0.0009,0.0018,0.82485
110.0,0.1744,0.0008,0.00165,0.82315
111.0,0.1775,0.0008,0.00135,0.82035
112.0,0.18,0.00065,0.00145,0.8179
113.0,0.1827,0.0009,0.0015,0.8149
114.0,0.18465,0.00085,0.0015,0.813
115.0,0.18725,0.0009,0.0015,0.81035
116.0,0.1895,0.00075,0.00165,0.8081
117.0,0.19165,0.00045,0.0019,0.806
118.0,0.19375,0.00065,0.00165,0.80395
119.0,0.19575,0.00075,0.0012,0.8023
120.0,0.198,0.0008,0.0014,0.7998
121.0,0.1999,0.0008,0.0015,0.7978
