time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.999,0.0,0.001,0.0
1.0,0.99845,0.00055,0.00055,0.00045
2.0,0.99785,0.001,0.00065,0.0005
3.0,0.9973,0.00135,0.0008,0.00055
4.0,0.9968,0.0014,0.0012,0.0006
5.0,0.9957,0.00215,0.00135,0.0008
6.0,0.99415,0.0026,0.00235,0.0009
7.0,0.99195,0.0042,0.0028,0.00105
8.0,0.9893,0.00575,0.00365,0.0013
9.0,0.9858,0.0076,0.00495,0.00165
10.0,0.9815,0.0093,0.0067,0.0025
11.0,0.9756,0.01285,0.00795,0.0036
12.0,0.96845,0.0166,0.01005,0.0049
13.0,0.95965,0.0209,0.01345,0.006
14.0,0.9471,0.02745,0.01795,0.0075
15.0,0.9314,0.0352,0.0238,0.0096
16.0,0.911,0.0438,0.0323,0.0129
17.0,0.88625,0.05735,0.039,0.0174
18.0,0.85785,0.0698,0.04965,0.0227
19.0,0.8207,0.0887,0.06165,0.02895
20.0,0.77965,0.10525,0.07755,0.03755
21.0,0.7292,0.12655,0.09675,0.0475
22.0,0.6683,0.15115,0.1196,0.06095
23.0,0.6016,0.17655,0.1452,0.07665
24.0,0.52845,0.2008,0.17435,0.0964
25.0,0.45445,0.2198,0.20775,0.118
26.0,0.37715,0.23715,0.2417,0.144
27.0,0.30785,0.23675,0.2775,0.1779
28.0,0.24415,0.23255,0.31,0.2133
29.0,0.1879,0.22545,0.33215,0.2545
30.0,0.14365,0.20875,0.34875,0.29885
31.0,0.10955,0.18335,0.364,0.3431
32.0,0.08235,0.1617,0.366,0.38995
33.0,0.06335,0.13805,0.3604,0.4382
34.0,0.04855,0.1147,0.35195,0.4848
35.0,0.03705,0.0957,0.33745,0.5298
36.0,0.0297,0.07675,0.32155,0.572
37.0,0.0245,0.06165,0.30145,0.6124
38.0,0.0217,0.0478,0.2818,0.6487
39.0,0.0205,0.0374,0.256,0.6861
40.0,0.0189,0.0309,0.2319,0.7183
41.0,0.0179,0.02615,0.2099,0.74605
42.0,0.01865,0.0208,0.18985,0.7707
43.0,0.018,0.0173,0.1694,0.7953
44.0,0.01895,0.01405,0.1513,0.8157
45.0,0.0208,0.0113,0.13535,0.83255
46.0,0.0222,0.0096,0.1199,0.8483
47.0,0.0234,0.0084,0.10555,0.86265
48.0,0.0239,0.00755,0.09385,0.8747
49.0,0.0252,0.00755,0.08315,0.8841
50.0,0.0266,0.0065,0.07275,0.89415
51.0,0.0287,0.0053,0.06515,0.90085
52.0,0.03015,0.005,0.05705,0.9078
53.0,0.0327,0.00495,0.04935,0.913
54.0,0.0337,0.00555,0.0432,0.91755
55.0,0.0358,0.00445,0.03905,0.9207
56.0,0.03845,0.00395,0.03515,0.92245
57.0,0.04025,0.00365,0.03165,0.92445
58.0,0.0423,0.0037,0.0278,0.9262
59.0,0.0447,0.00345,0.0253,0.92655
60.0,0.0471,0.0032,0.02255,0.92715
61.0,0.05,0.0032,0.0199,0.9269
62.0,0.05295,0.00295,0.01755,0.92655
63.0,0.0557,0.00255,0.01585,0.9259
64.0,0.0578,0.0027,0.0137,0.9258
65.0,0.0611,0.0025,0.01195,0.92445
66.0,0.0634,0.00225,0.01075,0.9236
67.0,0.06675,0.00205,0.0095,0.9217
68.0,0.06975,0.0016,0.0091,0.91955
69.0,0.07275,0.0016,0.00795,0.9177
70.0,0.07565,0.0013,0.0071,0.91595
71.0,0.07775,0.0011,0.00605,0.9151
72.0,0.0803,0.00115,0.0057,0.91285
73.0,0.0828,0.0011,0.0052,0.9109
74.0,0.0863,0.00115,0.00445,0.9081
75.0,0.08935,0.0009,0.0042,0.90555
76.0,0.0926,0.00065,0.00395,0.9028
77.0,0.09515,0.00085,0.0037,0.9003
78.0,0.0978,0.00095,0.00335,0.8979
79.0,0.1003,0.00095,0.00275,0.896
80.0,0.10325,0.001,0.0024,0.89335
81.0,0.1061,0.00065,0.00255,0.8907
82.0,0.10875,0.00065,0.00245,0.88815
83.0,0.11165,0.00075,0.0023,0.8853
84.0,0.1136,0.0007,0.00215,0.88355
85.0,0.11635,0.00075,0.0018,0.8811
