TIME,s,e,i,r
130,4652,4,9,15335
131,4689,6,8,15297
132,4736,7,8,15249
133,4793,5,9,15193
134,4833,5,7,15155
135,4868,5,8,15119
136,4905,3,8,15084
137,4952,4,7,15037
138,5003,2,9,14986
139,5041,3,8,14948
140,5086,4,8,14902
141,5131,6,7,14856
142,5158,5,9,14828
143,5196,6,11,14787
144,5237,5,11,14747
145,5279,7,13,14701
146,5313,6,15,14666
147,5345,9,18,14628
148,5389,7,19,14585
149,5420,8,21,14551
150,5452,10,21,14517
151,5489,9,23,14479
152,5525,6,24,14445
153,5554,12,24,14410
154,5592,13,22,14373
155,5623,14,30,14333
156,5649,15,30,14306
157,5687,15,32,14266
158,5730,17,34,14219
159,5771,16,33,14180
160,5800,20,32,14148
161,5831,30,34,14105
162,5866,28,41,14065
163,5900,30,38,14032
164,5913,35,47,14005
165,5946,33,49,13972
166,5972,34,54,13940
167,5994,39,58,13909
168,6010,36,71,13883
169,6027,35,73,13865
170,6050,43,81,13826
171,6069,44,89,13798
172,6083,51,94,13772
173,6108,46,100,13746
174,6136,45,104,13715
175,6152,49,101,13698
176,6169,56,100,13675
177,6187,58,99,13656
178,6189,58,107,13646
179,6200,66,101,13633
180,6217,62,112,13609
181,6238,68,122,13572
182,6240,88,126,13546
183,6245,87,136,13532
184,6246,83,149,13522
185,6252,93,151,13504
186,6263,88,165,13484
187,6253,108,168,13471
188,6255,102,190,13453
189,6262,100,204,13434
190,6254,118,211,13417
191,6253,124,216,13407
192,6231,141,219,13409
193,6207,149,233,13411
194,6170,175,251,13404
195,6133,186,263,13418
196,6116,185,273,13426
197,6094,181,287,13438
198,6063,196,290,13451
199,6036,192,318,13454
200,6011,212,328,13449
201,5976,208,366,13450
202,5926,210,394,13470
203,5880,232,406,13482
204,5827,238,440,13495
205,5781,251,438,13530
206,5725,276,442,13557
207,5667,277,470,13586
208,5621,262,490,13627
209,5559,273,520,13648
210,5489,287,528,13696
211,5420,298,527,13755
212,5348,288,568,13796
213,5273,298,587,13842
214,5186,315,610,13889
215,5098,315,646,13941
216,5025,290,677,14008
217,4945,325,683,14047
218,4899,310,696,14095
219,4803,346,698,14153
220,4740,352,712,14196
221,4645,378,740,14237
222,4572,348,786,14294
223,4494,345,800,14361
224,4402,357,814,14427
225,4287,372,830,14511
226,4239,336,857,14568
227,4160,339,852,14649
228,4082,335,858,14725
229,3989,356,847,14808
230,3901,362,849,14888
231,3852,358,829,14961
232,3797,362,830,15011
233,3710,377,824,15089
234,3663,352,829,15156
235,3608,352,835,15205
236,3547,349,824,15280
237,3512,320,821,15347
238,3478,305,798,15419
239,3435,295,785,15485
240,3409,287,762,15542
241,3387,303,731,15579
242,3372,277,751,15600
243,3354,286,720,15640
244,3312,273,731,15684
245,3298,264,720,15718
246,3280,259,709,15752
247,3277,260,678,15785
248,3292,227,696,15785
249,3270,229,679,15822
250,3266,228,654,15852
251,3253,233,626,15888
252,3255,220,617,15908
253,3275,221,584,15920
254,3279,223,577,15921
255,3278,202,574,15946
256,3287,198,559,15956
257,3283,194,562,15961
258,3325,180,547,15948
259,3330,184,532,15954
260,3345,180,507,15968
261,3375,189,482,15954
262,3370,193,477,15960
263,3394,187,465,15954
264,3391,195,470,15944
265,3402,187,475,15936
266,3415,188,471,15926
267,3429,187,462,15922
268,3453,180,454,15913
269,3458,174,449,15919
270,3498,164,436,15902
271,3528,173,430,15869
272,3541,172,440,15847
273,3573,161,438,15828
274,3596,149,428,15827
275,3605,156,413,15826
276,3627,159,412,15802
277,3653,161,414,15772
278,3703,163,407,15727
279,3757,160,392,15691
280,3772,167,383,15678
281,3787,157,391,15665
282,3798,171,381,15650
283,3830,161,369,15640
284,3842,159,364,15635
285,3858,152,368,15622
286,3898,158,346,15598
287,3930,157,349,15564
288,3990,142,346,15522
289,4033,135,352,15480
290,4062,137,350,15451
291,4097,146,351,15406
292,4131,145,353,15371
293,4172,142,355,15331
294,4179,153,359,15309
295,4235,144,358,15263
296,4253,144,358,15245
297,4288,154,354,15204
298,4321,163,350,15166
299,4336,166,356,15142
300,4372,140,368,15120
301,4423,142,342,15093
302,4471,139,359,15031
303,4491,140,376,14993
304,4509,142,382,14967
305,4505,160,378,14957
306,4508,171,383,14938
307,4529,177,384,14910
308,4532,170,390,14908
309,4532,172,397,14899
310,4553,182,388,14877
311,4568,173,406,14853
312,4590,176,391,14843
313,4601,196,384,14819
314,4599,204,385,14812
315,4609,203,397,14791
316,4629,206,414,14751
317,4634,215,425,14726
318,4645,210,427,14718
319,4679,196,432,14693
320,4686,217,426,14671
321,4677,238,445,14640
322,4676,222,480,14622
323,4679,213,480,14628
324,4713,192,485,14610
325,4692,227,478,14603
326,4665,251,486,14598
327,4660,240,520,14580
328,4650,237,538,14575
329,4635,266,542,14557
330,4637,257,544,14562
331,4615,276,556,14553
332,4622,255,555,14568
333,4620,243,559,14578
334,4611,242,564,14583
335,4634,222,578,14566
336,4613,250,570,14567
337,4585,265,569,14581
338,4541,281,581,14597
339,4517,280,608,14595
340,4462,310,604,14624
341,4457,302,595,14646
342,4451,299,598,14652
343,4453,291,620,14636
344,4430,283,648,14639
345,4398,298,660,14644
346,4358,316,660,14666
347,4325,328,662,14685
348,4325,307,665,14703
349,4283,327,649,14741
350,4272,321,640,14767
351,4265,315,639,14781
352,4238,314,646,14802
353,4192,318,668,14822
354,4171,312,685,14832
355,4141,321,692,14846
356,4130,308,698,14864
357,4116,314,702,14868
358,4103,311,712,14874
359,4061,331,710,14898
360,4023,343,732,14902
361,4012,314,734,14940
362,3993,313,724,14970
363,4001,300,716,14983
364,3981,308,707,15004
365,3938,331,698,15033
366,3918,313,705,15064
367,3906,315,698,15081
368,3900,312,686,15102
369,3909,307,682,15102
370,3906,293,673,15128
371,3885,294,673,15148
372,3891,283,687,15139
373,3883,279,697,15141
374,3883,287,681,15149
375,3858,291,683,15168
376,3846,271,702,15181
377,3818,290,708,15184
378,3800,294,720,15186
379,3797,287,733,15183
380,3760,298,706,15236
381,3745,289,706,15260
382,3755,265,707,15273
383,3764,267,700,15269
384,3775,255,690,15280
385,3751,275,658,15316
386,3754,312,656,15278
387,3757,281,678,15284
388,3749,272,696,15283
389,3748,268,678,15306
390,3734,275,674,15317
391,3744,281,635,15340
392,3729,286,657,15328
393,3744,270,673,15313
394,3739,274,640,15347
395,3738,257,666,15339
396,3772,264,655,15309
397,3786,246,641,15327
398,3788,244,632,15336
399,3797,239,624,15340
400,3800,250,586,15364
401,3810,246,593,15351
402,3813,258,584,15345
403,3825,268,585,15322
404,3804,277,593,15326
405,3797,270,603,15330
406,3826,264,572,15338
407,3845,251,561,15343
408,3850,237,579,15334
409,3873,236,558,15333
410,3874,259,547,15320
411,3893,234,583,15290
412,3926,232,565,15277
413,3952,224,572,15252
414,3966,239,538,15257
415,3966,242,539,15253
416,3982,232,546,15240
417,4005,217,561,15217
418,4005,229,557,15209
419,4013,232,543,15212
420,4023,246,545,15186
421,4037,250,534,15179
422,4039,252,539,15170
423,4031,259,543,15167
424,4037,264,552,15147
425,4049,264,565,15122
426,4043,254,568,15135
427,4074,216,580,15130
428,4067,214,568,15151
429,4103,188,568,15141
430,4107,225,541,15127
431,4093,230,557,15120
432,4105,228,551,15116
433,4114,237,551,15098
434,4121,235,551,15093
435,4117,224,561,15098
436,4130,223,564,15083
437,4135,242,537,15086
438,4122,251,541,15086
439,4139,218,552,15091
440,4136,223,551,15090
441,4142,227,561,15070
442,4167,212,552,15069
443,4196,210,548,15046
444,4205,222,525,15048
445,4192,219,544,15045
446,4192,222,530,15056
447,4181,225,520,15074
448,4185,245,519,15051
449,4212,238,531,15019
450,4213,226,547,15014
451,4234,218,530,15018
452,4253,218,506,15023
453,4258,237,519,14986
454,4250,245,506,14999
455,4278,205,534,14983
456,4265,229,522,14984
457,4252,240,536,14972
458,4245,241,532,14982
459,4253,262,533,14952
460,4246,264,538,14952
461,4248,270,541,14941
462,4282,245,560,14913
463,4281,253,561,14905
464,4282,226,583,14909
465,4254,252,572,14922
466,4253,248,574,14925
467,4260,254,566,14920
468,4281,235,566,14918
469,4269,247,558,14926
470,4281,270,552,14897
471,4266,271,557,14906
472,4267,276,577,14880
473,4256,267,596,14881
474,4252,289,576,14883
475,4239,291,586,14884
476,4209,294,597,14900
477,4181,283,611,14925
478,4180,261,612,14947
479,4171,274,589,14966
480,4168,268,615,14949
481,4152,269,623,14956
482,4143,271,606,14980
483,4143,267,616,14974
484,4130,272,625,14973
485,4135,258,645,14962
486,4120,264,618,14998
487,4109,265,617,15009
488,4106,271,627,14996
489,4092,277,621,15010
490,4115,267,628,14990
491,4131,262,614,14993
492,4147,274,590,14989
493,4113,289,577,15021
494,4118,272,596,15014
495,4095,274,604,15027
496,4087,264,635,15014
497,4100,256,621,15023
498,4092,256,614,15038
499,4073,282,610,15035
500,4045,292,592,15071
501,4068,251,621,15060
502,4069,244,627,15060
503,4076,236,612,15076
504,4073,230,606,15091
505,4071,226,603,15100
506,4077,222,603,15098
507,4085,242,591,15082
508,4082,252,597,15069
509,4078,241,604,15077
510,4072,238,591,15099
511,4079,245,568,15108
512,4078,249,572,15101
513,4074,232,577,15117
514,4071,234,573,15122
515,4092,228,577,15103
516,4077,256,568,15099
517,4081,254,575,15090
518,4108,226,603,15063
519,4123,213,589,15075
520,4124,238,570,15068
521,4116,253,575,15056
522,4116,233,585,15066
523,4107,250,560,15083
524,4098,255,575,15072
525,4094,253,577,15076
526,4096,246,591,15067
527,4095,242,596,15067
528,4104,231,592,15073
529,4119,240,579,15062
530,4110,253,571,15066
531,4127,230,582,15061
532,4123,236,586,15055
533,4136,230,581,15053
534,4173,223,578,15026
535,4160,243,570,15027
536,4149,262,573,15016
537,4140,270,568,15022
538,4139,263,588,15010
539,4166,253,590,14991
540,4197,235,571,14997
541,4174,259,553,15014
542,4168,260,544,15028
543,4189,249,540,15022
544,4195,246,545,15014
545,4213,244,544,14999
546,4215,245,541,14999
547,4199,251,557,14993
548,4212,227,557,15004
549,4209,238,549,15004
550,4212,232,563,14993
551,4213,237,543,15007
552,4222,213,544,15021
553,4213,230,538,15019
554,4211,247,537,15005
555,4210,242,535,15013
556,4218,243,545,14994
557,4238,239,550,14973
558,4252,230,557,14961
559,4280,221,557,14942
560,4275,232,539,14954
561,4285,216,554,14945
562,4289,234,534,14943
563,4286,252,522,14940
564,4281,250,526,14943
565,4277,272,540,14911
566,4283,250,569,14898
567,4278,239,580,14903
568,4287,242,578,14893
569,4292,247,574,14887
570,4305,248,572,14875
571,4327,226,585,14862
572,4316,245,580,14859
573,4313,252,585,14850
574,4334,252,587,14827
575,4329,275,572,14824
576,4318,248,603,14831
577,4292,273,597,14838
578,4319,267,597,14817
579,4304,287,600,14809
580,4325,287,605,14783
581,4309,286,611,14794
582,4299,305,618,14778
583,4284,280,623,14813
584,4285,291,608,14816
585,4273,294,611,14822
586,4263,279,625,14833
587,4241,285,615,14859
588,4256,278,615,14851
589,4236,283,619,14862
590,4205,281,646,14868
591,4218,273,626,14883
592,4178,298,614,14910
593,4171,296,629,14904
594,4172,293,634,14901
595,4158,297,635,14910
596,4161,280,634,14925
597,4160,278,643,14919
598,4158,282,645,14915
599,4169,284,652,14895
600,4146,284,657,14913
601,4152,265,651,14932
602,4140,286,639,14935
603,4126,274,659,14941
604,4132,275,651,14942
605,4111,280,649,14960
606,4118,271,649,14962
607,4089,277,643,14991
608,4101,269,644,14986
609,4096,265,653,14986
610,4080,272,655,14993
611,4075,268,668,14989
612,4051,287,661,15001
613,4015,287,677,15021
614,4005,315,659,15021
615,3982,319,679,15020
616,3956,322,683,15039
617,3925,339,683,15053
618,3942,299,693,15066
619,3949,302,687,15062
620,3933,288,702,15077
621,3932,298,697,15073
622,3916,303,695,15086
623,3919,287,703,15091
624,3917,283,674,15126
625,3934,265,675,15126
626,3918,273,669,15140
627,3928,253,667,15152
628,3925,262,658,15155
629,3940,270,646,15144
630,3921,275,647,15157
631,3927,279,638,15156
632,3958,259,659,15124
633,3966,253,651,15130
634,3972,234,664,15130
635,3962,260,632,15146
636,3954,283,631,15132
637,3963,276,658,15103
638,3963,281,657,15099
639,3957,270,666,15107
640,3955,274,665,15106
641,3937,291,657,15115
642,3955,285,663,15097
643,3926,299,662,15113
644,3889,321,647,15143
645,3882,307,678,15133
646,3871,307,665,15157
647,3883,290,671,15156
648,3903,256,687,15154
649,3912,274,661,15153
650,3904,281,652,15163
651,3923,278,654,15145
652,3920,248,673,15159
653,3916,261,658,15165
654,3895,282,639,15184
655,3874,295,640,15191
656,3901,253,660,15186
657,3896,288,630,15186
658,3885,289,618,15208
659,3911,259,641,15189
660,3930,260,637,15173
661,3931,265,612,15192
662,3942,268,631,15159
663,3945,268,618,15169
664,3942,263,612,15183
665,3952,247,622,15179
666,3987,238,588,15187
667,3996,245,581,15178
668,3993,252,581,15174
669,4002,257,593,15148
670,4009,259,598,15134
671,4011,250,595,15144
672,4032,253,569,15146
673,4010,257,576,15157
674,4048,245,579,15128
675,4068,223,580,15129
676,4082,212,580,15126
677,4092,233,576,15099
678,4111,222,567,15100
679,4108,236,558,15098
680,4102,236,572,15090
681,4094,240,576,15090
682,4121,226,584,15069
683,4120,236,573,15071
684,4141,239,552,15068
685,4129,248,553,15070
686,4141,234,566,15059
687,4149,257,534,15060
688,4158,251,537,15054
689,4162,269,543,15026
690,4172,251,558,15019
691,4169,256,545,15030
692,4145,271,544,15040
693,4157,244,577,15022
694,4152,258,590,15000
695,4139,265,590,15006
696,4155,252,610,14983
697,4156,263,600,14981
698,4159,247,603,14991
699,4184,246,600,14970
700,4188,263,600,14949
701,4185,267,610,14938
702,4181,270,623,14926
703,4174,261,641,14924
704,4169,269,628,14934
705,4142,278,628,14952
706,4166,238,645,14951
707,4164,249,616,14971
708,4145,265,611,14979
709,4141,268,627,14964
710,4144,276,616,14964
711,4127,300,637,14936
712,4127,303,632,14938
713,4138,267,643,14952
714,4126,265,632,14977
715,4134,259,631,14976
716,4146,251,630,14973
717,4156,247,632,14965
718,4177,248,621,14954
719,4193,264,583,14960
720,4199,268,599,14934
721,4192,271,602,14935
722,4209,265,609,14917
723,4210,261,586,14943
724,4204,253,588,14955
725,4208,248,580,14964
726,4224,247,553,14976
727,4233,253,549,14965
728,4233,268,543,14956
729,4227,274,552,14947
730,4233,251,580,14936
