step,S,E,I,R
0,0.999,0,0.001,0
1,0.99835,0.00065,5e-04,5e-04
2,0.9978,0.00105,0.00055,6e-04
3,0.9974,0.001,0.001,6e-04
4,0.9966,0.0014,0.00135,0.00065
5,0.9951,0.0023,0.0018,8e-04
6,0.9933,0.00345,0.0021,0.00115
7,0.9913,0.0048,0.0025,0.0014
8,0.98845,0.00625,0.00345,0.00185
9,0.986,0.007,0.0044,0.0026
10,0.9826,0.00855,0.00515,0.0037
11,0.97835,0.0106,0.0067,0.00435
12,0.9724,0.01355,0.00905,0.005
13,0.96465,0.01705,0.01175,0.00655
14,0.9533,0.0229,0.0161,0.0077
15,0.94045,0.02925,0.0204,0.0099
16,0.9263,0.03495,0.02645,0.0123
17,0.9046,0.04605,0.03435,0.015
18,0.8768,0.0605,0.043,0.0197
19,0.84535,0.0753,0.05375,0.0256
20,0.8065,0.0943,0.0662,0.033
21,0.76155,0.1124,0.08535,0.0407
22,0.7082,0.13495,0.10355,0.0533
23,0.645,0.16035,0.1265,0.06815
24,0.57935,0.1813,0.1547,0.08465
25,0.50375,0.2033,0.1875,0.10545
26,0.4282,0.2203,0.2208,0.1307
27,0.3586,0.22645,0.2553,0.15965
28,0.2925,0.2285,0.28455,0.19445
29,0.23315,0.22465,0.3115,0.2307
30,0.1822,0.2113,0.3325,0.274
31,0.1395,0.19675,0.34455,0.3192
32,0.10635,0.1743,0.35475,0.3646
33,0.083,0.14965,0.3526,0.41475
34,0.0643,0.1258,0.34555,0.46435
35,0.05105,0.104,0.33915,0.5058
36,0.042,0.08555,0.32375,0.5487
37,0.03515,0.0689,0.304,0.59195
38,0.02995,0.05625,0.2834,0.6304
39,0.02635,0.04585,0.2627,0.6651
40,0.02355,0.0369,0.2405,0.69905
41,0.0225,0.02945,0.21895,0.7291
42,0.0211,0.02465,0.1961,0.75815
43,0.02165,0.0195,0.1789,0.77995
44,0.02185,0.0158,0.1625,0.79985
45,0.023,0.01335,0.1445,0.81915
46,0.02355,0.0119,0.12695,0.8376
47,0.0248,0.00995,0.1136,0.85165
48,0.02595,0.0094,0.1008,0.86385
49,0.0266,0.0089,0.09045,0.87405
50,0.0284,0.00705,0.08105,0.8835
51,0.0302,0.00635,0.07185,0.8916
52,0.0311,0.0056,0.0642,0.8991
53,0.03335,0.00525,0.0568,0.9046
54,0.03495,0.0055,0.0497,0.90985
55,0.03665,0.00565,0.04395,0.91375
56,0.0387,0.00465,0.0401,0.91655
57,0.041,0.00365,0.0363,0.91905
58,0.0438,0.0037,0.0319,0.9206
59,0.04635,0.0034,0.0287,0.92155
60,0.04835,0.0034,0.0251,0.92315
61,0.0501,0.00355,0.02315,0.9232
62,0.0528,0.0031,0.02155,0.92255
63,0.0553,0.00285,0.0196,0.92225
64,0.05815,0.0029,0.0179,0.92105
65,0.06065,0.00285,0.016,0.9205
66,0.0636,0.00245,0.01475,0.9192
67,0.0666,0.00205,0.01325,0.9181
68,0.06975,0.00215,0.0117,0.9164
69,0.0733,0.0021,0.0102,0.9144
70,0.07675,0.00155,0.00915,0.91255
71,0.08,0.00155,0.0086,0.90985
72,0.08325,0.0015,0.0079,0.90735
73,0.08635,0.0017,0.007,0.90495
74,0.08915,0.0016,0.00655,0.9027
75,0.09165,0.0018,0.0063,0.90025
76,0.09445,0.00165,0.00615,0.89775
77,0.09685,0.0017,0.00575,0.8957
78,0.09955,0.00175,0.00545,0.89325
79,0.10215,0.0015,0.00505,0.8913
80,0.1048,0.00125,0.0049,0.88905
81,0.1076,0.00135,0.00455,0.8865
82,0.10965,0.00135,0.0044,0.8846
83,0.1119,0.0014,0.0042,0.8825
