step,S,E,I,R
0,0.999,0,0.001,0
1,0.9984,6e-04,0.00055,0.00045
2,0.9977,0.0012,0.00065,0.00045
3,0.9971,0.00145,9e-04,0.00055
4,0.9964,0.0016,0.00135,0.00065
5,0.9954,0.0023,0.0016,7e-04
6,0.994,0.003,0.00195,0.00105
7,0.9919,0.0044,0.0025,0.0012
8,0.9898,0.00545,0.00345,0.0013
9,0.98655,0.0069,0.00465,0.0019
10,0.98185,0.00975,0.006,0.0024
11,0.9764,0.0125,0.00765,0.00345
12,0.9693,0.016,0.01,0.0047
13,0.96035,0.0203,0.01345,0.0059
14,0.94965,0.026,0.01705,0.0073
15,0.9348,0.0337,0.02205,0.00945
16,0.91765,0.04205,0.02795,0.01235
17,0.8939,0.05345,0.03655,0.0161
18,0.86545,0.0668,0.0472,0.02055
19,0.82785,0.0863,0.0583,0.02755
20,0.78445,0.1046,0.07505,0.0359
21,0.73595,0.12495,0.0932,0.0459
22,0.6787,0.14715,0.1159,0.05825
23,0.6158,0.16945,0.1401,0.07465
24,0.5474,0.18975,0.1704,0.09245
25,0.47425,0.2098,0.20095,0.115
26,0.40245,0.22155,0.23525,0.14075
27,0.33265,0.23115,0.2653,0.1709
28,0.2639,0.23335,0.2962,0.20655
29,0.20795,0.22445,0.32145,0.24615
30,0.16185,0.2073,0.3431,0.28775
31,0.12525,0.18695,0.3547,0.3331
32,0.09555,0.16325,0.36275,0.37845
33,0.0742,0.13885,0.36145,0.4255
34,0.05695,0.12005,0.351,0.472
35,0.0439,0.10115,0.3373,0.51765
36,0.03545,0.0819,0.32215,0.5605
37,0.02965,0.06605,0.29945,0.60485
38,0.0256,0.0538,0.2793,0.6413
39,0.02335,0.04165,0.25735,0.67765
40,0.02145,0.03315,0.23475,0.71065
41,0.0205,0.02685,0.21405,0.7386
42,0.0196,0.02245,0.19315,0.7648
43,0.0199,0.0183,0.17345,0.78835
44,0.0201,0.01595,0.1548,0.80915
45,0.0211,0.0137,0.13875,0.82645
46,0.0218,0.0112,0.12445,0.84255
47,0.02185,0.0103,0.11185,0.856
48,0.0233,0.0086,0.1003,0.8678
49,0.02505,0.0073,0.08965,0.878
50,0.02665,0.00635,0.08095,0.88605
51,0.0281,0.00605,0.07165,0.8942
52,0.0306,0.0057,0.06425,0.89945
53,0.0333,0.00525,0.05645,0.905
54,0.03485,0.00535,0.05125,0.90855
55,0.03675,0.0047,0.0449,0.91365
56,0.0399,0.0045,0.0399,0.9157
57,0.04175,0.00475,0.0356,0.9179
58,0.04375,0.00415,0.0319,0.9202
59,0.0459,0.0042,0.02805,0.92185
60,0.04825,0.00445,0.0251,0.9222
61,0.05155,0.0041,0.0229,0.92145
62,0.0541,0.0037,0.02045,0.92175
63,0.05745,0.00315,0.01845,0.92095
64,0.06,0.0031,0.017,0.9199
65,0.06275,0.00295,0.0156,0.9187
66,0.06515,0.0032,0.01395,0.9177
67,0.0681,0.0026,0.01315,0.91615
68,0.07055,0.00275,0.01165,0.91505
69,0.0726,0.00255,0.01065,0.9142
70,0.07565,0.00195,0.0101,0.9123
71,0.07915,0.00185,0.0094,0.9096
72,0.08185,0.00175,0.0087,0.9077
73,0.08415,0.0021,0.008,0.90575
74,0.08685,0.00195,0.008,0.9032
