step,S,E,I,R
0,0.999,0,0.001,0
1,0.99845,0.00055,0.00065,0.00035
2,0.9981,0.00075,0.00075,4e-04
3,0.99725,0.00125,0.001,5e-04
4,0.9962,0.0021,0.0011,6e-04
5,0.99515,0.0025,0.00155,8e-04
6,0.99355,0.0035,0.00205,9e-04
7,0.9919,0.004,0.00285,0.00125
8,0.9893,0.0051,0.004,0.0016
9,0.9863,0.0067,0.0049,0.0021
10,0.98205,0.0092,0.0059,0.00285
11,0.97655,0.01135,0.00835,0.00375
12,0.96935,0.0154,0.0102,0.00505
13,0.96085,0.0195,0.01315,0.0065
14,0.94975,0.025,0.0169,0.00835
15,0.9355,0.03195,0.02185,0.0107
16,0.9187,0.04075,0.02685,0.0137
17,0.89655,0.05,0.036,0.01745
18,0.8692,0.0639,0.0447,0.0222
19,0.8347,0.08035,0.0574,0.02755
20,0.79425,0.0998,0.07155,0.0344
21,0.7448,0.1204,0.0905,0.0443
22,0.68955,0.1409,0.1132,0.05635
23,0.6272,0.1635,0.1386,0.0707
24,0.5584,0.1857,0.1679,0.088
25,0.48325,0.2062,0.20045,0.1101
26,0.4086,0.22465,0.22885,0.1379
27,0.33645,0.23055,0.26545,0.16755
28,0.2721,0.2307,0.2951,0.2021
29,0.21715,0.22255,0.31745,0.24285
30,0.1701,0.2051,0.3405,0.2843
31,0.12845,0.19065,0.35265,0.32825
32,0.0961,0.1708,0.35745,0.37565
33,0.07345,0.1456,0.35665,0.4243
34,0.05775,0.1195,0.35245,0.4703
35,0.04655,0.09815,0.3419,0.5134
36,0.03775,0.08025,0.3246,0.5574
37,0.03155,0.06445,0.30445,0.59955
38,0.027,0.0526,0.28325,0.63715
39,0.02435,0.04195,0.2625,0.6712
40,0.0215,0.03395,0.23855,0.706
41,0.01955,0.02795,0.2161,0.7364
42,0.0182,0.02245,0.1968,0.76255
43,0.01905,0.01805,0.17725,0.78565
44,0.01955,0.0144,0.15615,0.8099
45,0.021,0.01215,0.13895,0.8279
46,0.0203,0.01155,0.1234,0.84475
47,0.02155,0.0102,0.11145,0.8568
48,0.02305,0.00915,0.09925,0.86855
49,0.02525,0.00765,0.0884,0.8787
50,0.0273,0.0065,0.07925,0.88695
51,0.0297,0.00605,0.06915,0.8951
52,0.0308,0.0061,0.06095,0.90215
53,0.03285,0.0059,0.0547,0.90655
54,0.0355,0.00525,0.0492,0.91005
55,0.03765,0.00455,0.0443,0.9135
56,0.03975,0.00415,0.03945,0.91665
57,0.0416,0.00365,0.03565,0.9191
58,0.04425,0.0039,0.0317,0.92015
59,0.04615,0.00395,0.02815,0.92175
60,0.0484,0.0037,0.0254,0.9225
61,0.04995,0.00335,0.02405,0.92265
62,0.0523,0.00335,0.02155,0.9228
63,0.05395,0.00335,0.0194,0.9233
64,0.05655,0.00305,0.01805,0.92235
65,0.0591,0.00325,0.0161,0.92155
66,0.0613,0.00275,0.015,0.92095
67,0.0643,0.00285,0.01365,0.9192
68,0.06745,0.0026,0.0123,0.91765
69,0.06995,0.0027,0.01045,0.9169
70,0.0723,0.0026,0.0096,0.9155
71,0.075,0.00235,0.0091,0.91355
72,0.0774,0.00195,0.0081,0.91255
73,0.08035,0.002,0.00695,0.9107
74,0.08325,0.0015,0.007,0.90825
75,0.08585,0.00135,0.0064,0.9064
76,0.0891,0.0011,0.00595,0.90385
77,0.09185,0.0013,0.0052,0.90165
78,0.0942,0.00145,0.0047,0.89965
79,0.09765,0.00095,0.00435,0.89705
80,0.10035,0.00085,0.00405,0.89475
81,0.103,0.001,0.00355,0.89245
82,0.1059,0.00095,0.0036,0.88955
83,0.10865,0.00095,0.00315,0.88725
84,0.11135,0.00105,0.00295,0.88465
85,0.11375,0.0011,0.00225,0.8829
86,0.1156,7e-04,0.00245,0.88125
87,0.1183,0.00085,0.00245,0.8784
88,0.12035,0.00105,0.0025,0.8761
89,0.1233,7e-04,0.00265,0.87335
90,0.12515,8e-04,0.0022,0.87185
91,0.1279,0.00075,0.00205,0.8693
