step,S,E,I,R
0,0.999,0,0.001,0
1,0.99825,0.00075,0.001,0
2,0.9976,0.0013,0.00095,0.00015
3,0.99705,0.00155,0.001,4e-04
4,0.9965,0.00185,0.0012,0.00045
5,0.99585,0.00195,0.00155,0.00065
6,0.9945,0.0026,0.00215,0.00075
7,0.99275,0.0037,0.00275,8e-04
8,0.9907,0.0045,0.0036,0.0012
9,0.98795,0.00645,0.0038,0.0018
10,0.9852,0.00735,0.005,0.00245
11,0.9806,0.01025,0.00585,0.0033
12,0.9759,0.01225,0.0077,0.00415
13,0.9711,0.01335,0.01065,0.0049
14,0.963,0.0175,0.0135,0.006
15,0.9532,0.0222,0.0166,0.008
16,0.9412,0.028,0.02035,0.01045
17,0.92845,0.03365,0.0253,0.0126
18,0.9097,0.04235,0.03215,0.0158
19,0.8856,0.05425,0.04025,0.0199
20,0.8565,0.06715,0.05055,0.0258
21,0.8263,0.0769,0.064,0.0328
22,0.7861,0.0955,0.0776,0.0408
23,0.7393,0.11545,0.0942,0.05105
24,0.68935,0.1321,0.1156,0.06295
25,0.6313,0.15045,0.1403,0.07795
26,0.567,0.17345,0.16155,0.098
27,0.4982,0.19235,0.1894,0.12005
28,0.4275,0.20955,0.21765,0.1453
29,0.35895,0.21765,0.2493,0.1741
30,0.29535,0.2222,0.27775,0.2047
31,0.2394,0.219,0.30185,0.23975
32,0.1893,0.2057,0.3243,0.2807
33,0.1476,0.19035,0.33805,0.324
34,0.1159,0.1695,0.34605,0.36855
35,0.0909,0.1495,0.3491,0.4105
36,0.06925,0.1297,0.34365,0.4574
37,0.05325,0.11,0.33425,0.5025
38,0.04285,0.0897,0.3241,0.54335
39,0.0355,0.07245,0.3062,0.58585
40,0.0306,0.0596,0.2857,0.6241
41,0.02625,0.0489,0.26275,0.6621
42,0.0229,0.04075,0.24135,0.695
43,0.0218,0.0332,0.21925,0.72575
44,0.0207,0.0263,0.20005,0.75295
45,0.0198,0.0221,0.18065,0.77745
46,0.019,0.01855,0.16235,0.8001
47,0.0193,0.01535,0.14705,0.8183
48,0.01965,0.0125,0.13115,0.8367
49,0.02145,0.0101,0.11665,0.8518
50,0.0228,0.00835,0.1044,0.86445
51,0.0244,0.0076,0.0909,0.8771
52,0.02585,0.0068,0.08065,0.8867
53,0.0275,0.0059,0.07115,0.89545
54,0.02965,0.00495,0.06285,0.90255
55,0.0317,0.0045,0.0566,0.9072
56,0.0335,0.0047,0.0507,0.9111
57,0.0363,0.00405,0.04575,0.9139
58,0.0393,0.0039,0.0397,0.9171
59,0.04155,0.00345,0.03635,0.91865
60,0.0443,0.0037,0.0325,0.9195
61,0.0465,0.0035,0.02875,0.92125
62,0.04815,0.00345,0.0253,0.9231
63,0.0509,0.00305,0.0233,0.92275
64,0.0535,0.00285,0.02085,0.9228
65,0.0566,0.0025,0.0187,0.9222
66,0.05985,0.0021,0.01695,0.9211
67,0.06245,0.0023,0.0148,0.92045
68,0.0653,0.0021,0.0133,0.9193
69,0.06795,0.002,0.01185,0.9182
70,0.0709,0.0019,0.0106,0.9166
71,0.07415,0.00145,0.0096,0.9148
72,0.07685,0.0017,0.00885,0.9126
73,0.0792,0.0014,0.00845,0.91095
74,0.0816,0.0017,0.0078,0.9089
75,0.0842,0.0015,0.00725,0.90705
76,0.0873,0.0015,0.00655,0.90465
77,0.0896,0.0013,0.006,0.9031
78,0.0914,0.00135,0.0055,0.90175
79,0.0945,0.0011,0.0051,0.8993
80,0.0968,0.0012,0.00485,0.89715
81,0.0994,0.0013,0.00465,0.89465
82,0.1022,0.00145,0.00415,0.8922
83,0.1048,0.0014,0.00355,0.89025
84,0.10765,0.0013,0.0034,0.88765
85,0.11055,0.00145,0.0032,0.8848
86,0.11325,0.00105,0.00345,0.88225
87,0.11535,0.0011,0.00325,0.8803
88,0.11775,0.00095,0.00295,0.87835
89,0.1202,0.00095,0.0028,0.87605
90,0.122,0.00105,0.0029,0.87405
91,0.12455,0.0012,0.0025,0.87175
92,0.12675,0.00115,0.00235,0.86975
93,0.1289,0.0011,0.0022,0.8678
94,0.13075,0.00085,0.00245,0.86595
95,0.133,0.00105,0.00225,0.8637
96,0.13595,0.001,0.00235,0.8607
97,0.13835,0.0016,0.00225,0.8578
98,0.14025,0.00145,0.00235,0.85595
99,0.1428,0.00105,0.00275,0.8534
100,0.1451,0.001,0.0027,0.8512
101,0.1477,0.00105,0.00225,0.849
102,0.1501,9e-04,0.00235,0.84665
103,0.15195,0.0012,0.00195,0.8449
104,0.15465,0.00105,0.00205,0.84225
105,0.15695,0.001,0.00205,0.84
106,0.1591,0.00075,0.00185,0.8383
107,0.1615,7e-04,0.0019,0.8359
108,0.16405,7e-04,0.00145,0.8338
109,0.16665,7e-04,0.0015,0.83115
110,0.16875,0.00075,0.00145,0.82905
111,0.17145,6e-04,0.00145,0.8265
112,0.17365,0.00065,0.00135,0.82435
113,0.1758,8e-04,0.00125,0.82215
114,0.17815,0.001,0.00115,0.8197
115,0.17995,0.00105,0.0012,0.8178
116,0.1816,0.0011,0.0012,0.8161
117,0.18315,0.00095,0.0014,0.8145
118,0.1854,0.00105,0.0013,0.81225
119,0.18725,9e-04,0.00135,0.8105
120,0.18925,0.0012,0.00115,0.8084
121,0.19155,0.00125,0.0012,0.806
122,0.1937,0.00125,0.00125,0.8038
123,0.19615,0.0011,0.0015,0.80125
124,0.1984,0.00085,0.0019,0.79885
125,0.2003,0.00105,0.00195,0.7967
126,0.20215,0.00105,0.00175,0.79505
127,0.2043,0.00085,0.0019,0.79295
128,0.20665,0.00115,0.00175,0.79045
129,0.20905,0.00105,0.00185,0.78805
130,0.21125,0.00085,0.002,0.7859
131,0.21375,9e-04,0.00215,0.7832
132,0.2152,0.00115,0.00245,0.7812
133,0.21765,0.00115,0.00255,0.77865
134,0.21865,0.00165,0.0025,0.7772
135,0.22115,0.0014,0.00265,0.7748
136,0.22275,0.00165,0.0024,0.7732
137,0.2245,0.00185,0.0024,0.77125
138,0.2265,0.00165,0.0022,0.76965
139,0.2285,0.0015,0.0022,0.7678
140,0.2306,0.0011,0.00265,0.76565
141,0.23225,0.0012,0.0027,0.76385
142,0.234,0.00125,0.0028,0.76195
143,0.2356,0.0011,0.0031,0.7602
144,0.2369,0.00175,0.00305,0.7583
145,0.239,0.0016,0.00325,0.75615
146,0.2407,0.00175,0.00295,0.7546
147,0.2431,0.0019,0.00305,0.75195
148,0.24475,0.00175,0.0036,0.7499
149,0.24655,0.0021,0.00335,0.748
150,0.24745,0.00195,0.00355,0.74705
151,0.2491,0.0021,0.00375,0.74505
152,0.25055,0.0021,0.00345,0.7439
153,0.252,0.00215,0.00375,0.7421
154,0.25345,0.00235,0.0036,0.7406
155,0.2548,0.0022,0.0039,0.7391
156,0.25565,0.0026,0.0042,0.73755
157,0.2582,0.00225,0.0047,0.73485
158,0.259,0.0025,0.0051,0.7334
159,0.2599,0.0031,0.00475,0.73225
160,0.2612,0.00295,0.00495,0.7309
161,0.26195,0.003,0.00465,0.7304
162,0.26345,0.0029,0.0048,0.72885
163,0.2649,0.00335,0.00485,0.7269
164,0.2667,0.0032,0.0051,0.725
165,0.26825,0.00335,0.0051,0.7233
166,0.2697,0.00335,0.00545,0.7215
167,0.2708,0.0033,0.00585,0.72005
168,0.2717,0.0036,0.00575,0.71895
169,0.2729,0.0039,0.0059,0.7173
170,0.2739,0.0043,0.0059,0.7159
171,0.2745,0.00425,0.0062,0.71505
172,0.2749,0.00445,0.00675,0.7139
173,0.27535,0.0048,0.007,0.71285
174,0.27595,0.00545,0.0072,0.7114
175,0.2766,0.00605,0.0078,0.70955
176,0.27695,0.00605,0.00865,0.70835
177,0.2771,0.00605,0.009,0.70785
178,0.27775,0.00655,0.0089,0.7068
179,0.2782,0.0059,0.01045,0.70545
180,0.27765,0.00685,0.0107,0.7048
181,0.2787,0.0066,0.011,0.7037
182,0.27835,0.00625,0.0118,0.7036
183,0.27765,0.0066,0.012,0.70375
184,0.27705,0.0076,0.013,0.70235
185,0.2764,0.0083,0.01325,0.70205
186,0.27555,0.00885,0.0141,0.7015
187,0.2742,0.00905,0.0149,0.70185
188,0.2736,0.00945,0.01545,0.7015
189,0.27285,0.01025,0.0149,0.702
190,0.27305,0.0103,0.0156,0.70105
191,0.2722,0.0097,0.0172,0.7009
192,0.27165,0.0093,0.01765,0.7014
193,0.27,0.0099,0.018,0.7021
194,0.26785,0.0113,0.0181,0.70275
195,0.2663,0.0122,0.0185,0.703
196,0.264,0.0128,0.01965,0.70355
197,0.2625,0.01315,0.02105,0.7033
198,0.26045,0.0132,0.02145,0.7049
199,0.25755,0.0142,0.02225,0.706
200,0.2553,0.0149,0.02275,0.70705
201,0.2527,0.01485,0.0242,0.70825
202,0.2506,0.01515,0.02515,0.7091
203,0.24705,0.01585,0.02655,0.71055
204,0.24425,0.0164,0.0277,0.71165
205,0.24115,0.01695,0.0283,0.7136
206,0.23955,0.0172,0.02845,0.7148
207,0.2373,0.01675,0.0286,0.71735
208,0.23475,0.01795,0.0288,0.7185
209,0.2321,0.01875,0.02935,0.7198
210,0.2301,0.01795,0.0305,0.72145
211,0.22885,0.0175,0.03135,0.7223
212,0.22595,0.0177,0.0318,0.72455
213,0.2224,0.01805,0.0331,0.72645
214,0.2203,0.0179,0.03375,0.72805
215,0.2152,0.01995,0.0344,0.73045
216,0.21135,0.0203,0.03515,0.7332
217,0.20875,0.01955,0.03735,0.73435
218,0.20635,0.02,0.0377,0.73595
219,0.2027,0.0205,0.03925,0.73755
220,0.1994,0.02075,0.0406,0.73925
221,0.1963,0.022,0.04055,0.74115
222,0.19295,0.02205,0.0418,0.7432
223,0.19065,0.02165,0.043,0.7447
224,0.18735,0.02265,0.0436,0.7464
225,0.18515,0.0222,0.0443,0.74835
226,0.1819,0.02085,0.0455,0.75175
227,0.17945,0.02065,0.04495,0.75495
228,0.17605,0.0207,0.0462,0.75705
229,0.17345,0.02015,0.04525,0.76115
230,0.17085,0.02085,0.0447,0.7636
231,0.1685,0.02115,0.04415,0.7662
232,0.16625,0.01965,0.04475,0.76935
233,0.16445,0.0186,0.0444,0.77255
234,0.16155,0.0199,0.04225,0.7763
235,0.1605,0.01885,0.0431,0.77755
236,0.15835,0.01945,0.04265,0.77955
237,0.1564,0.01955,0.04265,0.7814
238,0.15405,0.01945,0.04235,0.78415
239,0.15335,0.0185,0.0423,0.78585
240,0.15165,0.0184,0.0418,0.78815
241,0.1509,0.01765,0.0411,0.79035
242,0.1497,0.0185,0.03945,0.79235
243,0.14885,0.01795,0.0387,0.7945
244,0.14815,0.0182,0.0375,0.79615
245,0.14755,0.01665,0.03715,0.79865
246,0.1467,0.0166,0.0369,0.7998
247,0.14535,0.01645,0.03625,0.80195
248,0.1447,0.0152,0.0368,0.8033
249,0.1443,0.0154,0.03565,0.80465
250,0.1435,0.01545,0.0354,0.80565
251,0.14355,0.0148,0.0353,0.80635
252,0.14405,0.014,0.03565,0.8063
253,0.144,0.01455,0.0343,0.80715
254,0.14475,0.014,0.0335,0.80775
255,0.14445,0.01355,0.0323,0.8097
256,0.14515,0.01315,0.03245,0.80925
257,0.1443,0.013,0.0317,0.811
258,0.14455,0.01365,0.03045,0.81135
259,0.1453,0.01365,0.03055,0.8105
260,0.1464,0.01285,0.02995,0.8108
261,0.14785,0.01165,0.0301,0.8104
262,0.1489,0.01185,0.02845,0.8108
263,0.14945,0.01245,0.0281,0.81
264,0.1501,0.01235,0.0278,0.80975
265,0.15065,0.0124,0.02795,0.809
266,0.1528,0.0114,0.0284,0.8074
267,0.1536,0.01215,0.0276,0.80665
268,0.155,0.01175,0.02705,0.8062
269,0.15735,0.011,0.02675,0.8049
270,0.15805,0.0118,0.0256,0.80455
271,0.15865,0.01165,0.0252,0.8045
272,0.16,0.0113,0.0253,0.8034
273,0.1623,0.01065,0.0252,0.80185
274,0.16235,0.01135,0.02485,0.80145
275,0.16365,0.0112,0.0237,0.80145
276,0.1658,0.01175,0.023,0.79945
277,0.16705,0.01185,0.0226,0.7985
278,0.1681,0.0111,0.0233,0.7975
279,0.16995,0.01,0.02355,0.7965
280,0.17085,0.00995,0.0229,0.7963
281,0.17135,0.00985,0.0221,0.7967
282,0.17235,0.00945,0.0222,0.796
283,0.1742,0.0094,0.022,0.7944
284,0.1758,0.0093,0.0219,0.793
285,0.1769,0.00985,0.02085,0.7924
286,0.17945,0.00965,0.02085,0.79005
287,0.1808,0.0089,0.02095,0.78935
288,0.1833,0.0093,0.02075,0.78665
289,0.1841,0.0098,0.0203,0.7858
290,0.1865,0.00955,0.02,0.78395
291,0.18755,0.01075,0.01965,0.78205
292,0.18995,0.01045,0.01975,0.77985
293,0.19205,0.00995,0.02005,0.77795
294,0.1934,0.00945,0.02055,0.7766
295,0.1949,0.0089,0.0214,0.7748
296,0.1954,0.0101,0.0205,0.774
297,0.19645,0.01005,0.0204,0.7731
298,0.1972,0.0105,0.02035,0.77195
299,0.19775,0.01135,0.01995,0.77095
300,0.198,0.0117,0.0211,0.7692
301,0.1999,0.01125,0.0218,0.76705
302,0.2021,0.01075,0.02245,0.7647
303,0.2022,0.01205,0.02245,0.7633
304,0.20215,0.0122,0.0232,0.76245
305,0.20265,0.0127,0.0243,0.76035
306,0.20285,0.01335,0.0245,0.7593
307,0.20325,0.01385,0.0254,0.7575
308,0.2031,0.01345,0.026,0.75745
309,0.2046,0.0128,0.02665,0.75595
310,0.20525,0.01285,0.02645,0.75545
311,0.20505,0.01315,0.02645,0.75535
312,0.2046,0.0136,0.02675,0.75505
313,0.2052,0.0131,0.02695,0.75475
314,0.20525,0.013,0.02715,0.7546
315,0.20515,0.014,0.02705,0.7538
316,0.20415,0.01505,0.0267,0.7541
317,0.20515,0.0147,0.0273,0.75285
318,0.20385,0.01535,0.0266,0.7542
319,0.2048,0.0144,0.0277,0.7531
320,0.20385,0.01545,0.0275,0.7532
321,0.2041,0.01495,0.02845,0.7525
322,0.2038,0.0159,0.0289,0.7514
323,0.2034,0.01595,0.0296,0.75105
324,0.20255,0.0157,0.0303,0.75145
325,0.20325,0.01615,0.0304,0.7502
326,0.2027,0.0154,0.0317,0.7502
327,0.2026,0.0153,0.03175,0.75035
328,0.2027,0.01575,0.032,0.74955
329,0.2008,0.01695,0.0322,0.75005
330,0.20105,0.01785,0.03185,0.74925
331,0.20025,0.01785,0.0323,0.7496
332,0.1997,0.0175,0.03265,0.75015
333,0.19955,0.0171,0.03385,0.7495
334,0.19905,0.0176,0.03385,0.7495
335,0.19725,0.01945,0.0336,0.7497
336,0.19725,0.01915,0.0347,0.7489
337,0.19575,0.01965,0.0351,0.7495
338,0.1946,0.0188,0.0367,0.7499
339,0.19425,0.0182,0.03735,0.7502
340,0.19365,0.0179,0.03665,0.7518
341,0.1925,0.0187,0.03745,0.75135
342,0.19015,0.0204,0.0361,0.75335
343,0.1892,0.02135,0.0362,0.75325
344,0.18805,0.02085,0.03775,0.75335
345,0.1876,0.0205,0.03765,0.75425
346,0.1873,0.0195,0.03885,0.75435
347,0.18645,0.0193,0.0386,0.75565
348,0.1856,0.0196,0.0386,0.7562
349,0.1853,0.01945,0.038,0.75725
350,0.18525,0.0183,0.03825,0.7582
351,0.18475,0.018,0.03915,0.7581
352,0.1836,0.01805,0.0388,0.75955
353,0.183,0.01915,0.03885,0.759
354,0.18415,0.01795,0.0393,0.7586
355,0.1832,0.0179,0.03835,0.76055
356,0.18155,0.01795,0.0381,0.7624
357,0.1812,0.01945,0.03645,0.7629
358,0.1806,0.01945,0.03655,0.7634
359,0.17995,0.019,0.03775,0.7633
360,0.1802,0.01845,0.03875,0.7626
361,0.18025,0.0172,0.03765,0.7649
362,0.17955,0.01785,0.0368,0.7658
363,0.1784,0.01865,0.03655,0.7664
364,0.17795,0.01815,0.0373,0.7666
365,0.17885,0.01705,0.03715,0.76695
366,0.17925,0.0163,0.03745,0.767
367,0.17865,0.0166,0.03705,0.7677
368,0.17885,0.01795,0.03695,0.76625
369,0.1785,0.01725,0.03735,0.7669
370,0.1782,0.0163,0.03715,0.76835
371,0.17765,0.0165,0.0373,0.76855
372,0.17655,0.018,0.03665,0.7688
373,0.17545,0.01905,0.0361,0.7694
374,0.17595,0.0182,0.03595,0.7699
375,0.1769,0.01755,0.03625,0.7693
376,0.1775,0.017,0.0349,0.7706
377,0.17755,0.01695,0.03505,0.77045
378,0.17815,0.01715,0.03425,0.77045
379,0.17885,0.01675,0.03485,0.76955
380,0.17795,0.01705,0.0348,0.7702
381,0.1777,0.0174,0.03475,0.77015
382,0.17845,0.01615,0.03555,0.76985
383,0.18005,0.0158,0.0354,0.76875
384,0.17815,0.01745,0.03515,0.76925
385,0.1777,0.01715,0.0364,0.76875
386,0.1781,0.0156,0.03775,0.76855
387,0.1772,0.01575,0.03725,0.7698
388,0.1769,0.0161,0.0364,0.7706
389,0.1763,0.01615,0.03665,0.7709
390,0.1761,0.01675,0.03635,0.7708
391,0.1754,0.0168,0.03625,0.77155
392,0.17565,0.0176,0.0358,0.77095
393,0.17705,0.01695,0.03615,0.76985
394,0.1761,0.017,0.0366,0.7703
395,0.17595,0.0178,0.03545,0.7708
396,0.1767,0.0166,0.03585,0.77085
397,0.1768,0.0163,0.0364,0.7705
398,0.1771,0.0154,0.0361,0.7714
399,0.17675,0.0155,0.0356,0.77215
400,0.17625,0.0148,0.0367,0.77225
401,0.1762,0.01525,0.03565,0.7729
402,0.176,0.0155,0.03475,0.77375
403,0.1774,0.01595,0.0342,0.77245
404,0.17665,0.0163,0.0341,0.77295
405,0.1773,0.01725,0.03295,0.7725
406,0.17755,0.01755,0.03305,0.77185
407,0.1783,0.0169,0.03355,0.77125
408,0.17865,0.0171,0.03345,0.7708
409,0.1788,0.0179,0.03385,0.76945
410,0.17875,0.0189,0.03445,0.7679
411,0.18025,0.0174,0.03525,0.7671
412,0.1797,0.01725,0.0355,0.76755
413,0.17935,0.01675,0.0363,0.7676
414,0.1783,0.017,0.03635,0.76835
